nomer;predmet;zakon;organizator;organizator_inn;organizator_kpp;organizator_kontakt;zakazchik;zakazchik_inn;zakazchik_kpp;zakazchik_kontakt;region;cena;data_publikacii;data_okonchaniya;pozicii_s_klyuchom;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
0131200001026004440;2026-04770 Поставка запасных частей для автомобилей;44-ФЗ;МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ;3666159455;366601001;;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""АВТОБАЗА УПРАВЛЕНИЯ ДЕЛАМИ ВОРОНЕЖСКОЙ ОБЛАСТИ""";3665828424;366501001;;Воронежская область;1852231.00;24.07.2026;03.08.2026;"Компрессор кондиционера ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0131200001026004440-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0246100000426000154;Поставка противопролежневых матрацев воздушных (с компрессором) для социального обеспечения получателей;44-ФЗ;ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЛИПЕЦКОЙ ОБЛАСТИ;4826004782;482601001;"Кирьянова Наталия Олеговна; 7-474-2429009; zakupki@48.sfr.gov.ru";ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЛИПЕЦКОЙ ОБЛАСТИ;4826004782;482601001;;Липецкая область;391500.00;24.07.2026;05.08.2026;;https://www.rts-tender.ru/poisk/id/l0246100000426000154-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0368200000926000099;Компрессор кондиционера для автомобиля;44-ФЗ;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДЕЛАМИ УЛЬЯНОВСКОЙ ОБЛАСТИ""";7325056619;732501001;;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДЕЛАМИ УЛЬЯНОВСКОЙ ОБЛАСТИ""";7325056619;732501001;;Ульяновская область;27300.00;24.07.2026;05.08.2026;"Компрессор кондиционера для автомобиля ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0368200000926000099-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4537733;компрессор Baratti Engineering GmbH;Коммерческие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОЛИМАТИЗ""";1646020116;164601001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОЛИМАТИЗ""";1646020116;164601001;;Республика Татарстан;0.00;24.07.2026;05.08.2026;"компрессор Baratti Engineering GmbH ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4537733-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0373100056626000992;Поставка компрессора спирального;44-ФЗ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ГЕМАТОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";7714061756;771401001;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ГЕМАТОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";7714061756;771401001;;Москва;42715.00;24.07.2026;05.08.2026;"Компрессор спиральный ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0373100056626000992-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0327100004526000039;Приобретение учебного оборудования (лот № 17) в целях реализации проекта развития образовательной организации, реализующей образовательные программы СПО для подготовки кадров отрасли сельского хозяйства;44-ФЗ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРЯНСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ""";3208000245;320801001;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРЯНСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ""";3208000245;320801001;;Брянская область;3897397.28;24.07.2026;03.08.2026;"Передвижная тележка с мембранным насосом и компрессором ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0327100004526000039-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4537255;Электродвигатель АО ЗСУ (Попозиционная поставка) КП ЗАПОЛНИТЬ ПО НАШЕЙ ФОРМЕ!!! Желательно оригинал;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ПОЛИМЕТАЛЛ""";7805368914;424950001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ПОЛИМЕТАЛЛ""";7805368914;424950001;;Кемеровская область;0.00;24.07.2026;30.07.2026;"Электродвигатель ABB Motor M2AA112M 3GAA112903-BSA 4 квт, фланцевый, охлождение компрессора GA - 160 ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4537255-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0351200000726001027;Поставка запасных частей;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННАЯ НОВОСИБИРСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";5403106150;540301001;"Каштанова Марина Алексеевна; 8-383-3159728; dogovor16@oblmed.nsk.ru";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННАЯ НОВОСИБИРСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";5403106150;540301001;;Новосибирская область;316000.00;24.07.2026;03.08.2026;"Сервисный набор (фильтр сепаратора винтового воздушного компрессора, фильтр масляный, фильтр воздушный) ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0351200000726001027-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4537205;Котел для МНВ и котельное оборудование;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕАЛ. РЕГИОНАЛЬНЫЙ ЦЕНТР""";8703010889;272101001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕАЛ. РЕГИОНАЛЬНЫЙ ЦЕНТР""";8703010889;272101001;;Хабаровский край;0.00;24.07.2026;30.07.2026;"Компрессор EnergyLogic 20210111 для горелки 13...15PSI ;; Комплект обслуживания компрессора воздушного EnergyLogic 05000096 для горелок";https://www.rts-tender.ru/poisk/id/l4537205-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0130200001726000051;Оказание услуг по ремонту автотранспортных средств (служебные автомобили Toyota, Haval);44-ФЗ;ЗАКОНОДАТЕЛЬНОЕ СОБРАНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ;3525066582;352501001;;ЗАКОНОДАТЕЛЬНОЕ СОБРАНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ;3525066582;352501001;;Вологодская область;400000.00;24.07.2026;04.08.2026;"Замена компрессора кондиционера (Услуги по ремонту служебных автомобилей Toyota Camry 2,5, АКПП, VIN XW7BF4FK80S146957, XW7BF4FK20S172230, XW7BF4FK40S171385, XW7BF3HK10S170590, XW7BF3HK60S153199, XW7B13HK00S220054; Toyot ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0130200001726000051-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4536790;Работы на техническое обслуживание холодильной установки камера №1 (Компрессор Bitzer 4Н-15,2-40Р – 1 шт.) цеха переработки, АО «Птицефабрика «Рефтинская»;Коммерческие;"Акционерное общество ""Птицефабрика ""Рефтинская""";6603025045;668301001;;"Акционерное общество ""Птицефабрика ""Рефтинская""";6603025045;668301001;;Свердловская область;0.00;24.07.2026;03.08.2026;;https://www.rts-tender.ru/poisk/id/l4536790-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0152200000726000026;Оказание услуг по диагностике, техническому обслуживанию и ремонту автотранспортных средств (Реестровый номер 2026.050306);44-ФЗ;ГЛАВНОЕ УПРАВЛЕНИЕ ЛЕСНОГО ХОЗЯЙСТВА ОМСКОЙ ОБЛАСТИ;5503202387;550401001;;ГЛАВНОЕ УПРАВЛЕНИЕ ЛЕСНОГО ХОЗЯЙСТВА ОМСКОЙ ОБЛАСТИ;5503202387;550401001;;Омская область;300000.00;24.07.2026;03.08.2026;"Шланг УАЗ-3163 дв.ЗМЗ-409 кондиционера (компрессор-конденсатор) ;; Шланг УАЗ-3163 кондиционера (компрессор-муфта)";https://www.rts-tender.ru/poisk/id/l0152200000726000026-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4536687;Работы на техническое обслуживание холодильной установки галерей субпродуктов (Компрессоры Bitzer 4TES-12Y-40P (CH) – 2 шт.) цеха переработки, АО «Птицефабрика «Рефтинская».;Коммерческие;"Акционерное общество ""Птицефабрика ""Рефтинская""";6603025045;668301001;;"Акционерное общество ""Птицефабрика ""Рефтинская""";6603025045;668301001;;Свердловская область;0.00;24.07.2026;03.08.2026;"Работы на техническое обслуживание холодильной установки галерей субпродуктов (Компрессоры Bitzer 4TES-12Y-40P (CH) – 2 шт.) цеха переработки, АО «Птицефабрика «Рефтинская». (ОБЯЗАТЕЛЬНО предоставить на торги подробную с ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4536687-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616233501;Поставка компрессора (ЯОбЗ030382);223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЯКУТЦЕМЕНТ""";1431008422;143101001;"Коломиец Н. А.; +7 (423) 2346056; kolomiets.na@tigersnab.ru";"АКЦИОНЕРНОЕ ОБЩЕСТВО ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЯКУТЦЕМЕНТ""";1431008422;143101001;"+7 (423) 2346056; kolomiets.na@tigersnab.ru";Республика Саха (Якутия);253435.00;24.07.2026;31.07.2026;"Компрессор СБ4/Ф-500.LT100/16 REMEZA или эквивалент ;; Компрессор СБ4/Ф-500.LT100/16 REMEZA или эквивалент";https://www.rts-tender.ru/poisk/id/l32616233501-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0820500000826003945;Оказание услуг по диагностике, техническому обслуживанию и ремонту автотранспортных средств с использованием запасных частей исполнителя;44-ФЗ;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК ПРИМОРСКОГО КРАЯ""";2540254652;254001001;;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПАРТИЗАНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА № 1""";2509000582;250901001;;Приморский край;2000000.00;24.07.2026;05.08.2026;"Компрессор кондиционера 14+ ;; Муфта компрессора кондиционера (для Sanden)";https://www.rts-tender.ru/poisk/id/l0820500000826003945-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616233154;Оказание услуг по техническому обслуживанию и ремонту автотранспортной техники;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УССУРИЙСКОЕ ПРЕДПРИЯТИЕ ТЕПЛОВЫХ СЕТЕЙ""";2511111265;251101001;"Астахов Алексей Борисович; +74234322571; omts@umupts.ru";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УССУРИЙСКОЕ ПРЕДПРИЯТИЕ ТЕПЛОВЫХ СЕТЕЙ""";2511111265;251101001;"+74234322571; omts@umupts.ru";Приморский край;6000000.00;24.07.2026;03.08.2026;"Замена компрессора ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l32616233154-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4536273;Сервисное техническое обслуживание и сервисный ремонт технологического оборудования РУ БУК плата управления ВИСА.74.00.001.002 24В буровой станок СБШ хоз.№42, плата управления ВИСА.74.00.001.001 24В буровой станок СБШ хоз.№42, контроллер компрессора КМПРСР ВК-430 24В 10А IP65 буровой станок СБШ хоз.;Коммерческие;"ООО УК ""МЕТАЛЛОИНВЕСТ""";5018108484;773145001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МИХАЙЛОВСКИЙ ГОК ИМЕНИ АНДРЕЯ ВЛАДИМИРОВИЧА ВАРИЧЕВА""";4633001577;997550001;;Байконур;0.00;23.07.2026;04.08.2026;"Сервисное техническое обслуживание и сервисный ремонт технологического оборудования РУ БУК плата управления ВИСА.74.00.001.002 24В буровой станок СБШ хоз.№42, плата управления ВИСА.74.00.001.001 24В буровой станок СБШ хо ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4536273-4-12-1/;да;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616232483;Поставка запасных частей и расходных материалов для винтовых компрессоров;223-ФЗ;"АО ""БАХЧИСАРАЙСКИЙ ЦЕМЕНТНЫЙ ЗАВОД""";9104031842;910401001;"3655453884; omts@crimcement.com";"АО ""БАХЧИСАРАЙСКИЙ ЦЕМЕНТНЫЙ ЗАВОД""";9104031842;910401001;"3655453884; omts@crimcement.com";Республика Крым;461327.92;23.07.2026;30.07.2026;"Поставка запасных частей и расходных материалов для винтовых компрессоров ;; Поставка запасных частей и расходных материалов для винтовых компрессоров";https://www.rts-tender.ru/poisk/id/l32616232483-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4536287;закупка оборудования;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗМЕТАЛЛСЕРВИС""";7802888337;772701001;;"Филиал №3 ""Макеевский металлургический завод""";9308000360;931143001;;Донецкая Народная Республика;0.00;23.07.2026;30.07.2026;"Контроллер компрессора Airmaster Q1 Y21AIR M01.00 / 1116 CM Q1CMCSTD_E30 (soft_26/02/2020) ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4536287-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0560300000626000094;Запасные части для ремонта тракторной техники;44-ФЗ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОРСТРОЙ""";6453136508;645301001;;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОРСТРОЙ""";6453136508;645301001;;Саратовская область;1500000.00;23.07.2026;31.07.2026;"Штуцер маслопровода компрессора Д-240 ;; Гайка трубопровода компрессора МТЗ-80";https://www.rts-tender.ru/poisk/id/l0560300000626000094-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4535563;СМЦБ-061407 ВОЗДУХООХЛАДИТЕЛЬ КОМПРЕССОРА К-250-61-5 2-й ступени в сборе;Коммерческие;"Акционерное общество ""Самарский металлургический завод """;6310000160;997550001;;"Акционерное общество ""Самарский металлургический завод """;6310000160;997550001;;Байконур;0.00;23.07.2026;30.07.2026;"ВОЗДУХООХЛАДИТЕЛЬ КОМПРЕССОРА К-250-61-5 2-й ступени в сборе ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4535563-4-12-1/;да;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0372200006226000088;Ремонт винтового компрессора кислородной станции;44-ФЗ;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 14""";7805045350;780501001;"Морев Алексей Геннадьевич; 7-812-7868739; bolniza14econom@yandex.ru";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 14""";7805045350;780501001;;Санкт-Петербург;682600.00;23.07.2026;31.07.2026;"Выполнение работ по ремонту винтового компрессора, входящего в состав кислородной установки ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0372200006226000088-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4535642;СМЦБ-061203 Пневмошланги, штуцера.;Коммерческие;"Акционерное общество ""Самарский металлургический завод """;6310000160;997550001;;"Акционерное общество ""Самарский металлургический завод """;6310000160;997550001;;Байконур;0.00;23.07.2026;30.07.2026;"ШЛАНГ ВЫСОКОГО ДАВЛЕНИЯ ДЛЯ КОМПРЕССОРА ZH15000 (Шланг резиновый пневматический высокого давления 10х17 мм, бухта 100 м МАСТАК 683-10100) ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4535642-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0318300605726000394;Оказание услуг по ремонту медицинского оборудования с заменой запасных частей;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА АРМАВИРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2372011895;237201001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА АРМАВИРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2372011895;237201001;;Краснодарский край;516317.54;23.07.2026;31.07.2026;"Разборка и чистка компрессора в результате ""пересоса""Отсасыватель медицинский ""Armed"",вариант исполнения 7A-23В, инв. № 24330325000000041 ;; Запчасть: компрессор СКН-60 R600 H5-02 (-23c 90w)Холодильник Бирюса 107, инв. № 34330282513110001";https://www.rts-tender.ru/poisk/id/l0318300605726000394-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4535742;ТМЦ ЗЧ к локомотивам/компрессорам;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИМ МЕНЕДЖМЕНТ""";9725042029;772501001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДИНАЯ СЕРВИСНАЯ КОМПАНИЯ СУЭК""";3816006073;246601001;;Красноярский край;0.00;23.07.2026;30.07.2026;;https://www.rts-tender.ru/poisk/id/l4535742-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4535353;ЗнЗ 1519_Насосы;Коммерческие;"Акционерное общество ""Самарский металлургический завод """;6310000160;997550001;;"Акционерное общество ""Самарский металлургический завод """;6310000160;997550001;;Байконур;0.00;23.07.2026;30.07.2026;"СМЦБ-061401 НАСОС МАСЛЯНЫЙ ШЕСТЕРЕНЧАТЫЙ КОМПРЕССОРА К-250-61 (НАСОС МАСЛЯНЫЙ ШЕСТЕРЕНЧАТЫЙ КОМПРЕССОРА К-250-61) ;; СМЦБ-061401 НАСОС МАСЛЯНЫЙ ШЕСТЕРЕНЧАТЫЙ КОМПРЕССОРА К-250-61 (НАСОС МАСЛЯНЫЙ ШЕСТЕРЕНЧАТЫЙ КОМПРЕССОРА К-250-61)";https://www.rts-tender.ru/poisk/id/l4535353-4-12-1/;да;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0360600004526000099;Запасные части для ремонта транспортных средств;44-ФЗ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА КИРОВСКОГО РАЙОНА""";6452148853;645201001;;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА КИРОВСКОГО РАЙОНА""";6452148853;645201001;;Саратовская область;800000.00;23.07.2026;31.07.2026;"Штуцер маслопровода компрессора Д-240 ;; Гайка трубопровода компрессора МТЗ-80";https://www.rts-tender.ru/poisk/id/l0360600004526000099-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0318300605726000392;Оказание услуг по ремонту медицинского оборудования с заменой запасных частей;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА АРМАВИРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2372011895;237201001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА АРМАВИРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2372011895;237201001;;Краснодарский край;585153.32;23.07.2026;31.07.2026;"Ремонт компрессора блока АДМонитор прикроватный модели BSM-2301K в составе Nihon Kohden (ДТП), зав. № 34431, инв. № 04143311269000044 ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0318300605726000392-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0360600004526000098;Запасные части для ремонта транспортных средств;44-ФЗ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА КИРОВСКОГО РАЙОНА""";6452148853;645201001;;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА КИРОВСКОГО РАЙОНА""";6452148853;645201001;;Саратовская область;2200000.00;23.07.2026;31.07.2026;"Трубка 1-но цилиндрового компрессора (медная) Камаз ;; Кольцо уплотнительное воздушного компрессора (прямоугольного сечения)";https://www.rts-tender.ru/poisk/id/l0360600004526000098-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4535059;Оказание услуг по сервисному обслуживанию винтовых воздушных компрессоров DVA-280.;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ПОЛИМЕТАЛЛ""";7805368914;424950001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ПОЛИМЕТАЛЛ""";7805368914;424950001;;Кемеровская область;0.00;23.07.2026;03.08.2026;"Оказание услуг по сервисному обслуживанию винтовых воздушных компрессоров DVA-280. ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4535059-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0832100004626000109;Техническое обслуживание и регламентно-профилактический ремонт систем кондиционирования и вентиляции, бытовых кондиционеров и тепловых завес;44-ФЗ;"МЕЖРЕГИОНАЛЬНЫЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО КАЗЕННОГО УЧРЕЖДЕНИЯ ""ЦЕНТР ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ КАЗНАЧЕЙСТВА РОССИИ"" В Г. НИЖНЕМ НОВГОРОДЕ";7709895509;526043001;;"МЕЖРЕГИОНАЛЬНЫЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО КАЗЕННОГО УЧРЕЖДЕНИЯ ""ЦЕНТР ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ КАЗНАЧЕЙСТВА РОССИИ"" В Г. НИЖНЕМ НОВГОРОДЕ";7709895509;526043001;;Нижегородская область;600000.00;23.07.2026;03.08.2026;"Замена пускового конденсатора компрессора системы кондиционирования. ;; Проверка работоспособности компрессора системы кондиционирования.";https://www.rts-tender.ru/poisk/id/l0832100004626000109-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0817200000326011602;Поставка пневматических и гидравлических инструментов;44-ФЗ;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК АЛТАЙСКОГО КРАЯ""";2224164425;222401001;"Ковалева Ольга Ивановна; 7-3852-206-758; koi@gzalt.ru";"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УЧРЕЖДЕНИЕ ПО СОДЕРЖАНИЮ АДМИНИСТРАТИВНЫХ ЗДАНИЙ""";2225156794;222501001;;Алтайский край;62830.33;23.07.2026;04.08.2026;"Компрессор воздушный ;; Набор пневмоинструментов для компрессора";https://www.rts-tender.ru/poisk/id/l0817200000326011602-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
