zakazchik;inn;kpp;predmet;planiruemaya_data_razmeshcheniya;srok_ispolneniya_dogovora;summa;sposob_zakupki;okpd2;data_razmeshcheniya;plan_reg_nomer;nomer_pozicii;klyuch;centrobezhnyy_predmet;priznak_centrobezhnosti;data_v_budushchem;nash_spisok_202;istochnik;ssylka;predmet_bez_proekta;brak
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МЕТРОЭЛЕКТРОТРАНС"" ГОРОДА КАЗАНИ";1655080834;165501001;Поставка сервисного набора для компрессора;07.2025;07.2026;1 006 200,00 ₽;аукцион+СМСП;;26.12.2025;2250855265;131;компрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=1d18b2ef-5d7e-467b-94fe-6ce592bdc61c_46d6f15e-9e13-7be2-e063-06548d0ad1ff&infoGuid=1d18b2ef-5d7e-467b-94fe-6ce592bdc61c;Поставка сервисного набора для компрессора;
"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";4703144282;470401001;Поставка погружных насосов для скважин диаметром 199 мм и более;07.2025;12.2026;10 000 000,00 ₽;аукцион+СМСП;;26.12.2025;2250854485;30;компрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=16d0a93d-0415-4279-be0d-671fac7afe2d_46c80062-75c7-85b5-e063-06548d0a64e1&infoGuid=16d0a93d-0415-4279-be0d-671fac7afe2d;Поставка погружных насосов для скважин диаметром 199 мм и более;
"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";4703144282;470401001;Поставка погружных дренажных насосов;07.2025;12.2026;4 000 000,00 ₽;аукцион+СМСП;;26.12.2025;2250854485;58;компрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=16d0a93d-0415-4279-be0d-671fac7afe2d_46c80062-75ff-85b5-e063-06548d0a64e1&infoGuid=16d0a93d-0415-4279-be0d-671fac7afe2d;Поставка погружных дренажных насосов;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ПХГ""";5003065767;781001001;"Выполнение работ по техническому обслуживанию и текущему ремонту компрессорных азотных станций для нужд ООО ""Газпром ПХГ"" в 2026 г.";07.2025;12.2026;2 178 822,00 ₽;Открытые маркетинговые исс;;26.12.2025;2250855020;30;компрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=4002d529-8f8d-4c3f-bf8e-015e2bb00832_7546f9ea-04d2-11f0-b278-566ff2f3000a&infoGuid=4002d529-8f8d-4c3f-bf8e-015e2bb00832;"Выполнение работ по техническому обслуживанию и текущему ремонту компрессорных азотных станций для нужд ООО ""Газпром ПХГ"" в 2026 г.";
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ - РОССЕТИ""";4716016979;773101001;Выполнение работ (РД,авторский надзор,СМНР,поставка МТРиО) по инвестиционному проекту: Монтаж охранно-пожарной сигнализации зданий ОПУ, компрессорная №2 и административного здания, реконструкция противопожарного резервуара. Установка...;08.2025;11.2026;13 005 084,00 ₽;конкурс+СМСП;;09.12.2025;2250836565;1740;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=1056afcf-92be-45a4-8ead-d7eaba79e030_66fdd8a5-4d62-0024-e100-80020a121a18&infoGuid=1056afcf-92be-45a4-8ead-d7eaba79e030;Выполнение работ (РД,авторский надзор,СМНР,поставка МТРиО) по инвестиционному проекту: Монтаж охранно-пожарной сигнализации зданий ОПУ, компрессорная №2 и административного здания, реконструкция противопожарного резервуара. Установка...;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕЛЯБИНСКИЙ ЭЛЕКТРОМЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""";7447010227;744701001;Выполнение работ по ремонту кровли на объекте: «Энергоцех. Центральная компрессорная станция (инв.№10012900)»;08.2025;02.2026;2 573 341,87 ₽;ЗК+СМСП;;28.12.2024;2240812863;629;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=60e6ba76-839f-45d1-9996-8fc6c4eeb2c3_85e06275-1b91-49de-9f6b-f4ad7d03c221&infoGuid=60e6ba76-839f-45d1-9996-8fc6c4eeb2c3;Выполнение работ по ремонту кровли на объекте: «Энергоцех. Центральная компрессорная станция (инв.№10012900)»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНФРАСТРУКТУРНЫЕ ПРОЕКТЫ""";1500004950;930901001;ОКПД2 28.13.2: Компрессорная установка для Старобешевской ТЭС;08.2025;03.2026;7 436 133,33 ₽;ЗП+СМСП;;25.12.2024;2240793518;874;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a5114540-2447-4859-948b-991446ae7a01_352933b7-f781-4cd5-a67f-fe0c30451017&infoGuid=a5114540-2447-4859-948b-991446ae7a01;ОКПД2 28.13.2: Компрессорная установка для Старобешевской ТЭС;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ВОЛГА""";6450925977;645001001;ПИР. Реконструкция ПС 110 кВ Новоузенская, ПС 110 кВ Компрессорная, ПС 110 кВ Бурдинская, ПС 110 кВ Монахов, ПС 110 кВ Алгайская в части установки оборудования РЗА, ССПИ (дог. ТП № 2460-006621 от 18.09.2024 г. ООО «Юнигрин Пауэр») (256412/95);08.2025;12.2025;8 029 902,65 ₽;ЗП+СМСП;;20.12.2024;2240785766;2669;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=57c8973d-92ea-461c-9010-a3f7b7bca762_04bb9163-64fe-401e-a188-f789e4eceb76&infoGuid=57c8973d-92ea-461c-9010-a3f7b7bca762;ПИР. Реконструкция ПС 110 кВ Новоузенская, ПС 110 кВ Компрессорная, ПС 110 кВ Бурдинская, ПС 110 кВ Монахов, ПС 110 кВ Алгайская в части установки оборудования РЗА, ССПИ (дог. ТП № 2460-006621 от 18.09.2024 г. ООО «Юнигрин Пауэр») (256412/95);
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЦЕНТР""";6901067107;770501001;Выполнение СМР, ПНР с поставкой материалов и оборудования по модернизации ПС 110 кВ Компрессорная с установкой независимых защит ближнего резервирования силовых трансформаторов Т1 и Т2 (2 шт);08.2025;11.2025;8 327 404,80 ₽;ЗК;;18.12.2024;2240783673;18002100;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=7c5a5c25-5846-4c17-b563-afcc12aede22_0c2d039c-681b-1463-9e15-2c04a38ac29e&infoGuid=7c5a5c25-5846-4c17-b563-afcc12aede22;Выполнение СМР, ПНР с поставкой материалов и оборудования по модернизации ПС 110 кВ Компрессорная с установкой независимых защит ближнего резервирования силовых трансформаторов Т1 и Т2 (2 шт);
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 5""";3663020021;366301001;Выполнение работ по текущему ремонту по адресу: г. Воронеж, ул. Ильича,130, компрессорная, коридор;08.2025;12.2025;81 647,95 ₽;аукцион;;16.12.2024;2240781598;126;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=140d268d-7ed5-444b-bc7e-3c838c9cd432_72464512-79eb-44bf-a4c2-7814f7ec6f5e&infoGuid=140d268d-7ed5-444b-bc7e-3c838c9cd432;Выполнение работ по текущему ремонту по адресу: г. Воронеж, ул. Ильича,130, компрессорная, коридор;
"СУРГУТСКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ДОРОЖНЫЕ РЕМОНТНЫЕ ТЕХНОЛОГИИ""";8602001285;860201001;Капитальный ремонт дизельного двигателя внутреннего сгорания, ремонта насоса поворотного, трансмиссионного насоса, КПП бульдозера CATERPILLAR D6N LGP;08.2025;11.2025;5 673 369,35 ₽;ЗК;;13.12.2024;2240781290;98;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b96d5bc1-ea7b-482c-ac6b-49e2e38935f1_2753b6ae-3511-4396-ae9f-417a05420b6e&infoGuid=b96d5bc1-ea7b-482c-ac6b-49e2e38935f1;Капитальный ремонт дизельного двигателя внутреннего сгорания, ремонта насоса поворотного, трансмиссионного насоса, КПП бульдозера CATERPILLAR D6N LGP;
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БЕЛООЗЕРСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО"" ГОРОДСКОГО ОКРУГА ВОСКРЕСЕНСК МОСКОВСКОЙ ОБЛАСТИ";5005038631;500501001;Поставка турбины;08.2025;12.2025;26 726,33 ₽;аукцион+СМСП;;12.12.2024;2240780690;188;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0e023476-2dfa-4ae7-abe1-2371dfd8e7ae_9e266be8-3749-47ff-836f-0f3cb1882643&infoGuid=0e023476-2dfa-4ae7-abe1-2371dfd8e7ae;Поставка турбины;
"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА КЛИН ""ЧИСТЫЙ ГОРОД""";5020090890;502001001;Поставка запасных частей для автотранспортной техники;08.2025;12.2025;4 000 000,00 ₽;аукцион;;26.11.2024;2240777625;219;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=de9356be-401a-4308-aa88-9fbaea3c0a2e_9787e095-6ad6-41a9-a261-c46a91883018&infoGuid=de9356be-401a-4308-aa88-9fbaea3c0a2e;Поставка запасных частей для автотранспортной техники;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";3808229774;380801001;Оказание услуг по проведению подготовки формуляров на вспомогательные линии турбоагрегатов турбинного цеха Ново-Иркутской ТЭЦ, подлежащие контролю;08.2025;02.2026;990 000,00 ₽;ЗП;;18.12.2025;2250840607;484;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=00456138-a940-45e7-bae8-318c8160a960_ea802cff-6133-4fee-9dc6-a2ba6f528fe9&infoGuid=00456138-a940-45e7-bae8-318c8160a960;Оказание услуг по проведению подготовки формуляров на вспомогательные линии турбоагрегатов турбинного цеха Ново-Иркутской ТЭЦ, подлежащие контролю;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Запасные части для среднего ремонта турбоагрегата Т-120/130-12,8 ЛМЗ и турбогенератора ТЗФП-130-2УЗ ЭЛС.;08.2025;06.2026;76 864 775,90 ₽;ЕП;;10.12.2025;2250836876;129;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=2835e0ca-29e1-49c2-aa94-04484b795e92_3b6a10b4-8c3a-4f38-8056-5fd30909ab5c&infoGuid=2835e0ca-29e1-49c2-aa94-04484b795e92;Запасные части для среднего ремонта турбоагрегата Т-120/130-12,8 ЛМЗ и турбогенератора ТЗФП-130-2УЗ ЭЛС.;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Выполнение строительно-монтажных работ по объекту «Техническое перевооружение турбоагрегата №6 с заменой конденсаторной группы» СП «ТЭЦ-4»;08.2025;06.2026;61 811 318,57 ₽;ЕП;;10.12.2025;2250836876;127;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=2835e0ca-29e1-49c2-aa94-04484b795e92_f56140ef-7dab-4f77-9f88-2ea03a2d320e&infoGuid=2835e0ca-29e1-49c2-aa94-04484b795e92;Выполнение строительно-монтажных работ по объекту «Техническое перевооружение турбоагрегата №6 с заменой конденсаторной группы» СП «ТЭЦ-4»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";7704784450;770401001;"Разработка, апробация и внедрение алгоритмов вибрационной диагностики турбоагрегатов К-200 (225)-130 и К-300(330)-240 ЛМЗ в систему предиктивной аналитики ООО ""Интер РАО – Управление электрогенерацией"" для Костромской ГРЭС";08.2025;10.2027;112 800 000,00 ₽;ЕП;;08.12.2025;2250836064;657;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0b9f6f8e-1ddb-45d9-8183-c197ce710969_0e5ed096-83bc-4ffa-aa1c-99b34e07ff0d&infoGuid=0b9f6f8e-1ddb-45d9-8183-c197ce710969;"Разработка, апробация и внедрение алгоритмов вибрационной диагностики турбоагрегатов К-200 (225)-130 и К-300(330)-240 ЛМЗ в систему предиктивной аналитики ООО ""Интер РАО – Управление электрогенерацией"" для Костромской ГРЭС";
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №1""";7841312071;781301001;Оказание услуг по шефмонтажу турбоагрегата ст. №4 Василеостровской ТЭЦ;08.2025;10.2026;51 462 000,00 ₽;ЕП;;22.08.2025;2250829474;901;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=dfb84127-b92c-44ea-aba8-92f6885e5690_566ff2f3-0142-1fe0-bcda-fd5a643db76b&infoGuid=dfb84127-b92c-44ea-aba8-92f6885e5690;Оказание услуг по шефмонтажу турбоагрегата ст. №4 Василеостровской ТЭЦ;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №1""";7841312071;781301001;Оказание услуг по шефмонтажу турбоагрегата ст. №4 Василеостровской ТЭЦ;08.2025;10.2026;51 462 000,00 ₽;ЕП;;22.08.2025;2250829474;397;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f05aa1b5-881c-4618-8d92-385be43f79ae_3cefbfff-0489-996b-e063-06548d0ade25&infoGuid=f05aa1b5-881c-4618-8d92-385be43f79ae;Оказание услуг по шефмонтажу турбоагрегата ст. №4 Василеостровской ТЭЦ;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНЫЙ ЦЕНТР ""ЭНЕРГОПРОГРЕСС""";1657043757;165701001;Выполнение работ по капитальному ремонту с заменой изношенных узлов и деталей кабельных линий питания насосов и освещения, арматуры освещения турбоагрегата ст. №5 (включая работы по результатам вскрытия и дефектации во время ремонтов) для нужд ООО ИЦ «Энергопрогресс»;08.2025;12.2025;13 900 686,25 ₽;конкурс+СМСП;;28.12.2024;2240810870;366;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0ba81f42-03a1-4aab-adc4-0d9ba99c2fd0_f1ba5974-8818-4c33-9f47-dfe1c58d3c1d&infoGuid=0ba81f42-03a1-4aab-adc4-0d9ba99c2fd0;Выполнение работ по капитальному ремонту с заменой изношенных узлов и деталей кабельных линий питания насосов и освещения, арматуры освещения турбоагрегата ст. №5 (включая работы по результатам вскрытия и дефектации во время ремонтов) для нужд ООО ИЦ «Энергопрогресс»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЗРОЖДЕНИЕ""";2635258905;263501001;"Ремонт в заводских условиях подшипников скольжения турбоагрегата и ШБМ с перезаливкой вкладышей для нужд АО ""Возрождение""";08.2025;12.2025;10 816 856,43 ₽;Открытые маркетинговые исс;;26.12.2024;2240800507;145;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=fc73070f-cfda-4b58-964c-908c6bc7e9a9_2596a947-9e2c-405a-abb3-0c8ae690cd17&infoGuid=fc73070f-cfda-4b58-964c-908c6bc7e9a9;"Ремонт в заводских условиях подшипников скольжения турбоагрегата и ШБМ с перезаливкой вкладышей для нужд АО ""Возрождение""";
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";1434031363;272101001;ОКПД2 41.20.40. Выполнение работ по ремонту, контролю и защите железобетонных конструкций и фундамента турбоагрегата Т-180/210-130 ст.№2 Нерюнгринской ГРЭС, г.Нерюнгри пос. Серебряный Бор;08.2025;11.2026;11 000 000,00 ₽;конкурс+СМСП;;25.12.2024;2240794003;1438;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=266cb996-ddfc-4c83-abb1-0c498e69c214_442594fa-c2e3-47b0-8cb9-0996d5fc39f2&infoGuid=266cb996-ddfc-4c83-abb1-0c498e69c214;ОКПД2 41.20.40. Выполнение работ по ремонту, контролю и защите железобетонных конструкций и фундамента турбоагрегата Т-180/210-130 ст.№2 Нерюнгринской ГРЭС, г.Нерюнгри пос. Серебряный Бор;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНО-КУЗБАССКАЯ ГРЭС""";4222010511;422201001;Текущий ремонт турбоагрегата №2;08.2025;09.2025;8 597 098,00 ₽;Запрос коммерческих предло;;20.12.2024;2240785851;284;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=914f7c61-6a33-40c4-ab1e-df669c41f593_a9898519-4802-0250-0284-000021425097&infoGuid=914f7c61-6a33-40c4-ab1e-df669c41f593;Текущий ремонт турбоагрегата №2;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФОРВАРД ЭНЕРГО""";7203162698;770301001;Оказание услуг по техническому обслуживанию, удаленной поддержке и аварийному восстановлению системы электрогидравлического регулирования турбоагрегатов ПТ-2, ПТ-3, ПТ-4 Челябинской ТЭЦ-2;08.2025;12.2025;9 884 174,00 ₽;ЕП;;20.12.2024;2240786959;1483;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=df231d1f-1e67-4590-8b33-071e317c7034_52bc56b7-d50f-347f-db84-1e2f557619a9&infoGuid=df231d1f-1e67-4590-8b33-071e317c7034;Оказание услуг по техническому обслуживанию, удаленной поддержке и аварийному восстановлению системы электрогидравлического регулирования турбоагрегатов ПТ-2, ПТ-3, ПТ-4 Челябинской ТЭЦ-2;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 38.11.29 Оказание по сбору, транспортировке, утилизации, обработке, обезвреживанию, размещению отходов 5 класса опасности в г. Владивосток, в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» по этапу реконструкции №2;08.2025;09.2026;89 652 426,47 ₽;аукцион;;19.12.2024;2240784404;89;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_4f53fee9-4b2f-4f7d-885d-53c990134b63&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 38.11.29 Оказание по сбору, транспортировке, утилизации, обработке, обезвреживанию, размещению отходов 5 класса опасности в г. Владивосток,;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 28.22.18 Поставка грузоподъемного оборудования и механизмов в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый»;08.2025;03.2026;57 905 401,56 ₽;аукцион;;19.12.2024;2240784404;120;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_5db574be-8384-42bb-b350-7956b9ede6d4&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 28.22.18 Поставка грузоподъемного оборудования и механизмов;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД 2: 23.64.10 Поставка лакокрасочных материалов в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №2.;08.2025;11.2026;9 740 313,20 ₽;аукцион+СМСП;;19.12.2024;2240784404;536;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_f5bf6f63-67ff-463c-8ad7-394c4149d093&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД 2: 23.64.10 Поставка лакокрасочных материалов;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 24.10.62.210 Поставка арматуры в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №2.;08.2025;12.2025;20 048 297,16 ₽;аукцион+СМСП;;19.12.2024;2240784404;98;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_f52ce1c6-ddae-43a1-93ec-279376435249&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 24.10.62.210 Поставка арматуры;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 28.13 Поставка электрооборудования в г. Владивосток, в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №2;08.2025;10.2025;16 413 277,13 ₽;аукцион+СМСП;;19.12.2024;2240784404;114;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_ae91fec1-ba6e-4708-b62d-3a1833c131dd&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 28.13 Поставка электрооборудования в г. Владивосток,;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД 2 28.13.1 Поставка насосов дренажного бака 40 м3 в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№1, 2, 3 и установкой 3-х котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №2.;08.2025;02.2026;6 418 286,66 ₽;ЗК+СМСП;;19.12.2024;2240784404;527;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_1e8daa33-450e-46d8-bc04-01593b673b68&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД 2 28.13.1 Поставка насосов дренажного бака 40 м3;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 43.99.90.160 Оказание услуг по аренде гусеничного крана грузоподъемностью 250 тн., в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3-х котлоагрегатов по 540 т/ч каждый.» Этап Реконструкции № 2 (дополнительный объем продукции к лоту № 0604-КС ДОХ-2024-УСГС);08.2025;12.2025;24 518 048,50 ₽;ЕП;;19.12.2024;2240784404;531;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_d626e5be-dc45-4f22-87cf-82dd527f891c&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 43.99.90.160 Оказание услуг по аренде гусеничного крана грузоподъемностью 250 тн.,;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 25.73.3 Поставка пневмоинструмента в г. Владивосток, в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №2;08.2025;10.2025;6 570 950,82 ₽;аукцион+СМСП;;19.12.2024;2240784404;115;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_7e0307ab-9481-4e4f-99a7-52d86ad95290&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 25.73.3 Поставка пневмоинструмента в г. Владивосток,;ключ только в названии проекта
