nomer;lot;predmet;organizator;organizator_inn;organizator_kpp;zakazchik;zakazchik_inn;sekciya;region;cena;data_okonchaniya;status;gde_najdeno;tegi_ploshchadki;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
32211626270;1;"Выполнение работ по аварийному ремонту турбоагрегата АП-6 ст. № 4 для нужд ЗАО ""ЮЭК""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";7704262319;770401001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;348 768,12;17.08.2022 12:00;Процедура завершена;;ремонт | турбоагрегат | аварийный | ремонт | турбоагрегат | аварийный;https://www.roseltorg.ru/procedure/32211626270/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32211307907;1;"Средний ремонт турбоагрегатов №3 СП Владивостокская ТЭЦ-2 для филиала АО ""ХРМК"" ""Приморский""";"Акционерное общество ""Хабаровская ремонтно-монтажная компания""";2725031842;272501001;;;Группа «РусГидро»;27. Хабаровский край;7 440 317,00;29.04.2022 06:00;Процедура завершена;наименовании процедуры Средний ремонт ту;средний ремонт | турбоагрегаты ремонт | ремонт | турбоагрегат | ТЭЦ | ХРМК | РЕМ | средний;https://www.roseltorg.ru/procedure/32211307907/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32110442776;1;"выполнение работ по текущему ремонту турбоагрегата ПР-20-90 ст.№2 Ярославской ТЭЦ-2 ПАО ""ТГК-2""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТГК-2 ЭНЕРГОРЕМОНТ""";7606118807;760601001;;;Коммерческие закупки и закупки по 223-ФЗ;76. Ярославская область;3 329 720,30;20.07.2021 11:00;Процедура завершена;наименовании процедуры выполнение работ;турбоагрегаты ремонт | ремонт | турбоагрегат | ПАО | ТЭЦ | ТГК | текущий | турбоагрегаты ремонт;https://www.roseltorg.ru/procedure/32110442776/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32109944397;1;Замена рабочих колес ротора низкого давления турбоагрегата энергоблока ст.№2 Нерюнгринская ГРЭС;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;272101001;;;Группа «РусГидро»;27. Хабаровский край;3 375 438,00;12.02.2021 01:00;Процедура завершена;наименовании процедуры Замена рабочих ко;низкое давление | рабочее колесо | давление в колесах | рабочий | замена | давление | колесо | ротор;https://www.roseltorg.ru/procedure/32109944397/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32009690584;1;"Выполнение работ по капитальному ремонту турбоагрегата для нужд филиала ""Магаданская ТЭЦ"" ПАО ""Магаданэнерго""";"Публичное акционерное общество энергетики и электрификации ""МАГАДАНЭНЕРГО""";4909047148;490901001;;;Группа «РусГидро»;49. Магаданская область;11 707 964,61;04.12.2020 09:00;Процедура завершена;наименовании процедуры;капитальный ремонт | турбоагрегаты ремонт | ремонт | турбоагрегат | капитальный | капитальный ремонт | турбоагрегаты ремонт | ремонт;https://www.roseltorg.ru/procedure/32009690584/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32009367571;1;Ремонт и наладка отдельных узлов вспомогательных систем турбоагрегата ст. № 3 типа ПТ-12-35/10М;"Акционерное общество ""Чукотэнерго""";8700000339;870901001;;;Группа «РусГидро»;87. Чукотский АО;6 497 266,14;12.08.2020 02:00;Процедура завершена;наименовании процедуры Закупка;ремонт узла | типы систем | система узлы | ремонт наладка | вспомогательные системы | отдельная система | ремонт | система;https://www.roseltorg.ru/procedure/32009367571/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32008806376;1;"Выполнение технико-экономического обоснования модернизации турбоагрегата ст. №8 Т-100-130 ООО ""Автозаводская ТЭЦ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЗАВОДСКАЯ ТЭЦ""";5256049357;525601001;;;Коммерческие закупки и закупки по 223-ФЗ;52. Нижегородская область;3 000 000,00;12.02.2020 12:00;Процедура завершена;;технико экономическое обоснование | модернизация обоснования | модернизация | обоснование | турбоагрегат | ТЭЦ | автозаводский | технико экономический;https://www.roseltorg.ru/procedure/32008806376/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
COM07112500028;1;Техническое перевооружение роторов высокого давления турбоагрегатов Т-100-130 ТТЭЦ-1 в 2026-2027г. По техническим вопросам просьба обращаться ведущему инженеру (ОКС) ОППР ТТЭЦ-1 Куприн Дмитрий Васильевич, на электронный адрес Dmitriy.V.Kuprin@frwd.energy тел. +7 912 991 10 32. Также просим по возмож;"Публичное акционерное общество ""Форвард Энерго""";7203162698;770301001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;0,00;14.11.2025 23:59;Процедура завершена;наименовании процедуры Запрос ТКП;замена бандажа | роторы | ремонт РВД | техническое перевооружение | Т-100-130 | восстановление шипов рабочих лопаток | замена бандажа | роторы;https://www.roseltorg.ru/procedure/COM07112500028/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
COM16042600072;1;"Поставка электродов для проведения капитального ремонта турбоагрегата ст. №9 Волгоградской ТЭЦ-2 ООО ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";5260230051;770901001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;0,00;28.04.2026 16:00;Процедура завершена;наименовании процедуры Поставка электрод;электроды сварочные | электроды | электроды для ремонта | ремонт турбоагрегата | электроды ТМЛ-3У | электроды ЦТ-28 | электроды ЦЛ-39 | электроды LB-52U;https://www.roseltorg.ru/procedure/COM16042600072/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
COM16042600070;1;"Поставка материалов для проведения капитального ремонта турбоагрегата ст. №9 Волгоградской ТЭЦ-2 ООО ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";5260230051;770901001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;0,00;28.04.2026 16:00;Процедура завершена;наименовании процедуры Поставка материал;ремонт турбоагрегата | турбоагрегат | капитальный ремонт | ремонт ст | запчасть турбоагрегата | деталь турбоагрегата | насос Д-5000-32 | колесо рабочее;https://www.roseltorg.ru/procedure/COM16042600070/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
COM16042600069;1;"Поставка подшипников для проведения капитального ремонта турбоагрегата ст. №9 Волгоградской ТЭЦ-2 ООО ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";5260230051;770901001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;0,00;28.04.2026 16:00;Процедура завершена;наименовании процедуры Поставка подшипни;ремонт турбоагрегата | турбоагрегат | подшипник | подшипник турбоагрегата | подшипники для турбоагрегата | подшипник для ремонта | подшипник 2324 | подшипник 2322;https://www.roseltorg.ru/procedure/COM16042600069/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
COM15042600095;1;"Поставка приборов для проведения капитального ремонта турбоагрегата ст. №9 Волгоградской ТЭЦ-2 ООО ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";5260230051;770901001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;0,00;22.04.2026 16:00;Процедура завершена;наименовании процедуры Поставка приборов;поставка приборов для капитального ремонта турбоагрегата | измеритель перемещения ИП-116 | датчик токовой реверсивный линейный ИП-108 | измеритель относительного расширения | датчик вибрации | измеритель частоты вращения | преобразователь осевого сдвига | манометр;https://www.roseltorg.ru/procedure/COM15042600095/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
COM15042600087;1;"Поставка ГСМ для проведения капитального ремонта турбоагрегата ст. №9 Волгоградской ТЭЦ-2 ООО ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";5260230051;770901001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;0,00;22.04.2026 16:00;Процедура завершена;наименовании процедуры Поставка ГСМ для;поставка ГСМ | бензин БР-2 | нефрас С2 80/120 | смазка Литол-24 | смазка SKF | смазка высокотемпературная | смазка для турбоагрегата | заправка турбоагрегата;https://www.roseltorg.ru/procedure/COM15042600087/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
RH08042600046;1;ОКПД2 33.12.11.000 Капитализированный ремонт турбоагрегата Т-55-130 ст. №7 Комсомольской ТЭЦ-2, г. Комсомольск-на-Амуре;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;272101001;;;Группа «РусГидро»;27. Хабаровский край;0,00;05.06.2026 08:00;Процедура завершена;;ремонт турбоагрегата | турбоагрегат ремонт | капитальный ремонт турбин | ремонт турбин | турбина конденсационная ремонт | наплавка металла | дефекты металла устранение | ремонт корпуса турбин;https://www.roseltorg.ru/procedure/RH08042600046/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32515358453;1;"ОКПД2 33.11.11.000 Выполнение работ по ремонту и ТО турбоагрегатов Хабаровская ТЭЦ-1 для нужд СП ""филиал Хабаровский""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);27. Хабаровский край;20 000 000,00;14.11.2025 06:00;Процедура завершена;наименовании процедуры ОКПД;;https://www.roseltorg.ru/procedure/32515358453/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
RH01042500038;1;«ОКПД2 33.12.11. Динамическая балансировка ротора турбоагрегата ПТ 12-35/110 ст.№2 Николаевской ТЭЦ, г.Николаевска-на-Амуре»;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;272101001;;;Группа «РусГидро»;27. Хабаровский край;1 590 667,00;09.04.2025 02:30;Процедура завершена;наименовании процедуры;динамическая балансировка | ротор | балансировка | турбоагрегат | николаевска на амур | ТЭЦ | ОКПД | РЕМ;https://www.roseltorg.ru/procedure/RH01042500038/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
RH31032500018;1;Разработка и внедрение технологии автоматического группового управления возбуждением (ГУВ) турбоагрегатов на СП «Амурская ТЭЦ-1;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;272101001;;;Группа «РусГидро»;27. Хабаровский край;0,00;04.04.2025 08:30;Процедура завершена;;автоматическое управление | разработка и внедрение | технология управления | внедрение технологий | групповое управление | управление возбуждением | разработка | технология;https://www.roseltorg.ru/procedure/RH31032500018/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
RH20012500052;1;ОКПД2 25.94 Поставка закладных изделий турбоагрегатов в рамках реализации проекта «Расширение Партизанской ГРЭС»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;;;Группа «РусГидро»;27. Хабаровский край;0,00;28.01.2025 09:00;Процедура завершена;;закладные изделия | изделие | закладная | турбоагрегат | ОКПД | закладные изделия | изделие | закладная;https://www.roseltorg.ru/procedure/RH20012500052/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32413341927;1;ОКПД 28.29 Поставка вкладышей к турбоагрегатам для нужд СП Хабаровская ТЭЦ-3, СП Нерюнгринская ГРЭС;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";1434031363;272101001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);27. Хабаровский край;8 700 000,00;11.03.2024 10:00;Процедура завершена;;вкладыш | турбоагрегат | ОКПД | вкладыш | турбоагрегат | ОКПД;https://www.roseltorg.ru/procedure/32413341927/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32413316357;1;выполнение работ по наладке и ремонту системы автоматического регулирования турбоагрегатов Ярославской ТЭЦ-1 ПАО «ТГК-2»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТГК-2 ЭНЕРГОРЕМОНТ""";7606118807;760601001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);76. Ярославская область;985 734,00;04.03.2024 11:00;Процедура завершена;;система регулирования | автоматическое регулирование | ремонт наладка | ремонт | система | регулирование | наладка | турбоагрегат;https://www.roseltorg.ru/procedure/32413316357/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32413282041;1;ОКПД2 33.12.11.000 Капитальный ремонт турбоагрегата К-35-29 ст.№2 в рамках выполнения производственной программы 2.3-РЕМ-2021-АркагГРЭС;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСГИДРО СНАБЖЕНИЕ""";1510012774;772801001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);49. Магаданская область;30 239 617,06;13.03.2024 10:00;Процедура завершена;наименовании процедуры Право заключения;капитальный ремонт | турбоагрегаты ремонт | ремонт | турбоагрегат | ОКПД | капитальный | капитальный ремонт | турбоагрегаты ремонт;https://www.roseltorg.ru/procedure/32413282041/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32413276056;1;выполнение работ по наладке и ремонту системы автоматического регулирования турбоагрегатов Ярославской ТЭЦ-1 ПАО «ТГК-2»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТГК-2 ЭНЕРГОРЕМОНТ""";7606118807;760601001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);76. Ярославская область;985 734,00;22.02.2024 11:00;Процедура завершена;;система регулирования | автоматическое регулирование | ремонт наладка | ремонт | система | регулирование | наладка | турбоагрегат;https://www.roseltorg.ru/procedure/32413276056/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32312713113;1;Ремонт роторов среднего и высокого давления турбоагрегата №2 Нерюнгринской ГРЭС по программе повышения надежности;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;272101001;;;Группа «РусГидро»;27. Хабаровский край;31 998 527,00;25.10.2023 01:00;Процедура завершена;;повышение надежности | ремонт | программа | давление | повышение | ротор | надёжность | турбоагрегат;https://www.roseltorg.ru/procedure/32312713113/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32312628379;1;"ОКПД2: 33.19.10.000 Капитальный ремонт турбоагрегата №7 (ТА-7) на ХТЭЦ-1 для нужд СП ""филиал Хабаровский""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;;;Закупки среди субъектов МСП;27. Хабаровский край;17 938 911,00;07.08.2023 07:00;Процедура завершена;наименовании процедуры ОКПД;капитальный ремонт | турбоагрегаты ремонт | ремонт | турбоагрегат | ОКПД | капитальный | капитальный ремонт | турбоагрегаты ремонт;https://www.roseltorg.ru/procedure/32312628379/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32312615238;1;"ОКПД2: 33.19.10.000 Работы по контролю металла турбоагрегата №1на ХТЭЦ-3 для нужд СП ""филиал Хабаровский""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;;;Закупки среди субъектов МСП;27. Хабаровский край;8 452 828,00;03.08.2023 07:00;Процедура завершена;наименовании процедуры ОКПД;контроль работы | контроль металла | контроль | металл | турбоагрегат | ОКПД | контроль работы | контроль металла;https://www.roseltorg.ru/procedure/32312615238/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32312092183;1;Выполнение восстановительного ремонта рабочих лопаток 15 ступени ротора высокого давления турбоагрегата № 6;"АО ""ЕНИСЕЙСКАЯ ТГК (ТГК-13)""";1901067718;246001001;;;Коммерческие закупки и закупки по 223-ФЗ;24. Красноярский край;1 620 000,00;15.02.2023 12:00;Процедура завершена;наименовании процедуры на право заключен;высокое давление | рабочее давление | восстановительный ремонт | ремонт давления | ремонт | рабочий | давление | ротор;https://www.roseltorg.ru/procedure/32312092183/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32211537702;1;"Ремонт турбоагрегата ст. №3 Чульманской ТЭЦ для нужд филиала ""Нерюнгриэнергоремонт"" АО""ХРМК"" в г. Нерюнгри";"Акционерное общество ""Хабаровская ремонтно-монтажная компания""";2725031842;272501001;;;Группа «РусГидро»;27. Хабаровский край;9 958 155,74;21.07.2022 06:00;Процедура завершена;;турбоагрегаты ремонт | ремонт | турбоагрегат | ТЭЦ | чульманский | турбоагрегаты ремонт | ремонт | турбоагрегат;https://www.roseltorg.ru/procedure/32211537702/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32211122788;1;"Оказание услуг по продлению паркового ресурса турбоагрегата ст. № 3 Новгородской ТЭЦ ПАО ""ТГК-2""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №2""";7606053324;760601001;;;Закупки среди субъектов МСП;76. Ярославская область;653 334,00;22.02.2022 11:00;Процедура завершена;наименовании процедуры оказание услуг по;продление ресурса | ресурс | продление | турбоагрегат | ПАО | ТЭЦ | ТГК | парковый;https://www.roseltorg.ru/procedure/32211122788/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32110747437;1;Выполнение работ по капитальному ремонту ротора высокого давления и поворотных диафрагм турбоагрегата ст. №7;"Акционерное Общество ""БИЙСКЭНЕРГО""";2204052762;220401001;;;Коммерческие закупки и закупки по 223-ФЗ;22. Алтайский край;11 701 293,60;16.11.2021 12:00;Процедура завершена;наименовании процедуры На право заключен;капитальный ремонт | высокое давление | ремонт давления | ремонт | давление | ротор | диафрагма | турбоагрегат;https://www.roseltorg.ru/procedure/32110747437/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32110442388;1;"выполнение работ по капитальному ремонту турбоагрегата ПТ-65-130 ст. №4 Ярославской ТЭЦ-3 ПАО ""ТГК-2""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТГК-2 ЭНЕРГОРЕМОНТ""";7606118807;760601001;;;Коммерческие закупки и закупки по 223-ФЗ;76. Ярославская область;7 483 333,70;20.07.2021 11:00;Процедура завершена;наименовании процедуры выполнение работ;капитальный ремонт | ремонт | турбоагрегат | ПАО | ТЭЦ | ТГК | капитальный | капитальный ремонт;https://www.roseltorg.ru/procedure/32110442388/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32110009344;1;«Капитальный ремонт турбоагрегата АПТ-12-1 ст. № 5» для нужд филиала «Аркагалинская ГРЭС» ПАО «Магаданэнерго»;"Публичное акционерное общество энергетики и электрификации ""МАГАДАНЭНЕРГО""";4909047148;490901001;;;Группа «РусГидро»;49. Магаданская область;17 025 651,50;17.03.2021 09:00;Процедура завершена;наименовании процедуры;капитальный ремонт | ремонт | турбоагрегат | капитальный | капитальный ремонт | ремонт | турбоагрегат | капитальный;https://www.roseltorg.ru/procedure/32110009344/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32009270955;1;Выполнение работ по ремонту фасада постоянного торца главного корпуса и окраске обшивки турбоагрегата №7;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАРНАУЛЬСКАЯ ГЕНЕРАЦИЯ""";2224152758;222401001;;;Закупки среди субъектов МСП;22. Алтайский край;963 831,60;07.07.2020 12:00;Процедура завершена;наименовании процедуры на право заключен;ремонт фасада | главный корпус | корпус фасад | обшивка корпуса | торцов корпуса | ремонт | корпус | фасад;https://www.roseltorg.ru/procedure/32009270955/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32009140355;1;Замена рабочих колес 25,30 ступеней РНД турбоагрегата Т-97-90 ст. № 1 СП ПГРЭС;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";1434031363;272101001;;;Закупки среди субъектов МСП;25. Приморский край;3 517 719,00;25.05.2020 04:00;Процедура завершена;;рабочее колесо | ступень колеса | рабочий | замена | колесо | ступень | турбоагрегат | РНД;https://www.roseltorg.ru/procedure/32009140355/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32008825506;1;Подготовительные работы для проведения технической диагностики оборудования турбоагрегата ст. №13, 5 секции ГПП;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КЕМЕРОВСКАЯ ГЕНЕРАЦИЯ""";4205243192;420501001;;;Закупки среди субъектов МСП;42. Кемеровская область (Кузбасс);3 074 713,20;20.02.2020 12:00;Процедура завершена;наименовании процедуры на право заключен;подготовительные работы | диагностика оборудования | техническая диагностика | оборудование | диагностика | секция | турбоагрегат | ГПП;https://www.roseltorg.ru/procedure/32008825506/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
RH18042500024;1;ОКДП2 28.11.2 Поставка запасных частей к турбинам;"Публичное акционерное общество энергетики и электрификации ""МАГАДАНЭНЕРГО""";4909047148;490901001;;;Группа «РусГидро»;49. Магаданская область;0,00;23.04.2025 03:00;Процедура завершена;наименовании процедуры ОКДП;запасные части | ремонт запчасти | ремонт | запасной | запчасть | турбина | турбоагрегат | окдп;https://www.roseltorg.ru/procedure/RH18042500024/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32313052700;1;ТО систем механических величин турбогенератора ст№11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЗАВОДСКАЯ ТЭЦ""";5256049357;525601001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);52. Нижегородская область;379 000,01;27.12.2023 14:00;Процедура завершена;наименовании процедуры Техническое обслу;техническое обслуживание | обслуживание системы | механические величины | система | обслуживание | величина | турбогенератор | турбоагрегат;https://www.roseltorg.ru/procedure/32313052700/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
RH16072600047;1;Механическая обработка деталей проточной части турбоагрегата Т-55-130 ст. №7 Комсомольской ТЭЦ-2, г. Комсомольск-на-Амуре;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;272101001;;;Группа «РусГидро»;27. Хабаровский край;0,00;24.07.2026 08:00;Процедура завершена;;механическая обработка | проточная часть турбины | обработка деталей турбины | механическая обработка | проточная часть турбины | обработка деталей турбины;https://www.roseltorg.ru/procedure/RH16072600047/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
COM15042600091;1;"Поставка запорной арматуры для проведения капитального ремонта турбоагрегата ст. №9 Волгоградской ТЭЦ-2 ООО ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";5260230051;770901001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;0,00;22.04.2026 16:00;Процедура завершена;наименовании процедуры Поставка запорной;запорная арматура | запорный вентиль | вентиль фланцевый | двуходовая задвижка | арматура Ду 25 | арматура Ру 25 | фланцевое соединение | сталь;https://www.roseltorg.ru/procedure/COM15042600091/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32615609050;1;"Выполнение строительно-монтажных и пусконаладочных работ по проекту ""Техническое перевооружение турбоагрегата ПТ-60-130/13 ст.№ТА-9 (Замена системы вибромониторинга)";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЗАВОДСКАЯ ТЭЦ""";5256049357;525601001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);52. Нижегородская область;8 869 348,15;28.01.2026 14:00;Процедура завершена;;строительно-монтажные работы турбоагрегата | наладка турбоагрегата | вибромониторинг | монтаж датчика вихретокового | ремонт турбоагрегата | монтаж шкафа | системный шкаф | обслуживание вибромониторинга;https://www.roseltorg.ru/procedure/32615609050/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32515001536;1;Выполнение работ по виброналадке и наладке системы автоматического регулирования турбоагрегата К-330-23,5-6МР энергоблока №5 для Костромской ГРЭС;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";7703642903;770401001;;;ПАО «Интер РАО»;77. г. Москва;3 459 406,53;16.07.2025 12:00;Процедура завершена;наименовании процедуры;турбоагрегат | К-330 | виброналадка | наладка автоматики | ремонт | электронное оборудование | электрооборудование | энергоблок;https://www.roseltorg.ru/procedure/32515001536/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
32514691634;1;"ОКПД2 33.19.10.000 Ремонт турбоагрегатов и вспомогательного оборудования турбинного цеха на ХТЭЦ-1 для нужд СП ""филиал Хабаровский""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);27. Хабаровский край;19 367 295,00;15.04.2025 06:00;Процедура завершена;наименовании процедуры ОКПД;ремонт оборудования | оборудование цеха | турбинный цех | ремонт | оборудование | цех | турбоагрегат | ОКПД;https://www.roseltorg.ru/procedure/32514691634/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
RH18032500028;1;ОКПД 33.12.11.001. Капитальный ремонт с заменой отдельных узлов турбоагрегата № 7 Райчихинской ГРЭС, пгт Прогресс;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;272101001;;;Группа «РусГидро»;27. Хабаровский край;0,00;21.03.2025 05:00;Процедура завершена;;капитальный ремонт | ремонт или замена | замена узла | ремонт | замена | узел | прогресс | турбоагрегат;https://www.roseltorg.ru/procedure/RH18032500028/1;да;турбоагрегат;roseltorg.ru/procedures/search_ajax;2026-07-30
