stanciya;zakazchik_tip;inn;kpp;nomer_zakupki;predmet;summa;data_razmeshcheniya;okonchanie_podachi;klyuch;centrobezhnaya_mashina;tip_mashiny;kontakt_fio;kontakt_tel;kontakt_email;ssylka
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31502125133;Право заключения договора на Поставка запасных частей к компрессорам и газодувкам.;2828494,00₽;13.03.2015;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502125133
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31502196453;"Оказание услуг по авторскому надзору при эксплуатации и проведении ремонтов турбоагрегатов К-220-44 и К-220-44-3 Кольской АЭС в пределах поставки ОАО ""Турбоатом"" в 2014 году";2337285,00₽;31.03.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502196453
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31502143470;Право заключения договора на поставку кабеля контрольного для замены установок включения компрессоров;9542080,82₽;18.03.2015;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502143470
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31502171571;Право заключения договора на поставку запасных частей к компрессору воздушному HATLAPA W80;916480,18₽;25.03.2015;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502171571
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31502155658;Право заключения договора на Проведение технического диагностирования резервуаров воздушных выключателей ВНВ, установленных на площадке ОРУ 330/500/750 САЭС, сосудов и воздухосборников компрессорных ОРУ 500/750, ОУТ, резервуаров турбинного и изоляционного масла установленных на площадке открытого склада масел ЦМХ САЭС;8201367,31₽;20.03.2015;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502155658
Нововоронежская АЭС;АО «Концерн Росэнергоатом»;7721632827;365143001;31501980646;Право заключения договора на Ремонт фасада, кровли и внутренних помещений согласно ведомости дефектов, отдельно стоящего здания- компрессорной и мастерской ОРУ-500 инв. №23.;4391410,33₽;02.02.2015;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501980646
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31502075049;Право заключения договора на Геодезические измерения положения опор подшипников турбоагрегатов с определением, при необходимости, предварительных расцентровок роторов с учетом сезонных и других измерений температурного состояния их фундаментов;2852630,86₽;27.02.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502075049
Ленинградская АЭС;АО «Концерн Росэнергоатом»;7721632827;472643001;31502015818;Право заключения договора на поставка Диафрагмы 2 ступени ЦНД стороны генератора турбоагрегата К500-65/3000;4118200,00₽;11.02.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502015818
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31502070003;Право заключения договора на Поставка запасных частей к компрессорам ВК 270-8;2206908,00₽;26.02.2015;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502070003
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31502042522;Право заключения договора на Поставка запасных частей к компрессорным установкам;2092264,00₽;18.02.2015;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502042522
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31501995905;"Право заключения договора на Оказание услуг по авторскому надзору при эксплуатации и проведении ремонтов турбоагрегатов К-220-44 и К-220-44-3 Кольской АЭС в пределах поставки ОАО ""Турбоатом""";2866000,00₽;05.02.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501995905
Ростовская АЭС;АО «Концерн Росэнергоатом»;7721632827;614343002;31502068504;Право заключения договора на Поставка комплектующих к центробежным и конденсатным насосам;2586790,00₽;26.02.2015;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502068504
Ростовская АЭС;АО «Концерн Росэнергоатом»;7721632827;614343002;31502076056;Авторское сопровождение и надзор при техническом обслуживании, ремонте и эксплуатации сборочного объекта турбоагрегата К-1000-60/1500-2 и К-1000-60/1500-2М энергоблоков №1 и №2 Ростовской АЭС;3009000,00₽;27.02.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502076056
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31502018761;Право заключения договора на поставку затворов для обвязки компрессоров;967306,76₽;11.02.2015;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502018761
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31502072256;Право заключения договора на поставку запасных частей к насосам питательным, динамическим, центробежным;4445000,00₽;26.02.2015;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31502072256
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31501967989;"Право заключения договора на Химочистка водяных полостей компрессорного оборудования (АКС-1 инв. № 41010005 ""Силовое электротехническое оборудование АКС"", 1КСД инв. № 42010264 ""Компрессор"", КСН-1 инв. № 41010001 ""Силовое оборудование компрессорной"", 1 КСН инв. № 42010256 ""Компрессор"", АКС-2 инв. № 41020807 ""Оборудование азотно-кислородной станции"", КСН-2 инв. № 41020806 ""Оборудование компрессорной";5284453,00₽;29.01.2015;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501967989
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31501966300;"Право заключения договора на Оказание услуг по теме: Транспортировка элеменгта оборудования турбоагрегата К-220-44""";4976000,00₽;29.01.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501966300
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31501912537;"Право заключения договора на Выполнение работ по теме: ""Проведение работ по геодезическим наблюдениям за положением в двух плоскостях подшипниковых опор роторовтурбоагрегатов, контролю прогиба нижней плиты фундамента и определению деформаций кручения ригелей поперечных рам фундамента ст. №№ 1-8 Кольской АЭС""";9000000,00₽;13.01.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501912537
Ростовская АЭС;АО «Концерн Росэнергоатом»;7721632827;614343002;31501957052;Право заключения договора на Поставка комплектующих к компрессорному оборудованию;2796000,00₽;27.01.2015;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501957052
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31501941078;Право заключения договора на выполнение работ по виброобследованию турбоагрегатов бл. №№1,2 КлнАЭС с выдачей рекомендаций по приведению вибрационного состояния в соответствие нормам ГОСТ 25364-97;1321600,00₽;22.01.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501941078
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31501922837;Право заключения договора на выполнение работ по испытанию и наладке автоматизированной системы регулирования и защиты (АСРЗ) турбоагрегатов энергоблоков №№ 1, 2 Калининской АЭС;3130626,14₽;16.01.2015;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31501922837
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31401885568;"Право заключения договора на Ремонт сетей (инв. № 311034), оборудования (инв. № 4165761), трехэтажного здания котельной с подвалом литер ""В1"" (инв. № 130506) и здания мазутное (инв. № 130505), оборудования и сетей (инв. № 311031), здания компрессорной литер ""В"" (инв. № 13070), оборудования (инв. № 4165756) и сетей здания компрессорной станции и аэротенки литер ""В"" (инв. № 13071), промливневой (инв";9691139,06₽;29.12.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401885568
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31401773046;Право заключения договора на Контроль вибрации и виброобследование турбоагрегатов № 1÷8 Курской АЭС;4853695,18₽;04.12.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401773046
Ленинградская АЭС;АО «Концерн Росэнергоатом»;7721632827;472643001;31401853475;Право заключения договора на поставку диафрагмы 2 ступени ЦНД стороны генератора турбоагрегата К500-65/3000;4118200,00₽;22.12.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401853475
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401792867;Право заключения договора на поставку кабеля контрольного для замены установок включения компрессоров;5552766,59₽;09.12.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401792867
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401768145;Право заключения договора на поставку компрессора передвижного;519090,06₽;03.12.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401768145
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31401881840;Право заключения договора на поставку запасных частей к компрессору воздушному поршневому;1100305,92₽;27.12.2014;;компрессор;нет;поршневой/винтовой;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401881840
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31401845914;Право заключения договора на выполнение строительно-монтажных работ по замене оборудования азотно-кислородной станции, компрессорной испытания оболочки и общестанционной компрессорной;19293764,64₽;19.12.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401845914
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31401846155;Право заключения договора на Поставку запасных частей к компрессору ЭК3-1;4153265,58₽;19.12.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401846155
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31401882812;Право заключения договора на оказание услуг по сопровождению программного обеспечения системы диагностирования турбоагрегатов ВИДАС;945000,00₽;28.12.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401882812
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31401859892;Право заключения договора на поставку станции компрессорной для Балаковской АЭС;24939079,33₽;23.12.2014;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401859892
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31401663384;Право заключения договора на поставку запасных частей к компрессору Sauer WP 4351 АКС.;1718300,00₽;05.11.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401663384
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401722183;Право заключения договора на поставку насосов центробежных;712212,22₽;21.11.2014;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401722183
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401724697;"Право заключения договора на Авторский надзор за ремонтом и техническим обслуживанием сборочных объектов турбоагрегатов с паровой турбиной К-1000-60/1500-2 энергоблоков № 1, 2, 3 в пределах поставки ОАО ""Турбоатом""";1744067,40₽;24.11.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401724697
Белоярская АЭС;АО «Концерн Росэнергоатом»;7721632827;663943002;31401710876;Право заключения договора на Поставка микронагнетателей МР5-8Г (или аналог) в соответствии с Техническим заданием и Спецификацией.;7899776,00₽;19.11.2014;;нагнетатель;нет;микронагнетатель;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401710876
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31401632342;Право заключения договора на Поставку запасных частей к компрессорам 3ГП, 2ГП, 7ВП;4286951,80₽;24.10.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401632342
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31401606470;Право заключения договора на Контроль вибрации и виброобследование турбоагрегатов № 1-8 Курской АЭС.;3653695,98₽;16.10.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401606470
Ленинградская АЭС;АО «Концерн Росэнергоатом»;7721632827;472643001;31401653310;Право заключения договора на ЗИП для компрессора;525725,00₽;30.10.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401653310
Ленинградская АЭС;АО «Концерн Росэнергоатом»;7721632827;472643001;31401611967;Право заключения договора на Инженерное сопровождение эксплуатации турбоагрегатов К-500-65/3000 энергоблоков 1÷4 Ленинградской АЭС;2928114,32₽;17.10.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401611967
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31401595261;Право заключения договора на Поставку компрессорного устройства для выработки и накопления сжатого воздуха со встроенным пультом управления;2975000,00₽;13.10.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401595261
Белоярская АЭС;АО «Концерн Росэнергоатом»;7721632827;663943002;31401577766;Право заключения договора на Поставка запасных частей компрессоров производства Уральского компрессорного завода согласно Спецификации;3652627,00₽;07.10.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401577766
Белоярская АЭС;АО «Концерн Росэнергоатом»;7721632827;663943002;31401655016;Право заключения договора на поставку компрессора высокого давления для нужд филиала ОАО «Концерн Росэнергоатом» «Белоярская атомная станция» блок №4.;896497,91₽;31.10.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401655016
Белоярская АЭС;АО «Концерн Росэнергоатом»;7721632827;663943002;31401655896;Право заключения договора на Поставка микронагнетателей МР5-8Г (или аналог) в соответствии с Техническим заданием и Спецификацией.;7899776,00₽;31.10.2014;;нагнетатель;нет;микронагнетатель;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401655896
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31401606367;Право заключения договора на поставку запасных частей к компрессорам;7067604,74₽;16.10.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401606367
Билибинская АЭС;АО «Концерн Росэнергоатом»;7721632827;870343001;31401656350;Право заключения договора на Сервисное обслуживание САР турбоагрегатов ТА-1÷4 энергоблоков Билибинской АЭС;3155382,00₽;31.10.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401656350
Ростовская АЭС;АО «Концерн Росэнергоатом»;7721632827;614343002;31401537873;Оказание услуг по авторскому сопровождению и надзору при техническом обслуживании, ремонте и эксплуатации сборочного объекта турбоагрегата К-1000-60/1500-2 и К-1000-60/1500-2М энергоблоков №1 и №2 Ростовской АЭС;2576473,36₽;23.09.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401537873
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31401488364;Право заключения договора на поставку запасных частей к насосам , центробежным, осевым, химическим, сетевым;5806190,00₽;04.09.2014;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401488364
Ленинградская АЭС;АО «Концерн Росэнергоатом»;7721632827;472643001;31401474565;Право заключения договора на поставку клапанов к компрессору;2043660,00₽;30.08.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401474565
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31401447743;Право заключения договора на Выполнение работ по геодезическому контролю прогиба нижней плиты фундамента и определению деформаций кручения ригелей поперечных рам фундаментов для турбоагрегатов № 7 и № 8;522000,00₽;21.08.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401447743
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31401468310;"Право заключения договора на Выполнение работ по теме: ""Модернизация системы автоматического регулирования и защиты (САРЗ) турбоагрегатов ТА-5,6,7,8.";9900000,00₽;28.08.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401468310
Белоярская АЭС;АО «Концерн Росэнергоатом»;7721632827;663943002;31401409766;Право заключения договора на Работы по содержанию блоков Белоярской АЭС, остановленных для вывода из эксплуатации, выполняемых подрядными предприятиями, в частиобследования строительных конструкций зданий и сооружений с целью определения осадок фундаментов здания главного корпуса (инв.№ 1),здания дизельгенераторной и компрессорной станции (инв.№ 22), здания спецводоочистки (инв.№ 76), здания храни;690000,00₽;07.08.2014;;компрессор,компрессорная;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401409766
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31401402004;Право заключения договора на Выполнение работ по обеспечению промышленной безопасности на опасных производственных объектах Смоленской АЭС: Компрессорная станция собственных нужд 1-ой очереди, помещение №2 электролизной Объединенно-вспомогательного корпуса, Азотно-кислородная станция 1-ой и 2-ой очереди и корпус газового хозяйства 2-ой очереди;9182627,84₽;05.08.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401402004
Белоярская АЭС;АО «Концерн Росэнергоатом»;7721632827;663943002;31401306855;Право заключения договора на Поставка компрессоров Kaeser M50 согласно техническому заданию;1520507,48₽;02.07.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401306855
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31401313710;Право заключения договора на Оценка технического состояния оборудования компрессорной станции собственных нужд №1 (КСН-1) и корпуса газового хозяйства (КСН-2);2854924,00₽;03.07.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401313710
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31401301991;Право заключения договора на поставку запасных частей к поршневому компрессору;2428440,00₽;01.07.2014;;компрессор;нет;поршневой/винтовой;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401301991
Ростовская АЭС;АО «Концерн Росэнергоатом»;7721632827;614343002;31401217610;Право заключения договора на выполнение работ по модернизации общестанционной компрессорной станции (ОКС) при замене компрессоров 0US50D01, 0US60D02. Промплощадка Ростовской АЭС;6932400,00₽;03.06.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401217610
Ростовская АЭС;АО «Концерн Росэнергоатом»;7721632827;614343002;31401291095;Право заключения договора на Поставка комплектующих к центробежным насосам;1131779,30₽;27.06.2014;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401291095
Белоярская АЭС;АО «Концерн Росэнергоатом»;7721632827;663943002;31401228161;Право заключения договора на Поставка компрессоров Kaeser M50 согласно техническому заданию;1520507,48₽;06.06.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401228161
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31401297949;Право заключения договора на оказание услуг по проведению анализа вибрационного состояния турбоагрегатов к-1000-60/1500 энергоблоков № 1,2 Калининской АЭС с выдачей рекомендаций по моменту ввода защит по повышению вибрации;1539142,00₽;30.06.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401297949
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31401178779;Право заключения договора на поставку запасных частей к компрессорам и газодувкам.;775000,00₽;22.05.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401178779
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31401157952;Право заключения договора на поставку компрессорного устройства (бустер) ВОЕ-II 80/200. (или аналога).;2973000,00₽;15.05.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401157952
Ростовская АЭС;АО «Концерн Росэнергоатом»;7721632827;614343002;31401139804;Право заключения договора на Поставка запасных частей к компрессорам Gardner Denver;1023658,30₽;08.05.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401139804
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401138913;Право заключения договора на поставку насосов самовсасывающих центробежных;798616,62₽;08.05.2014;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401138913
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401139567;Право заключения договора на Испытания в части внедрения режима импульсной разгрузки турбоагрегатов К-1000-60/1500-2 энергоблоков 1-4 Балаковской АЭС;12838400,00₽;08.05.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401139567
Нововоронежская АЭС;АО «Концерн Росэнергоатом»;7721632827;365143001;31401057937;Право заключения договора на внедрение комплекса диагностики механических величин турбоагрегатов ТА-9-12 энергоблока №4 Нововоронежской АЭС;826000,00₽;09.04.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401057937
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31401076075;"Химочистка водяных полостей компрессорного оборудования (АКС-1 инв. №41010005 ""Силовое электротехническое оборудование АКС"", 1 КСД инв. №42010264 ""Компрессор"", КСН-1 инв. №41010001 ""Силовое оборудование компрессорной"", 1 КСН инв. № 42010256 ""Компрессор"", АКС-2 инв. №41020807 ""Оборудование азотно-кислородной станции"", КСН-2 инв. №41020806 ""Оборудование компрессорной станции"", 25КСН инв. №42020033 """;5673419,94₽;15.04.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401076075
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401051583;выполнение дополнительных строительно-монтажных работ по мероприятию «Замена оборудования АКС. (блоки очистки воздуха, блоки разделения воздуха, компрессоры воздушные, компрессоры газовые). ОСО Балаковской АЭС»;2298786,32₽;08.04.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401051583
Балаковская АЭС;АО «Концерн Росэнергоатом»;7721632827;643943001;31401049590;"""Авторский надзор за ремонтом и техническим обслуживанием сборочных объектов турбоагрегатов с паровой турбиной К-1000-60/1500-2 энергоблоков №1-4 в пределах поставки ОАО ""Турбоатом""";1660260,00₽;07.04.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401049590
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31401090736;Право заключения договора на поставку запасных частей к компрессорам;1715800,51₽;21.04.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401090736
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31401052198;Право заключения договора на Поставку водяных подогревателей и компрессоров;2571663,24₽;08.04.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401052198
Калининская АЭС;АО «Концерн Росэнергоатом»;7721632827;691643001;31401111727;Право заключения договора на выполнение работ по обследованию фундамента турбоагрегата бл. № 2 КлнАЭС;1474509,72₽;27.04.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401111727
Нововоронежская АЭС;АО «Концерн Росэнергоатом»;7721632827;365143001;31401017433;Право заключения договора на поставку запасных частей для компрессоров;1773087,86₽;27.03.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401017433
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31400957596;Право заключения договора на Геодезические измерения положения опор подшипников турбоагрегатов с определением, при необходимости, предварительных расцентровок роторов с учетом сезонных и других измерений температурного состояния их фундаментов.;871630,07₽;12.03.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31400957596
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31401026499;Право заключения договора на Поставка запасных частей к турбокомпрессору ТК3403;1844000,00₽;31.03.2014;;компрессор,турбокомпрессор;да;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401026499
Кольская АЭС;АО «Концерн Росэнергоатом»;7721632827;511743001;31400991837;выполнение пусконаладочных работ по теме: «Модернизация системы пускового воздуха дизель генераторов в части замены компрессоров АКР-2. Блок 3,4»;585000,00₽;20.03.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31400991837
Смоленская АЭС;АО «Концерн Росэнергоатом»;7721632827;672443001;31401002553;Право заключения договора на поставку автоматизированной системы управления воздуходувками;35833810,62₽;24.03.2014;;воздуходувка;да;воздуходувка;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31401002553
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31400874834;Право заключения договора на поставку роторных компрессоров;15826400,00₽;07.02.2014;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31400874834
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31400920242;Право заключения договора на Поставка блок-контейнера компрессорного;3671957,33₽;25.02.2014;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31400920242
Курская АЭС;АО «Концерн Росэнергоатом»;7721632827;463443001;31400874717;Право заключения договора на Геодезические измерения положения опор подшипников турбоагрегатов с определением, при необходимости, предварительных расцентровок роторов с учетом сезонных и других измерений температурного состояния их фундаментов.;871630,07₽;07.02.2014;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31400874717
