nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"Открытое акционерное общество ""Ярославский судостроительный завод""";7601001080;"ПАО ""ЯСЗ""";760701001;Ярославская обл;30.11;ACTIVE;Березников Александр Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Открытое акционерное общество «Концерн по производству электрической и тепловой энергии на атомных станциях» (ОАО «Концерн Росэнергоатом»);;;;;;;;;;кандидатов нет
Открытое акционерное общество «Производственное объединение «Электрохимический завод»;;;;;;;;;;кандидатов нет
Открытое акционерное общество «Сибирский химический комбинат»;;;;;;;;;;кандидатов нет
Открытое акционерное общество «Уральский электрохимический комбинат»;;;;;;;;;;кандидатов нет
Открытое акционерное общество «Чепецкий механический завод»;;;;;;;;;;кандидатов нет
Открытое акционерное общество е2;2607018122;"ПАО ""ОГК-2""";781701001;г Санкт-Петербург;35.11.1;ACTIVE;Семиколенов Артем Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ПАО ""ЗВЕЗДА""";1420041450;"АО ""ЗВЕЗДА""";142001001;Респ Саха (Якутия);07.29.91;ACTIVE;Масюков Александр Олегович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ПАО ""ИРКУТСКЭНЕРГО""";3808038191;"ППО ПАО ""ИРКУТСКЭНЕРГО""";380801001;Иркутская обл;94.20;LIQUIDATED;Майданов Евгений Михайлович;Председатель профсоюзного комитета;1;один кандидат
"ПАО ""НПО ""Искра"" ДКС ЦДГ и ГК Ханчейского м/р";;;;;;;;;;кандидатов нет
"ПАО ""ФОРВАРД ЭНЕРГО""";7203162698;"ПАО ""ФОРВАРД ЭНЕРГО""";770301001;г Москва;35.11.1;ACTIVE;Кожевников Вячеслав Евгеньевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ПАО ""ФОРТУМ""";;;;;;;;;;кандидатов нет
"ПАО ""ЮНИПРО""";8602067092;"ПАО ""ЮНИПРО""";860201001;Ханты-Мансийский Автономный округ - Югра;35.11.1;ACTIVE;Лидзарь Руслан Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
ПАО «ФОРВАРД ЭНЕРГО»;7203162698;"ПАО ""ФОРВАРД ЭНЕРГО""";770301001;г Москва;35.11.1;ACTIVE;Кожевников Вячеслав Евгеньевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
ППФ Гознака;;;;;;;;;;кандидатов нет
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АМУРСКИЙ СУДОСТРОИТЕЛЬНЫЙ ЗАВОД""";2703000015;"ПАО ""АСЗ""";270301001;Хабаровский край;30.11;ACTIVE;Боровский Михаил Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫБОРГСКИЙ СУДОСТРОИТЕЛЬНЫЙ ЗАВОД""";4704012874;"ПАО ""ВСЗ""";470401001;Ленинградская обл;30.11;ACTIVE;Черногубовский Сергей Романович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУЖСКИЙ ТУРБИННЫЙ ЗАВОД""";4026007424;"ПАО ""КАЛУЖСКИЙ ТУРБИННЫЙ ЗАВОД""";402801001;Калужская обл;28.11.2;ACTIVE;Сербин Иван Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ИСКРА""";5907001774;"ПАО ""НПО ""ИСКРА""";590701001;Пермский край;28.99.9;ACTIVE;Дудчак Владимир Власьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОЛИПЕЦКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""";4823006703;"ПАО ""НЛМК""";482301001;Липецкая обл;24.10.29;ACTIVE;Каратаев Сергей Михайлович;ПРЕЗИДЕНТ (ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ);1;один кандидат
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРИАРГУНСКОЕ ПРОИЗВОДСТВЕННОЕ ГОРНО-ХИМИЧЕСКОЕ ОБЪЕДИНЕНИЕ""";7530000048;"ПАО ""ППГХО""";753001001;Забайкальский край;20.13;ACTIVE;Киселев Иван Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Пашийский цемент.завод;;;;;;;;;;кандидатов нет
Первоуральский новотрубный завод;7710373095;"ФИЛИАЛ ПАО ""ТМК"" ПЕРВОУРАЛЬСКИЙ НОВОТРУБНЫЙ ЗАВОД";668443001;Свердловская обл;;ACTIVE;;;4;несколько кандидатов, взят первый
Пермский ГПЗ;5906181394;"ООО ""ГПЗ""";590601001;Пермский край;45.31;ACTIVE;Зенков Александр Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"Петрозаводский филиал Акционерного Общества ""Инжиниринговая компания ""АЭМ-технологии""";7817311895;"ПОЛНОЕ НАИМЕНОВАНИЕ : ПЕТРОЗАВОДСКИЙ ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ИНЖИНИРИНГОВАЯ КОМПАНИЯ ""АЭМ-ТЕХНОЛОГИИ"" СОКРАЩЕННОЕ НАИМЕНОВАНИЕ: ФИЛИАЛ АО ""АЭМ-ТЕХНОЛОГИИ"" ""ПЕТРОЗАВОДСКМАШ"" В Г.ПЕТРОЗАВОДСК";100143001;Респ Карелия;;ACTIVE;;;1;один кандидат
Печенганикель;5109097134;"ООО ""ГМК ПЕЧЕНГАНИКЕЛЬ""";510901001;Мурманская обл;65.22.2;LIQUIDATED;Любчик Наталья Викторовна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Пикалевский глиноземный завод;4715030610;"ООО ""ПГЛЗ""";471501001;Ленинградская обл;24.42;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ АЛЮМИНИЙ МЕНЕДЖМЕНТ""";;2;несколько кандидатов, взят первый
Пикалевский завод (цв.);;;;;;;;;;кандидатов нет
Подземгаз;6451015089;"ООО ПМК ""ПОДЗЕМГАЗСТРОЙ""";645101001;Саратовская обл;41.10;ACTIVE;Капустин Андрей Сергеевич;ДИРЕКТОР;5;несколько кандидатов, взят первый
Подшипниковый завод;3435011740;"АО ""ППЗ""";345901001;Волгоградская обл;28.15;ACTIVE;Индрисов Юрий Анзорович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Публичное Акционерное Общество ""РУСАЛ Братский Алюминиевый завод""";;;;;;;;;;кандидатов нет
"Публичное акционерное общество ""Горно-металлургическая компания ""Норильский никель""";8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";840101001;Красноярский край;24.45.1;ACTIVE;Потанин Владимир Олегович;ПРЕЗИДЕНТ;1;один кандидат
"Публичное акционерное общество ""Новосибирский завод химконцентратов""";5410114184;"ПАО ""НЗХК""";541001001;Новосибирская обл;24.46;ACTIVE;Гохвайс Вячеслав Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Публичное акционерное общество ""Силовые машины – ЗТЛ, ЛМЗ, Электросила, Энергомашэкспорт""";;;;;;;;;;кандидатов нет
"Публичное акционерное общество ""Челябинский Трубопрокатный завод""";;;;;;;;;;кандидатов нет
Радеховский био-хим.завод Радеховский био-химический завод;;;;;;;;;;кандидатов нет
Россошанский ХЗ;;;;;;;;;;кандидатов нет
Рязанский завод по произв. и перераб. цв.мет.;;;;;;;;;;кандидатов нет
Рязанский завод по произв. и перераб. цв.мет. Рязанский завод по производству и переработке цветных металлов;;;;;;;;;;кандидатов нет
Рязанский литейный завод;6226008468;"ООО ""КЛЗ""";772101001;г Москва;74.50;LIQUIDATED;Симанкова Ольга Валерьевна;Генеральный директор;1;один кандидат
Салаватнефтеоргсинтез;0266013720;"СНТСН №1 ОАО ""СНОС""";026601001;Респ Башкортостан;68.32.2;ACTIVE;Калимуллина Ольга Александровна;ПРЕДСЕДАТЕЛЬ;4;"отсеяно спутников: 1; несколько кандидатов, взят первый"
Самарский завод синтетического каучука;;;;;;;;;;кандидатов нет
Самарское управление водопровода и канализации;;;;;;;;;;кандидатов нет
Саранский завод медпреператов;;;;;;;;;;кандидатов нет
Саратовский завод синтетического спирта;;;;;;;;;;кандидатов нет
Саратовский крекинг завод;;;;;;;;;;кандидатов нет
Саратовтрансгаз;6455045687;"ООО ""САРАТОВТРАНСГАЗ""";645501001;Саратовская обл;46.3;LIQUIDATED;Хон Богдан Валериевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;"отсеяно спутников: 1; один кандидат"
Саткинский МЗ;;;;;;;;;;кандидатов нет
Саянский алюминиевый завод;;;;;;;;;;все 1 — спутники (профсоюз, фонд и т. п.)
Свердловский МЗ;5903038903;"ООО ""МЗ-НЕДВИЖИМОСТЬ""";590401001;Пермский край;68.31.12;ACTIVE;Гимерверт Дмитрий Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Свердловский турбомет.завод;;;;;;;;;;кандидатов нет
Светлоярский БВК;;;;;;;;;;кандидатов нет
Свободный Сокол МЗ;;;;;;;;;;кандидатов нет
Северный ГОК;310206669079;ИП Гоков Евгений Анатольевич;;Белгородская обл;56.10;ACTIVE;;;5;несколько кандидатов, взят первый
Североникель;5107000027;"СНТСН ""СЕВЕРОНИКЕЛЬ""";510701001;Мурманская обл;68.32.2;ACTIVE;Зубрин Николай Сергеевич;ПРЕДСЕДАТЕЛЬ;5;несколько кандидатов, взят первый
Серп и Молот МЗ;;;;;;;;;;кандидатов нет
Сибнефтегазпереработка;7813630587;"ООО ""СИБНЕФТЕГАЗПЕРЕРАБОТКА""";781301001;г Санкт-Петербург;46.71;LIQUIDATED;Гилёв Илья Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Синарский трубный завод;7710373095;"ФИЛИАЛ ПАО ""ТМК"" СИНАРСКИЙ ТРУБНЫЙ ЗАВОД";661243001;Свердловская обл;;ACTIVE;;;3;несколько кандидатов, взят первый
Синтезспирт;5614085615;"ООО ""СИНТЕЗСПИРТ""";561401001;Оренбургская обл;20.14.2;ACTIVE;Алпатов Алексей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
Соколово-Сарбайский ГОК;;;;;;;;;;кандидатов нет
Соколово-Сарбайское ГПО;;;;;;;;;;кандидатов нет
Спасскцемент;2510001238;"АО ""СПАССКЦЕМЕНТ""";251001001;Приморский край;23.51;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКЦЕМЕНТ""";;3;"отсеяно спутников: 1; несколько кандидатов, взят первый"
Средне-Уральский МЗ;;;;;;;;;;кандидатов нет
Средне-Уральский медосплав. завод Среднеуральский медеплавильный завод;;;;;;;;;;кандидатов нет
Ставропольнефтегаз;2614019198;"ООО ""СТАВРОПОЛЬНЕФТЕГАЗ""";261401001;Ставропольский край;06.10.1;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРГЕКО ХОЛДИНГ""";;4;"отсеяно спутников: 1; несколько кандидатов, взят первый"
Стерлитомакский СЦ завод;;;;;;;;;;кандидатов нет
Стерлитомакский ХК;;;;;;;;;;кандидатов нет
Стерлитомакский завод синтетич.каучука;;;;;;;;;;кандидатов нет
Стерлитомакский завод синтетич.каучука Стерлитомакский завод синтетического каучука;;;;;;;;;;кандидатов нет
Стерлитомакский цементный завод;;;;;;;;;;кандидатов нет
Струк Евгений Даниилович;421200274903;ИП Струк Евгений Даниилович;;Кемеровская область - Кузбасс;74.14;LIQUIDATED;;;5;несколько кандидатов, взят первый
Сургутнефтегаз;8602060555;"ПАО ""СУРГУТНЕФТЕГАЗ""";860201001;Ханты-Мансийский Автономный округ - Югра;06.10.1;ACTIVE;Богданов Владимир Леонидович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Сургутская БПТОиК;;;;;;;;;;кандидатов нет
Сургутский ГПЗ;8617004923;"ОАО ""СУРГУТСКИЙ ГПЗ""";861701001;Ханты-Мансийский Автономный округ - Югра;;LIQUIDATED;Бауэр Андрей Викторович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;5;несколько кандидатов, взят первый
Таганрогский МЗ;;;;;;;;;;кандидатов нет
Тарасовский ГПЗ;;;;;;;;;;кандидатов нет
Телегина Светлана;771371063003;ИП Телегина Светлана Александровна;;г Москва;47.71;ACTIVE;;;5;несколько кандидатов, взят первый
"Технологический филиал ОАО ""Концерн Росэнергоатом"" (""Технологический филиал"")";;;;;;;;;;кандидатов нет
Тихвинский глинозем.завод;;;;;;;;;;кандидатов нет
Тихвинский глинозем.завод Тихвинский глиноземный завод;;;;;;;;;;кандидатов нет
Тобольский нефте-химич.завод Тобольский нефте-химический завод;;;;;;;;;;кандидатов нет
"Товарищество с ограниченной ответственностью ""SVETOCH""";2301011391;СВЕТОЧ ТОО ФИРМА;230101010;Краснодарский край;;LIQUIDATED;;;5;несколько кандидатов, взят первый
Товарищество с ограниченной ответственностью «Mercur Auto LTD». Бизнес-идентификационный номер № 030640000234;;;;;;;;;;кандидатов нет
Товарищество с ограниченной ответственностью «Mercur Auto LTD». Свидетельство о государственной регистрации № 56289-1910-ТОО от 12.10.2010 года;;;;;;;;;;кандидатов нет
Товарищество с ограниченной ответственностью «ИЦ Энергосервис»;;;;;;;;;;кандидатов нет
Тольяттиазот;6320004728;"АО ""ТОАЗ""";632401001;Самарская обл;20.15.3;ACTIVE;Шаблинский Анатолий Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Томский НХК;;;;;;;;;;кандидатов нет
Томусшахтстрой;;;;;;;;;;кандидатов нет
"Трест ""Артемшахтстрой"" с/у 4";;;;;;;;;;кандидатов нет
"Трест ""Орджоникидзеуголь"" шахта ""Красный Октябрь""";;;;;;;;;;кандидатов нет
Тулачермет;7105008031;"АО ""ТУЛАЧЕРМЕТ""";710501001;Тульская обл;24.10.11;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ПРОМЫШЛЕННО-МЕТАЛЛУРГИЧЕСКИЙ ХОЛДИНГ""";;5;несколько кандидатов, взят первый
Турбоатомгаз;7802936213;"ООО ""ТУРБОАТОМГАЗ""";780201001;г Санкт-Петербург;41.20;ACTIVE;Велигжанин Михаил Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Тюменское м/р;;;;;;;;;;кандидатов нет
Тюментрансгаз;7730564570;"ООО ""ТЮМЕНЬ ТРАНС ГАЗ""";773001001;г Москва;11.2;LIQUIDATED;Красильников Александр Игоревич;Генеральный директор;4;"отсеяно спутников: 1; несколько кандидатов, взят первый"
Уваровский завод двойного суперфосфата;;;;;;;;;;кандидатов нет
Усинский ГПЗ;;;;;;;;;;кандидатов нет
Уфалейский никелевый завод;;;;;;;;;;кандидатов нет
Уфимский НПЗ;;;;;;;;;;кандидатов нет
Уфимский ХЗ;;;;;;;;;;кандидатов нет
"Ф-л АО ""АЭМ-технологии ""Петрозаводскмаш""";;;;;;;;;;кандидатов нет
"ФГБОУ ВО ""НИУ ""МЭИ""";7722019652;"ФГБОУ ВО ""НИУ ""МЭИ""";772201001;г Москва;85.22.1;ACTIVE;Рогалев Николай Дмитриевич;РЕКТОР;1;"отсеяно спутников: 3; один кандидат"
"ФГУП ""13 СРЗ ЧФ"" Минобороны России";9203501030;"ФГУП ""13 СРЗ ЧФ"" МИНОБОРОНЫ РОССИИ";920301001;г Севастополь;30.11;ACTIVE;Флоря Павел Николаевич;ДИРЕКТОР;1;один кандидат
"ФГУП ""ВНИИ Автоматики им. Н.Л.Духова""";;;;;;;;;;кандидатов нет
"ФГУП ""ГОСКОРПОРАЦИЯ ПО ОРВД""";7734135124;"ФГУП ""ГОСКОРПОРАЦИЯ ПО ОРВД""";771401001;г Москва;52.23.12;ACTIVE;Булин Андрей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
"ФГУП ""ПО ""МАЯК""";7422000795;"ФГУП ""ПО ""МАЯК""";741301001;Челябинская обл;20.13;ACTIVE;Порошин Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ФГУП атомного флота (ФГУП ""Атомфлот"")";5192110268;"ФГУП ""АТОМФЛОТ""";519001001;Мурманская обл;52.22.18;ACTIVE;Антонов Яков Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""13 СУДОРЕМОНТНЫЙ ЗАВОД ЧЕРНОМОРСКОГО ФЛОТА"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";9203501030;"ФГУП ""13 СРЗ ЧФ"" МИНОБОРОНЫ РОССИИ";920301001;г Севастополь;30.11;ACTIVE;Флоря Павел Николаевич;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БАЗАЛЬТ""";6432003698;"ФГУП ""БАЗАЛЬТ""";643201001;Саратовская обл;25.40;LIQUIDATED;Бизяев Алексей Николаевич;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАЦИОНАЛЬНЫЙ ОПЕРАТОР ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ""";5838009089;"ФГУП ""НО РАО""";772501001;г Москва;38.22.13;ACTIVE;Дерябин Сергей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОБЪЕДИНЕННЫЙ ЭКОЛОГО-ТЕХНОЛОГИЧЕСКИЙ И НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПО ОБЕЗВРЕЖИВАНИЮ РАО И ОХРАНЕ ОКРУЖАЮЩЕЙ СРЕДЫ""";7704009700;"ФГУП ""РАДОН""";770401001;г Москва;38.12;ACTIVE;Пронь Игорь Александрович;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ГЕНЕРАЛЬНОГО ДИРЕКТОРА;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ К.А. ВОЛОДИНА""";7405000428;"ФГУП ""ПСЗ""; ФГУП ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""";745701001;Челябинская обл;25.40;ACTIVE;Белобров Владислав Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""МАЯК""";7422000795;"ФГУП ""ПО ""МАЯК""";741301001;Челябинская обл;20.13;ACTIVE;Порошин Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТЕХНИЧЕСКОЙ ФИЗИКИ ИМЕНИ АКАДЕМИКА Е.И. ЗАБАБАХИНА""";7423000572;"ФГУП ""РФЯЦ - ВНИИТФ ИМ. АКАДЕМ. Е.И. ЗАБАБАХИНА""";745901001;Челябинская обл;72.19.9;ACTIVE;Железнов Михаил Евгеньевич;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭКСПЕРИМЕНТАЛЬНОЙ ФИЗИКИ""";5254001230;"ФГУП ""РФЯЦ - ВНИИЭФ""";525401001;Нижегородская обл;72.19.9;ACTIVE;Костюков Валентин Ефимович;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР""";4714004270;"ФГУП ""ФЭО""";770601001;г Москва;38.22.13;ACTIVE;Погодин Максим Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ АТОМНОГО ФЛОТА;5192110268;"ФГУП ""АТОМФЛОТ""";519001001;Мурманская обл;52.22.18;ACTIVE;Антонов Яков Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";524901001;Нижегородская обл;20.51;ACTIVE;Гиниятов Наиль Халилович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""ЛЕНИНГРАДСКАЯ АТОМНАЯ СТАНЦИЯ""";7721632827;"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""ЛЕНИНГРАДСКАЯ АТОМНАЯ СТАНЦИЯ""";472643001;Ленинградская обл;;ACTIVE;;;1;один кандидат
"ФКП ""Бийский Олеумный Завод""";2204001528;"ФКП ""БОЗ""";220401001;Алтайский край;20.51;LIQUIDATED;Крючков Максим Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФКП ""Завод им.Я.М. Свердлова""";;;;;;;;;;кандидатов нет
"Федеральное государственное унитарное предприятие ""13 судоремонтный завод Черноморского флота"" Министерства обороны Российской Федерации";9203501030;"ФГУП ""13 СРЗ ЧФ"" МИНОБОРОНЫ РОССИИ";920301001;г Севастополь;30.11;ACTIVE;Флоря Павел Николаевич;ДИРЕКТОР;1;один кандидат
"Федеральное государственное унитарное предприятие ""Гознак"" Территориальный отдел закупок в Перми дирекции закупок";;;;;;;;;;кандидатов нет
"Филиал ""Астраханский СРЗ"" ОАО ""ЦС ""Звездочка""";;;;;;;;;;кандидатов нет
"Филиал ""Астраханский судоремонтный завод "" АО ""ЦС""Звездочка""";;;;;;;;;;кандидатов нет
"Филиал АО ""Концерн Росэнергоатом"" ""Курская атомная станция""";7721632827;"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""КУРСКАЯ АТОМНАЯ СТАНЦИЯ""";463443001;Курская обл;;ACTIVE;;;1;один кандидат
"Филиал АО ""Концерн Росэнергоатом"" ""Ростовская атомная станция""";7721632827;"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""РОСТОВСКАЯ АТОМНАЯ СТАНЦИЯ""";614343002;Ростовская обл;;ACTIVE;;;1;один кандидат
"Филиал АО ""РИР"" в г. Новоуральске";;;;;;;;;;кандидатов нет
Филиал АО «Концерн Росэнергоатом» «Балаковская атомная станция»;7721632827;"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""БАЛАКОВСКАЯ АТОМНАЯ СТАНЦИЯ""";643943001;Саратовская обл;;ACTIVE;;;1;один кандидат
Филиал АО «Концерн Росэнергоатом» «Плавучая атомная теплоэлектростанция»;7721632827;"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""ПЛАВУЧАЯ АТОМНАЯ ТЕПЛОЭЛЕКТРОСТАНЦИЯ""";870043001;Чукотский АО;;ACTIVE;;;1;один кандидат
"Филиал ОАО ""Концерн Росэнергоатом"" ""Белоярская атомная станция""";;;;;;;;;;кандидатов нет
Филиал ОАО «Концерн Росэнергоатом» «Билибинская атомная станция»;;;;;;;;;;кандидатов нет
Филиал ОАО «Концерн Росэнергоатом» «Нововоронежская атомная станция»;;;;;;;;;;кандидатов нет
"Филиал ОАО""Концерн РОсэнергоатом"" ""Смоленская атомная станция"" ""Смоленская атомная станция""";;;;;;;;;;кандидатов нет
"Фирма ""Atlas Copco Comptec LLC"";46 School Road Voorheesville, NY 12186, Соединенные Штаты Америки";;;;;;;;;;кандидатов нет
"Фирма ""CAMERON Compression Systems"";2101 S.E. 18th Street, Oklahoma City, OK 73129, Соединенные Штаты Америки";;;;;;;;;;кандидатов нет
Хабаровский кислородный завод;;;;;;;;;;кандидатов нет
Харитонов Павел Михайлович;632149179760;ИП Харитонов Павел Михайлович;;Самарская обл;43.21;LIQUIDATED;;;5;несколько кандидатов, взят первый
Хвошнянский О. С.;;;;;;;;;;кандидатов нет
Хвошнянский Олег Семенович;744802015959;ИП Хвошнянский Олег Семенович;;Челябинская обл;84.11;ACTIVE;;;5;несколько кандидатов, взят первый
Химпром;2124009521;"ПАО ""ХИМПРОМ""";212401001;Чувашская Республика - Чувашия;20.13;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА ОРГСИНТЕЗ""";;5;несколько кандидатов, взят первый
Холмогорское месторождение;;;;;;;;;;кандидатов нет
ЦКТИ Московское отд.;;;;;;;;;;кандидатов нет
Центролит;3664242034;"ООО ""ЦЕНТРОЛИТ""";366201001;Воронежская обл;24.51;ACTIVE;Рязанов Алексей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
