srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;marka;sreda_po_marke;istochnik_sredy
active;турбокомпрессор;01-ТУ-18661-2024;03.07.2024;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2024-03 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор К-500-61-1 ст. №1, инв. № 104100012982, зав. № 391, рег. № 1;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18661-2024;https://monitor-pb.ru/customer/2457061937;К-500-61-1;воздух;данные
active;турбокомпрессор;01-ТУ-18665-2024;03.07.2024;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2024-01 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор К-525-61-1 ст. №2, инв. № 104100012980, зав. № 0147, рег. № 2;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18665-2024;https://monitor-pb.ru/customer/2457061937;К-525-61-1;воздух;модель
active;турбокомпрессор;01-ТУ-18754-2024;03.07.2024;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2024-04 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор К-500-61-1 ст. №2, инв. № 104100012983, зав. № 238, рег. № 2;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18754-2024;https://monitor-pb.ru/customer/2457061937;К-500-61-1;воздух;данные
active;турбокомпрессор;01-ТУ-18755-2024;03.07.2024;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2024-05 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор К-500-61-1 ст. №8, инв. № 104100012983, зав. № 179, рег. № 8;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18755-2024;https://monitor-pb.ru/customer/2457061937;К-500-61-1;воздух;данные
active;турбокомпрессор;01-ТУ-18756-2024;03.07.2024;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2024-09 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор К-500-61-5 ст. №16, инв. № 104100012979, зав. № 49, рег. № 16;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18756-2024;https://monitor-pb.ru/customer/2457061937;К-500-61-5;воздух;данные
active;турбокомпрессор;01-ТУ-18757-2024;03.07.2024;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2024-12 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор К-500-61-1 ст. №5, инв. № 104100018413, зав. № 10586, рег. №5;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18757-2024;https://monitor-pb.ru/customer/2457061937;К-500-61-1;воздух;данные
active;турбокомпрессор;41-ТУ-40832-2021;19.08.2021;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство - Центробежный турбокомпрессор типа 8RPA-70 «Светлана», техн. № ТК-4, зав. № 1805564 (Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ АО «СибурТюменьГаз», ГПП-1, ПХУ-2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40832-2021;https://monitor-pb.ru/customer/7202116628;ГПП-1;природный газ;данные
active;турбокомпрессор;41-ТУ-60619-2022;06.10.2022;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";на техническое устройство - Турбокомпрессор типа АТП 5-5/3 техн. № КЦ-501/2, зав. № 89003 (Площадка переработки попутного нефтяного газа Муравленковского ГПЗ АО «СибурТюменьГаз», ПХУ, машзал);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-60619-2022;https://monitor-pb.ru/customer/7202116628;АТП 5-5/3;природный газ;модель
active;турбокомпрессор;66-ТУ-08249-2022;23.06.2022;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение экспертизы промышленной безопасности № 0033-ЗЭ-2022 на техническое устройство - турбокомпрессор № 15 К-500-61-1, зав. № 8132, инв. № 104100018402;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-08249-2022;https://monitor-pb.ru/customer/2457061937;К-500-61-1;воздух;данные
active;турбокомпрессор;23-ТУ-696896-2026;16.02.2026;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2025-03ЭПБ экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте на объект экспертизы: Турбокомпрессор К-500-61-5М ст. № 6, зав. № 1, инв. № 890100053345;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-696896-2026;https://monitor-pb.ru/customer/2457061937;К-500-61-5М;воздух;модель
active;турбокомпрессор;23-ТУ-696914-2026;16.02.2026;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2025-05ЭПБ экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте на объект экспертизы: Турбокомпрессор К-500-61-5М ст. № 16, зав. № 2 инв.№ 890100054933;ТУ;3327112205;"ООО ""ДИС""";соответствует;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-696914-2026;https://monitor-pb.ru/customer/2457061937;К-500-61-5М;воздух;модель
active;турбокомпрессор;41-ТУ-78969-2024;28.11.2024;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Турбокомпрессор воздушный марки ТВ-80-1,6 , технологический индекс ТВ-1, зав. № 14/1 - Площадка газокаталитического производства Филиала ПАО АНК «Башнефть» «Башнефть-Новойл», установка СОиСП;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-78969-2024;https://monitor-pb.ru/customer/0274051582;ТВ-80-1,6;воздух;данные
active;турбокомпрессор;23-ТУ-696895-2026;16.02.2026;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";Заключение № ННР/041-2025-03ЭПБ экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте на объект экспертизы: Турбокомпрессор К-500-61-5М ст. № 6, зав. № 1, инв. № 890100053345;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-696895-2026;https://monitor-pb.ru/customer/2457061937;К-500-61-5М;воздух;модель
active;турбокомпрессор;93-ТУ-00106-2023;07.12.2023;9308017740;"ООО ""ДМЗ"" (ИНН 9308017740)";Техническое устройство, применяемое на опасном производственном объекте: паропровод турбокомпрессора АКВ-12-III (№04-ТУ-01-0182.23);ТУ;9303013816;"ООО ""ЛАБОРАТОРИЯ НК И ТД""";соответствует;https://monitor-pb.ru/conclusion/93-%D0%A2%D0%A3-00106-2023;https://monitor-pb.ru/customer/9308017740;АКВ-12-III;воздух;модель
active;турбокомпрессор;55-ТУ-549756-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Турбокомпрессор ТВ-300-1,6, техн. №ТВ-4, зав. №433 эксплуатируемое на опасном производственном объекте ""Площадка цеха №44"", рег. №А61-01219-0073, класс опасности III, установка ББО ОЗХ, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-549756-2025;https://monitor-pb.ru/customer/5501041254;ТВ-300-1,6;воздух;данные
active;турбокомпрессор;55-ТУ-550195-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Турбокомпрессор ТВ-300-1,6, техн. №ТВ-6, зав. №432 эксплуатируемое на опасном производственном объекте ""Площадка цеха №44"", рег. №А61-01219-0073, класс опасности III, установка ББО ОЗХ, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-550195-2025;https://monitor-pb.ru/customer/5501041254;ТВ-300-1,6;воздух;данные
active;турбокомпрессор;55-ТУ-550326-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Турбокомпрессор ТВ-300-1,6, техн. №ТВ-1, зав. №434 эксплуатируемое на опасном производственном объекте ""Площадка цеха №44"", рег. №А61-01219-0073, класс опасности III, установка ББО ОЗХ, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-550326-2025;https://monitor-pb.ru/customer/5501041254;ТВ-300-1,6;воздух;данные
active;турбокомпрессор;55-ТУ-550570-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Турбокомпрессор ТВ-300-1,6, техн. №ТВ-7, зав. №403 эксплуатируемое на опасном производственном объекте ""Площадка цеха №44"", рег. №А61-01219-0073, класс опасности III, установка ББО ОЗХ, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-550570-2025;https://monitor-pb.ru/customer/5501041254;ТВ-300-1,6;воздух;данные
active;турбокомпрессор;55-ТУ-550877-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Турбокомпрессор ТВ-300-1,6, техн. №ТВ-3, зав. №420 эксплуатируемое на опасном производственном объекте ""Площадка цеха №44"", рег. №А61-01219-0073, класс опасности III, установка ББО ОЗХ, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-550877-2025;https://monitor-pb.ru/customer/5501041254;ТВ-300-1,6;воздух;данные
active;турбокомпрессор;55-ТУ-551059-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Турбокомпрессор ТВ-300-1,6, техн. №ТВ-2, зав. №383 эксплуатируемое на опасном производственном объекте ""Площадка цеха №44"", рег. №А61-01219-0073, класс опасности III, установка ББО ОЗХ, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-551059-2025;https://monitor-pb.ru/customer/5501041254;ТВ-300-1,6;воздух;данные
active;турбокомпрессор;68-ТУ-11523-2024;12.04.2024;4218000951;"АО ""ЕВРАЗ ЗСМК""";турбокомпрессора станционный № 5, инвентарный № 213000000085-00, установленного в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемого на ОПО № А68-00341-0076, «Площадка главного корпуса ТЭЦ (ПВС)», III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-11523-2024;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;41-ТУ-99291-2023;20.12.2023;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на техническое устройство пропиленовый турбокомпрессор марки IRSA62, поз. М-4, зав. № 1805774 (установка «Компрессия», цех №56, завод «Мономер», ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-99291-2023;https://monitor-pb.ru/customer/0266048970;IRSA62;технологический газ;данные
active;турбокомпрессор;56-ТУ-750391-2026;20.03.2026;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";турбокомпрессор АТП5-5/3, техн. № В-2, зав. № 79002, применяемый на установке № 3 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 1 очереди газоперерабатывающего производства Оренбургского гелиевого завода);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-750391-2026;https://monitor-pb.ru/customer/1102054991;АТП5-5/3;природный газ;модель
active;турбокомпрессор;49-ТУ-63000-2022;14.10.2022;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";турбокомпрессор АТП5-5/3, техн. № 660К-01-01, зав. № 86001, применяемый на установке № 33 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 3 очереди газоперерабатывающего производства Оренбургского гелиевого завода);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-63000-2022;https://monitor-pb.ru/customer/1102054991;АТП5-5/3;природный газ;модель
active;турбокомпрессор;68-ТУ-84937-2023;09.11.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";паропровод к турбокомпрессору станционный № 1, регистрационный № 6284, установленный на АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-84937-2023;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;49-ТУ-85335-2022;27.12.2022;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";техническое устройство – турбокомпрессор АТП5-5/3, техн. № В-3, зав. №79003, применяемый на установке № 3 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 1 очереди газоперерабатывающего производства Оренбургского гелиевого завода);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-85335-2022;https://monitor-pb.ru/customer/1102054991;АТП5-5/3;природный газ;модель
active;турбокомпрессор;49-ТУ-03427-2022;25.01.2022;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";техническое устройство – турбокомпрессор АТП5-5/3, техн. № 660К-01-03, зав. № 86003, применяемый на установке № 33 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 3 очереди газоперерабатывающего производства Оренбургского гелиевого завода);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-03427-2022;https://monitor-pb.ru/customer/1102054991;АТП5-5/3;природный газ;модель
active;турбокомпрессор;49-ТУ-85464-2022;27.12.2022;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";техническое устройство – турбокомпрессор АТП5-5/3, техн. № 660К-01-02, зав. №86002, применяемый на установке № 33 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 3 очереди газоперерабатывающего производства Оренбургского гелиевого завода);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-85464-2022;https://monitor-pb.ru/customer/1102054991;АТП5-5/3;природный газ;модель
active;турбокомпрессор;67-ЗС-21041-2023;21.12.2023;3801009466;"АО ""АНХК""";сооружение (технологический трубопровод) рег. № 4275-Ж. Трубопровод подачи и слива оборотной воды турбокомпрессора К-500-61-1 поз. 5. Первый промышленный массив, объект 1740, цех 12/44, ПНХ, АО «АНХК»;ЗС;7017071845;"ООО СЦТДЭ ""ДИАСИБ""";соответствует;https://monitor-pb.ru/conclusion/67-%D0%97%D0%A1-21041-2023;https://monitor-pb.ru/customer/3801009466;К-500-61-1;воздух;данные
active;турбокомпрессор;41-ТУ-10757-2025;17.02.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";340/748/24 - Новойл экспертизы промышленной безопасности на техническое устройство: Турбокомпрессор воздушный марки ТВ-80-1,6, технологический индекс ТВ-6, зав. № 15/1 - Площадка газокаталитического производства Филиала ПАО АНК «Башнефть» «Башнефть-Новойл», установка СОиПС;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-10757-2025;https://monitor-pb.ru/customer/0274051582;ТВ-80-1,6;воздух;данные
active;турбокомпрессор;41-ТУ-23947-2025;19.05.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Турбокомпрессор марки ТВ-80-1,4М1-01, Технологический индекс ВД-2, зав. №6, применяемый на ОПО № А41-05559-0001 I класса опасности - Площадка филиала ПАО АНК «Башнефть» «Башнефть-УНПЗ», установка производства серы цеха № 3 (УПС);ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-23947-2025;https://monitor-pb.ru/customer/0274051582;ТВ-80-1;воздух;данные
active;турбокомпрессор;68-ТУ-50976-2023;27.01.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";трубопровод коллектор 6 ата в пределах турбокомпрессора станционный № 10, регистрационный № 8, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50976-2023;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;68-ТУ-50987-2023;27.01.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";трубопровод коллектор 6 ата в пределах турбокомпрессора станционный № 3, регистрационный № 6, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50987-2023;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;47-ТУ-02601-2025;17.01.2025;4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";"Турбокомпрессор воздушный ТВ-200-1,4-01.У3 зав. № 34, поз. ВЦ-701/1, цех № 28 (корп. ХЛФ), техническое устройство, применяемое на ОПО: Площадка производства хлороформа по метановой технологии"", (рег.№ А47-12501-0016 - III класс)";ТУ;4345307255;"ООО ""ТЕХНОЦЕНТР""";соответствует;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-02601-2025;https://monitor-pb.ru/customer/4312126856;ТВ-200-1,4-01;воздух;данные
active;турбокомпрессор;47-ТУ-02604-2025;17.01.2025;4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";"Турбокомпрессор воздушный ТВ-200-1,4-01.У3 зав. № 33, поз. ВЦ-701/2, цех № 28 (корп. ХЛФ), техническое устройство, применяемое на ОПО: Площадка производства хлороформа по метановой технологии"", (рег.№ А47-12501-0016 - III класс)";ТУ;4345307255;"ООО ""ТЕХНОЦЕНТР""";соответствует;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-02604-2025;https://monitor-pb.ru/customer/4312126856;ТВ-200-1,4-01;воздух;данные
active;турбокомпрессор;41-ТУ-27740-2025;04.06.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Турбокомпрессор воздушный марки ТВ-80-1,6, технологический индекс ТВ-4, зав. № 48, применяемый на ОПО №А41-05559-0005 I класса опасности «Площадка газокаталитического производства Филиала ПАО АНК «Башнефть» «Башнефть-Новойл», установка СОиСП, г. Уфа, Республика Башкортостан;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-27740-2025;https://monitor-pb.ru/customer/0274051582;ТВ-80-1,6;воздух;данные
active;турбокомпрессор;42-ТУ-476813-2025;21.11.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - турбокомпрессор ст.№7 инвентарный № 213000000161-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-476813-2025;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;68-ТУ-13612-2024;06.05.2024;4218000951;"АО ""ЕВРАЗ ЗСМК""";трубопровод острого пара, регистрационный № 6264, инвентарный № 2130000000-85-00, к турбокомпрессору ст. № 5, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-13612-2024;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;68-ТУ-50975-2023;27.01.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";трубопровод отбора пара на ПНД-3 в пределах турбокомпрессора станционный № 10, учетный № 2825, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50975-2023;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;68-ТУ-50985-2023;27.01.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";трубопровод отбора пара на ПНД-2 в пределах турбокомпрессора станционный № 3, учетный № 2785, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50985-2023;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;68-ТУ-50986-2023;27.01.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";трубопровод отбора пара на ПНД-3 в пределах турбокомпрессора станционный № 3, учетный № 2786, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50986-2023;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;68-ТУ-50988-2023;27.01.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";трубопровод отбора пара на ПНД-2 в пределах турбокомпрессора станционный № 10, учетный № 2824, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50988-2023;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;49-ЗС-04463-2022;27.01.2022;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";сооружения – технологические трубопроводы обвязки турбокомпрессора АТП5-5/3, техн. № 660К-01-03 в количестве 2 ед., применяемые на установке № 33 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: ОПО: Площадка 3 очереди газоперерабатывающего производства Оренбургского гелиевого завода);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%97%D0%A1-04463-2022;https://monitor-pb.ru/customer/1102054991;АТП5-5/3;природный газ;модель
active;турбокомпрессор;42-ТУ-426894-2025;10.11.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - КВО турбокомпрессора ст.№8, регистрационный № 19205, заводской № 1644, инвентарный № 213000000160-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-426894-2025;https://monitor-pb.ru/customer/4218000951;А68-00341-0076;воздух;данные
active;турбокомпрессор;68-ТУ-47918-2022;23.12.2022;4205001274;"ПАО ""КОКС""";техническое устройство - турбокомпрессор № 2 ТВ300-1,6, инвентарный № 406877,из состава ЦУХПК № 2 Эксплуатируется на опасном производственном объекте I класса опасности (Цех улавливания химических продуктов №1, 2, регистрационный номер в реестре ОПО А68-00031-0002 от 23.02.2000г.) ПАО «Кокс» г. Кемерово;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-47918-2022;https://monitor-pb.ru/customer/4205001274;А68-00031-0002;технологический газ;данные
