inn;predpriyatie;sostoyaniy;est;pokupaet;planiruet;region;est_sajt_u_nas;est_telefon_u_nas;est_tehchelovek_u_nas;chto_nuzhno
4826000428;"ОАО ""Вторчермет""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4825022080;"ОАО ""ЛМЗ ""Свободный сокол""""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7710964267;"ОАО ""Москомпроект""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6150039840;"ОАО ""ПО ""НЭВЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3729007313;"ОАО ""ПСК""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2462034551;"ОАО ""РМЗ ""Енисей""""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3004001089;"ОАО ""ССЗ ""Красные Баррикады""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4803003408;"ОАО ""Силан""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6902008908;"ОАО ""ТВЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2321003173;"ОАО ""ТМЗ ИМ. В. В. ВОРОВСКОГО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6603001252;"ОАО ""Ураласбест""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6660010180;"ОАО ""Уралэнергочермет""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6732024096;"ООО  ""Интеркон""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7447075866;"ООО  ""НТЦ - Геотехнология""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1646024128;"ООО  ""ЭР ЛИКИД АЛАБУГА""";1;1;;;Республика Татарстан;1;1;;"site;phones;emails;люди из вашей живой базы"
2311091766;"ООО ""АКВАРОС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7814562523;"ООО ""АНКО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5607021804;"ООО ""АСК ""ПРОЕКТ-ПЛЮС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1402045638;"ООО ""АССОЦИАЦИЯ СТРОИТЕЛЕЙ АЯМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7811079533;"ООО ""Алитер-Акси""";1;1;;;Санкт-Петербург;;1;;"site;phones;emails;люди из вашей живой базы"
8903024617;"ООО ""Арктикстройкислородсервис""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7203554945;"ООО ""БАМБУКОВЫЙ ИНЖЕНЕР""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6453108356;"ООО ""Базис-Универсал""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7722614309;"ООО ""Богуславец""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7727221566;"ООО ""Бюро промышленной автоматизации""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7704173066;"ООО ""ВЕГА-ГАЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6658084667;"ООО ""ВИЗ-Сталь""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1435214835;"ООО ""ВИТОР""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2456200024;"ООО ""ВС ЗМК""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3823015174;"ООО ""ГАРАНТ"" (ИНН 3823015174)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2635801991;"ООО ""ГЕЛИОС"" (ИНН 2635801991)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6164223342;"ООО ""ГЛОБУС"" (ИНН 6164223342)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7451328990;"ООО ""Газресурс"" (ИНН 7451328990)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4202005425;"ООО ""Грамотеинские ЦЭММ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3665040961;"ООО ""Жилпроект""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
8706004386;"ООО ""ЗК ""МАЙСКОЕ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6826002933;"ООО ""Завод ""Моршанскхиммаш""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7203326716;"ООО ""ИНДАСТРИАЛ КОНСАЛТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1655106585;"ООО ""ИНЖЕНЕРНЫЙ ЦЕНТР ПО ЭКСПЕРТИЗЕ И ДИАГНОСТИКЕ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7701881977;"ООО ""ИНСТИТУТ ТЕХНОЛОГИЙ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0278200605;"ООО ""КВАДРИТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4345539030;"ООО ""КВАЛИТЕТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7605014749;"ООО ""КИПмонтаж""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1402049463;"ООО ""Квант"" (ИНН 1402049463)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4205087440;"ООО ""Кислород плюс""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1901068920;"ООО ""Кислород"" (ИНН 1901068920)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6155093513;"ООО ""Кислородная Станция""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7017259981;"ООО ""Комплект Сервис""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5835082644;"ООО ""КриогенМаш""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5001093906;"ООО ""ЛИНДЕ АЗОТ ТОЛЬЯТТИ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6315643246;"ООО ""Линде Инжиниринг Рус""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7737052853;"ООО ""МАКРИН""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
9721172901;"ООО ""МЕДГАЗГРУПП""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5001073145;"ООО ""МПО ""КриоСпецЦентр""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6410973170;"ООО ""МТС Ершовская""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2315995868;"ООО ""НОВОРОССИЙСКИЙ ПРОКАТНЫЙ ЗАВОД""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7719740416;"ООО ""НПО Мониторинг""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7801204055;"ООО ""НПП ""КОНТЭК""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7707292833;"ООО ""НПП Спецтехсервис""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7022009183;"ООО ""НПР""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6229036953;"ООО ""НПФ ""Специальные промышленные технологии""""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7446004950;"ООО ""НТПФ ""Эталон""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5191316428;"ООО ""ОЗОН"" (ИНН 5191316428)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5001144879;"ООО ""ПРОЕКТСЕРВИС-М""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1903025223;"ООО ""ПРОМГАЗЫ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1647000480;"ООО ""ПСФ ""Гидромонтаж""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7105519283;"ООО ""ПромСорт-Тула""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6612017474;"ООО ""Промтехсервис"" (ИНН 6612017474)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7604195010;"ООО ""Промхимпроект""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7202245831;"ООО ""Промышленный консалтинг""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1400053834;"ООО ""РМЗ""СЕВЕР""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6617027638;"ООО ""РОТОР"" (ИНН 6617027638)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5644023870;"ООО ""РУСНИКЕЛЬ""";1;1;;;Светлинский;;;;"site;phones;emails;люди из вашей живой базы"
6500006146;"ООО ""САХАЛИН-1""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7704871335;"ООО ""СЗ ""ЗАЛИВ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1326201547;"ООО ""СКК"" (ИНН 1326201547)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1910006486;"ООО ""СОРСКИЙ ГОК""";1;1;;;Сорск;;;;"site;phones;emails;люди из вашей живой базы"
3818018596;"ООО ""СОТ"" (ИНН 3818018596)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2465201987;"ООО ""СТАП""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6726008113;"ООО ""СЭЗ - Электроремонт""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7704774807;"ООО ""Связь Энерго""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3528082543;"ООО ""Северсталь-Проект""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3528171465;"ООО ""Северсталь-Промсервис""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0260010699;"ООО ""Стройгаз-АГЗС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5904191781;"ООО ""Стройпроект"" (ИНН 5904191781)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6102018706;"ООО ""ТЕХСЕРВИС"" (ИНН 6102018706)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7701238815;"ООО ""ТРАНЗУМЕД""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4202028951;"ООО ""ТехГаз""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7327063675;"ООО ""ТехГазРесурс +""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5902140615;"ООО ""Тяжпромэлектропроект Пермь""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0326482208;"ООО ""У-УСМ""";1;1;;;Республика Бурятия;;;;"site;phones;emails;люди из вашей живой базы"
3703021585;"ООО ""УК ИП ""РОДНИКИ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6606021264;"ООО ""УМК-СТАЛЬ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6135008069;"ООО ""Усть-Донецкий ССРЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6234107582;"ООО ""ФАВОРИТ"" (ИНН 6234107582)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1901071520;"ООО ""Хакасмедкислород""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1661070841;"ООО ""ЭКОПРОМПРОЕКТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6439074715;"ООО ""ЭР ЛИКИД БАЛАКОВО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7709606250;"ООО ""ЭР ЛИКИД""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
8604056145;"ООО ""ЭТС-1""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7840397315;"ООО ""Эртей Петрошем Рус""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
9111004582;"ООО ""ЮВАС-ТРАНС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1402048830;"ООО ""ЯПК""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3241018190;ООО «НТР»;1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7328097719;ООО «РУСОКСО»;1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1639047389;ООО «РегионСтройЭкспертиза»Общество с ограниченной ответственностью «Р;1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6319043313;"ООО МНПЦПБ ""АКВАЭКОС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7018006870;"ООО НПК ""ЭТТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6314031177;"ООО НПО ""ЭкспертСП""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6311007747;"ООО НТФ ""БАКС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3702108152;"ООО НТЦ ""Техносфера""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0276142789;"ООО ПСК ""Аналитика""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1903029034;"ООО""Кислород технический""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0816028219;"ООО""ЛУКОЙЛ-Нижневолжскнефть-Калмыкия""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5834001025;"ПАО ""БИОСИНТЕЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7721024057;"ПАО ""КМЗ"" (ИНН 7721024057)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7118005479;"ПАО ""ЩЗ""КВОИТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0909001160;"РГБУЗ ""Усть-Джегутинская ЦРБ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7704084426;"ФГБУ ""НИИГБ"" РАМН";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5023000207;ФГБУЗ МСЧ №154 ФМБА России;1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5402103510;"ХК ПАО ""НЭВЗ-Союз""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7716511464;"ЧУЗ ""ЦКБ ""РЖД-Медицина""";1;1;;;;;1;;"site;phones;emails;люди из вашей живой базы"
1660050240;"ЗАО ""ТРЭМ-Казань""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7715473329;"ООО ""КОМДИАГНОСТИКА""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5902179718;"ООО ""ЭнергоГазПроект""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7806382598;"ООО ""БАЛТХИМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5262233918;"ООО ИО ""Инсайт""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0313005769;"ООО ""САТ"" (ИНН 0313005769)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5903102316;"ООО ""ИТЦ ""НефтеГазПроект""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5907016883;"АО ""КАМТЭКС-ПОЛИЭФИРЫ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7743792870;"ООО ""Тебойл Рус""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7702035744;"ЗАО ""Петрохим Инжиниринг""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0278151394;"ООО ""ИНЦЭБ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0266034255;"ПАО ""Салаватнефтехимпроект""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3913009739;"ЗАО ""СОДРУЖЕСТВО-СОЯ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7709701841;"ООО ""Полином""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5011019316;МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2369005281;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "" АВАРИЙНО-СПАСАТЕЛЬНАЯ СЛУЖБА ТИМАШ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8901020511;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ПРОИЗВОДСТВЕННО-ТЕХНИЧЕСКОЕ ОБЪЕДИНЕНИЕ УП";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7710042865;Государственное бюджетное учреждение культуры города Москвы «Детский т;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5016013452;ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5040040263;;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7805812495;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7743018900;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5011018009;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АЗИМУТ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5044019463;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛОЖКОВСКАЯ СРЕД;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4312153835;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭПОТОС-К""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5036002770;"Муниципальное унитарное предприятия ""Подольская теплосеть""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8602002867;муниципальное бюджетное общеобразовательное учреждение средняя общеобр;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5075003287;АДМИНИСТРАЦИЯ РУЗСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5050097808;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ""ЛОСИНО-ПЕТРОВСКИЙ КОМПЛЕКС ТЕПЛОВОДОСНАБЖЕН";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5050111410;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПО ГОРОДСКОМУ ХОЗЯЙСТВУ И БЛАГОУСТР;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811067030;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА-ИНТЕРНА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5024138776;МБДОУ Д/С № 24;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5032238990;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ТРЕСТ ГЕОЛОГО";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5019027534;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РЕСУРСОСНАБЖАЮЩАЯ ОРГАНИЗАЦИЯ ГОР";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811022689;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811044019;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 34;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8901010954;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ПО ОХРАНЕ, КОНТРОЛЮ И РЕГУ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7202137025;УПРАВЛЕНИЕ ДЕЛАМИ ПРАВИТЕЛЬСТВА ТЮМЕНСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5005020987;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ "" ДВОРЕЦ КУЛЬТУРЫ "" ЮБИЛЕЙНЫЙ """;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7805144865;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7825699343;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РИТУАЛЬНЫЕ ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5921000765;"МУП ""ГОРТЕПЛОЭНЕРГО""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5319001833;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ШИМСКАЯ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7807026391;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5948063794;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНО";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7805145330;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5049017251;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""БАКШЕЕВСКИЙ ДОМ КУЛЬТУРЫ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4221007851;"ГКУ ""НОВОКУЗНЕЦКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5252049349;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""НИЖЭ";1;;1;;Дзержинск, Нижегородская область;1;1;;"site;phones;emails;люди из вашей живой базы"
5047119811;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕВ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7805145428;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7117003704;ГОСУДАРСТВЕННОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ О;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7823005293;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810158373;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5029196700;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ ЭКСПЛУАТАЦИОННОЕ УЧРЕЖДЕН";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7816164493;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7106008436;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР СПОРТИВНОЙ ПОДГОТОВ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7805149535;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5038110700;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПРАВДИНСКИЙ"" ГОРОДСКОГО ПОСЕЛЕНИЯ П";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5001044169;ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАС;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811569383;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 627 Н;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7415039590;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД КРУПНОПАНЕЛЬНОГО ДОМОС";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7726076612;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7807026659;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5072003899;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ЛУХОВИЦЫ МОСКОВСК;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810287393;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
