inn;predpriyatie;sreda;tip_mashiny;marki;tekst;chem_dokazano;ssylka;istochnik;pochemu
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;РV 4105 | РV 4117 | РV 4129 | РV 4141;на технические устройства - технологические трубопроводы, применяемые на опасном производственном объекте (Площадка цеха №3 «Каталитического производства», рег. № А18-00055-0007, I класс опасности): -;заключение ЭПБ № 18-ТУ-08804-2022;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-08804-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;ДТ 2.1 | ДТ 2.4 | Р-96 | PV-2961;на технические устройства - технологические трубопроводы, применяемые на опасном производственном объекте: 233 - “Дренажный коллектор от линий и аппаратов в дренажную емкость нефтепродуктов (заглублен;заключение ЭПБ № 18-ТУ-20133-2020;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-20133-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;Н-310 | Н-309 | К-310 | К-311;на технические устройства - технологические трубопроводы, применяемые на опасном производственном объекте (Площадка цеха № 6 «Производства масел и парафинов (КМ-2), рег. № А18-00055-0008, I класс опас;заключение ЭПБ № 18-ТУ-11260-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-11260-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;UV 314 | PV 3071 | FV 4004 | С-402;на технические устройства - технологические трубопроводы, применяемые на опасном производственном объекте (Площадка цеха №3 «Каталитического производства», рег. № А18-00055-0007, I класс опасности): -;заключение ЭПБ № 18-ТУ-08802-2022;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-08802-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;FV-3032 | Е-304 | ХВ-306 | Х-304/1,2;на технические устройства - технологические трубопроводы, применяемые на опасном производственном объекте (Площадка цеха №3 «Каталитического производства», рег. № А18-00055-0007, I класс опасности): -;заключение ЭПБ № 18-ТУ-08514-2022;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-08514-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;К-313 | Н-312 | Т-306 | К-308;на технические устройства - технологические трубопроводы, применяемые на опасном производственном объекте (Площадка цеха № 6 «Производства масел и парафинов (КМ-2), рег. № А18-00055-0008, (I класс опа;заключение ЭПБ № 18-ТУ-11310-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-11310-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;Н-114 | К-107 | PV-2041B | PV 2040A;Заключение экспертизы промышленной безопасности №276-НПО/24 на технические устройства – технологические трубопроводы: Уплотнительный газ (ВСГ) из линии 234 в систему СГУ, №6744к, МЭА от насоса Н-114 в;заключение ЭПБ № 40-ТУ-06307-2024;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06307-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;Т-20 | К-21 | К-23 | Н-20,20А;на технические устройства, применяемые на опасном производственном объекте: технологический трубопровод №8 «Сырьё из Т-20 в Р-4», технологический трубопровод №9 «Сырьё из печи Т-20 в К-21(байпас реакт;заключение ЭПБ № 18-ТУ-16904-2020;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-16904-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;5ГЦ1-245/9-М2, | ГК-101Б;на техническое устройство Газовый центробежный компрессор 5ГЦ1-245/9-М2, зав. № 84001, поз. по схеме ГК-101Б, установка сернокислотного алкилирования 25/7 цеха №5, эксплуатируемый ПАО Славнефть-Яросла;заключение ЭПБ № 18-ТУ-13144-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-13144-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;АТКП-435-1600 | ЦК-401/4, | С-400;на техническое устройство «Компрессор центробежный газовый марки АТКП-435-1600», зав. № 80002, поз. По схеме ЦК-401/4, установки С-400 производства КМ-2, эксплуатируемый ПАО «Славнефть-Ярославнефтеорг;заключение ЭПБ № 18-ТУ-07975-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07975-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;АТКП-435-1600, | ЦК-401/4, | С-400 | Г-39/40;компрессор центробежный газовый марки АТКП-435-1600, зав. № 80002, поз. по схеме ЦК-401/4, установка депарафинизации рафинатов и обезмасливания парафинов С-400 (Г-39/40), производства КМ-2, предприяти;заключение ЭПБ № 18-ТУ-21456-2015;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-21456-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;АТКП-435-1600, | ЦК-401/3, | С-400;на техническое устройство, применяемое на опасном производственном объекте – компрессор центробежный пропановый марки АТКП-435-1600, зав. №81004, поз. ЦК-401/3, установки С-400, применяемый на опасном;заключение ЭПБ № 18-ТУ-11621-2018;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-11621-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;АТКП-435-1600, | ЦК-401/2, | С-400;"на техническое устройство: Компрессор центробежный пропановый марки АТКП-435-1600, зав. №80003, поз. ЦК-401/2, установки С-400, применяемый на опасном производственном объекте ""Площадка цеха №6 ""Произ";заключение ЭПБ № 18-ТУ-04733-2018;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-04733-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;ТГ170-1,7 | М1-В1 | 20В-1;на техническое устройство «Турбокомпрессор газовый марки ТГ170-1,7 М1-В1», зав. № 14, поз. 20В-1, установки Производство серы, цеха №5, эксплуатируемый ПАО «Славнефть-Ярославнефтеоргсинтез» на опасном;заключение ЭПБ № 18-ТУ-07976-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07976-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;РТКГ 160-3 | 40В-1А;на техническое устройство «Турбокомпрессор центробежный газовый марки РТКГ 160-3», зав. № 1, поз. по схеме 40В-1А, установки Производство серы, цеха №5, эксплуатируемый ПАО «Славнефть-Ярославнефтеоргс;заключение ЭПБ № 18-ТУ-07973-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07973-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;центробежная;ТГ170-1,7М1-В1, | 30В-1;на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор газовый марки ТГ170-1,7М1-В1, зав. № 1, поз. 30В-1, эксплуатируемый на установке Производство серы, цеха № 5;заключение ЭПБ № 18-ТУ-15892-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-15892-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;поршневая или винтовая;R-37-51,5/50, | ЛГ-35/11-300;"поршневой компрессор газовый марки R-37-51,5/50, зав. № 44008, поз по схеме ПК-2, установка каталитического риформинга бензинов ЛГ-35/11-300 каталитического производства, предприятия ОАО ""Славнефть-ЯН";заключение ЭПБ № 18-ТУ-21582-2014;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-21582-2014;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;поршневая или винтовая;5Г-300/15-30, | Л-35-6/300 | Л-24/300,;"""Поршневой компрессор газовый марки 5Г-300/15-30, зав. № 44, поз. по схеме ПК-5, установки каталитического риформинга Л-35-6/300 с отделением предварительной гидроочистки сырья Л-24/300, цеха 3, предп";заключение ЭПБ № 18-ТУ-00959-2014;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-00959-2014;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;поршневая или винтовая;5Г-600/42-60, | Л-35/11-300;"компрессор поршневой газовый марки 5Г-600/42-60, зав. № 36, поз. по схеме ПК-3, комплексной установки каталитического риформинга (Л-35/11-300) каталитического производства, предприятия ОАО ""Славнефть-";заключение ЭПБ № 18-ТУ-18914-2015;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-18914-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;поршневая или винтовая;5Г-600/42-60, | Л-35/11-300;"компрессор поршневой газовый марки 5Г-600/42-60, зав. № 33, поз. по схеме ПК-1, комплексной установки каталитического риформинга (Л-35/11-300) каталитического производства, предприятия ОАО ""Славнефть-";заключение ЭПБ № 18-ТУ-19746-2015;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-19746-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;поршневая или винтовая;R-37-51,5/50,;"компрессор поршневой газовый марки R-37-51,5/50, зав. № 44013, поз. по схеме ПК-1, комплексной установки каталитического риформинга предприятия ОАО ""Славнефть-ЯНОС"" г.Ярославль";заключение ЭПБ № 18-ТУ-25116-2015;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-25116-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;;Здание блока КЦА установки получения азота цеха №17, эксплуатируемое ПАО «Славнефть-ЯНОС», расположенное по адресу: Ярославская область, г. Ярославль, Московский проспект, д.150, применяемое на опасно;заключение ЭПБ № 18-ЗС-04777-2025;https://monitor-pb.ru/conclusion/18-%D0%97%D0%A1-04777-2025;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;;на техническое устройство, применяемое на опасном производственном объекте, колонна А-1/4зав. №495, рег.№443, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной устан;заключение ЭПБ № 18-ТУ-01286-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01286-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;;на техническое устройство, применяемое на опасном производственном объекте, колонна А-2/4зав. №494, рег.№476, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной устан;заключение ЭПБ № 18-ТУ-01289-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01289-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-18/4;на техническое устройство, применяемое на опасном производственном объекте, подогреватель А-18/4 зав. №938, рег. №468, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделитель;заключение ЭПБ № 18-ТУ-01282-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01282-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-18/3;на техническое устройство, применяемое на опасном производственном объекте, подогреватель А-18/3 зав. №937, рег. №467, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделитель;заключение ЭПБ № 18-ТУ-01285-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01285-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;подогреватель или теплообменник, не машина;А-3/4;на техническое устройство, применяемое на опасном производственном объекте, теплообменник А-3/4 зав. №202, рег. 484, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительно;заключение ЭПБ № 18-ТУ-01293-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01293-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-19/4;на техническое устройство, применяемое на опасном производственном объекте, фильтр А-19/4 зав. №273, рег. №472, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной уст;заключение ЭПБ № 18-ТУ-01296-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01296-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-20/3;на техническое устройство, применяемое на опасном производственном объекте, фильтр А-20/3 зав. №449, рег. №479, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной уст;заключение ЭПБ № 18-ТУ-01300-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01300-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-20/4;на техническое устройство, применяемое на опасном производственном объекте, фильтр А-20/4 зав. №207, рег. №480, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной уст;заключение ЭПБ № 18-ТУ-01302-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01302-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-19/3;на техническое устройство, применяемое на опасном производственном объекте, фильтр А-19/3 зав. №446, рег. №471, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной уст;заключение ЭПБ № 18-ТУ-01306-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01306-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;подогреватель или теплообменник, не машина;А-14/4;на техническое устройство, применяемое на опасном производственном объекте, теплообменник А-14/4 зав. №162, рег. №455, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделитель;заключение ЭПБ № 18-ТУ-01310-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01310-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-12/3;на техническое устройство, применяемое на опасном производственном объекте, влагоотделитель А-12/3 зав. №2537, рег. №446, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделит;заключение ЭПБ № 18-ТУ-01311-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01311-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;подогреватель или теплообменник, не машина;А-9/1;на техническое устройство, применяемое на опасном производственном объекте, теплообменник А-9/1 зав. №1, рег. №125, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной;заключение ЭПБ № 18-ТУ-01333-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01333-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-17/3;на техническое устройство, применяемое на опасном производственном объекте, адсорбер А-17/3 зав. №3493, рег. №463, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной ;заключение ЭПБ № 18-ТУ-01335-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01335-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-17/4;на техническое устройство, применяемое на опасном производственном объекте, адсорбер А-17/4 зав. №3516, рег. №464, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной ;заключение ЭПБ № 18-ТУ-01336-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01336-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-2/3;на техническое устройство, применяемое на опасном производственном объекте, колонна А-2/3 зав. №493, рег.№475, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной уста;заключение ЭПБ № 18-ТУ-01346-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01346-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-1/3;на техническое устройство, применяемое на опасном производственном объекте, колонна А-1/3 зав. №492, рег.№442, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной уста;заключение ЭПБ № 18-ТУ-01351-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01351-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-13/4;на техническое устройство, применяемое на опасном производственном объекте, влагоотделитель А-13/4 зав. №2535, рег. №451, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделит;заключение ЭПБ № 18-ТУ-01354-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01354-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-16/4;на техническое устройство, применяемое на опасном производственном объекте, адсорбер А-16/4 зав. №3519, рег. №460, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной ;заключение ЭПБ № 18-ТУ-01387-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01387-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-16/3;на техническое устройство, применяемое на опасном производственном объекте, адсорбер А-16/3 зав. №3532, рег. №459, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной ;заключение ЭПБ № 18-ТУ-01390-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01390-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-13/3;на техническое устройство, применяемое на опасном производственном объекте, влагоотделитель А-13/3 зав. №2534, рег. №450, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделит;заключение ЭПБ № 18-ТУ-01394-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01394-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;А-12/4;на техническое устройство, применяемое на опасном производственном объекте, влагоотделитель А-12/4 зав. №2536, рег. №447, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделит;заключение ЭПБ № 18-ТУ-01396-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01396-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;подогреватель или теплообменник, не машина;А-4/3;на техническое устройство, применяемое на опасном производственном объекте, теплообменник А-4/3 зав. №б/н, рег.№3, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительной ;заключение ЭПБ № 18-ТУ-01340-2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01340-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;подогреватель или теплообменник, не машина;А-15/4;на техническое устройство, применяемое на опасном производственном объекте, теплообменник А-15/4 зав. №б/н, рег. №12, эксплуатируемый на установке «Азотные установки» ОПО «Площадка воздухоразделительн;заключение ЭПБ № 18-ТУ-22991-2020;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-22991-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;;на документацию на техническое перевооружение опасного производственного объекта «Площадка воздухоразделительной установки (Цех № 17)» ПАО «Славнефть-ЯНОС» «Подключение технологических установок к сет;заключение ЭПБ № 18-ТП-15060-2020;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%9F-15060-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;тип не установлен;Р-503А/В | Т-501/1,2 | IA-0008 | СК-201;на технические устройства - технологические трубопроводы, применяемые на опасном производственном объекте: 200 - “Охлаждающая жидкость через насосы Р-503А/В через холодильник Т-501/1,2 к насосам” 202 ;заключение ЭПБ № 18-ТУ-19701-2020;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-19701-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";газ или иная среда;не применимо;W-3/1-6 | W-8/1-3 | Р-143 | Р-6050.0;Заключение экспертизы промышленной безопасности № 605/ЯНОС/ТУ/2025 на технические устройства: технологические трубопроводы 8.2.4-027-«Вакуумный газойль от W-3/1-6 до W-8/1-3» 8.2.4-028-«Вакуумный газо;заключение ЭПБ № 52-ТУ-91036-2025;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-91036-2025;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7701984274;"АО ""Мосводоканал""";газ или иная среда;центробежная;;заключение экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте: Турбокомпрессор одноступенчатый газовый ТГ-350-1,06-М1-В1 №1 зав. № 38 инв. №;заключение ЭПБ № 77-ТУ-78180-2025;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-78180-2025;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7701984274;"АО ""Мосводоканал""";газ или иная среда;центробежная;;заключение экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте: Турбокомпрессор одноступенчатый газовый ТГ-350-1,06-М1-В1 №2 зав. № 47 инв. №;заключение ЭПБ № 77-ТУ-78478-2025;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-78478-2025;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
7701984274;"АО ""Мосводоканал""";газ или иная среда;центробежная;;на техническое устройство, применяемое на опасном производственном объекте «Площадка участка подготовки воды Восточной станции водоподготовки» III класса опасности, рег. № А01-00722-0094, Турбокомпрес;заключение ЭПБ № 01-ТУ-21139-2021;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-21139-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
