nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 6 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПРИМОРСКОМУ КРАЮ""";2510001291;ФКУ ИК-6 ГУФСИН РОССИИ ПО ПРИМОРСКОМУ КРАЮ;251001001;Приморский край;84.23.4;ACTIVE;Яушев Андрей Александрович;НАЧАЛЬНИК;1;один кандидат
"АО ""ТРАНСНЕФТЬ - ЦЕНТРАЛЬНАЯ СИБИРЬ""";7017004366;"АО ""ТРАНСНЕФТЬ - ЦЕНТРАЛЬНАЯ СИБИРЬ""";701701001;Томская обл;49.50.11;LIQUIDATED;Мосолов Юрий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;"отсеяно спутников: 1; несколько кандидатов, взят первый"
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАЦИОННО-МЕТОДИЧЕСКИЙ ЦЕНТР БАЛАКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ""";6439081247;МКУ ОМЦ;643901001;Саратовская обл;49.39.39;ACTIVE;Лагода Анна Петровна;ДИРЕКТОР;1;один кандидат
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПИТАНИЯ, БИОТЕХНОЛОГИИ И БЕЗОПАСНОСТИ ПИЩИ;7705004254;"ФГБУН ""ФИЦ ПИТАНИЯ И БИОТЕХНОЛОГИИ""";770501001;г Москва;72.19.9;ACTIVE;Никитюк Дмитрий Борисович;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 12 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО НОВОСИБИРСКОЙ ОБЛАСТИ""";5447100727;ФКУ ИК-12 ГУФСИН РОССИИ ПО НОВОСИБИРСКОЙ ОБЛАСТИ;545201001;Новосибирская обл;84.23.4;ACTIVE;Прасолов Александр Станиславович;НАЧАЛЬНИК УЧРЕЖДЕНИЯ;1;один кандидат
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ В СФЕРЕ ЗАКУПОК ДЛЯ МУНИЦИПАЛЬНЫХ НУЖД""";5029206444;"МКУ ""УПРАВЛЕНИЕ В СФЕРЕ ЗАКУПОК""";502901001;Московская обл;84.11.32;ACTIVE;Прияшкина Инна Валентиновна;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 4 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПСКОВСКОЙ ОБЛАСТИ""";6018000299;ФКУ ИК-4 УФСИН РОССИИ ПО ПСКОВСКОЙ ОБЛАСТИ;601801001;Псковская обл;84.23.4;ACTIVE;Горячев Сергей Сергеевич;НАЧАЛЬНИК;1;один кандидат
ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 1 ГОРОДА УФА;0273012090;ГБУЗ РБ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 1 Г. УФА;027301001;Респ Башкортостан;86.23;LIQUIDATED;Казакова Елена Авинировна;ГЛАВНЫЙ ВРАЧ;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОБЪЕДИНЕНИЕ ИСПРАВИТЕЛЬНЫХ КОЛОНИЙ № 30 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КРАСНОЯРСКОМУ КРАЮ""";;;;;;;;;;кандидатов нет
"ООО ""Монолитстройсервис""";7727406976;"ООО ""МОНОЛИТСТРОЙСЕРВИС""";772701001;г Москва;46.69;ACTIVE;Товпеко Олег Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПРОВЕДЕНИЯ ТОРГОВ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДМИТРОВСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН МОСКОВСКОЙ ОБЛАСТИ";;;;;;;;;;кандидатов нет
"федеральное государственное казенное учреждение ""Отряд федеральной противопожарной службы по Орловской области""";5753053628;"ФГКУ ""ОФПС ПО ОРЛОВСКОЙ ОБЛАСТИ""";575301001;Орловская обл;84.25.1;LIQUIDATED;Новиков Александр Александрович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
"государственное казенное учреждение Ростовской области ""Ростовская областная поисково-спасательная служба""";6151011679;"ГКУ РО ""РО ПСС""";615101001;Ростовская обл;84.25.9;ACTIVE;Кравцов Вадим Викторович;НАЧАЛЬНИК;2;несколько кандидатов, взят первый
Администрация Уватского муниципального района;7225004543;АДМИНИСТРАЦИЯ УВАТСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ;720601001;Тюменская обл;84.11.35;LIQUIDATED;Елизаров Вячеслав Иванович;РУКОВОДИТЕЛЬ;5;несколько кандидатов, взят первый
"АО ""КОНЦЕРН ""АВТОМАТИКА""";7715906332;"АО ""КОНЦЕРН ""АВТОМАТИКА""";771501001;г Москва;26.30.11;ACTIVE;Братухин Иван Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"Федеральное государственное бюджетное учреждение здравоохранения ""Медико-санитарная часть № 98 Федерального медико-биологического агентства""";2503005866;ФГБУЗ МСЧ № 98 ФМБА РОССИИ;250301001;Приморский край;86.10;ACTIVE;Зарубина Елена Сергеевна;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ НАЧАЛЬНИКА;1;один кандидат
Департамент государственных закупок Брянской области;;;;;;;;;;кандидатов нет
ФОНД ИМУЩЕСТВА КАЛУЖСКОЙ ОБЛАСТИ;;;;;;;;;;все 1 — спутники (профсоюз, фонд и т. п.)
"АО ""БАШКОММУНВОДОКАНАЛ""";0278181938;"АО ""БАШКОММУНВОДОКАНАЛ""";027801001;Респ Башкортостан;36.00.2;ACTIVE;Гнилобоков Константин Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ВЕРХНЕВОЛЖСКИЙ ФИЛИАЛ ФГБУ ""Главрыбвод""";;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОК ДЛЯ НУЖД ГОРОДСКОГО ОКРУГА БОГДАНОВИЧ""";;;;;;;;;;кандидатов нет
ГОСУДАРСТВЕННОЕ ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПО ОБЕСПЕЧЕНИЮ ИНЖЕНЕРНЫХ ЗАЩИТ ЧЕБОКСАРСКОГО ВОДОХРАНИЛИЩА ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ;1215057016;"ГФУ ""ИНЖЕНЕРНЫЕ ЗАЩИТЫ ЧЕБОКСАРСКОГО ВОДОХРАНИЛИЩА РМЭ""";121501001;Респ Марий Эл;70.22;LIQUIDATED;Гайсин Ильдар Натфуллович;ДИРЕКТОР;1;один кандидат
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХОНЕВРОЛОГИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2328006536;ГБУЗ СПНБ;232801001;Краснодарский край;86.10;ACTIVE;Король Иван Сергеевич;ГЛАВНЫЙ ВРАЧ;1;один кандидат
ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ПРИМОРСКОГО КРАЯ;;;;;;;;;;кандидатов нет
АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД АЛАПАЕВСК;6601002170;АДМИНИСТРАЦИЯ ПОСЕЛКА АСБЕСТОВСКИЙ;660101001;Свердловская обл;75.11.32;LIQUIDATED;Араптанов Сергей Федорович;ГЛАВА АДМИНИСТРАЦИИ;2;несколько кандидатов, взят первый
"Муниципальное казенное учреждение Ейского городского поселения Ейского района ""Центр городского хозяйства""";2361001704;"МКУ ""ЦГХ""";236101001;Краснодарский край;84.11.33;ACTIVE;Савин Александр Михайлович;ДИРЕКТОР;1;один кандидат
ООО   Концессии водоснабжения;3460019060;"ООО ""КОНЦЕССИИ ВОДОСНАБЖЕНИЯ""";344401001;Волгоградская обл;36.00.1;ACTIVE;Рубцов Дмитрий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"федеральное государственное казенное учреждение ""Пограничное управление Федеральной службы безопасности Российской Федерации по Калининградской области""";3908013480;ПУ ФСБ РОССИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ;390601001;Калининградская обл;84.24;ACTIVE;Маслов Станислав Владимирович;НАЧАЛЬНИК;1;один кандидат
"КАРЕЛЬСКИЙ ФИЛИАЛ ФГБУ ""ГЛАВРЫБВОД""";;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЯЛУТОРОВСКА ""ГОРОДСКИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННЫЕ СЕТИ""";7207000761;"МП ""ГОРОДСКИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННЫЕ СЕТИ""";720701001;Тюменская обл;36.00.2;LIQUIDATING;Пономарев Борис Анатольевич;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
АДМИНИСТРАЦИЯ СИНОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ВОСКРЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;6409003308;АДМИНИСТРАЦИЯ СИНОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ;640901001;Саратовская обл;84.11.35;ACTIVE;Морозова Ирина Николаевна;ГЛАВА СИНОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ВОСКРЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;1;один кандидат
АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СОСНОВОБОРСКИЙ ГОРОДСКОЙ ОКРУГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ;4714011083;АДМИНИСТРАЦИЯ СОСНОВОБОРСКОГО ГОРОДСКОГО ОКРУГА;472601001;Ленинградская обл;84.11.35;ACTIVE;Воронков Михаил Васильевич;ГЛАВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СОСНОВОБОРСКИЙ ГОРОДСКОЙ ОКРУГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ;1;один кандидат
"АО ""Восточный Порт""";2508001544;"АО ""ВОСТОЧНЫЙ ПОРТ""";250801001;Приморский край;52.24.2;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УНИВЕРСАЛЬНАЯ ЛОГИСТИКА""";;1;один кандидат
"""АДМИНИСТРАЦИЯ ГОРОДА ОРСКА""";5613000376;"""АДМИНИСТРАЦИЯ Г. ОРСКА""";561401001;Оренбургская обл;84.11.35;ACTIVE;Воробьёв Артём Олегович;ГЛАВА ГОРОДА ОРСКА;4;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 4 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ТАМБОВСКОЙ ОБЛАСТИ""";6818005137;ФКУ ИК-4 УФСИН РОССИИ ПО ТАМБОВСКОЙ ОБЛАСТИ;681801001;Тамбовская обл;14.12;ACTIVE;Астафьев Павел Викторович;НАЧАЛЬНИК;1;один кандидат
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЦЕНТРАЛИЗОВАННЫХ ЗАКУПОК""";5022052097;"МКУ ""УПРАВЛЕНИЕ ЦЗ""";502201001;Московская обл;84.11.35;ACTIVE;Маркина Наталья Викторовна;ДИРЕКТОР;1;один кандидат
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛЬНОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО ПО ЭЛЕКТРОХИМИИ С ОПЫТНЫМ ЗАВОДОМ""";7717633296;"АО ""СКТБЭ""";771701001;г Москва;72.19.9;ACTIVE;Пыхтин Роман Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КОМБИНАТ ""АТЛАС"" УПРАВЛЕНИЯ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО ГОСУДАРСТВЕННЫМ РЕЗЕРВАМ ПО ЮЖНОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ";;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА КУРАГИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА""";2423015562;"МКУ ""УЖКХ КУРАГИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА""";242301001;Красноярский край;84.11.33;ACTIVE;Михалёв Владимир Анатольевич;ДИРЕКТОР;2;несколько кандидатов, взят первый
"ООО ""ТРК-ЧЕРЕПОВЕЦ""";3528118422;"ООО ""ТРК-ЧЕРЕПОВЕЦ""";352801001;Вологодская обл;68.20.29;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ САМПА""";;1;один кандидат
"МУП ""ВОДОКАНАЛ"" МР БЛАГОВЕЩЕНСКИЙ РАЙОН РБ";0258011092;"МУП ""ВОДОКАНАЛ"" МР БЛАГОВЕЩЕНСКИЙ РАЙОН РБ";025801001;Респ Башкортостан;36.00.2;ACTIVE;Чернецов Владимир Витальевич;ДИРЕКТОР;2;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 5 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО САМАРСКОЙ ОБЛАСТИ""";6314015880;ФКУ ИК-5 УФСИН РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;631401001;Самарская обл;84.23.4;ACTIVE;Мещеряков Максим Вадимович;ВРИО НАЧАЛЬНИКА;1;один кандидат
"ФГБУ ""ФЕДЕРАЛЬНЫЙ МЕДИЦИНСКИЙ ЦЕНТР"" РОСИМУЩЕСТВА";7709290510;"ФГБУ ""ФЕДЕРАЛЬНЫЙ МЕДИЦИНСКИЙ ЦЕНТР"" РОСИМУЩЕСТВА";770801001;г Москва;86.90.4;ACTIVE;Елизаров Николай Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"МУП ""НЕВЕЛЬСКИЕ КОММУНАЛЬНЫЕ СЕТИ""";6505011534;"МУП ""НЕВЕЛЬСКИЕ КОММУНАЛЬНЫЕ СЕТИ""";650501001;Сахалинская обл;35.30.14;ACTIVE;Кан Денис Леонидович;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО КОНВОИРОВАНИЮ УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВОЛОГОДСКОЙ ОБЛАСТИ""";3525091814;ФКУ УК УФСИН РОССИИ ПО ВОЛОГОДСКОЙ ОБЛАСТИ;352501001;Вологодская обл;84.23.4;ACTIVE;Меледин Андрей Валерьевич;НАЧАЛЬНИК;1;один кандидат
"ГБУ ""УПРАВЛЕНИЕ ДЕЛАМИ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА ПЕНЗЕНСКОЙ ОБЛАСТИ""";5836012463;"ГБУ ""УПРАВЛЕНИЕ ДЕЛАМИ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА ПЕНЗЕНСКОЙ ОБЛАСТИ""";583601001;Пензенская обл;49.39.39;ACTIVE;Катков Дмитрий Михайлович;НАЧАЛЬНИК;1;один кандидат
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СОЛИКАМСКИЙ ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ""";5919421124;"ГБПОУ ""СТК""";591901001;Пермский край;85.21;ACTIVE;Шипулина Наталия Валерьевна;ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ БАЛТАЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;6407001009;АДМИНИСТРАЦИЯ БАЛТАЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;640701001;Саратовская обл;84.11.33;ACTIVE;Бенькович Евгений Сергеевич;ГЛАВА БАЛТАЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;5;несколько кандидатов, взят первый
АРБИТРАЖНЫЙ СУД ВОРОНЕЖСКОЙ ОБЛАСТИ;3666052720;АРБИТРАЖНЫЙ СУД ВОРОНЕЖСКОЙ ОБЛАСТИ;366601001;Воронежская обл;84.23.18;ACTIVE;Козлов Владимир Александрович;ПРЕДСЕДАТЕЛЬ СУДА;1;один кандидат
АДМИНИСТРАЦИЯ БРЫКОВСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ;6411060286;АДМИНИСТРАЦИЯ БРЫКОВСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ;641101001;Саратовская обл;84.11.31;ACTIVE;Мальцева Лариса Викторовна;Глава Брыковского МО;1;один кандидат
"ООО ""БТС""";7736642610;"ООО ""БЦ БАХРУШИНА""";770501001;г Москва;68.20.29;ACTIVE;Володарский Алексей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"НИЖНЕ-ОБСКИЙ ФИЛИАЛ ФГБУ ""ГЛАВРЫБВОД""";;;;;;;;;;кандидатов нет
УПРАВЛЕНИЕ ГОСУДАРСТВЕННОГО ЗАКАЗА АМУРСКОЙ ОБЛАСТИ;2801138822;УПРАВЛЕНИЕ ГОСЗАКАЗА ОБЛАСТИ;280101001;Амурская обл;84.11.21;ACTIVE;Прохорова Светлана Ильинична;НАЧАЛЬНИК УПРАВЛЕНИЯ;2;несколько кандидатов, взят первый
"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ МЕМОРИАЛЬНЫЙ МУЗЕЙ ОБОРОНЫ И БЛОКАДЫ ЛЕНИНГРАДА""";7841015216;СПБ ГБУК ГММОБЛ;784101001;г Санкт-Петербург;91.02;ACTIVE;Лезик Елена Витальевна;ДИРЕКТОР;1;один кандидат
"МУП ""ЧАЙКОВСКИЙ ВОДОКАНАЛ""";;;;;;;;;;кандидатов нет
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 29 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ ХАКАСИЯ""";1903024540;ФКУ ИК-29 УФСИН РОССИИ ПО РЕСПУБЛИКЕ ХАКАСИЯ;190301001;Респ Хакасия;84.23.4;ACTIVE;Харисов Роман Рашитович;НАЧАЛЬНИК УЧРЕЖДЕНИЯ;1;один кандидат
СПБ ГБУК МДК ЦПКИО ИМ. С.М. КИРОВА;7813046452;СПБ ГБУК МДК ЦПКИО ИМ. С.М. КИРОВА;781301001;г Санкт-Петербург;93.29.9;ACTIVE;Селезнёв Павел Андреевич;ДИРЕКТОР;1;один кандидат
ИГИЛ СО РАН;5408100064;ИГИЛ СО РАН;540801001;Новосибирская обл;72.19.9;ACTIVE;Рудой Евгений Михайлович;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
АДМИНИСТРАЦИЯ РЯЖСКОГО МУНИЦИПАЛЬНОГО ОКРУГА РЯЗАНСКОЙ ОБЛАСТИ;6200000908;АДМИНИСТРАЦИЯ РЯЖСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;620001001;Рязанская обл;84.11.34;ACTIVE;Насонов Андрей Викторович;ГЛАВА РЯЖСКОГО МУНИЦИПАЛЬНОГО ОКРУГА РЯЗАНСКОЙ ОБЛАСТИ;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ""";1207000288;ФКУ ИК-3 УФСИН РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ;120701001;Респ Марий Эл;84.23.4;ACTIVE;Иванов Андрей Леонидович;НАЧАЛЬНИК УЧРЕЖДЕНИЯ;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КЕРЧЕНСКИЙ ГОСУДАРСТВЕННЫЙ МОРСКОЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""";9111013097;"ФГБОУ ВО ""КГМТУ""";911101001;Респ Крым;85.22.1;ACTIVE;Масюткин Евгений Петрович;РЕКТОР;1;один кандидат
"АО ""ТРАНСНЕФТЬ-ПРИВОЛГА""";6317024749;"АО ""ТРАНСНЕФТЬ-ПРИВОЛГА""";631701001;Самарская обл;49.50.11;ACTIVE;Бузлаев Дмитрий Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЛЕНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";1414011947;ТОЛОНСКАЯ НАСЛЕЖНАЯ АДМИНИСТРАЦИЯ;141401001;Респ Саха (Якутия);84.11.31;ACTIVE;Попов Александр Григорьевич;ГЛАВА;5;несколько кандидатов, взят первый
МУП ЖКХ П. УРАЛЬСКИЙ;5942001689;МУП ЖКХ П. УРАЛЬСКИЙ;594201001;Пермский край;35.30.3;ACTIVE;Ощепков Владимир Петрович;ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ БЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;4231002348;АДМИНИСТРАЦИЯ БМО;420201001;Кемеровская область - Кузбасс;84.11.34;ACTIVE;Астафьев Владимир Анатольевич;ГЛАВА БЕЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;2;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО КОНВОИРОВАНИЮ ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ""";6661085029;ФКУ УК ГУФСИН РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;668401001;Свердловская обл;84.23.4;ACTIVE;Лавров Евгений Васильевич;НАЧАЛЬНИК;1;один кандидат
ОТДЕЛ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ И ПРОВЕДЕНИЮ ТОРГОВ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ - КЛЕПИКОВСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН РЯЗАНСКОЙ ОБЛАСТИ;6205007625;ОУМИ;620501001;Рязанская обл;84.11.33;LIQUIDATING;Ячкова Светлана Анатольевна;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
Западный филиал РАНХиГС;;;;;;;;;;кандидатов нет
"ФГБУ ""УПРАВЛЕНИЕ ПО ЭКСПЛУАТАЦИИ ЗДАНИЙ В СЕВЕРО-ЗАПАДНОМ ФЕДЕРАЛЬНОМ ОКРУГЕ""";7703000617;"ФГБУ ""УПРАВЛЕНИЕ ПО ЭКСПЛУАТАЦИИ ЗДАНИЙ В СЕВЕРО-ЗАПАДНОМ ФЕДЕРАЛЬНОМ ОКРУГЕ""";781301001;г Санкт-Петербург;68.32.2;ACTIVE;Шапошников Сергей Владимирович;НАЧАЛЬНИК;1;один кандидат
"ООО ""КОНЦЕССКОМ""";8608053716;"ООО ""КОНЦЕССКОМ""";860801001;Ханты-Мансийский Автономный округ - Югра;35.30.14;ACTIVE;Зубович Александр Евгеньевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
