nomer;predmet;tip;zakazchik;zakazchik_inn;organizator;organizator_inn;cena;data_nachala;data_okonchaniya;status;region;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
6144684;Закупка на поставку воздуходувного оборудования производительностью 15 м3/мин со шкафом управления в целях формирования резерва материальных ресурсов (ЗИП) для нужд АО «Одинцовская теплосеть» в 2026 году.;закупка по потребностям;"АО ""Одинцовская теплосеть""";5032199740;;;1372934.65;16.07.2026;20.07.2026;Прием предложений завершен; Московская область;https://zakupki.mos.ru/need/6144684;да;воздуходувная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6144608;Закупка на поставку воздуходувного оборудования производительностью 10 м3/мин со шкафом управления в целях формирования резерва материальных ресурсов (ЗИП) для нужд АО «Одинцовская теплосеть» в 2026 году.;закупка по потребностям;"АО ""Одинцовская теплосеть""";5032199740;;;898342.98;16.07.2026;20.07.2026;Прием предложений завершен; Московская область;https://zakupki.mos.ru/need/6144608;да;воздуходувная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5288064;Нагнетатель, маслораздатчик;B2B;"Акционерное общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;;;;19.12.2024;27.12.2024;Прием предложений завершен;обл Архангельская;https://zakupki.mos.ru/need/5288064;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5467408;Поставка нагнетателя;закупка по потребностям;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ДВОРЕЦ КУЛЬТУРЫ ИМЕНИ Г.КОНИНА""";5011008233;;;14900;23.04.2025;25.04.2025;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5467408;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4486386;Поставка нагнетателя воздуха;закупка по потребностям;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ РАМЕНСКОГО ГОРОДСКОГО ОКРУГА""";5040151125;;;30000;18.04.2023;20.04.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4486386;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5325941;Кольцо уплотнительное нагнетателя;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";5944202327;;;;30.01.2025;05.02.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5325941;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5095767;Поставка нагнетателя смазки;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";8608048498;;;;20.08.2024;30.08.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5095767;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5240160;Поставка нагнетателя солидола;закупка по потребностям;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""";5076009796;;;19149.67;02.12.2024;03.12.2024;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5240160;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9862860;Нагнетатель смазки пневматический ES50500;котировочная сессия;Государственное бюджетное учреждение города Москвы «Жилищник района Фили-Давыдково»;7731288482;;;16844;29.10.2024;29.10.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9862860;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
3894216;Закупка нагнетателя воздуха (насоса);закупка по потребностям;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДОСУГА И КУЛЬТУРЫ ""ПИРОЧИ""";5022088262;;;20000;09.12.2021;13.12.2021;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/3894216;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9861156;Нагнетатель смазки пневматический ES50500;котировочная сессия;Государственное бюджетное учреждение города Москвы «Жилищник района Фили-Давыдково»;7731288482;;;16844;25.10.2024;25.10.2024;Не состоялась;г Москва;https://zakupki.mos.ru/auction/9861156;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5660194;Закупка нагнетателя густой смазки;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКИЙ ЗАВОД""";7830001910;;;;18.09.2025;24.09.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5660194;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
3758487;Закупка груши (нагнетатель) для механического тонометра;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ БРЯНСКОЙ ОБЛАСТИ ""ЦЕНТР СОЦИАЛЬНОЙ ПОМОЩИ СЕМЬЕ И ДЕТЯМ П. БЕЛЫЕ БЕРЕГА ФОКИНСКОГО РАЙОНА Г. БРЯНСКА""";3235018450;;;416.67;27.07.2021;29.07.2021;Прием предложений завершен;обл Брянская;https://zakupki.mos.ru/need/3758487;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4395452;Поставка нагнетателя смазки с электроприводом;закупка по потребностям;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;7830001758;;;273368;03.02.2023;08.02.2023;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4395452;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5109097;Нагнетатель воздуха , сб.2044-01;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";5944202327;;;;29.08.2024;05.09.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5109097;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4853015;Нагнетатель ТВН 360-22-3;B2B;АКЦИОНЕРНОЕ ОБЩЕСТВО КРЫМСКИЙ СОДОВЫЙ ЗАВОД;9106001900;;;;02.02.2024;19.02.2024;Прием предложений завершен;;https://zakupki.mos.ru/need/4853015;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4097590;Поставка пневматического нагнетателя густой смазки;закупка по потребностям;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;7830001758;;;18000;10.06.2022;15.06.2022;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4097590;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5211914;Поставка манжет и нагнетателей для механических тонометров;закупка по потребностям;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКИЙ ЦЕНТР КРОВИ""";4205192212;;;6385.6;18.11.2024;18.11.2024;Прием предложений завершен;обл Кемеровская - Кузбасс;https://zakupki.mos.ru/need/5211914;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4212291;Поставка пневматического нагнетателя густой смазки;закупка по потребностям;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА""";5031114769;;;20499;07.10.2022;10.10.2022;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4212291;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4024138;Поставка пневматических нагнетателей густой смазки;закупка по потребностям;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;7830001758;;;92500;08.04.2022;13.04.2022;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4024138;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200000616000082;Поставка тонометров, Стетофонендоскопов и Нагнетателей к тонометрам;конкурентная процедура;Государственное бюджетное учреждение города Москвы «Станция скорой и неотложной медицинской помощи им. А.С. Пучкова» Департамента здравоохранения города Москвы;7702132064;;;716021;12.04.2016;21.04.2016;Завершены;г Москва;https://zakupki.mos.ru/tender/1239407;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5897336;Нагнетатель смазки электрический ES-60700;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ЦЕНТР СУДОРЕМОНТА ""ЗВЕЗДОЧКА""";2902060361;;;;02.02.2026;06.02.2026;Прием предложений завершен;;https://zakupki.mos.ru/need/5897336;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5463481;Поставка манжет для тонометров, нагнетателей с клапаном обратным;закупка по потребностям;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МУРМАНСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР""";5190080385;;;44808.2;22.04.2025;24.04.2025;Прием предложений завершен;обл Мурманская;https://zakupki.mos.ru/need/5463481;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5025897;Поставка изделий медицинского назначения: груша-нагнетатель;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 9""";7813047022;;;7000;14.06.2024;15.06.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5025897;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5995215;Поставка оборудований (нагнетатель густой смазки, ареометр);закупка по потребностям;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЯКУТСКИЙ АВТОДОРОЖНЫЙ ТЕХНИКУМ""";1435075959;;;60000;30.03.2026;31.03.2026;Прием предложений завершен; Республика Саха (Якутия);https://zakupki.mos.ru/need/5995215;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5023359;Поставка изделий медицинского назначения: груша-нагнетатель;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 9""";7813047022;;;7000;11.06.2024;13.06.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5023359;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9953943;Масленка-нагнетатель Harden 670005, 500 мл;котировочная сессия;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс ЗАПАД»;7729434070;;;1700;28.03.2025;28.03.2025;Не состоялась;г Москва;https://zakupki.mos.ru/auction/9953943;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5027584;Поставка изделий медицинского назначения: груша-нагнетатель;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 9""";7813047022;;;8100;17.06.2024;18.06.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5027584;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9763586;Манжета и нагнетатель для тонометра AND UA-200;котировочная сессия;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПСКОВСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";6027013840;;;1695;26.04.2024;27.04.2024;Снята с публикации;обл Псковская;https://zakupki.mos.ru/auction/9763586;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10242247;Нагнетатель смазки ручной Rockforce RF-2095C MST;котировочная сессия;Акционерное общество «Московский городской центр дезинфекции»;9716000939;;;6039;03.07.2026;03.07.2026;Проведена;г Москва;https://zakupki.mos.ru/auction/10242247;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5685291;Масленка-нагнетатель металлический наконечник, 250 мл Тундра;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";3849096450;;;;03.10.2025;12.10.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5685291;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9955555;Масленка-нагнетатель Harden 670005, 500 мл;котировочная сессия;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс ЗАПАД»;7729434070;;;2996;01.04.2025;01.04.2025;Проведена;г Москва;https://zakupki.mos.ru/auction/9955555;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9954142;Масленка-нагнетатель Harden 670005, 500 мл;котировочная сессия;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс ЗАПАД»;7729434070;;;2000;31.03.2025;01.04.2025;Не состоялась;г Москва;https://zakupki.mos.ru/auction/9954142;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5951280;Пневматический нагнетатель консистентных смазок Jonnesway JAT-360K;B2B;"Акционерное общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;;;36000;05.03.2026;13.03.2026;Прием предложений завершен; Архангельская область;https://zakupki.mos.ru/need/5951280;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5109094;Нагнетатель воздуха, сб. 1405-01(ЭД-7-24В);B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";5944202327;;;;29.08.2024;05.09.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5109094;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9663040;Нагнетатель солидола мобильный с пневмоприводом KraftWell KRW1798.PN;котировочная сессия;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Центрального административного округа»;7709886600;;;90760;21.11.2023;21.11.2023;Проведена;г Москва;https://zakupki.mos.ru/auction/9663040;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4728343;На приобретение нагнетателя с обратным клапаном для тонометров имеющихся у Заказчика;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМ. М.А. ТВЕРЬЕ""";5905059183;;;;17.11.2023;20.11.2023;Прием предложений завершен;край Пермский;https://zakupki.mos.ru/need/4728343;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6035241;нагнетатель консистентной смазки электрический модель es-60700;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ЦЕНТР СУДОРЕМОНТА ""ЗВЕЗДОЧКА""";2902060361;;;;22.04.2026;28.04.2026;Прием предложений завершен;;https://zakupki.mos.ru/need/6035241;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4886751;Услуги по ремонту нагнетателей воздуха двигателей внутреннего сгорания;закупка по потребностям;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;7830001758;;;500000;27.02.2024;28.02.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4886751;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4543468;Поставка нагнетателя консистентных смазок и катушки для раздачи воздуха;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЖАРНО-СПАСАТЕЛЬНЫЙ ОТРЯД ПРОТИВОПОЖАРНОЙ СЛУЖБЫ САНКТ-ПЕТЕРБУРГА ПО КИРОВСКОМУ РАЙОНУ САНКТ-ПЕТЕРБУРГА""";7805392963;;;23360.33;13.06.2023;14.06.2023;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4543468;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6008407;нагнетатель консистентной смазки электрический модель es-60700 (или аналог);B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ЦЕНТР СУДОРЕМОНТА ""ЗВЕЗДОЧКА""";2902060361;;;;06.04.2026;10.04.2026;Прием предложений завершен;;https://zakupki.mos.ru/need/6008407;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5149209;Ротор нагнетателя ТВН-360-22, ч.1316.25СБ;B2B;АКЦИОНЕРНОЕ ОБЩЕСТВО КРЫМСКИЙ СОДОВЫЙ ЗАВОД;9106001900;;;;04.10.2024;14.10.2024;Прием предложений завершен;;https://zakupki.mos.ru/need/5149209;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4886519;Оказание услуг по ремонту нагнетателей воздуха двигателей внутреннего сгорания;закупка по потребностям;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;7830001758;;;500000;27.02.2024;29.02.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4886519;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200000616000345;Поставка Грелок, Нагнетателей к тонометру, бумаги ЭКГ, жидкости для ЭКГ;конкурентная процедура;Государственное бюджетное учреждение города Москвы «Станция скорой и неотложной медицинской помощи им. А.С. Пучкова» Департамента здравоохранения города Москвы;7702132064;;;687256.3;22.11.2016;01.12.2016;Завершены;г Москва;https://zakupki.mos.ru/tender/1315753;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6044184;Корпус гильзы для нагнетателя смазочного (солидолонагнетателя) С-322М, артикул 252310.;B2B;"Акционерное общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;;;200000;28.04.2026;07.05.2026;Прием предложений завершен; Архангельская область;https://zakupki.mos.ru/need/6044184;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9814707;Пневматический нагнетатель густой смазки AE&T HG-68212;котировочная сессия;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Зеленоградского административного округа»;7735580463;;;33688;01.08.2024;01.08.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9814707;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200012320000083;"Поставка нагнетателя смазки для нужд ГБУ ""Автомобильные дороги ЗелАО"".";конкурентная процедура;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Зеленоградского административного округа»;7735580463;;;95166.67;02.03.2020;11.03.2020;Завершены;г Москва;https://zakupki.mos.ru/tender/31087756;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4383270;"Поставка нагнетателя (роторный блок) RBS 45/SP для АО ""Водоканал-Мытищи""";закупка по потребностям;"Открытое акционерное общество ""Водоканал-Мытищи""";5029088173;;;454900;26.01.2023;30.01.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4383270;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6002952;Корпус гильзы для нагнетателя смазочного (солидолонагнетателя) С-322М, артикул 252310.;B2B;"Акционерное общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;;;;02.04.2026;10.04.2026;Прием предложений завершен; Архангельская область;https://zakupki.mos.ru/need/6002952;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5109109;НАГНЕТАТЕЛЬ ВОЗДУШНЫЙ ДЛЯ АВТОНОМНЫХ ОТОПИТЕЛЕЙ 5 КВТ 24V, KINGMOON;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";5944202327;;;;29.08.2024;05.09.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5109109;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4468594;Выполнение работ по ремонту Нагнетателя (роторный блок) RBS 85/3P;закупка по потребностям;"Открытое акционерное общество ""Водоканал-Мытищи""";5029088173;;;571666.67;04.04.2023;06.04.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4468594;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4015264;"Закупка термометров, нагнетателя пневматического для нужд ГБУЗ ""Брянская областная детская больница""";закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРЯНСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ БОЛЬНИЦА""";3234014269;;;1732;01.04.2022;05.04.2022;Прием предложений завершен;обл Брянская;https://zakupki.mos.ru/need/4015264;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10080513;Распылитель с нагнетателем химически стойкий LERATON BF-8007 TORNADO 2L;котировочная сессия;Государственное унитарное предприятие города Москвы Автокомбинат санитарного транспорта «Мосавтосантранс» Департамента здравоохранения города Москвы;7730036274;;;9460;19.11.2025;20.11.2025;Не состоялась;г Москва;https://zakupki.mos.ru/auction/10080513;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
310651;Закупка манжеты и груши (нагнетатель) для нужд ГБУЗ «Брянская областная детская больница»;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРЯНСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ БОЛЬНИЦА""";3234014269;;;;18.08.2020;21.08.2020;Прием предложений завершен;обл Брянская;https://zakupki.mos.ru/need/310651;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6018446;Корпус гильзы для нагнетателя смазочного (солидолонагнетателя) С-322М, артикул 252310.;B2B;"Акционерное общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;;;;12.04.2026;20.04.2026;Прием предложений завершен; Архангельская область;https://zakupki.mos.ru/need/6018446;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10079282;Распылитель с нагнетателем химически стойкий LERATON BF-8007 TORNADO 2L;котировочная сессия;Государственное унитарное предприятие города Москвы Автокомбинат санитарного транспорта «Мосавтосантранс» Департамента здравоохранения города Москвы;7730036274;;;9460;18.11.2025;18.11.2025;Не состоялась;г Москва;https://zakupki.mos.ru/auction/10079282;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10078708;Распылитель с нагнетателем химически стойкий LERATON BF-8007 TORNADO 2L;котировочная сессия;Государственное унитарное предприятие города Москвы Автокомбинат санитарного транспорта «Мосавтосантранс» Департамента здравоохранения города Москвы;7730036274;;;9460;17.11.2025;17.11.2025;Не состоялась;г Москва;https://zakupki.mos.ru/auction/10078708;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5468007;Поставка расходного материала медицинского назначения (электрод токопроводящий, кабель силиконовый, нагнетатель ручной);закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТЮМЕНСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ БОЛЬНИЦА № 12"" (Г.ЗАВОДОУКОВСК)";7215004008;;;43790.85;24.04.2025;29.04.2025;Прием предложений завершен;обл Тюменская;https://zakupki.mos.ru/need/5468007;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9702438;Манометр ИАД-01-2А компл. 1fe МОДЕЛЬ LUXE D-68мм совмещен с нагнетателем;котировочная сессия;Государственное автономное учреждение города Москвы Инженерный научно-практический центр «Гормедтехника Департамента здравоохранения города Москвы»;7725262013;;;4917600;24.01.2024;24.01.2024;Снята с публикации;г Москва;https://zakupki.mos.ru/auction/9702438;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5460493;Поставка расходного материала медицинского назначения (электрод токопроводящий, кабель силиконовый, нагнетатель ручной);закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТЮМЕНСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ БОЛЬНИЦА № 12"" (Г.ЗАВОДОУКОВСК)";7215004008;;;43790.85;18.04.2025;22.04.2025;Прием предложений завершен;обл Тюменская;https://zakupki.mos.ru/need/5460493;сомнительно;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4633294;"Ротор к нагнетателю ТВН 360-22-3 Ротор нагнетателя ТВН 360-22, ч. 1316.25 СБ (материал покрышек,диска с лопатками,втулки-стал... - 1 ШТ; Воздухоохладитель эл.двиг.компрес.ЭВН360 Электродвигатель СТД-800-23УХЛ4 - 2 ШТ ; Ротор к нагнетателю ТВН 360-22-3 Рот";B2B;АКЦИОНЕРНОЕ ОБЩЕСТВО КРЫМСКИЙ СОДОВЫЙ ЗАВОД;9106001900;;;;31.08.2023;20.09.2023;Прием предложений завершен;;https://zakupki.mos.ru/need/4633294;да;нагнетатель;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
