inn;nomer_procedury;skolko_zapisey;istochniki;tipy;tekst;pochemu
7722245108;32211405316;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Выполнение технического диагностирования паровой турбины ВКВ-22-1 турбокомпрессора ст.№2 с трубопроводами в пределах турбины в 2022 г. согласно ТЗ для нужд ЧФ ООО «МЕЧЕЛ-ЭНЕРГО»;один документ записан несколькими фактами — счётчик «Фактов» завышен
7722245108;32312213796;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Выполнение РЕМОНТА СОЦИАЛЬНО-БЫТОВЫХ ПОМЕЩЕНИЙ ПАРОСИЛОВОГО И ТУРБОКОМПРЕССОРНОГО ОТДЕЛЕНИЯ согласно ТЗ для нужд ЧФ ООО «МЕЧЕЛ-ЭНЕРГО»;один документ записан несколькими фактами — счётчик «Фактов» завышен
7723006328;АП023138;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Открытый конкурентный отбор организации, способной выполнить работы по техническому обслуживанию Турбодетандерной установки на базе радиальной расширительной машины «CRYOSTAR S.A.S;один документ записан несколькими фактами — счётчик «Фактов» завышен
7725262013;SP10041131;2;Росэлторг;тип не установлен;Компрессор EMBRACO ASPERA EMC 40CLT;один документ записан несколькими фактами — счётчик «Фактов» завышен
7726671234;31502399671;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;объект — трубопровод или сооружение, машина лишь упомянута;Запрос предложений на СМР стального разводящего трубопровода с запорно-регулирующей арматурой и щитовых затворов, строительство фундаментов под БКТП (блочная комплектная трансформа;один документ записан несколькими фактами — счётчик «Фактов» завышен
7726671234;31502368190;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;Запрос предложений на выполнение работ по капитальному ремонту кровли блока воздуходувных силовых насосных станций;один документ записан несколькими фактами — счётчик «Фактов» завышен
7726671234;31603267306;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;Запрос предложений на право заключение договора на выполнение капитального ремонта помещений в блоке воздуходувных силовых насосных станций (инв.№ 10000405) для нужд ООО «РВК-Ворон;один документ записан несколькими фактами — счётчик «Фактов» завышен
7726671234;31603412156;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не применимо;Запрос предложений на поставку фитингов стальных (отводов) для СМР стального разводящего трубопровода в здании блока воздуходувных силовых насосных станций согласно разработанного ;один документ записан несколькими фактами — счётчик «Фактов» завышен
7726671234;31603503968;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не применимо;Запрос предложений на поставку фитингов стальных (отводов) для СМР стального разводящего трубопровода в здании блока воздуходувных силовых насосных станций согласно разработанного ;один документ записан несколькими фактами — счётчик «Фактов» завышен
7727178374;SP10187436;2;Росэлторг;садовый инструмент, не машина | центробежная, вид по слову;ВОЗДУХОДУВКА ZIMANI BR776;один документ записан несколькими фактами — счётчик «Фактов» завышен
7727298791;ГП641480;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Проектирование и изготовление стенда для проведения заводских приемо-сдаточных испытаний центробежных компрессоров и агрегатов ПЭГА-600-7,5-6,3 (включая монтаж и пусконаладочные ра;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728171283;31908386788;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;Вентиляторы центробежные;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728171283;32110403438;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;Вентиляторы центробежные;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728171283;32110076544;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Воздуходувка;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728171283;32110069421;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Воздуходувка;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728640182;АП023641;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Поставка газодинамического торцевого уплотнения для центробежного компрессора;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728778215;32211886568;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;Замена окон насосно-воздуходувной станции ГОС;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728778215;32009273465;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;конкурс в электронной форме на право заключения договора, на выполнение работ по капитальному ремонту насосно-воздуходувной станции ГОС;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728778215;31907924466;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не применимо;конкурс в электронной форме на право заключения договора, на выполнение работ по ремонту кровли насосно-воздуходувной станции на территории очистных сооружений для нужд ООО «Ульяно;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728778215;32615672195;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Поставка комплекта впускных фильтров для турбовоздуходувки;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728778215;32211434287;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Поставка комплекта впусных фильтров для турбовоздуходувки NEUROS;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728778215;32413463323;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Запрос котировок в электронной форме среди субъектов малого и среднего предпринимательства на право заключения договора на поставку комплектов впускных фильтров (для турбовоздуходу;один документ записан несколькими фактами — счётчик «Фактов» завышен
7728778215;32312563488;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не применимо;Перепланировка здания воздуходувной станции ГОС, под лабораторию по ул Промышленной №9 г. Димитровград;один документ записан несколькими фактами — счётчик «Фактов» завышен
7729082090;32009509205;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Оказание услуг по ремонту турбокомпрессора ТВ80-1.4 для химического факультета МГУ имени М.В. Ломоносова (1 шт.) (223.ЗК.1388; Id34378)";один документ записан несколькими фактами — счётчик «Фактов» завышен
7730263904;32312779097;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не применимо;Маркетинговое исследование в электронной форме на электронной торговой площадке на право заключения договора на оказание услуг по ремонту кровли здания НФС (инв. № 15840), ремонт к;один документ записан несколькими фактами — счётчик «Фактов» завышен
7730263904;32413520043;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не применимо;Маркетинговое исследование в электронной форме на электронной торговой площадке на право заключения договора на выполнение кровельных работ на объектах: 1. Здание решеток с приемно;один документ записан несколькими фактами — счётчик «Фактов» завышен
7731263174;399203;2;ТЭК-Торг | ТЭК-Торг, контакты;центробежная, вид по слову;Поставка воздуходувки;один документ записан несколькими фактами — счётчик «Фактов» завышен
7731263174;377681;2;ТЭК-Торг | ТЭК-Торг, контакты;центробежная, вид по слову;Поставка воздуходувки;один документ записан несколькими фактами — счётчик «Фактов» завышен
7734374725;0373100135826000139;2;ТЭК-Торг | ТЭК-Торг, контакты;центробежная, вид по слову;Прибор для измерения или контроля уровня жидкостей и газов, автономная воздуходувка;один документ записан несколькими фактами — счётчик «Фактов» завышен
7736046504;31300737189;2;ЭТП ГПБ, поиск по словам;не установлен;Открытый запрос предложений на поставку агрегатов трансмиссии и топливных насосов для нужд Самарского филиала ООО Авиапредприятие «Газпром авиа» ;один документ записан несколькими фактами — счётчик «Фактов» завышен
7736046504;31603589004;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Выполнение работ по ремонту турбокомпрессора вертолета ЕС-135 для нужд ООО Авиапредприятие ""Газпром авиа""";один документ записан несколькими фактами — счётчик «Фактов» завышен
7736046504;31300533462;2;ЭТП ГПБ, поиск по словам;поршневая или винтовая;Открытый запрос предложений на поставку плазмореза и компрессора винтового для нужд аэропорта Бованенково ООО Авиапредприятие «Газпром авиа» ;один документ записан несколькими фактами — счётчик «Фактов» завышен
7736046504;31502391022;2;ЭТП ГПБ, поиск по словам;тип не установлен;Поставка агрегатов для вертолётов Ми-8Т для нужд Томского филиала: 1.Гидроусилитель КАУ-30Б 2.Рулевой винт 8-3904-000 3. Цепь ПР-15 4.Гидроусилитель РА-60 5.Карданный вал. 6.Компре;один документ записан несколькими фактами — счётчик «Фактов» завышен
7736046504;31401499644;2;ЭТП ГПБ, поиск по словам;тип не установлен;Поставка станции компрессорной дизельной ПКСД-5,25Р (или эквивалент) для нужд ООО Авиапредприятие «Газпром авиа»;один документ записан несколькими фактами — счётчик «Фактов» завышен
7736186950;89865;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;вихревая или роторная воздуходувка, принцип не центробежный;"Поставка вихревой воздуходувки для нужд Северного филиала ООО ""Газпром энерго""";один документ записан несколькими фактами — счётчик «Фактов» завышен
7736186950;ГП608010;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Выполнение работ по текущему ремонту воздуходувки ТВ 80-1,8 М1-01 площадки КОС Сургутского ЗСК Сургутского филиала ООО «Газпром энерго».;один документ записан несколькими фактами — счётчик «Фактов» завышен
7737106202;АП084252;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Выполнение работ по инженерному сопровождению системы управления магнитным подвесом центробежного компрессора для нужд ООО ""Газпром добыча Ямбург"" в 2025 году";один документ записан несколькими фактами — счётчик «Фактов» завышен
7737106202;ГП234184;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Выполнение работ по инженерному сопровождению системы управления магнитными подвесами центробежного компрессора газоперекачивающих агрегатов на объектах ООО ""Газпром добыча Ямбург""";один документ записан несколькими фактами — счётчик «Фактов» завышен
7737106202;АП102485;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Выполнение работ по капитальному ремонту электротехнического оборудования (ремонт турбокомпрессоров Воркутинского ЛПУМГ) для нужд ООО ""Газпром трансгаз Ухта"" в 2025 году";один документ записан несколькими фактами — счётчик «Фактов» завышен
7737106202;АП083525;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;"Выполнение работ по капитальному ремонту нагнетателя ГПА №4 Компрессорной станции Сальская ООО ""Газпром трансгаз Ставрополь"" в 2025 году";один документ записан несколькими фактами — счётчик «Фактов» завышен
7737106202;ГП335822;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;"Выполнение работ по капитальному ремонту компрессоров 6ГВ-18/6-17 в условиях специализированных ремонтных предприятий (ремонт нагнетателя с заменой) для нужд ООО ""Газпром добыча Кр";один документ записан несколькими фактами — счётчик «Фактов» завышен
7751335645;907641;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Воздуходувка;один документ записан несколькими фактами — счётчик «Фактов» завышен
7802888337;ГП120911;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Запчасти к турбокомпрессору ТМ 2250-4 Samsung;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП905548;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений в электронной форме на Выполнение работ по замене уплотнительного кольца торцевой крышки центробежного нагнетателя газоперекачивающих агрегатов (ГПА);один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП801271;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений на право заключить договор на изготовление и поставку комплекта оборудования системы смазки компрессора центробежного для газоперекачивающих агрегатов Д;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП920810;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений в электронной форме на выполнение пуско-наладочных работ на 4-х центробежных компрессорах ЦБК165-8,6-120-9000/16С;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП807436;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений на поставку Контейнера для транспортировки и хранения сменной проточной части компрессора центробежного 425-3.6/69-32С по техническим требованиям ИЯТЛ.4;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП836216;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений в электронной форме на поставку комплекта оборудования системы смазки компрессора центробежного ЦБК165-3,4/110-9000/18С;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП802571;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений на поставку электродвигателя для привода центробежного компрессора в составе ЭГПА-10,5/6500 согласно техническому заданию ИЯТЛ.520058.003 ТЗ;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;32009612004;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;вихревая или роторная воздуходувка, принцип не центробежный;Воздуходувка вихревая;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП606484;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений в электронной форме на право заключить договор на поставку, проектирование и изготовление глушителя сброса воздуха с клапанов СНОРТ и ППЗ турбокомпрессо;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП701083;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений в электронной форме на право заключить договор на поставку, проектирование и изготовление Шумоглушителя сброса воздуха с клапанов СНОРТ и ППЗ турбокомпр;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП932906;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Открытый запрос предложений в электронной форме проведение вибрационного обследования турбокомпрессорного агрегата К-2001;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП705723;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Открытый запрос предложений в электронной форме на право заключить договор на поставку электродвигателя для привода осевого компрессора;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП003060;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Открытый запрос предложений в электронной форме на поставку устройства подачи моющего раствора для промывки осевого компрессора двигателя MS5002E ИЯТЛ.443136.104;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;32109928257;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Поставка комплектов форсунок для промывки осевого компрессора двигателя Т-32, очистителей масла электростатических ОМЭ01-03;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП706170;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Предварительный отбор поставщиков на поставку, проектирование и изготовление Шумоглушителя сброса воздуха с клапанов СНОРТ и ППЗ осевого компрессора ОК2100-4,68/4,65-5400/10;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806151791;ГП820802;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Открытый запрос предложений в электронной форме на право поставки изготовления и поставки турбодвигателя, двухполюсного, синхронного, трехфазного тока, частотой 50Гц, предназначенн;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806369727;ГП707683;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;Отрытый запрос предложений на выполнение работ по разборке и сборке КВОУ (Комплексное воздухоочистительное устройство), воздуховода циклового воздуха бокса № 7 цеха № 8 (Восстановл;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806369727;ГП804229;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не применимо;Открытый запрос предложений на право выполнения работ по монтажу инженерных коммуникаций в рамках технического перевооружения котельной паровой с системой подводящего наружного и в;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806369727;949908;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;не установлен;"Вентилятор центробежный 380-480V AC, G3G280-BR04-M7 ф.""Ebmpapst""";один документ записан несколькими фактами — счётчик «Фактов» завышен
7806369727;ГП039102;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Открытый запрос предложений в электронной форме на заявку на выполнение финишной обработки лопаток осевого компрессора для нужд ЗАО «НЗЛ»;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806369727;ГП039052;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Открытый запрос предложений в электронной форме на заявку на выполнение дробеструйного упрочнения на лопатках осевого компрессора для нужд ЗАО «НЗЛ»;один документ записан несколькими фактами — счётчик «Фактов» завышен
7806369727;ГП804226;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная по серии;Открытый запрос предложений на право устройства системы приточно-вытяжной вентиляции стенда испытаний осевых компрессоров со стойкой КИП К-4950, инв.№46000009 на объекте Заказчика ;один документ записан несколькими фактами — счётчик «Фактов» завышен
7810442793;651499;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Поставка Воздуходувка ERSTVAK (МЕКА-013346) Усть-Луга;один документ записан несколькими фактами — счётчик «Фактов» завышен
7810442793;595881;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Заявка МЕКА-012047 турбокомпрессор CAT, Алдан;один документ записан несколькими фактами — счётчик «Фактов» завышен
7810474820;574618;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;услуга или чужая техника, не наша машина;Поставка турбокомпрессоров на УРАЛ Некст на ОС 2000714-0161_Ковыктинское_ГКМ_Э_5_УКПГ-2_конд-вод_ТОК_Окунайский_ЦДКС_1684/19 (СCКА-000748);один документ записан несколькими фактами — счётчик «Фактов» завышен
7810474820;497606;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Поставка турбокомпрессора VOLKSWAGEN 2H AMAROK (867) на ОС 2001061-0145_Б-У_КС-4_Воркутинская_КЦ-2_СГК-12-975/2 (287/03) для нужд ООО ""ГСП-Сервис"" (СCКА-000344 от 18.08.2023)";один документ записан несколькими фактами — счётчик «Фактов» завышен
7817045594;ГП070132;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Запрос предложений на поставку Турбокомпрессор воздушный ТВ-42-1,4-01.УЗ;один документ записан несколькими фактами — счётчик «Фактов» завышен
7817045594;ГП706157;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;вихревая или роторная воздуходувка, принцип не центробежный;Вихревая воздуходувка EVL 539/20 - 1 шт.;один документ записан несколькими фактами — счётчик «Фактов» завышен
7838024362;976172;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Картридж в сборе 10900 для турбокомпрессора ABB TPS A135-H55 (Закупка 543/78/2026/В);один документ записан несколькими фактами — счётчик «Фактов» завышен
7840346335;ЗП2092021;2;ТЭК-Торг | ТЭК-Торг, контакты;услуга или чужая техника, не наша машина;"Восстановительный ремонт гидравлического оборудования, обжимного оборудования РВД, турбокомпрессоров ДВС и топливной аппаратуры, принадлежащей Лесному филиалу АО ""Группа ""Илим"" в г";один документ записан несколькими фактами — счётчик «Фактов» завышен
7840346335;ЗП307988;2;ТЭК-Торг | ТЭК-Торг, контакты;центробежная, вид по слову;Выполнение работ по ремонту нагнетателей воздуха, установленных на СБОП, согласно Техническому заданию. 1. Первый машинный зал – тип 360-21-1 (Невский Машиностроительный завод, 197;один документ записан несколькими фактами — счётчик «Фактов» завышен
8605003932;АП087088;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;"Поставка воздуходувки для ПАО ""СН-МНГ"" для УПБ на 2025г.";один документ записан несколькими фактами — счётчик «Фактов» завышен
8617002073;239813;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Поставка воздуходувки;один документ записан несколькими фактами — счётчик «Фактов» завышен
8703010889;ГП351418;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Закупка воздуходувки Seko BL920002075 для АО Базовые металлы. ИП 2023. г. Архангельск.;один документ записан несколькими фактами — счётчик «Фактов» завышен
8703010889;406687;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Закупка Турбокомпрессора 23099979 к ПДМ CHTC DR WJ-3;один документ записан несколькими фактами — счётчик «Фактов» завышен
8901014564;ГП924918;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Изготовление и поставка сменной проточной части (СПЧ) для центробежного компрессора.;один документ записан несколькими фактами — счётчик «Фактов» завышен
8901014564;169912;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Воздуходувка UB-65-300-5-EX;один документ записан несколькими фактами — счётчик «Фактов» завышен
8901014564;179577;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;вихревая или роторная воздуходувка, принцип не центробежный;Вихревая воздуходувка GL-320-36;один документ записан несколькими фактами — счётчик «Фактов» завышен
8904034777;31401535922;2;ЭТП ГПБ, поиск по словам;тип не установлен;135/ДЯмбург/14_1.1_0760/23.09.14/ЗЭП Оказание услуг по производственному экологическому мониторингу и контролю за соблюдением требований природоохранного законодательства в период ;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;B1008230852382;2;Росэлторг;не установлен;Редуктор двухступенчатый Skoda (W=2400 кВт, передаточное число 4,83);один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП059740;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"1. Изготовление корпуса ""Б"", направляющих аппаратов и лабиринтных уплотнений для турбокомпрессора 4VRZ 250/500G. 2. Изготовление ротора турбокомпрессора 4VRZ 250/500 G.";один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП223076;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Запчасти к турбокомпрессору Моника.;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП143615;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Запчасти к турбокомпрессорам;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП123757;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Запчасти к турбокомпрессорам.;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП243040;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Муфта зубчатая к-т Турбокомпрессора Моника Чер.№012.1174.00.00;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП232398;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;тип не установлен;Запчасти к турбокомпрессору Моника;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП018307;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"приобретение запчастей на турбокомпрессор ""МОНИКА""";один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП321525;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Запчасти турбокомпрессора Моника №1 (корпус, диафрагма, подшипник);один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП033015;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Выполнение работ по замене охладителя газа турбокомпрессора ""Моника"" корпус А (5RVA70), корпус Б (7RVA70).";один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП946105;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Трубный пучок охладителя газа турбокомпрессора 4VRZ корпус А F=400м2, чертеж 1446883;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП040717;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Ремонт трубного пучка охладителя газа F=400м2 турбокомпрессора 4VRZ 250/520 G.;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;282661;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Ротор турбокомпрессора 4VRZ 250/520G ""А""";один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП152610;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Разработка технической документации и изготовление охладителя газа турбокомпрессора 4 VRZ 250/520 G.;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП009479;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Ротор турбокомпрессора 4VRZ 250/520G корпус А, лабиринтные уплотнения для т/к 4VRZ №1, лабиринтные уплотнения для т/к 4VRZ №3, лабиринтные уплотнения для т/к 4VRZ №4.;один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП320457;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;"Детали турбокомпрессора ""Людмила"" (Электродвигатель, редуктор)";один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП025955;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Изготовление и поставка запчастей по чертежам (подшипники турбокомпрессора 4 VRZ);один документ записан несколькими фактами — счётчик «Фактов» завышен
9106001900;ГП104825;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Нагнетатель ТВН 360-22-3 в сборе черт. 1307.СББ Корпус нагнетателя ТВН 360-22-3 в сборе без ротора Корпус компрессора К 250-61-5 в сборе Артикул 280Н.СП;один документ записан несколькими фактами — счётчик «Фактов» завышен
9701011913;ГП313520;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная;Поставка воздуходувки центробежной;один документ записан несколькими фактами — счётчик «Фактов» завышен
9701011913;ГП717457;2;ЭТП ГПБ | ЭТП ГПБ, поиск по словам;центробежная, вид по слову;Поставка факельной воздуходувки с частотно-регулируемым приводом;один документ записан несколькими фактами — счётчик «Фактов» завышен
