srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;zav_nomer;klass;dubl
active;турбокомпрессор;67-ЗС-17927-2023;10.11.2023;3801009466;"АО ""АНХК""";сооружение (технологический трубопровод) рег. № 4467-Г. Трубопровод подачи воздуха в энерготехнологический котел от турбокомпрессора поз. 17/1 до котла поз. 13/1. Первый промышленный массив, объект 1307, установка 86, цех 86/57, ПНХ, АО «АНХК»;ЗС;7017071845;"ООО СЦТДЭ ""ДИАСИБ""";соответствует;https://monitor-pb.ru/conclusion/67-%D0%97%D0%A1-17927-2023;https://monitor-pb.ru/customer/3801009466;;обвязка;н/д
active;турбокомпрессор;67-ЗС-19254-2023;01.12.2023;3801009466;"АО ""АНХК""";сооружение (технологический трубопровод) рег. № 4463-Г. Трубопровод подачи воздуха в энерготехнологический котел от турбокомпрессора поз.17/3 до котла поз.13/3. Первый промышленный массив, объект 1307, уст. 86, цех 86/57, ПНХ, АО «АНХК»;ЗС;7017071845;"ООО СЦТДЭ ""ДИАСИБ""";соответствует;https://monitor-pb.ru/conclusion/67-%D0%97%D0%A1-19254-2023;https://monitor-pb.ru/customer/3801009466;;обвязка;н/д
active;турбокомпрессор;71-ТУ-46438-2025;08.09.2025;7118004789;"ОАО ""Щекиноазот""";№ 06-ЭТУ/25-638/ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте: воздухоохладитель концевой ВОТ-260 турбокомпрессора К-905 №2 рег. №2604, Площадка цехов производства метанола и аммиака, цех кислородный АО «Щекиноазот», Тульская обл., Щекинский р-н, р. пос. Первомайский..;ТУ;7107045430;"ООО ""ХИМЭКС""";соответствует;https://monitor-pb.ru/conclusion/71-%D0%A2%D0%A3-46438-2025;https://monitor-pb.ru/customer/7118004789;;обвязка;н/д
active;турбокомпрессор;71-ТУ-46463-2025;08.09.2025;7118004789;"ОАО ""Щекиноазот""";№ 06-ЭТУ/25-669/ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте: воздухоохладитель концевой ВОТ-260 турбокомпрессора К-905 №1 рег. №896, Площадка цехов производства метанола и аммиака, цех кислородный АО «Щекиноазот», Тульская обл., Щекинский р-н, р. пос. Первомайский.;ТУ;7107045430;"ООО ""ХИМЭКС""";соответствует;https://monitor-pb.ru/conclusion/71-%D0%A2%D0%A3-46463-2025;https://monitor-pb.ru/customer/7118004789;;обвязка;н/д
active;турбокомпрессор;71-ТУ-46496-2025;08.09.2025;7118004789;"ОАО ""Щекиноазот""";№ 06-ЭТУ/25-669/ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте: воздухоохладитель концевой ВОТ-260 турбокомпрессора К-905 №1 рег. №896, Площадка цехов производства метанола и аммиака, цех кислородный АО «Щекиноазот», Тульская обл., Щекинский р-н, р. пос. Первомайский.;ТУ;7107045430;"ООО ""ХИМЭКС""";соответствует;https://monitor-pb.ru/conclusion/71-%D0%A2%D0%A3-46496-2025;https://monitor-pb.ru/customer/7118004789;;обвязка;н/д
active;турбокомпрессор;42-ТУ-826633-2026;14.05.2026;4205000908;"КАО ""АЗОТ""";"На техническое устройство ""Турбокомпрессор ""АННА"" ТК-Р44,4-39,5"" поз.№1, зав.№805/763, включая маслосистему с отделителем аммиака, применяемое на опасном производственном объекте ""Площадка производства аммиака, карбамида, участка транспортировки аммиака"", рег.№А68-00013-0001, I класс опасности"", ЦГС УТА, эксплуатирующая организация КАО ""Азот""";ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-826633-2026;https://monitor-pb.ru/customer/4205000908;805/763;компрессор;да
active;турбокомпрессор;67-ЗС-16097-2023;10.10.2023;3801009466;"АО ""АНХК""";сооружение (технологический трубопровод) рег. № 4469. Трубопровод подачи воздуха в энерготехнологический котел от турбокомпрессора поз. 17/5 до котла поз. 13/5. Первый промышленный массив, квартал 12, объект 307, уст. 86, цех 86/57, ПНХ, АО «АНХК»;ЗС;7017071845;"ООО СЦТДЭ ""ДИАСИБ""";соответствует;https://monitor-pb.ru/conclusion/67-%D0%97%D0%A1-16097-2023;https://monitor-pb.ru/customer/3801009466;;обвязка;н/д
active;турбокомпрессор;10-ТУ-02141-2025;29.01.2025;7116000066;"АО ""НАК ""АЗОТ""";Заключение № СДЭ – «НОРЭ» №0501-24-11-ТУ-Х экспертизы промышленной безопасности на техническое устройство: насос смазочного масла, поз. 102-J-J1 турбокомпрессора поз. 102-J, эксплуатируемый в цехе Аммиак-3 АО «НАК «Азот» (ОПО I класса опасности, индекс отраслевой принадлежности– 7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-02141-2025;https://monitor-pb.ru/customer/7116000066;;насос;н/д
active;турбокомпрессор;10-ТУ-02467-2025;31.01.2025;7116000066;"АО ""НАК ""АЗОТ""";Заключение № СДЭ – «НОРЭ» №0968-24-11-ТУ-Х экспертизы промышленной безопасности на техническое устройство: газодувка турбокомпрессора ТГ-65-1,06, поз. М-1/2, эксплуатируемая в АО «НАК «Азот», цех ПАК (отд. КАК) (ОПО I класса опасности, индекс отраслевой принадлежности – 7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-02467-2025;https://monitor-pb.ru/customer/7116000066;;компрессор;н/д
active;турбокомпрессор;41-ЗС-54124-2024;02.09.2024;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности здания и сооружения на опасном производственном объекте, предназначенного для осуществления технологических процессов трубопровод смазочного масла от инжектора смазки до подшипников турбокомпрессора, рег. № 76507 (установка компрессии, цех № 54, Газохимический завод, ООО «Газпром нефтехим Салават»);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-54124-2024;https://monitor-pb.ru/customer/0266048970;;обвязка;н/д
active;турбокомпрессор;68-ТУ-77730-2023;21.09.2023;4216001565;"АО ""КФ""";ЗАКЛЮЧЕНИЕ № 324/2023 экспертизы промышленной безопасности на турбокомпрессор 2ТГ-80-1,4М2-В1 заводской № 7, инвентарный № 3561 (газоочистка печи № 15), установленный в Акционерном обществе «Кузнецкие ферросплавы», эксплуатируемый на ОПО «Цех по производству ферросплавов № 2» регистрационный № А68-00095-0002, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-77730-2023;https://monitor-pb.ru/customer/4216001565;7;компрессор;нет
active;турбокомпрессор;68-ТУ-77731-2023;21.09.2023;4216001565;"АО ""КФ""";ЗАКЛЮЧЕНИЕ № 323/2023 экспертизы промышленной безопасности на турбокомпрессор 2ТГ-80-1,4М1-В1 заводской № 15, инвентарный № 3040 (газоочистка печи № 12), установленный в Акционерном обществе «Кузнецкие ферросплавы», эксплуатируемый на ОПО «Цех по производству ферросплавов № 3» регистрационный № А68-00095-0003, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-77731-2023;https://monitor-pb.ru/customer/4216001565;15;компрессор;нет
active;турбокомпрессор;68-ТУ-77732-2023;21.09.2023;4216001565;"АО ""КФ""";ЗАКЛЮЧЕНИЕ № 346/2023 экспертизы промышленной безопасности на турбокомпрессор 2ТГ-80-1,6М1-В1 заводской № 37, инвентарный № 15487 (газоочистка печи № 13), установленный в Акционерном обществе «Кузнецкие ферросплавы», эксплуатируемый на ОПО «Цех по производству ферросплавов № 3» регистрационный № А68-00095-0003, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-77732-2023;https://monitor-pb.ru/customer/4216001565;37;компрессор;нет
active;турбокомпрессор;68-ТУ-79051-2023;29.09.2023;4216001565;"АО ""КФ""";ЗАКЛЮЧЕНИЕ № 347/2023 экспертизы промышленной безопасности на турбокомпрессор 2ТГ-80-1,6МУ1-В1 заводской № 55, инвентарный № 15486 (газоочистка печи № 12), установленный в Акционерном обществе «Кузнецкие ферросплавы», эксплуатируемый на ОПО «Цех по производству ферросплавов № 3» регистрационный № А68-00095-0003, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-79051-2023;https://monitor-pb.ru/customer/4216001565;55;компрессор;нет
active;турбокомпрессор;42-ТУ-426894-2025;10.11.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - КВО турбокомпрессора ст.№8, регистрационный № 19205, заводской № 1644, инвентарный № 213000000160-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-426894-2025;https://monitor-pb.ru/customer/4218000951;1644;компрессор;нет
active;турбокомпрессор;53-ЗС-01581-2024;25.01.2024;6330017980;"АО ""ННК""";Газообразный хладоагент -18ºС и +7,5 ºС предназначен для отсоса паров из аппаратов системы холода на II и III всасы турбокомпрессоров техн. №205/I÷V правой и левой системы, рег. № 186, АО «ННК», цех №15, отделение 1502.;ЗС;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%97%D0%A1-01581-2024;https://monitor-pb.ru/customer/6330017980;;компрессор;н/д
active;турбокомпрессор;62-ТУ-69332-2023;11.07.2023;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Пропиленовый турбокомпрессор типа 5 RPD 135A, зав.№2805274, поз. №ТК М-6», применяемое на опасном производственном объекте ООО «Томскнефтехим». «Площадка производства мономеров», рег. №А62-00746-0007, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-69332-2023;https://monitor-pb.ru/customer/7017075536;2805274;компрессор;нет
active;турбокомпрессор;62-ТУ-69333-2023;11.07.2023;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Пирогазовый турбокомпрессор типа 2RVD102+7RMB99+4RVA88, зав.№2805270, поз. №ТК М-1», применяемое на опасном производственном объекте ООО «Томскнефтехим». «Площадка производства мономеров», рег. №А62-00746-0007, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-69333-2023;https://monitor-pb.ru/customer/7017075536;2805270;компрессор;да
active;турбокомпрессор;61-ТУ-27665-2020;11.11.2020;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";техническое устройство – турбокомпрессор ТГ-170-1,7М1В, зав. № 24, тех. № 20В-1/р, применяемый на опасном производственном объекте – площадке производства серы с узлом регенерации раствора МЭА в составе комплекса КТ-1/1, Производства №2 АО «Газпромнефть-Омский НПЗ;ТУ;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-27665-2020;https://monitor-pb.ru/customer/5501041254;24;компрессор;нет
active;турбокомпрессор;62-ТУ-69337-2023;11.07.2023;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Этиленовый турбокомпрессор типа 3RPA+56A+5RPA-62A, зав.№2805305, поз. №ТК М-5», применяемое на опасном производственном объекте ООО «Томскнефтехим». «Площадка производства мономеров», рег. №А62-00746-0007, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-69337-2023;https://monitor-pb.ru/customer/7017075536;2805305;компрессор;нет
active;турбокомпрессор;68-ТУ-47918-2022;23.12.2022;4205001274;"ПАО ""КОКС""";техническое устройство - турбокомпрессор № 2 ТВ300-1,6, инвентарный № 406877,из состава ЦУХПК № 2 Эксплуатируется на опасном производственном объекте I класса опасности (Цех улавливания химических продуктов №1, 2, регистрационный номер в реестре ОПО А68-00031-0002 от 23.02.2000г.) ПАО «Кокс» г. Кемерово;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-47918-2022;https://monitor-pb.ru/customer/4205001274;;компрессор;нет
active;турбокомпрессор;18-ТУ-07976-2021;25.05.2021;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";на техническое устройство «Турбокомпрессор газовый марки ТГ170-1,7 М1-В1», зав. № 14, поз. 20В-1, установки Производство серы, цеха №5, эксплуатируемый ПАО «Славнефть-Ярославнефтеоргсинтез» на опасном производственном объекте «Площадка цеха №5 «Газового», (рег. № А18-00055-0015, I класс опасности);ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07976-2021;https://monitor-pb.ru/customer/7601001107;14;компрессор;нет
active;турбокомпрессор;24-ТУ-871609-2026;11.06.2026;2426005202;"ООО ""БОГОЛЮБОВСКОЕ""";ЗАКЛЮЧЕНИЕ № СМХ-02-0104-2026 экспертизы промышленной безопасности на объект экспертизы промышленной безопасности «Турбокомпрессор ТВ-200-1,4-01.УЗ, цех. № 2, зав. № 10-07», применяемый на опасном производственном объекте «Фабрика обогатительная цветных металлов участок Боголюбовское», per. № А66-04200-0005, III класс опасности, принадлежащий обществу с ограниченной ответственностью «Боголюбовское»;ТУ;2466132895;"ООО ""СИБМАШХОЛДИНГ""";соответствует;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-871609-2026;https://monitor-pb.ru/customer/2426005202;10-07;компрессор;да
active;турбокомпрессор;39-ТУ-12634-2023;17.08.2023;3435900186;"АО ""ВТЗ""";техническое устройство: Турбокомпрессор для сжатия и подачи воздуха К-250-61, зав.№ 810, инв.№ 154040. ОПО – Установка воздухоразделительная Энергетического цеха № 2, рег. № А39-00790-0007, III класс опасности. АО «Волжский трубный завод», Волгоградская область, г. Волжский, проспект Металлургов, дом 6;ТУ;3442110647;"ООО ""ИТЦ ""СЕРТИФИКАЦИЯ""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-12634-2023;https://monitor-pb.ru/customer/3435900186;810;компрессор;да
active;турбокомпрессор;39-ТУ-12635-2023;17.08.2023;3435900186;"АО ""ВТЗ""";техническое устройство: Турбокомпрессор для сжатия и подачи воздуха К-250-61, зав.№ 925, инв.№ 140206. ОПО – Установка воздухоразделительная Энергетического цеха № 2, рег. № А39-00790-0007, III класс опасности. АО «Волжский трубный завод», Волгоградская область, г. Волжский, проспект Металлургов, дом 6;ТУ;3442110647;"ООО ""ИТЦ ""СЕРТИФИКАЦИЯ""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-12635-2023;https://monitor-pb.ru/customer/3435900186;925;компрессор;да
active;турбокомпрессор;39-ТУ-12637-2023;17.08.2023;3435900186;"АО ""ВТЗ""";техническое устройство: Турбокомпрессор для сжатия и подачи воздуха К-250-61, зав.№ 496, инв.№ 140205. ОПО – Установка воздухоразделительная Энергетического цеха № 2, рег. № А39-00790-0007, III класс опасности. АО «Волжский трубный завод», Волгоградская область, г. Волжский, проспект Металлургов, дом 6;ТУ;3442110647;"ООО ""ИТЦ ""СЕРТИФИКАЦИЯ""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-12637-2023;https://monitor-pb.ru/customer/3435900186;496;компрессор;да
active;турбокомпрессор;41-ЗС-83819-2022;22.12.2022;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на техническое устройство Трубопровод откачки смазочного масла от трубопровода рег. №76539 и от маслобака турбокомпрессора поз. 402 насосом поз. 437/2 в емкости поз. 438/1, 3/1, 3/2, рег. № 76.ТК.01, установка «Компрессии», цех № 54, ГХЗ, ООО «Газпром нефтехим Салават»;ЗС;0266031896;"ООО ""АНТИКОРСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-83819-2022;https://monitor-pb.ru/customer/0266048970;;обвязка;н/д
active;турбокомпрессор;41-ТУ-05219-2024;26.01.2024;0270007455;"АО ""УЧАЛИНСКИЙ ГОК""";Заключение экспертизы промышленной безопасности на техническое устройство – турбокомпрессор №1 (зав. №1369, инв. №420107), применяемый на опасном производственном объекте «Узельгинский подземный рудник», рег. №А41-00088-0001, АО «Учалинский ГОК», по адресу: 457677, Россия, Челябинская область, Верхнеуральский район, промплощадка, 2,2 км юго-западнее пос. Межозерный;ТУ;7455017427;"ООО ""СИТИБИЗ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05219-2024;https://monitor-pb.ru/customer/0270007455;1369;компрессор;нет
active;турбокомпрессор;42-ЗС-713092-2026;25.02.2026;4205000908;"КАО ""АЗОТ""";на сооружение - Трубопровод нитрозных газов от подогревателя поз. 23/2 до турбокомпрессора поз. 21/2, рег. № 2042, применяемое на опасном производственном объекте «Площадка производства азотной кислоты, аммиачной селитры, углеаммонийных солей, аммиака водного технического, рег.№А68-00013-0014, I класс опасности», Цех газового сырья, корпус 711, КАО «Азот»;ЗС;7017428005;"ООО ""ЦЕНТР ЭКСПЕРТИЗЫ ПРОМРЕСУРС""";соответствует;https://monitor-pb.ru/conclusion/42-%D0%97%D0%A1-713092-2026;https://monitor-pb.ru/customer/4205000908;;обвязка;н/д
active;турбокомпрессор;42-ТУ-18160-2025;03.09.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - трубопровод основного конденсата на деаэраторы турбокомпрессора ст.№2, регистрационный № 6892, инвентарный № 213000000083-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-18160-2025;https://monitor-pb.ru/customer/4218000951;;обвязка;да
active;турбокомпрессор;42-ТУ-279327-2022;31.10.2022;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";ЗАКЛЮЧЕНИЕ №П1200 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство «Турбокомпрессор «Виола» техн.№М-303/6 зав.№2805001», применяемое на опасном производственном объекте «Площадка производства изопрен-мономеров», рег. № А43-00503-0004 (I класс опасности) Эксплуатирующая организация: ПАО «Нижнекамскнефтехим», 423570, РФ, Республика Татарстан, г. Нижнекамск;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-279327-2022;https://monitor-pb.ru/customer/1651000010;2805001;компрессор;нет
active;турбокомпрессор;42-ТУ-448265-2025;18.11.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - паропровод острого пара после ГПЗ турбокомпрессора ст.№5, регистрационный № 7275, инвентарный № 213000000085-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-448265-2025;https://monitor-pb.ru/customer/4218000951;;обвязка;да
active;турбокомпрессор;42-ТУ-448381-2025;18.11.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - паропровод острого пара после ГПЗ турбокомпрессора ст.№4, регистрационный № 7276, инвентарный № 213000000166-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-448381-2025;https://monitor-pb.ru/customer/4218000951;;обвязка;да
active;турбокомпрессор;42-ТУ-506168-2025;01.12.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - паропровод острого пара после ГПЗ турбокомпрессора ст.№1 , регистрационный № 7221, инвентарный № 213000000084-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-506168-2025;https://monitor-pb.ru/customer/4218000951;;обвязка;да
active;турбокомпрессор;42-ТУ-506224-2025;01.12.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - паропровод острого пара после ГПЗ турбокомпрессора ст.№2, регистрационный № 7291, инвентарный № 213000000083-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-506224-2025;https://monitor-pb.ru/customer/4218000951;;обвязка;да
active;турбокомпрессор;42-ТУ-99917-2025;29.07.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - трубопровод отбора пара на деаэраторы турбокомпрессора ст.№5, регистрационный № 6894, инвентарный № 213000000085-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-99917-2025;https://monitor-pb.ru/customer/4218000951;;обвязка;да
active;турбокомпрессор;49-ТУ-20798-2025;24.04.2025;0268004714;"АО ""СНХЗ""";техническое устройство, применяемое на опасном производственном объекте «Площадка производства изопренового каучука» I класса опасности, рег. №А41-00045-0014 – Турбокомпрессор К 400-51-1 поз. 103/2, зав. №3167, инв. №158424023, цех И-3, отд. №1 Эксплуатирующая организация: АО «Стерлитамакский нефтехимический завод», г. Стерлитамак;ТУ;1903018410;"ООО ""ЭТАЛОН"" (ИНН 1903018410)";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-20798-2025;https://monitor-pb.ru/customer/0268004714;3167;компрессор;нет
active;турбокомпрессор;55-ТУ-00167-2023;10.01.2023;7722245108;"ООО ""МЕЧЕЛ-ЭНЕРГО""";техническое устройство: вспомогательный паропровод турбокомпрессора № 4, 5 (рег. №п/п-789), эксплуатируемый в составе опасного производственного объекта «ООО «МЕЧЕЛ-ЭНЕРГО» ТЭЦ, осуществляющее производство тепловой и электрической энергии» рег. №А56-72533-0003 (III класс опасности), расположенный на территории Челябинского филиала ООО «МЕЧЕЛ-ЭНЕРГО», г. Челябинск;ТУ;7446058716;"ООО ""ТЕХНОГАРАНТ""";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-00167-2023;https://monitor-pb.ru/customer/7722245108;;обвязка;н/д
active;турбокомпрессор;68-ЗС-73753-2024;24.12.2024;4205000908;"КАО ""АЗОТ""";"на сооружение - Трубопровод обвязки турбокомпрессора ""Анна"" поз.3, рег.№0325, применяемое на опасном производственном объекте «Площадка производства аммиака, карбамида, участка транспортировки аммиака, рег. №А68-00013-0001, I класс опасности», Цех газового сырья, участок транспортировки аммиака, корпус 959, КАО «Азот»";ЗС;7017428005;"ООО ""ЦЕНТР ЭКСПЕРТИЗЫ ПРОМРЕСУРС""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-73753-2024;https://monitor-pb.ru/customer/4205000908;;обвязка;н/д
active;турбокомпрессор;68-ТУ-79049-2023;29.09.2023;4216001565;"АО ""КФ""";ЗАКЛЮЧЕНИЕ № 344/2023 экспертизы промышленной безопасности на турбокомпрессор 2ТГ-80-1,4М2-В1-У2-Ж-Э заводской № 17, инвентарный № 3564 (газоочистка печи № 15), установленный в Акционерном обществе «Кузнецкие ферросплавы», эксплуатируемый на ОПО «Цех по производству ферросплавов № 2» регистрационный № А68-00095-0002, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-79049-2023;https://monitor-pb.ru/customer/4216001565;17;компрессор;нет
active;турбокомпрессор;68-ТУ-79050-2023;29.09.2023;4216001565;"АО ""КФ""";ЗАКЛЮЧЕНИЕ № 345/2023 экспертизы промышленной безопасности на турбокомпрессор 2ТГ-80-1,4М2-В1-У2-Ж-Э заводской № 16, инвентарный № 3563 (газоочистка печи № 13), установленный в Акционерном обществе «Кузнецкие ферросплавы», эксплуатируемый на ОПО «Цех по производству ферросплавов № 3» регистрационный № А68-00095-0003, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-79050-2023;https://monitor-pb.ru/customer/4216001565;16;компрессор;нет
active;турбокомпрессор;18-ТУ-07973-2021;25.05.2021;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";на техническое устройство «Турбокомпрессор центробежный газовый марки РТКГ 160-3», зав. № 1, поз. по схеме 40В-1А, установки Производство серы, цеха №5, эксплуатируемый ПАО «Славнефть-Ярославнефтеоргсинтез» на опасном производственном объекте «Площадка цеха №5 «Газового», (рег. № А18-00055-0015, I класс опасности);ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07973-2021;https://monitor-pb.ru/customer/7601001107;1;компрессор;нет
