uroven_doveriya;predpriyatie_podtverzhdeno;novoe_predpriyatie;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30607-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. П-1 марки ADH 250 (инв. №10100109) титул 5008 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30607-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30638-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. П-2 марки TLZ 180 (инв. №10100107) титул 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30638-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30639-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. П-1А марки ADH 225 (инв. №10100107) титул 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30639-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30640-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. П-2А марки TLZ 180 (инв. №10100107) титул 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30640-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30643-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. ВВ-1 марки КаналВЕНТ-100 (инв. №10100107) тит. 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30643-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30644-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. ВВ-2 марки КаналВЕНТ-160 (инв. №10100107) тит. 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30644-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30646-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. ВВ-3 марки КаналВЕНТ-160 (инв. №10100107) тит. 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30646-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30647-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. П-1 марки ADH 225 (инв. №10100107) титул 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30647-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30648-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. ВВ-4 марки КаналВЕНТ-125 (инв. №10100107) тит. 5010 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30648-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30601-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. П-2 марки ВРАВ №2,5 (инв. №10100109) тит. 5008 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30601-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30585-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Нхп-1а марки Grundfos CR 3-3 (инв. №11201516) тит. 5008 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30585-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30586-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Н-2 марки Grundfos CR 20-02 (инв. №11201512) тит. 5008 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30586-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30587-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Нхп-1 марки Grundfos CR 3-3 (инв. №11201515) тит. 5008 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30587-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30578-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Нп-1а марки Grundfos NB 100-250/229 (инв. №11201514) тит. 5008 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30578-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30588-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Нп-1 марки Grundfos NB 100-250/229 (инв. №11201513) тит. 5008 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30588-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30652-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. ВА (М112) марки ВО 06-300 №6,3 (инв. №10200587) тит. 5007 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30652-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30563-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Н-3 марки НВД 50/50.3404714(3,0) (инв. №992215001975) тит. 5014 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30563-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30574-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Н-1 марки Grundfos SEV.80.80.75.EX.2 (инв. №11201546) тит. 5015 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30574-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30605-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Н-1а марки Grundfos SEV.80.80.75.EX.2 (инв. №11201546) тит. 5015 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30605-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30591-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Н-5 марки НМШ-5-25-4,0/4-1-У3 (инв. №11201522) тит. 5003 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30591-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30595-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Н-4а марки НМШ-5-25-4,0/4-1-У3 (инв. №11201521) тит. 5003 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30595-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-30596-2024;13.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – насос поз. Н-4 марки НМШ-5-25-4,0/4-1-У3 (инв. №11201511) тит. 5003 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30596-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ЗС-51298-2023;14.07.2023;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности здания: Здание насосной пожарной воды с РТП, корпус №5008, дожимная компрессорная станция, газоперерабатывающее производство, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез»;ЗС;7425003297;"АО НТЦ ""ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%97%D0%A1-51298-2023;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-31755-2024;16.05.2024;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. ВВ (М12) марки ВР-280-46 ВР2 №5 (инв. №10200587) тит. 5007 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-31755-2024;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;59-ТУ-928913-2026;16.07.2026;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";насос поз. 51-Н202 (тит. 5001) марки НМШ (инв. №10200585) дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902032828;"ООО ""УНИВЕРСАЛЬНЫЕ ТЕХНОЛОГИИ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-928913-2026;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;59-ТУ-928917-2026;16.07.2026;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";насос поз. 51-Н201 (тит. 5002) марки НМШ (инв. №10200586) дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Псрмнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902032828;"ООО ""УНИВЕРСАЛЬНЫЕ ТЕХНОЛОГИИ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-928917-2026;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;59-ТУ-928918-2026;16.07.2026;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";насос поз. 51-Н202 (тит. 5002) марки НМШ (инв. №10200586) дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902032828;"ООО ""УНИВЕРСАЛЬНЫЕ ТЕХНОЛОГИИ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-928918-2026;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;59-ТУ-928915-2026;16.07.2026;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";насос поз. 51-Н201 (тит. 5001) марки НМШ (инв. №10200585) дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055. Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902032828;"ООО ""УНИВЕРСАЛЬНЫЕ ТЕХНОЛОГИИ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-928915-2026;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-80361-2023;27.10.2023;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. М-164 марки НВ(2Ех)15А380Т2ВК-ТВ35 (инв. №10200585) тит. 5001 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80361-2023;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-80362-2023;27.10.2023;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. ВА (М112) марки НВ(2Ех)15А380Т2ВК-ТВ35 (инв. №10200585) тит. 5001 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80362-2023;https://monitor-pb.ru/customer/5905099475
только по процессу;нет;нет;дожимная компрессорная станция;48-ТУ-80366-2023;27.10.2023;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов», – вентилятор поз. М-163 марки НВ(2Ех)15А380Т2ВК-ТВ35 (инв. №10200585) тит. 5001 дожимной компрессорной станции, эксплуатируемый на опасном производственном объекте «Площадка газоперерабатывающего производства», рег. №А48-03180-0083, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по адресу: 614055, Пермский край, г. Пермь, ул. Промышленная, д.98;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80366-2023;https://monitor-pb.ru/customer/5905099475
