klyuch;procedure_id;nomer;predmet;zakazchik;slug;inn;v_ocheredi;summa;data;sekciya;ssylka
центробежный;402668;158985;"Поставка насосов для объекта «Реконструкция и техническое перевооружение объектов добычи газа Заполярного НГКМ» для нужд ООО ""Газпром инвест""";"ООО ""Газпром инвест""";ooo-gazprom-invest-1;7810483334;;800040.0;2020-09-07;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/158985-postavka-nasosov-dlya-obekta-rekonstruktsiya-i-tehnicheskoe-perevooruzhenie-obektov-dobychi-gaza-zapolyarnogo-ngk/
центробежный;250092;97249;"Поставка насосного оборудования для нужд ОАО ""Томскгазпром""";АО Газпром добыча Томск;oao-tomskgazprom;7019035722;да;450461.66;2019-05-17;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/97249-postavka-nasosnogo-oborudovaniya-dlya-nuzhd-oao-tomskgazprom/
центробежный;771356;ГП207900;"Поставка насосных станций для обеспечения служебно-бытовых помещений на объект строительства Этап 5.3 КС-3 Амгинская в составе стройки МГ ""Сила Сибири"" для нужд ООО ""СГК-1""";ГСП-1;ooo-sgk-1;7810443290;;1886000.2;2022-07-06;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/654984-postavka-nasosnyh-stantsiy-dlya-obespecheniya-sluzhebno-bytovyh-pomescheniy-na-obekt-stroitelstva-etap-5-3-ks-3-amginskaya-v-sostav
центробежный;782838;340141; Насосные агрегаты и запасные части к ним;ПАО ОГК-2;pao-vtoraya-generiruyuschaya-kompaniya-optovogo-rynka-elektroenergii-1;2607018122;да;;2022-07-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/price_request/340141-nasosnye-agregaty-i-zapasnye-chasti-k-nim/
центробежный;1195911;591362;Инструмент;ПАО ОГК-2;pao-vtoraya-generiruyuschaya-kompaniya-optovogo-rynka-elektroenergii-1;2607018122;да;;2024-03-26;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/price_request/591362-instrument/
центробежный;1178998;581669;"Поствка дренажных насосов для нужд ООО ""Газпром трансгаз Москва""";«Газпром трансгаз Москва»;ooo-gazprom-transgaz-moskva-1;5003028028;;1199400.0;2024-03-11;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/581669-postvka-drenazhnyh-nasosov-dlya-nuzhd-ooo-gazprom-transgaz-moskva/
центробежный;192713;ГП820689;"Закупка ЗИП и станочных приспособлений для нужд ОАО ""ЯМАЛ СПГ""";"ОАО ""Ямал СПГ""";oao-yamal-spg-1;7709602713;;;2018-08-16;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/171762-zakupka-zip-i-stanochnyh-prisposobleniy-dlya-nuzhd-oao-yamal-spg/
центробежный;354158;139815;"Поставка электроматериалов для ООО ""Газпром добыча Ноябрьск"" в 2020 году";"ООО ""Газпром добыча Ноябрьск""";ooo-gazprom-dobycha-noyabrsk;8905026850;;877430.8;2020-04-20;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/139815-postavka-elektromaterialov-dlya-ooo-gazprom-dobycha-noyabrsk-v-2020-godu/
центробежный;376636;149217;"Поставка комплектующих для ООО ""Газпром добыча Ноябрьск"" в 2020 году";"ООО ""Газпром добыча Ноябрьск""";ooo-gazprom-dobycha-noyabrsk;8905026850;;2026546.67;2020-06-27;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/149217-postavka-komplektuyuschih-dlya-ooo-gazprom-dobycha-noyabrsk-v-2020-godu/
центробежный;790172;340462;Поставка запасных частей к насосам СГЭ;АО Газпром добыча Томск;oao-tomskgazprom;7019035722;да;990070.28;2022-08-10;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/340462-postavka-zapasnyh-chastey-k-nasosam-sge/
центробежный;887085;32312027880;"Поставка запасных частей и материалов для ремонта тепловозов для нужд Ямальского филиала ООО ""Газпромтранс"" (для субъектов малого и
 среднего предпринимательства) (ФАВ 2494)";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;73738411.2;2023-01-12;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/194565-postavka-zapasnyh-chastey-i-materialov-dlya-remonta-teplovozov-dlya-nuzhd-yamalskogo-filiala-ooo-gazpromtrans-dlya-subektov-malogo-
центробежный;1930555;954573;27689 Насос для кондиционеров, клапан в г. Томск;ПАО РОСТЕЛЕКОМ;pao-mezhdugorodnoy-i-mezhdunarodnoy-elektricheskoy-svyazi-rostelekom;7707049388;да;;2026-05-14;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/954573-27689-nasos-dlya-konditsionerov-klapan-v-g-tomsk/
центробежный;2002829;989062;Поставка насоса;Молния Ямал;jbschestvo-s-ogranichennoy-otvetstvennostyu-molniya-yamal;2355002668;;;2026-07-22;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/989062-postavka-nasosa/
центробежный;1306638;ГП444582;Проведение текущих ремонтов, обслуживание инфраструктуры на объектах аптечной сети Ригла Ярославского филиала (г. Ярославль, г. Тверь. г. Иваново, г. Кострома);Ригла;ooo-rigla;7724211288;;0.0;2024-08-19;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/996548-provedenie-tekuschih-remontov-obsluzhivanie-infrastruktury-na-obektah-aptechnoy-seti-rigla-yaroslavskogo-filiala-g-yaroslavl-g-tver
центробежный;1385469;АП085158;Насосы буровые ОС;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ooo-gazprom-burenie;5003026493;да;0.0;2024-11-20;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1041376-nasosy-burovye-os/
центробежный;1624924;АП101715;Насосы ВШН 250/30, Насосы винтовые НВ-50, Насосы мембранные, Насосы ИНС;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ooo-gazprom-burenie;5003026493;да;0.0;2025-07-18;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1144165-nasosy-vshn-250-30-nasosy-vintovye-nv-50-nasosy-membrannye-nasosy-ins/
центробежный;1601265;АП100198;Агрегаты электронасосные;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ooo-gazprom-burenie;5003026493;да;0.0;2025-06-26;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1135330-agregaty-elektronasosnye/
центробежный;1133825;ГП348776;"Поставка электротехнического оборудования  для объекта ""Обустройство Южно-Киринского месторождения"" для производственных нужд ПАО ""Газпром автоматизация""";"ПАО ""ГАЗПРОМ АВТОМАТИЗАЦИЯ""";pao-gazprom-avtomatizatsiya;7704028125;;6833715.28;2023-12-21;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/889014-postavka-elektrotehnicheskogo-oborudovaniya-dlya-obekta-obustroystvo-yuzhno-kirinskogo-mestorozhdeniya-dlya-proizvodstvennyh-nuzhd-
центробежный;1314543;ГП468156;Подшипники.Ремни.Шкивы ТЛ2 6000000917;"ООО ""АРКТИК СПГ 2""";ooo-arktik-spg-2;8904075357;;0.0;2024-08-29;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1001319-podshipniki-remni-shkivy-tl2-6000000917/
центробежный;1051013;АП053534;Насосы буровые ОС;филиал «Оренбург бурение – Восточная Сибирь» ООО «Газпром бурение»;filial-orenburg-burenie-obschestva-s-ogranichennoy-otvetstvennostyu-gazprom-burenie;5003026493;да;0.0;2023-09-11;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/838310-nasosy-burovye-os/
центробежный;676848;266804;"Поставка насосов для нужд филиала УЭВП ООО ""Газпром добыча Ямбург"" ";"ООО ""Газпром добыча Ямбург""";ooo-gazprom-dobycha-yamburg;8904034777;да;157200.0;2022-02-08;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/266804-postavka-nasosov-dlya-nuzhd-filiala-uevp-ooo-gazprom-dobycha-yamburg/
центробежный;611987;238682;Поставка насоса;"ООО ""Газпром СПГ Портовая""";ooo-gazprom-spg-sankt-peterburg;7728173890;;18750.0;2021-10-18;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/238682-postavka-nasosa/
центробежный;624107;32110793318;"Поставка теплосантехнического и нестандартизированного оборудования для нужд ООО ""Газпром трансгаз Сургут""";ГАЗПРОМ ТРАНСГАЗ СУРГУТ;ooo-gazprom-transgaz-surgut;8617002073;да;1435890.51;2021-11-08;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/173726-postavka-teplosantehnicheskogo-i-nestandartizirovannogo-oborudovaniya-dlya-nuzhd-ooo-gazprom-transgaz-surgut/
центробежный;125593;31704935049;"Полиграфическое исполнение документов Системы стандартизации ПАО ""Газпром"" 19882";ПАО ГАЗПРОМ;pao-gazprom;7736050003;;6172511.47;2017-03-24;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/85969-poligraficheskoe-ispolnenie-dokumentov-sistemy-standartizatsii-pao-gazprom-19882/
центробежный;2007100;990949;"Поставка комплектующих для системы полива ООО ""Молния Ямал""";Молния Ямал;jbschestvo-s-ogranichennoy-otvetstvennostyu-molniya-yamal;2355002668;;;2026-07-27;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/990949-postavka-komplektuyuschih-dlya-sistemy-poliva-ooo-molniya-yamal/
центробежный;714162;288652;"Поставка насосного оборудования для нужд дочерних обществ ПАО ""Газпром""";Газпром комплектация;ooo-gazprom-komplektatsiya-2;7740000044;;;2022-04-04;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/288652-postavka-nasosnogo-oborudovaniya-dlya-nuzhd-dochernih-obschestv-pao-gazprom/
центробежный;302484;121631;Закупка электронасосов и комплектующих для нужд Тюменского экспериментального завода ООО «Газпром проектирование»;ООО «ГАЗПРОМ ПРОЕКТИРОВАНИЕ»;gazprom-proektirovanie;0560022871;;347648.4;2019-11-20;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/121631-zakupka-elektronasosov-i-komplektuyuschih-dlya-nuzhd-tyumenskogo-eksperimentalnogo-zavoda-ooo-gazprom-proektirova/
центробежный;321995;128257;Поставка электронасосов и комплектующих для нужд Тюменского экспериментального завода ООО «Газпром проектирование»;ООО «ГАЗПРОМ ПРОЕКТИРОВАНИЕ»;gazprom-proektirovanie;0560022871;;347648.33;2020-01-24;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/128257-postavka-elektronasosov-i-komplektuyuschih-dlya-nuzhd-tyumenskogo-eksperimentalnogo-zavoda-ooo-gazprom-proektirov/
центробежный;1065937;512021;Поставка инструментов, геодезических приборов, самоспасателей, насосов, прочих МТР для нужд филиалов;«ГАЗПРОМ ПРОЕКТИРОВАНИЕ»;gazprom-proektirovanie;0560022871;;1098199.79;2023-10-02;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/512021-postavka-instrumentov-geodezicheskih-priborov-samospasateley-nasosov-prochih-mtr-dlya-nuzhd-filialov/
центробежный;783254;327614;Поставка насосного оборудования;АО Газпром добыча Томск;oao-tomskgazprom;7019035722;да;957847.2;2022-07-28;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/327614-postavka-nasosnogo-oborudovaniya/
центробежный;1144298;560480;"Поставка насосов для нужд АО ""Ново-Широкинский рудник""";Стенмикс ОКО;ooo-stenmiks-oko;8703010889;да;;2024-01-18;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/560480-postavka-nasosov-dlya-nuzhd-ao-novo-shirokinskiy-rudnik/
центробежный;700548;279194;"Поставка насосного оборудования для нужд ООО ""Газпром трансгаз Сургут""";ГАЗПРОМ ТРАНСГАЗ СУРГУТ;ooo-gazprom-transgaz-surgut;8617002073;да;1199829.09;2022-03-15;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/279194-postavka-nasosnogo-oborudovaniya-dlya-nuzhd-ooo-gazprom-transgaz-surgut/
центробежный;1148609;ГП437019;"ПРОДАЖА МТР лотами: № 59 «Насосы и агрегаты электронасосные»;
№ 60 «Оборудование систем теплоснабжения, водоснабжения, водоотведения, вентиляции и кондиционирования воздуха технологического назначения»;
№ 61 «Общезаводское грузоподьемное оборудование»;
№ 62 «Сосуды, баки, резервуары, емкости»;
№ 63 ";Газпром комплектация;ooo-gazprom-komplektatsiya-2;7740000044;;106765580.4;2024-01-25;ЭТП Торги;https://etpgpb.ru/procedure/tender/etp/900632-prodazha-mtr-lotami-59-nasosy-i-agregaty-elektronasosnye-60-oborudovanie-sistem-teplosnabzheniya-vodosnabzheniya-vodootvedeniya-ven
центробежный;22948;31502926685;Поставка нестандартного блочного оборудования повышения давления для нужд ООО «Газпром комплектация». № 0001/15/4.1/0060248/ГПК/ЗП/ГОС/Э/05.11.2015;ПАО ГАЗПРОМ;pao-gazprom;7736050003;;4502332109.53;2015-11-05;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/47601-postavka-nestandartnogo-blochnogo-oborudovaniya-povysheniya-davleniya-dlya-nuzhd-ooo-gazprom-komplektatsiya-0001-15-4-1-0060248-gpk-
центробежный;797780;340427;Поставка насосов для аварийного запаса;АО Газпром добыча Томск;oao-tomskgazprom;7019035722;да;1153928.4;2022-08-24;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/340427-postavka-nasosov-dlya-avariynogo-zapasa/
центробежный;1565196;АП098159;Насосы КМ 100-80-160Е, 80-65-160;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ooo-gazprom-burenie;5003026493;да;0.0;2025-05-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1122875-nasosy-km-100-80-160e-80-65-160/
центробежный;1688671;АП106795;Агрегаты электронасосные (Прейскурантная закупка);"ООО ""ГАЗПРОМ БУРЕНИЕ""";ooo-gazprom-burenie;5003026493;да;0.0;2025-09-25;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1169029-agregaty-elektronasosnye-preyskurantnaya-zakupka/
центробежный;1353368;ГП446491;233-ЗЦ-2024_УСС_Поставка насосного оборудования, комплектующих для службы ЭТВС;"АО ""АРКТИКГАЗ""";ao-arkticheskaya-gazovaya-kompaniya;8904002359;;0.0;2024-10-21;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1023985-233-zts-2024-uss-postavka-nasosnogo-oborudovaniya-komplektuyuschih-dlya-sluzhby-etvs/
центробежный;1643392;808848;"Поставка оборудования насосного с динамическими насосами для нужд ООО ""Газпром трансгаз Екатеринбург"" (1363100)";ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ;ooo-gazprom-transgaz-ekaterinburg-1;6608007434;;;2025-08-08;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/808848-postavka-oborudovaniya-nasosnogo-s-dinamicheskimi-nasosami-dlya-nuzhd-ooo-gazprom-transgaz-ekaterinburg-1363100/
центробежный;1027116;488946;"Опрос рынка ""Оборудование нефтепромысловое""";ПАО Газпром;pao-gazprom-1;7736050003;;;2023-08-03;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/488946-opros-rynka-oborudovanie-neftepromyslovoe/
центробежный;1113190;543011;"Опрос рынка ""Оборудование насосное (насосы, агрегаты и установки насосные)""";ПАО Газпром;pao-gazprom-1;7736050003;;;2023-11-29;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/543011-opros-rynka-oborudovanie-nasosnoe-nasosy-agregaty-i-ustanovki-nasosnye/
центробежный;117188;31603484859-1-1;Поставка оборудования общепромышленного для обеспечения капитального ремонта для нужд ООО «Газпром комплектация» (ДЛЯ СУБЪЕКТОВ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА) (0001/16/4.2/0024480/ГПК/ЗП/ГОС/Э/29.03.2016);ПАО ГАЗПРОМ;pao-gazprom;7736050003;;151215773.6;2016-04-06;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/61275-postavka-oborudovaniya-obschepromyshlennogo-dlya-obespecheniya-kapitalnogo-remonta-dlya-nuzhd-ooo-gazprom-komplektatsiya-dlya-subekt
центробежный;4527;31603484859;Поставка оборудования общепромышленного для обеспечения капитального ремонта для нужд ООО «Газпром комплектация» (ДЛЯ СУБЪЕКТОВ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА) (0001/16/4.2/0024480/ГПК/ЗП/ГОС/Э/29.03.2016);ПАО ГАЗПРОМ;pao-gazprom;7736050003;;151215773.6;2016-03-29;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/60735-postavka-oborudovaniya-obschepromyshlennogo-dlya-obespecheniya-kapitalnogo-remonta-dlya-nuzhd-ooo-gazprom-komplektatsiya-dlya-subekt
центробежный;192736;31806826613;"Поставка насосного оборудования для нужд ООО ""Газпром трансгаз Волгоград""";Газпром трансгаз Волгоград;obschkestvo-s-ogranichennoy-otvestvennostyu-gazprom-transgaz-volgograd;3445042160;да;647168.04;2018-08-16;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/119845-postavka-nasosnogo-oborudovaniya-dlya-nuzhd-ooo-gazprom-transgaz-volgograd/
центробежный;245096;94976;Поставка насосов;"ООО ""Газпром добыча Уренгой""";ooo-gazprom-dobycha-urengoy;8904034784;;499850.0;2019-04-25;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/94976-postavka-nasosov/
центробежный;284249;113400;"Поставка насосов для ООО ""Газпром газобезопасность""";"ООО ""Газпром газобезопасность""";ooo-gazprom-gazobezopasnost-1;5003028148;;44607.0;2019-09-18;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/113400-postavka-nasosov-dlya-ooo-gazprom-gazobezopasnost/
центробежный;325500;129704;"Поставка насосов для нужд ООО ""Газпром трансгаз Москва""";«Газпром трансгаз Москва»;ooo-gazprom-transgaz-moskva-1;5003028028;;541421.52;2020-02-05;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/129704-postavka-nasosov-dlya-nuzhd-ooo-gazprom-transgaz-moskva/
центробежный;328849;130870;Поставка запасных частей к топливозаправщикам ПФ «Томскгазгеофизика» ;ГАЗПРОМ НЕДРА;ooo-gazprom-georesurs-1;7709769582;;204420.0;2020-02-12;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/130870-postavka-zapasnyh-chastey-k-toplivozapravschikam-pf-tomskgazgeofizika/
центробежный;268292;105975;Поставка электрооборудования;"АО ""Газпром промгаз""";ao-gazprom-promgaz-1;7734034550;;240715.82;2019-07-19;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/105975-postavka-elektrooborudovaniya/
центробежный;1512700;754905;Поставка комплектующих для насосного оборудования для нужд Серпуховского филиала (328/190/2025/В);ГАЗПРОМ ТЕПЛОЭНЕРГО МО;ooo-gazprom-teploenergo-moskovskaya-oblast;5007101649;;611049.6;2025-04-08;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/price_request/754905-postavka-komplektuyuschih-dlya-nasosnogo-oborudovaniya-dlya-nuzhd-serpuhovskogo-filiala-328-190-2025-v/
центробежный;191397;ГП808977;"Закупка инструмента для нужд ОАО ""ЯМАЛ СПГ"" (Конкурс №5)";"ОАО ""Ямал СПГ""";oao-yamal-spg-1;7709602713;;;2018-08-09;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/170413-zakupka-instrumenta-dlya-nuzhd-oao-yamal-spg-konkurs-5/
центробежный;214446;ГП836359;"Закупка металлопроката для нужд ОАО ""ЯМАЛ СПГ"" - прутки, листы и отливки";"ОАО ""Ямал СПГ""";oao-yamal-spg-1;7709602713;;;2018-12-24;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/196061-zakupka-metalloprokata-dlya-nuzhd-oao-yamal-spg-prutki-listy-i-otlivki/
центробежный;1144303;560488;"Поставка отопительного и вентиляционного оборудования для нужд АО ""Ново-Широкинский рудник""";Стенмикс ОКО;ooo-stenmiks-oko;8703010889;да;;2024-01-18;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/560488-postavka-otopitelnogo-i-ventilyatsionnogo-oborudovaniya-dlya-nuzhd-ao-novo-shirokinskiy-rudnik/
центробежный;1149807;ГП437365;Закупка вентилятора ВЦ9-55-12,5К1 в количестве 1 штук.;"ПАО ""ИЖСТАЛЬ""";oao-izhstal;1826000655;;0.0;2024-01-26;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/901461-zakupka-ventilyatora-vts9-55-125k1-v-kolichestve-1-shtuk/
центробежный;1196048;591495;"Поставка отопительного и вентиляционного оборудования для нужд АО ""Ново-Широкинский рудник""";Стенмикс ОКО;ooo-stenmiks-oko;8703010889;да;;2024-03-26;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/591495-postavka-otopitelnogo-i-ventilyatsionnogo-oborudovaniya-dlya-nuzhd-ao-novo-shirokinskiy-rudnik/
центробежный;1010777;480056;Поставка насосов;Газпром НГХК;obschestvo-s-ogranichennoy-otvetstvenostyu-novourengoyskiy-gazohimicheskiy-kompleks;8904006547;;;2023-07-11;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/480056-postavka-nasosov/
центробежный;556661;210580;"Поставка оборудования для ООО ""Газпром транссервис""";"ООО ""Газпром транссервис""";ooo-gazprom-transservis-1;2352028354;;34674898.72;2021-07-15;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/210580-postavka-oborudovaniya-dlya-ooo-gazprom-transservis/
центробежный;1303118;648891;"Поставка скважинных насосов для нужд филиала Московское ЛПУМГ ООО ""Газпром трансгаз Москва""";«Газпром трансгаз Москва»;ooo-gazprom-transgaz-moskva-1;5003028028;;72000.0;2024-08-13;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/648891-postavka-skvazhinnyh-nasosov-dlya-nuzhd-filiala-moskovskoe-lpumg-ooo-gazprom-transgaz-moskva/
центробежный;950924;443564;"Опрос рынка ""Оборудование промысловое и буровое и комплектующие""";ПАО Газпром;pao-gazprom-1;7736050003;;;2023-04-13;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/443564-opros-rynka-oborudovanie-promyslovoe-i-burovoe-i-komplektuyuschie/
центробежный;1091786;531595;Насосы плунжерные, центробежные_143314;ГРИНФИН;ooo-grinfin;2466152411;;;2023-11-07;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/531595-nasosy-plunzhernye-tsentrobezhnye-143314/
центробежный;1089761;530487;"Опрос рынка ""Конструкции строительные""";ПАО Газпром;pao-gazprom-1;7736050003;;;2023-11-02;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/530487-opros-rynka-konstruktsii-stroitelnye/
центробежный;1317670;657969;РТО_насосы КМ;АО Газэнергосервис;ao-gazenergoservis;7709105630;;;2024-09-03;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/price_request/657969-rto-nasosy-km/
центробежный;608456;236857;Поставка насосного оборудования;Газпром трансгаз Чайковский;ooo-gazprom-transgaz-chaykovskiy-3;5920000593;да;;2021-10-12;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/236857-postavka-nasosnogo-oborudovaniya/
центробежный;612812;237093;Поставка насосов для нужд филиалов ООО «Газпром трансгаз Саратов»;"ООО ""Газпром трансгаз Саратов""";ooo-gazprom-transgaz-saratov-1;6453010110;;304530.0;2021-10-19;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/237093-postavka-nasosov-dlya-nuzhd-filialov-ooo-gazprom-transgaz-saratov/
центробежный;1992443;983447;"Поставка запасных частей к насосам для нужд ОАО ""Газпром трансгаз Беларусь""";Газпром транcгаз Беларусь;oao-gazprom-trangaz-belarus-1;;;;2026-07-10;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/983447-postavka-zapasnyh-chastey-k-nasosam-dlya-nuzhd-oao-gazprom-transgaz-belarus/
центробежный;1609331;796259;"Поставка МТР для транспортных средств для нужд филиалов ООО ""Газпром проектирование""";«ГАЗПРОМ ПРОЕКТИРОВАНИЕ»;gazprom-proektirovanie;0560022871;;418940.0;2025-07-03;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/796259-postavka-mtr-dlya-transportnyh-sredstv-dlya-nuzhd-filialov-ooo-gazprom-proektirovanie/
центробежный;1921919;944275;"Поставка оборудования насосного с динамическими насосами для нужд ООО ""Газпром трансгаз Екатеринбург"" (1363100)";ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ;ooo-gazprom-transgaz-ekaterinburg-1;6608007434;;3172622.2;2026-05-06;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/944275-postavka-oborudovaniya-nasosnogo-s-dinamicheskimi-nasosami-dlya-nuzhd-ooo-gazprom-transgaz-ekaterinburg-1363100/
центробежный;1443633;719378;"Поставка насосов в интересах ОАО ""Газпром трансгаз Беларусь""";Газпром транcгаз Беларусь;oao-gazprom-trangaz-belarus-1;;;;2025-02-03;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/719378-postavka-nasosov-v-interesah-oao-gazprom-transgaz-belarus/
центробежный;172080;ГП827427;"Запрос предложений на поставку насосов и ЗИП к ним для ОАО ""Ямал СПГ""";"ОАО ""Ямал СПГ""";oao-yamal-spg-1;7709602713;;;2018-03-29;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/146965-zapros-predlozheniy-na-postavku-nasosov-i-zip-k-nim-dlya-oao-yamal-spg/
центробежный;68084;ГП607023;"Поставка насосного оборудования для нужд дочерних обществ ПАО ""Газпром""";ПАО ГАЗПРОМ;pao-gazprom;7736050003;;0.0;2016-07-25;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/68383-postavka-nasosnogo-oborudovaniya-dlya-nuzhd-dochernih-obschestv-pao-gazprom/
центробежный;1925613;937367;Поставка насосов для водоснабжения;АО Газпром добыча Томск;oao-tomskgazprom;7019035722;да;1098151.0;2026-05-08;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/937367-postavka-nasosov-dlya-vodosnabzheniya/
центробежный;157394;ГП735548;"Приобретение насосов  поворотных для экскаватора TEREX RH-90 для нужд ПАО ""Южный Кузбасс"".";ПАО «Южный Кузбасс»;pao-ugolnaya-kompaniya-yuzhnyy-kuzbass;4214000608;да;;2017-11-30;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/127538-priobretenie-nasosov-povorotnyh-dlya-ekskavatora-terex-rh-90-dlya-nuzhd-pao-yuzhnyy-kuzbass/
центробежный;158074;ГП712283;Запрос цен на поставку запчастей к насосам для нужд Челябинского филиала ООО Мечел-Энерго. Участниками данной процедуры могут стать: только субъекты малого и среднего предпринимательства.;"ЧФ ООО ""Мечел-Энерго""";chelyabinskiy-filial-obschestva-s-ogranichennoy-otvetstvennostyu-mechel-energo;7722245108;да;150450.0;2017-12-05;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/128411-zapros-tsen-na-postavku-zapchastey-k-nasosam-dlya-nuzhd-chelyabinskogo-filiala-ooo-mechel-energo-uchastnikami-dannoy-protsedury-mog
центробежный;158072;ГП712282;"Запрос котировок на право заключения договора поставки насосов в декабре 2017 года для нужд АО ""Трансинжстрой""";АО Трансинжстрой;ao-transinzhstroy;7701011412;;293126.33;2017-12-05;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/128407-zapros-kotirovok-na-pravo-zaklyucheniya-dogovora-postavki-nasosov-v-dekabre-2017-goda-dlya-nuzhd-ao-transinzhstroy/
центробежный;171980;ГП827312;Насосное оборудование, приводная техника;Титановые Инвестиции;ooo-titanovye-investitsii;7709956455;;;2018-03-28;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/147043-nasosnoe-oborudovanie-privodnaya-tehnika/
