marka;nash_profil;tip;sreda;seriya;proizvoditel;pochemu;nashih_upominaniy;nashih_predpriyatiy;znayut;ssylka;godno_kak_slovo_poiska
Н-3355;;;;;;;1;1;1s-неопознанные;;
Н-336-1,000;;;;;;;0;0;1s-неопознанные;;
Н-34;;;;;;;9;6;1s-неопознанные;;
Н-34,35;;;;;;;0;0;1s-неопознанные;;
Н-34/1;;;;;;;8;5;только наша база;;
Н-34/2;;;;;;;3;3;только наша база;;
Н-340-81-3;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-340;прочтение обозначения, паспорт не найден;;3;1;1s-разобрано, 1s-среда;;
Н-340-81-3М;;;;;;;0;0;1s-неопознанные;;
Н-340-81-4;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-340;прочтение обозначения, паспорт не найден;;5;3;1s-разобрано, 1s-среда;;
Н-342;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-342;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-342/1;;;;;;;3;2;только наша база;;
Н-35;;;;;;;15;8;1s-неопознанные;;
Н-35/1;;;;;;;5;2;только наша база;;
Н-357;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-357;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-358;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-358;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-359;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-359;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-36;;;;;;;8;5;1s-неопознанные;;
Н-36,37;;;;;;;0;0;1s-неопознанные;;
Н-360;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-360;прочтение обозначения, паспорт не найден;;3;3;1s-разобрано;;
Н-360-21;;;;;;;0;0;1s-неопознанные;;
Н-360-21-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-360;прочтение обозначения, паспорт не найден;;9;3;1s-разобрано, 1s-среда;;
Н-360-22-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-360;прочтение обозначения, паспорт не найден;;19;3;1s-разобрано, 1s-среда;;
Н-360-22-2;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-360;прочтение обозначения, паспорт не найден;;3;1;1s-разобрано;;
Н-360-22-3;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-360;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-360/1;;;;;;;4;2;только наша база;;
Н-360/2;;;;;;;2;2;только наша база;;
Н-362;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-362;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-363;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-363;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-364;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-364;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-37;;;;;;;8;4;1s-неопознанные;;
Н-370;;;;;;;12;2;только наша база;;
Н-370-14-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-370;прочтение обозначения, паспорт не найден;;13;2;1s-разобрано, 1s-среда;;
Н-370-17-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-370;прочтение обозначения, паспорт не найден;;23;2;1s-разобрано, 1s-среда;;
Н-370-17-1М;;;;;;;6;2;только наша база;;
Н-370-18-01;;;газ;;;Обозначение Н указывает на центробежный нагнетатель природного газа для компрессорных станций.;3;1;1s-среда;;
Н-370-18-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-370;прочтение обозначения, паспорт не найден;;248;9;1s-разобрано, 1s-среда;;
Н-370-18-2;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-370;прочтение обозначения, паспорт не найден;;25;4;1s-разобрано, 1s-среда;;
Н-3711NС;;;;;;;0;0;1s-неопознанные;;
Н-376;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-376;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-377;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-377;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-38;;;газ;;;В контексте прямо указано, что компрессор сжимает углекислый газ СО2.;3;3;1s-среда;;
Н-38/1;;;;;;;2;2;только наша база;;
Н-380;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-380;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-39;;;;;;;2;2;только наша база;;
Н-3А;;;;;;;14;7;1s-неопознанные;;
Н-3Б;;;;;;;3;2;1s-неопознанные;;
Н-3Д;;;;;;;3;2;только наша база;;
Н-4;;позиционное обозначение установки;;;;;2;2;1s-провайдером, 1s-неопознанные;;
Н-4,5;;;;;;;0;0;1s-неопознанные;;
Н-4-5;;;;;;;0;0;1s-неопознанные;;
Н-4-РВС;;;;;;;1;1;1s-неопознанные;;
Н-4-Х1;;;;;;;1;1;1s-неопознанные;;
Н-4-Х2;;;;;;;1;1;1s-неопознанные;;
Н-4/1;;;;;;;22;10;только наша база;;
Н-4/2;;;;;;;8;4;только наша база;;
Н-40;;позиционное обозначение установки;;;;;4;3;1s-провайдером, 1s-неопознанные;;
Н-40/1;;;;;;;10;5;только наша база;;
Н-40/2;;;;;;;5;3;только наша база;;
Н-400;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-400;прочтение обозначения, паспорт не найден;;3;1;1s-разобрано, 1s-среда;;
Н-400-12-2;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-400;прочтение обозначения, паспорт не найден;;19;3;1s-разобрано, 1s-среда;;
Н-401;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-401;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-402;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-402;прочтение обозначения, паспорт не найден;;2;1;1s-разобрано;;
Н-402/1;;;;;;;2;2;только наша база;;
Н-403;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-403;прочтение обозначения, паспорт не найден;;2;1;1s-разобрано;;
Н-403/1;;;;;;;2;2;только наша база;;
Н-404;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-404;прочтение обозначения, паспорт не найден;;2;1;1s-разобрано;;
Н-405;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-405;прочтение обозначения, паспорт не найден;;2;2;1s-разобрано;;
Н-405/1;;;;;;;2;2;только наша база;;
Н-405А;;;;;;;1;1;1s-неопознанные;;
Н-406/2;;;;;;;3;2;только наша база;;
Н-41;;;;;;;2;2;1s-неопознанные;;
Н-41/1;;;;;;;6;2;только наша база;;
Н-412;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-412;прочтение обозначения, паспорт не найден;;3;1;1s-разобрано;;
Н-413;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-413;прочтение обозначения, паспорт не найден;;3;1;1s-разобрано;;
Н-42;;позиционное обозначение установки;;;;;2;2;1s-провайдером, 1s-неопознанные;;
Н-42/1;;;;;;;6;2;только наша база;;
Н-43;;;;;;;2;2;1s-неопознанные;;
Н-43/1;;;;;;;2;2;только наша база;;
Н-43/2;;;;;;;2;2;только наша база;;
Н-44;;;;;;;2;2;1s-неопознанные;;
Н-45;;позиционное обозначение установки;;;;позиция оборудования на схеме (Н - насос);27;12;1s-провайдером, 1s-неопознанные;;
Н-45-21-1;;;;;;;0;0;1s-неопознанные;;
Н-45-21-4;;;газ;;;Обозначение серии Н соответствует центробежным нагнетателям для перемещения газов.;2;1;1s-среда, 1s-неопознанные;;
Н-45/1;;;;;;;9;7;только наша база;;
Н-45/2;;;;;;;4;2;только наша база;;
Н-45/3;;;;;;;5;3;только наша база;;
Н-45/4;;;;;;;2;2;только наша база;;
Н-455;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-455;прочтение обозначения, паспорт не найден;;34;2;1s-разобрано;;
Н-46;;;;;;;7;2;1s-неопознанные;;
Н-46/1;;;;;;;6;3;только наша база;;
Н-461;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-461;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-47;;;;;;;8;2;1s-неопознанные;;
Н-47,48;;;;;;;0;0;1s-неопознанные;;
Н-47-71-1;;;газ;;;Обозначение Н указывает на центробежный нагнетатель природного газа для объектов подземного хранения газа.;1;1;1s-среда, 1s-неопознанные;;
Н-47/1;;;;;;;6;3;только наша база;;
Н-48;;;;;;;6;5;1s-неопознанные;;
Н-48-41-1М;;;;;;;0;0;1s-неопознанные;;
Н-483;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-483;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-49;;;;;;;6;3;только наша база;;
Н-491;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-491;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-4А;;;;;;;4;4;только наша база;;
Н-4Б;;;;;;;2;2;только наша база;;
Н-4Д;;;;;;;2;2;только наша база;;
Н-5;;позиционное обозначение установки;;;;позиция на схеме, Н - насос;12;4;1s-провайдером, 1s-неопознанные;;
Н-5-02;;;;;;;0;0;1s-неопознанные;;
Н-5-04;;;;;;;0;0;1s-неопознанные;;
Н-5/1;;;;;;;29;12;только наша база;;
Н-5/1-2;;;;;;;2;2;только наша база;;
Н-5/11;;;;;;;7;2;только наша база;;
Н-5/11-16;;;;;;;12;2;только наша база;;
Н-5/2;;;;;;;17;6;только наша база;;
Н-5/21;;;;;;;6;2;только наша база;;
Н-5/3;;;;;;;4;2;только наша база;;
Н-50;;;;;;;4;4;1s-неопознанные;;
Н-50-32-1;;;газ;;;Обозначение Н и эксплуатация на заводе Этилен указывают на сжатие газа.;3;1;1s-среда, 1s-неопознанные;;
Н-50/1;;;;;;;5;2;только наша база;;
Н-50/2;;;;;;;2;2;только наша база;;
Н-501;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-501;прочтение обозначения, паспорт не найден;;4;1;1s-разобрано;;
Н-502;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-502;прочтение обозначения, паспорт не найден;;4;2;1s-разобрано;;
Н-503;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-503;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-503/1;;;;;;;3;2;только наша база;;
Н-504;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-504;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-51;;;;;;;9;7;только наша база;;
Н-51/1;;;;;;;3;2;только наша база;;
Н-51/3;;;;;;;3;2;только наша база;;
Н-52;;;;;;;3;3;1s-неопознанные;;
Н-52-1;;;;;;;1;1;1s-неопознанные;;
Н-52-3;;;;;;;1;1;1s-неопознанные;;
Н-52/1;;;;;;;4;3;только наша база;;
Н-52/2;;;;;;;2;2;только наша база;;
Н-520-12-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-520;прочтение обозначения, паспорт не найден;;41;4;1s-разобрано, 1s-среда;;
Н-53;;;;;;;1;1;1s-неопознанные;;
Н-53/1;;;;;;;4;4;только наша база;;
Н-54;;;;;;;1;1;1s-неопознанные;;
Н-54,56;;;;;;;0;0;1s-неопознанные;;
Н-54/1;;;;;;;2;2;только наша база;;
Н-54/2;;;;;;;3;2;только наша база;;
Н-540-41-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-540;прочтение обозначения, паспорт не найден;;42;4;1s-разобрано, 1s-среда;;
Н-54А;;;;;;;0;0;1s-неопознанные;;
Н-55;;;;;;;3;2;только наша база;;
Н-55/1;;;;;;;4;2;только наша база;;
Н-57;;;;;;;2;2;1s-неопознанные;;
Н-57/1;;;;;;;4;3;только наша база;;
Н-58,58А;;;;;;;0;0;1s-неопознанные;;
Н-590;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-590;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-593;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-593;прочтение обозначения, паспорт не найден;;11;2;1s-разобрано;;
Н-595;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-595;прочтение обозначения, паспорт не найден;;2;1;1s-разобрано;;
Н-5А;;;;;;;4;3;только наша база;;
Н-6;;;;;;;11;3;1s-неопознанные;;
Н-6,7;;;;;;;0;0;1s-неопознанные;;
Н-6-56;;;газ;;;Нагнетатель типа Н работает на ДКС в газотурбинной установке ГТН-6, среда — газ.;2;1;1s-среда, 1s-неопознанные;;
Н-6-Х1;;;;;;;1;1;1s-неопознанные;;
Н-6/1;;;;;;;16;8;только наша база;;
Н-6/2;;;;;;;11;7;только наша база;;
Н-60;;;;;;;2;2;1s-неопознанные;;
Н-60/1;;;;;;;2;2;только наша база;;
Н-60/2;;;;;;;3;3;только наша база;;
Н-6007-28;;;;;;;0;0;1s-неопознанные;;
Н-601;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-601;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-602;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-602;прочтение обозначения, паспорт не найден;;3;2;1s-разобрано;;
Н-603;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-603;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-605;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-605;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-61;;;;;;;3;3;1s-неопознанные;;
Н-61/1;;;;;;;7;3;только наша база;;
Н-62;;;;;;;4;3;1s-неопознанные;;
Н-62/1;;;;;;;2;2;только наша база;;
Н-62/2;;;;;;;2;2;только наша база;;
Н-63;;;;;;;4;3;1s-неопознанные;;
Н-63/3;;;воздух;;;Центробежный компрессор К485-61-1М2 на установке 1А-1М подает воздух на регенерацию катализатора.;3;1;1s-среда;;
Н-63/4;;;воздух;;;Компрессор К485-61-1М2 позиции Н-63/4 подает технологический воздух в регенератор установки 1А-1М.;2;1;1s-среда;;
Н-64;;;;;;;3;3;только наша база;;
Н-649;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-649;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-64А;;;;;;;0;0;1s-неопознанные;;
Н-650;;;;;;;6;2;только наша база;;
Н-650-21-2;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-650;прочтение обозначения, паспорт не найден;;5;1;1s-разобрано, 1s-среда;;
Н-650-22-2;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-650;прочтение обозначения, паспорт не найден;;24;4;1s-разобрано, 1s-среда;;
Н-650-23-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-650;прочтение обозначения, паспорт не найден;;6;3;1s-разобрано, 1s-среда;;
Н-6500-11-1;;;;;;;5;2;только наша база;;
Н-6500-11-4;;;;;;;14;3;1s-неопознанные;;
Н-66;;;;;;;3;3;только наша база;;
Н-66/1;;;;;;;2;2;только наша база;;
Н-670-24-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-670;прочтение обозначения, паспорт не найден;;3;2;1s-разобрано;;
Н-69;;;;;;;3;2;1s-неопознанные;;
Н-69,70;;;;;;;0;0;1s-неопознанные;;
Н-6А;;;;;;;4;2;только наша база;;
Н-7;;;;;;;0;0;1s-неопознанные;;
Н-7-Х1;;;;;;;1;1;1s-неопознанные;;
Н-7/1;;;;;;;17;9;только наша база;;
Н-7/2;;;;;;;13;9;только наша база;;
Н-7/3;;;воздух;;;Обозначение ЦК-135/8 относится к стандартным центробежным воздушным компрессорам.;3;3;1s-среда;;
Н-70;;;;;;;6;4;только наша база;;
Н-70-51-1;;;;;;;0;0;1s-неопознанные;;
Н-70/1;;;;;;;4;2;только наша база;;
Н-700-03-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-700;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-700-12;;;воздух;;;Обозначение серии Н-700 указывает на центробежный нагнетатель воздуха.;3;1;1s-среда, 1s-неопознанные;;
Н-700-13;;;;;;;0;0;1s-неопознанные;;
Н-700-13-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-700;прочтение обозначения, паспорт не найден;;15;4;1s-разобрано, 1s-среда;;
Н-7000;;;;;;;0;0;1s-неопознанные;;
Н-701;;;;;;;2;2;только наша база;;
Н-703;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-703;прочтение обозначения, паспорт не найден;;2;1;1s-разобрано;;
Н-705;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-705;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-71;;;;;;;4;2;только наша база;;
Н-72;;;;;;;7;2;только наша база;;
Н-729А;;;;;;;1;1;1s-неопознанные;;
Н-74;;;;;;;4;1;1s-неопознанные;;
Н-74/1;;;;;;;2;2;только наша база;;
Н-75-23-6;;;;;;;4;1;1s-неопознанные;;
Н-750-23;;;;;;;4;1;1s-неопознанные;;
Н-750-23-4;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-750;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-750-23-6;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-750;прочтение обозначения, паспорт не найден;;17;3;1s-разобрано, 1s-среда;;
Н-7500-11-3;;;;;;;5;2;только наша база;;
Н-7500-13-1;;;не ясно;;;Ротор нагнетателя Н-7500-13-1: обозначение «Н» может означать нефтяной или нагнетатель, но среда однозначно не указана.;1;1;1s-среда, 1s-неопознанные;;
Н-7500-14-1;;;газ;;;Нагнетатель установлен на системе газоочистки электросталеплавильного цеха для перекачки отходящих газов.;5;1;1s-среда, 1s-неопознанные;;
Н-7500-2;;;воздух;;;Центробежные нагнетатели типа Н-7500 применяются на металлургических заводах для подачи доменного дутья воздуха.;8;1;1s-среда, 1s-неопознанные;;
Н-76;;;;;;;5;2;1s-неопознанные;;
Н-7700;;;;;;;1;1;1s-неопознанные;;
Н-7700-12-1;;;;;;;6;3;1s-неопознанные;;
Н-78;;;;;;;4;2;1s-неопознанные;;
Н-79;;;;;;;4;2;1s-неопознанные;;
Н-7А;;;;;;;7;3;1s-неопознанные;;
Н-8;;;;;;;11;4;1s-неопознанные;;
Н-8,08;;;;;;;0;0;1s-неопознанные;;
Н-8,8А;;;;;;;0;0;1s-неопознанные;;
Н-8,9;;;;;;;0;0;1s-неопознанные;;
Н-8/1;;;;;;;13;10;только наша база;;
Н-8/2;;;;;;;8;7;только наша база;;
Н-8/5;;;газ;;;Нагнетатель Н-540-41-1 нитрозного газа на площадке производства слабой азотной кислоты.;3;2;1s-среда;;
Н-8/6;;;газ;;;Нагнетатель Н-540-41-1 нитрозного газа на площадке производства слабой азотной кислоты.;1;1;1s-среда;;
Н-8/8;;;газ;;;Нагнетатель Н-540-41-1 нитрозного газа на площадке производства слабой азотной кислоты.;1;1;1s-среда;;
Н-80/1;;;;;;;2;2;только наша база;;
Н-811;;;;;;;2;2;только наша база;;
Н-82;;;;;;;4;1;1s-неопознанные;;
Н-827;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-827;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-828;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-828;прочтение обозначения, паспорт не найден;;1;1;1s-разобрано;;
Н-86;;;;;;;1;1;1s-неопознанные;;
Н-86/1;;;;;;;2;2;только наша база;;
Н-8А;;;;;;;4;3;только наша база;;
Н-8Б;;;;;;;2;2;только наша база;;
Н-9;;;;;;;5;3;1s-неопознанные;;
Н-9,10;;;;;;;0;0;1s-неопознанные;;
Н-9,9А;;;;;;;0;0;1s-неопознанные;;
Н-9-3309;;;;;;;0;0;1s-неопознанные;;
Н-9/1;;;;;;;17;11;только наша база;;
Н-9/2;;;;;;;5;4;только наша база;;
Н-90/1;;;;;;;2;2;только наша база;;
Н-90/2;;;;;;;2;2;только наша база;;
Н-900;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-900;прочтение обозначения, паспорт не найден;;7;3;1s-разобрано, 1s-среда;;
Н-900-31-1;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-900;прочтение обозначения, паспорт не найден;;16;2;1s-разобрано, 1s-среда;;
Н-900-31-3;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-900;прочтение обозначения, паспорт не найден;;6;2;1s-разобрано, 1s-среда;;
Н-900-31-4;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-900;прочтение обозначения, паспорт не найден;;48;3;1s-разобрано, 1s-среда;;
Н-900-31-4М;;;;;;;0;0;1s-неопознанные;;
Н-9000-11;;;;;;;2;1;1s-неопознанные;;
Н-9000-11-5;;;газ;;;Нагнетатель в цехе агломерации предназначен для перемещения отходящего агломерационного газа.;12;2;1s-среда, 1s-неопознанные;;
Н-9000-11-5С;;;газ;;;Нагнетатель серии Н-9000 в агломерационном цехе предназначен для откачки агломерационного газа.;2;1;1s-среда, 1s-неопознанные;;
Н-9000-11-5С1;;;;;;;0;0;1s-неопознанные;;
Н-901;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-901;прочтение обозначения, паспорт не найден;;2;1;1s-разобрано;;
Н-902;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-902;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
Н-902/3;;;воздух;;;Марка К-250-61-2 обозначает стандартный центробежный воздушный компрессор.;1;1;1s-среда;;
Н-912;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-912;прочтение обозначения, паспорт не найден;;3;1;1s-разобрано;;
Н-913;нет;центробежный нагнетатель природного газа (ГПА);газ;серия Н-913;прочтение обозначения, паспорт не найден;;4;1;1s-разобрано;;
Н-95;;;;;;;0;0;1s-неопознанные;;
Н-95-81-1;;;газ;;;В контексте прямо указано, что машина является центробежным нагнетателем природного газа.;18;5;1s-среда, 1s-неопознанные;;
Н01А;;;воздух;;;Маслонасос входит в состав воздушного компрессорного агрегата установки КВК.;1;1;1s-среда;;
Н01В;;;воздух;;;Маслонасос обслуживает воздушный компрессорный агрегат установки КВК.;1;1;1s-среда;;
Н03-02;;;;;;;2;2;только наша база;;
Н1-1;;;;;;;2;2;только наша база;;
Н1050-13-1;;;газ;;;Нагнетатели серии Н в сернокислотном производстве перекачивают сернистый газ.;0;0;1s-среда;;
Н1150-41-1;;;газ;;;В контексте прямо указано, что нагнетатель предназначен для работы с нитрозными газами.;1;1;1s-среда;;
Н1361;;;газ;;;Центробежный нагнетатель Н 1361 прямо назван газодувкой, среда — газ.;0;0;1s-среда;;
Н215-1;;;не ясно;;;Обозначение Н215-1 относится к масляному насосу системы смазки нагнетателей, сведения о сжимаемой среде отсутствуют.;1;1;1s-среда;;
Н2470-31-1;;;воздух;;;Серия Н2470 представляет собой воздуходувку для регенерации катализатора крекинга;1;1;1s-среда;;
Н270-14-7;;;газ;;;Буква Н в обозначении указывает на газовый центробежный нагнетатель для химической промышленности.;0;0;1s-среда;;
Н280-12-7;;;;;;;5;2;только наша база;;
Н2900-12-1;;;газ;;;Нагнетатель Н2900-12-1 перекачивает сернистый технологический газ на производстве серной кислоты.;4;1;1s-среда;;
Н360-21-1;;;воздух;;;Нагнетатель Н360-21-1 предназначен для подачи воздуха на аэрацию аэротенков очистных сооружений.;4;2;1s-среда;;
Н360-22-1;;;газ;;;Серия Н обозначает нагнетатель для газа, работающий на установке гидрокрекинга ГК-3.;2;1;1s-среда;;
Н360-22-3;;;газ;;;Н — нагнетатель, используется в газовых процессах.;3;1;1s-среда;;
Н400-12-2;;;газ;;;Буква Н в обозначении означает нагнетатель, а в контексте прямо назван полукоксовый газ.;11;1;1s-среда;;
Н48-41-1М;;;оба;;;Н- в маркировке Н48 обычно обозначает нагнетатель, без контекста обрабатываемого продукта среда не ясна.;2;1;1s-среда;;
Н540-41-1;;;воздух;;;Нагнетатель Н540-41-1 предназначен для подачи технологического воздуха в производстве азотной кислоты.;1;1;1s-среда;;
Н650-22-2;;;газ;;;Обозначение серии Н означает центробежный нагнетатель природного газа.;1;1;1s-среда;;
Н670-24-1;;;воздух;;;Обозначение Н670 соответствует центробежному нагнетателю воздуха.;10;1;1s-среда;;
Н70-51-1;;;газ;;;Нагнетатель Н70-51-1 на площадке переработки нефтехимического предприятия 'Тольяттикаучук' вероятно работает с газовой смесью.;1;1;1s-среда;;
Н700-03-1;;;газ;;;Нагнетатели серии Н на производстве серного ангидрида предназначены для перекачки сернистого газа.;3;1;1s-среда;;
Н700-13-1;;;газ;;;Нагнетатель Н700-13-1 предназначен для транспортировки сернистого газа в производстве серной кислоты.;4;2;1s-среда;;
Н750-23-4;;;воздух;;;Нагнетатели Н750-23-4 на водоканале используются для аэрации аэротенков очистных сооружений.;0;0;1s-среда;;
Н750-23-6;;;оба;;;В контекстах приведена эксплуатация машины как на воздуходувной станции, так и на складе хлора.;12;3;1s-среда;;
Н900-31-4М;;;воздух;;;Н900-31-4М является центробежным нагнетателем для подачи воздуха в установку каталитического крекинга на НПЗ.;1;1;1s-среда;;
Н9000-11;;;не ясно;;;В контексте и обозначении серии прямо не указана рабочая среда нагнетателя.;14;1;1s-среда;;
Н9000-11-5С1;;;газ;;;Нагнетатель серии Н9000 на аглофабрике предназначен для перекачки агломерационного газа.;4;1;1s-среда;;
Н95-81-1;;;газ;;;Нагнетатель эксплуатируется в производстве аммиака, который относится к газам.;14;2;1s-среда;;
НV-4083;;;;;;;1;1;1s-неопознанные;;
НАКС-2,9-2021;;;;;;;0;0;1s-неопознанные;;
НАКС2.9-2021;;;не ясно;;;Обозначение относится к аттестации сварки и не дает сведений о рабочей среде оборудования.;0;0;1s-среда;;
НВ 50/50;;;;;;;2;2;только наша база;;
НВ 50/50-3;;;;;;;2;2;только наша база;;
НВ-1-12-УХЛ;;;;;;;2;1;1s-неопознанные;;
НВ-3Т-24В;;;;;;;3;1;1s-неопознанные;;
НВД 50/50;;;;;;;16;6;только наша база;;
НВД 50/80;;;;;;;9;4;только наша база;;
НВЕ 50/50-3;;;;;;;7;5;только наша база;;
НВЕ-50/50-3;;;;;;;5;2;только наша база;;
НВН-10-100;;;;;;;0;0;1s-неопознанные;;
НВЭ-15;;;;;;;0;0;1s-неопознанные;;
НВЭ-7,8;;;;;;;0;0;1s-неопознанные;;
НГ 360-22-1;;;;;;;8;2;только наша база;;
НГ-12;;;;;;;0;0;1s-неопознанные;;
НГ-2200;;;;;;;5;1;1s-неопознанные;;
НГ-360-21-1;;;;;;;0;0;1s-неопознанные;;
НГ-360-22-1;;;;;;;0;0;1s-неопознанные;;
НГ-51;;;;;;;0;0;1s-неопознанные;;
НГ-750-23-8;;;;;;;0;0;1s-неопознанные;;
НГ12;;;газ;;;НГ12 прямо обозначает «Нагнетатель газа» и эксплуатируется в сернокислотном хозяйстве.;1;1;1s-среда;;
НГ360-21-1;;;газ;;;Обозначение НГ расшифровывается как нагнетатель газовый.;0;0;1s-среда;;
НГ360-22-1;;;газ;;;Обозначение НГ расшифровывается как нагнетатель газовый.;0;0;1s-среда;;
НГ51;;;газ;;;НГ51 в наименовании прямо обозначает «Нагнетатель газа», рабочая среда указана в марке.;1;1;1s-среда;;
НГ750-23-8;;;газ;;;Маркировка НГ и контекст явно указывают на нагнетатель коксового газа.;0;0;1s-среда;;
НГС-101;;;;;;;0;0;1s-неопознанные;;
НГС-6-300;;;;;;;1;1;1s-неопознанные;;
НД 1;;;;;;;12;6;только наша база;;
НД 1000/10;;;;;;;12;5;только наша база;;
НД 2;;;;;;;18;12;только наша база;;
НД-1;;;;;;;4;3;только наша база;;
