inn;kpp;inn_kpp;imya
7830001758;785050001;7830001758_785050001;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА
7830001758;780401001;7830001758_780401001;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА
0909000840;090901001;0909000840_090901001;"Акционерное общество ""Кавказцемент"""
7703642903;770401001;7703642903_770401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ"""
7817045594;781701001;7817045594_781701001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЖОРАРЕМСЕРВИС"""
4701007851;471501001;4701007851_471501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПИКАЛЕВСКИЙ ЦЕМЕНТ""  "
6629020796;668201001;6629020796_668201001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЦЕНТРОТЕХ"""
5256170057;;;площадка не знает этот ИНН
1006004155;785050001;1006004155_785050001;"Акционерное общество ""Сегежский целлюлозно-бумажный комбинат"""
1006004155;100643001;1006004155_100643001;"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""СЕГЕЖСКИЙ ЦЕЛЛЮЛОЗНО-БУМАЖНЫЙ КОМБИНАТ"" ПО ЛЕСНЫМ РЕСУРСАМ"
5008028127;773301001;5008028127_773301001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ВОДОХОЗЯЙСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРРЕГИОНВОДХОЗ"""
5008028127;772643001;5008028127_772643001;"ФИЛИАЛ ""МОСОБЛВОДХОЗ"""
5008028127;770843001;5008028127_770843001;"ФИЛИАЛ ""МОСОБЛВОДХОЗ"""
5008028127;121543001;5008028127_121543001;ФИЛИАЛ ПО ОБЕСПЕЧЕНИЮ ИНЖЕНЕРНЫХ ЗАЩИТ ЧЕБОКСАРСКОГО ВОДОХРАНИЛИЩА ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ
5008028127;312043001;5008028127_312043001;"ФИЛИАЛ ""УПРАВЛЕНИЕ ЭКСПЛУАТАЦИИ БЕЛГОРОДСКОГО ВОДОХРАНИЛИЩА"""
5008028127;772743001;5008028127_772743001;"ФИЛИАЛ ""МОСОБЛВОДХОЗ"""
5008028127;613743001;5008028127_613743001;"ФИЛИАЛ ""УПРАВЛЕНИЕ ВОДНЫМИ РЕСУРСАМИ ЦИМЛЯНСКОГО ВОДОХРАНИЛИЩА"""
5008028127;522243001;5008028127_522243001;ФИЛИАЛ ПО ОБЕСПЕЧЕНИЮ ИНЖЕНЕРНЫХ ЗАЩИТ ЧЕБОКСАРСКОГО ВОДОХРАНИЛИЩА ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ
5008028127;027843001;5008028127_027843001;ФИЛИАЛ ПО ЭКСПЛУАТАЦИИ ВОДОХОЗЯЙСТВЕННЫХ ОБЪЕКТОВ И СООРУЖЕНИЙ БАССЕЙНА РЕКИ БЕЛОЙ
5008028127;027743001;5008028127_027743001;ФИЛИАЛ ПО МОНИТОРИНГУ ВОДНЫХ ОБЪЕКТОВ БАССЕЙНОВ РЕК БЕЛОЙ И УРАЛА
5008028127;732843001;5008028127_732843001;"ФИЛИАЛ ""УЛЬЯНОВСКАЯ ДАМБА"""
5008028127;682943001;5008028127_682943001;"ФИЛИАЛ ""ЦНИНСКАЯ ШЛЮЗОВАННАЯ СИСТЕМА"""
5008028127;057243001;5008028127_057243001;"ФИЛИАЛ ""ДАГВОДРЕСУРСЫ"""
5008028127;590243001;5008028127_590243001;"ФИЛИАЛ ""КАМВОДЭКСПЛУАТАЦИЯ"""
5008028127;231043001;5008028127_231043001;"ФИЛИАЛ ""КУБАНСКИЙ ЦЕНТР МОНИТОРИНГА ВОДНЫХ ОБЪЕКТОВ"""
5008028127;563543001;5008028127_563543001;"ФИЛИАЛ ""УПРАВЛЕНИЕ ЭКСПЛУАТАЦИИ ИРИКЛИНСКОГО ВОДОХРАНИЛИЩА"""
5008028127;561743001;5008028127_561743001;"ФИЛИАЛ ""УПРАВЛЕНИЕ ЭКСПЛУАТАЦИИ СОРОЧИНСКОГО ВОДОХРАНИЛИЩА"""
5008028127;761043001;5008028127_761043001;"ФИЛИАЛ ""УПРАВЛЕНИЕ ЭКСПЛУАТАЦИИ РЫБИНСКОГО И ШЕКСНИНСКОГО ВОДОХРАНИЛИЩ"""
5008028127;761243001;5008028127_761243001;"ФИЛИАЛ ""УПРАВЛЕНИЕ ЭКСПЛУАТАЦИИ УГЛИЧСКОГО ВОДОХРАНИЛИЩА"""
5008028127;143543001;5008028127_143543001;"ФИЛИАЛ ""ЛЕНАРЕГИОНВОДХОЗ"""
7727656790;771401001;7727656790_771401001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ"""
7704010978;774850001;7704010978_774850001;"Федеральное государственное унитарное предприятие ""Главное производственно-коммерческое управление по обслуживанию дипломатического корпуса при Министерстве иностранных дел Российской Федерации"""
7704010978;770401001;7704010978_770401001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7802888337;770401001;7802888337_770401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗМЕТАЛЛСЕРВИС"""
7712040126;997650001;7712040126_997650001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОФЛОТ-РОССИЙСКИЕ АВИАЛИНИИ"""
7712040126;770401001;7712040126_770401001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОФЛОТ-РОССИЙСКИЕ АВИАЛИНИИ"""
4100002351;;;площадка не знает этот ИНН
1902017445;;;площадка не знает этот ИНН
7701568891;;;площадка не знает этот ИНН
5003113668;;;площадка не знает этот ИНН
6027143462;602701001;6027143462_602701001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ"""
6673091980;668601001;6673091980_668601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЖТ-55"""
9701087623;770501001;9701087623_770501001;"Акционерное общество ""Росатом Возобновляемая энергия"""
5030015500;503001001;5030015500_503001001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ НАРО-ФОМИНСКОГО ГОРОДСКОГО ОКРУГА"""
7708117908;362402002;7708117908_362402002;Воронежский филиал Акционерного общества «ЦЕМРОС»
7708117908;773101001;7708117908_773101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕМРОС"""
7404070888;740401001;7404070888_740401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ЗЛАТОУСТОВСКИЙ ЭЛЕКТРОМЕТАЛЛУРГИЧЕСКИЙ ЗАВОД"""
5615002820;;;площадка не знает этот ИНН
7805014746;997650001;7805014746_997650001;"Акционерное общество ""Петролеспорт"""
7805014746;780501001;7805014746_780501001;"Акционерное общество ""Петролеспорт"""
5501177142;;;площадка не знает этот ИНН
7710177774;771001001;7710177774_771001001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ФИНАНСОВО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ"""
1646031132;164601001;1646031132_164601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАБУГА-ВОЛОКНО"""
0255010527;025501001;0255010527_025501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЕЛЕБЕЕВСКИЙ ЗАВОД ""АВТОНОРМАЛЬ"""
7730263904;482601001;7730263904_482601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВК-ЛИПЕЦК"""
2801254956;;;площадка не знает этот ИНН
5022030985;502201001;5022030985_502201001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛО КОЛОМНЫ ОБЪЕДИНЕННЫЕ ИНЖЕНЕРНЫЕ СИСТЕМЫ"""
5916031750;;;площадка не знает этот ИНН
7717609102;702443001;7717609102_702443001;Акционерное общество «Атомспецтранс»
7717609102;741343001;7717609102_741343001;"Озерский филиал АО ""Атомспецтранс"""
7717609102;245243001;7717609102_245243001;"КРАСНОЯРСКИЙ ФИЛИАЛ АО ""АТОМСПЕЦТРАНС""  "
7717609102;668243001;7717609102_668243001;"НОВОУРАЛЬСКИЙ ФИЛИАЛ АО ""АТОМСПЕЦТРАНС""  "
7717609102;505343001;7717609102_505343001;"ЦЕНТРАЛЬНЫЙ ФИЛИАЛ АО ""АТОМСПЕЦТРАНС""  "
7717609102;745943001;7717609102_745943001;"УРАЛЬСКИЙ ФИЛИАЛ АО ""АТОМСПЕЦТРАНС"""
7717609102;771701001;7717609102_771701001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМСПЕЦТРАНС"""
9729293785;;;площадка не знает этот ИНН
5911029807;591101001;5911029807_591101001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛКАЛИЙ"""
2204079002;;;площадка не знает этот ИНН
7709886600;770901001;7709886600_770901001;"Государственное бюджетное учреждение города Москвы ""Автомобильные дороги Центрального административного округа"""
7709886600;770601001;7709886600_770601001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА"""
7709886600;772201001;7709886600_772201001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА"""
5193600346;519001001;5193600346_519001001;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МУРМАНСКВОДОКАНАЛ"""
2801108200;280101001;2801108200_280101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ"""
2801108200;775050001;2801108200_775050001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ"""
3435900531;343501001;3435900531_343501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛТАЙР-ПРОМ"""
7731084175;997850001;7731084175_997850001;"Акционерное общество ""Концерн воздушно-космической обороны ""Алмаз - Антей"""
7731084175;773101001;7731084175_773101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ВОЗДУШНО-КОСМИЧЕСКОЙ ОБОРОНЫ ""АЛМАЗ - АНТЕЙ"""
7111022115;711101001;7111022115_711101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЛАНИТ"""
6612019640;661201001;6612019640_661201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ КАМЕНСК- УРАЛЬСКИЙ"""
2343003392;234301001;2343003392_234301001;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АРМАВИРСКАЯ БИОЛОГИЧЕСКАЯ ФАБРИКА"""
0302001219;424950001;0302001219_424950001;"Акционерное общество ""Хиагда"""
0302001219;030201001;0302001219_030201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИАГДА"""
5024001482;502401001;5024001482_502401001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКАЯ ГОРОДСКАЯ ОНКОЛОГИЧЕСКАЯ БОЛЬНИЦА № 62 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""
5024001482;773101001;5024001482_773101001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКАЯ ГОРОДСКАЯ ОНКОЛОГИЧЕСКАЯ БОЛЬНИЦА № 62 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""
7713652964;771301001;7713652964_771301001;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА"""
7712025390;774301001;7712025390_774301001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГИПРОКИСЛОРОД"""
7731263174;773101001;7731263174_773101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОЛОВНОЕ ПРОИЗВОДСТВЕННО-ТЕХНИЧЕСКОЕ ПРЕДПРИЯТИЕ ""ГРАНИТ"""
7709064286;771401001;7709064286_771401001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ПРАКТИЧЕСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ДИАГНОСТИКИ И ТЕЛЕМЕДИЦИНСКИХ ТЕХНОЛОГИЙ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""
7709064286;770901001;7709064286_770901001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РАДИОЛОГИИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""
7709064286;770701001;7709064286_770701001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ПРАКТИЧЕСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ДИАГНОСТИКИ И ТЕЛЕМЕДИЦИНСКИХ ТЕХНОЛОГИЙ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""
3123003920;312301001;3123003920_312301001;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЕЛГОРОДСКИЙ ЦЕМЕНТ"""
7810715360;781001001;7810715360_781001001;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""МУЗЕЙНО-ВЫСТАВОЧНЫЙ ЦЕНТР"""
7727298791;770301001;7727298791_770301001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""УЗТМ-КАРТЭКС"""
0274018377;997750001;0274018377_997750001;"Открытое акционерное общество ""Башинформсвязь"""
0274018377;027401001;0274018377_027401001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАШИНФОРМСВЯЗЬ"""
7723564851;772301001;7723564851_772301001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТЕХНОЛОГИИ МАШИНОСТРОЕНИЯ"""
7820016674;781101001;7820016674_781101001;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КОМПЛЕКСНОГО БЛАГОУСТРОЙСТВА"""
5052021890;505001001;5052021890_505001001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОСЕТЬ ФРЯЗИНО"""
7729071411;770601001;7729071411_770601001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МЕДИЦИНСКИЙ ЦЕНТР УПРАВЛЕНИЯ ДЕЛАМИ МЭРА И ПРАВИТЕЛЬСТВА МОСКВЫ"""
7729071411;770101001;7729071411_770101001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МЕДИЦИНСКИЙ ЦЕНТР УПРАВЛЕНИЯ ДЕЛАМИ МЭРА И ПРАВИТЕЛЬСТВА МОСКВЫ"""
7729071411;772501001;7729071411_772501001;"Государственное унитарное предприятие города Москвы ""Медицинский центр Управления делами Мэра и Правительства Москвы"""
7729071411;770901001;7729071411_770901001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МЕДИЦИНСКИЙ ЦЕНТР УПРАВЛЕНИЯ ДЕЛАМИ МЭРА И ПРАВИТЕЛЬСТВА МОСКВЫ"""
2130225986;213001001;2130225986_213001001;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ"""
6317023569;631701001;6317023569_631701001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САМАРСКИЙ РЕЧНОЙ ПОРТ"""
6027132728;602701001;6027132728_602701001;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ОБЕСПЕЧЕНИЯ ДЕЯТЕЛЬНОСТИ В ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЯХ"""
6450007198;645001001;6450007198_645001001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНО-ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ СОРГО И КУКУРУЗЫ"""
7734374725;330143001;7734374725_330143001;"""ГИДРОГЕОЛОГИЧЕСКАЯ ЭКСПЕДИЦИЯ № 30"""
7734374725;773401001;7734374725_773401001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГИДРОСПЕЦГЕОЛОГИЯ"""
7707311363;254045001;7707311363_254045001;"ПРИМОРСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;616443001;7707311363_616443001;"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;230143001;7707311363_230143001;"КЕРЧЕНСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;253643001;7707311363_253643001;"ПРИМОРСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;519002001;7707311363_519002001;"МУРМАНСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;772543001;7707311363_772543001;"ЦЕНТРАЛЬНЫЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;540243001;7707311363_540243001;"СИБИРСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;780543001;7707311363_780543001;"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;631643001;7707311363_631643001;"СРЕДНЕВОЛЖСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;665943001;7707311363_665943001;"УРАЛЬСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;772501001;7707311363_772501001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
7707311363;230802001;7707311363_230802001;"КРАСНОДАРСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""УПРАВЛЕНИЕ ВЕДОМСТВЕННОЙ ОХРАНЫ МИНИСТЕРСТВА ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ"""
5050037781;505001001;5050037781_505001001;ФРЯНОВСКОЕ МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДСКОГО ОКРУГА ЩЁЛКОВО
5034051355;503401001;5034051355_503401001;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОРЕХОВО-ЗУЕВСКИЙ КОМБИНАТ БЛАГОУСТРОЙСТВА"""
7751335645;775101001;7751335645_775101001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ТРОИЦКОГО АДМИНИСТРАТИВНОГО ОКРУГА"""
6621003100;668201001;6621003100_668201001;"Акционерное общество ""Невьянский цементник"""
5047001707;504701001;5047001707_504701001;"МУНИЦИПАЛЬНОЕ ТРОЛЛЕЙБУСНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ХИМКИ МОСКОВСКОЙ ОБЛАСТИ ""ХИМКИЭЛЕКТРОТРАНС"""
5032004536;503201001;5032004536_503201001;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ МОСКОВСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННЫЙ ИСТОРИКО-ЛИТЕРАТУРНЫЙ МУЗЕЙ-ЗАПОВЕДНИК А.С. ПУШКИНА"""
7729466258;772901001;7729466258_772901001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА НОВО-ПЕРЕДЕЛКИНО"""
7725027605;501002001;7725027605_501002001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КОСМИЧЕСКАЯ СВЯЗЬ"" филиал ЦКС ""Дубна"""
7725027605;772501001;7725027605_772501001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КОСМИЧЕСКАЯ СВЯЗЬ"""
