inn;predpriyatie;razryad;pochemu;tip_mashiny;sreda;kak_uznali_sredu;marki;citata;chem_dokazano;ssylka_na_istochnik;sostoyanie;strok_faktov;lyudej_u_menya
2607018122;"ПАО ""ОГК-2""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка;план 2160184739 позиция 928, сумма 1 420 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=dcde0e4b-a1b1-4f09-85af-52120a0ba664_7b87d4c7-b7dc-42aa-98d2-db31e63b7f5c&infoGuid=dcde0e4b-a1b1-4f09-85af-52120a0ba664;планировал;3;3
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Бензопилы и воздуходувки;процедура АП030812;https://etpgpb.ru/procedures/etp/701917-benzopily-i-vozduhoduvki/;покупает;3;3
7702038150;"ГУП ""Московский метрополитен""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 0573200007518001346;https://zakupki.mos.ru/tender/2588228;покупает;3;2
4714004270;"ФГУП ""ФЭО""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;АВ-07;воздуходувка АВ-07 с двумя накопительными камерами почвенного воздуха;Фабрикант, процедура 2242438 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=15847;покупает;3;2
7705739450;"ООО ""НЕСТЛЕ РОССИЯ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка RBS инв.№131;заключение ЭПБ № 53-ТУ-05380-2018;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05380-2018;есть;3;3
5017046933;"МУП ""Истринская теплосеть""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;поставка электродвигателя для воздуходувки Lutos о/с д. Котово;процедура 4843222;https://zakupki.mos.ru/need/4843222;покупает;2;1
7423000572;"ФГУП ""РФЯЦ - ВНИИТФ ИМ. АКАДЕМ. Е.И. ЗАБАБАХИНА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка Типа 2AF49M1-80-2,5-3-5,5-1D-G или аналог;Фабрикант, процедура 2613685 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=254887;покупает;2;2
6629020796;"Общество с ограниченной ответственностью ""Научно-производственное объединение ""Центротех""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;EVL 50/22-z;Воздуходувка EVL 50/22-z ERSTVAK;Фабрикант, процедура 2561676 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=216401;покупает;2;2
6450007198;ФГБНУ РОСНИИСК РОССОРГО;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;ТЭК-Торг: процедура 0360100030324000040;https://www.tektorg.ru/44-fz/procedures/11670017;покупает;2;1
7734374725;"ФГБУ ""ГИДРОСПЕЦГЕОЛОГИЯ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Прибор для измерения или контроля уровня жидкостей и газов, автономная воздуходувка;ТЭК-Торг: процедура 0373100135826000139;https://www.tektorg.ru/44-fz/procedures/19311562;покупает;2;1
5034051355;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОРЕХОВО-ЗУЕВСКИЙ КОМБИНАТ БЛАГОУСТРОЙСТВА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 4298836;https://zakupki.mos.ru/need/4298836;покупает;2;1
6027014114;ГАУК ПО НПЦ ПО ОХРАНЕ ПАМЯТНИКОВ;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка товара Электрическая воздуходувка Bosch UniversalGardenTidy 3000;процедура 986299;https://etpgpb.ru/procedures/price_request/986299-postavka-tovara-elektricheskaya-vozduhoduvka-bosch-universalgardentidy-3000/;покупает;2;1
5009046489;"МБУ ""МФЦ ДОМОДЕДОВО""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка колонок, мышек, коннекторов, сетевых фильтров и воздуходувки для нужд МБУ «МФЦ Домодедово»;процедура 5580236;https://zakupki.mos.ru/need/5580236;покупает;2;1
7725262013;Государственное автономное учреждение города Москвы Инженерный научно-практический центр «Гормедтехника Департамента здр;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка сверхмощная, портативная, аккумуляторная Orkan Pro, 68 Ватт;процедура 9659345;https://zakupki.mos.ru/auction/9659345;покупает;2;1
7726738619;Государственное бюджетное учреждение города Москвы «Жилищник Нагорного района»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;KE-1020A;Воздуходувка KATANA KE-1020A PRO MBK0022352;процедура 9774269;https://zakupki.mos.ru/auction/9774269;покупает;2;1
5007102138;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЖКХ И БЛАГОУСТРОЙСТВО"" ДМИТРОВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка высотореза, воздуходувки и генератора бензинового;процедура 4131160;https://zakupki.mos.ru/need/4131160;покупает;2;1
2617010041;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЭВЕРЕСТ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки электрической;ТЭК-Торг: процедура 0321100002421000093;https://www.tektorg.ru/44-fz/procedures/775439;покупает;2;1
0264014479;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""НЕФТЕКАМСКВОДОКАНАЛ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Капитальный ремонт компрессора (воздуходувки) на биологических очистных сооружениях (г.Нефтекамск, с.Амзя, ул.Свердлова, 12);ТЭК-Торг: процедура 0501300007226000013;https://www.tektorg.ru/44-fz/procedures/19167255;покупает;2;1
3445042160;"ООО ""ГАЗПРОМ ТРАНСГАЗ ВОЛГОГРАД""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух и газ названы оба;сказано прямо в тексте;;Технологическая система подачи барьерного воздуха в уплотнения нагнетателя ГПА ст. №2, инв. № 475264 КЦ-3 Писаревского ЛПУ МГ;заключение ЭПБ № 34-ТУ-98562-2025;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-98562-2025;есть;1;0
0266036534;"АО ""СХЗ"" (ИНН 0266036534)";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;«Воздуходувка ВД-4, поз. 447/2», Установка по производству СН, Производство диметилгидразина (гептила), диметиламина, нитрита натрия, сульфата натрия, АО «СХЗ», Объект I класса опасности, предназначен для подачи воздуха. АО «СХЗ»;заключение ЭПБ № 41-ТУ-50395-2018;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-50395-2018;есть;1;0
7019035722;"АО ""ГАЗПРОМ ДОБЫЧА ТОМСК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Поставка взрывозащищенной воздуходувки серии Robox для нужд ОАО""Томскгазпром""";процедура 31502436429;https://etpgpb.ru/procedures/gaz/37578-postavka-vzryvozaschischennoy-vozduhoduvki-serii-robox-dlya-nuzhd-oao-tomskgazprom/;покупает;1;0
2902060361;"АО ""ЦС ""ЗВЕЗДОЧКА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ГРА5-5;Воздуходувка ГРА5-5;план 2160213594 позиция 2687, сумма 2 848 048,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=10750e60-2e15-4bca-ae7e-19c06460d8a5_33415424-b25f-4bca-9485-a624b7f421c1&infoGuid=10750e60-2e15-4bca-ae7e-19c06460d8a5;планировал;1;0
5501085734;"ООО ""ПОЛИОМ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;С-811;Заключение № 0832/2024-ТУ экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте Наименование объекта экспертизы: Воздуходувка модель А2379989 поз. №С-811, сер.№SV5.490/1-100 Наименование ОПО: «Площадка о;заключение ЭПБ № 61-ТУ-05785-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-05785-2025;есть;1;0
4102009338;"АО ""СВРЦ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;13Д100;Выполнение работ на тему: ДМС, средний ремонт воздуходувки ГД 13Д100 №. Запрос цен № 8-ОСО;Фабрикант, процедура 2520060-1 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/osk/PriceRequest/?action=view&id=24263#lot_1;покупает;1;0
3232000609;"ОАО ""Бежицкий хлебокомбинат""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ЗАФ-49;Воздуходувка ЗАФ-49, технол. №ЗАФ 2;заключение ЭПБ № 08-ТУ-17543-2019;https://monitor-pb.ru/conclusion/08-%D0%A2%D0%A3-17543-2019;есть;1;0
3663002167;"АО ""ВОРОНЕЖСИНТЕЗКАУЧУК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ТЭП-50 | GD-425;"документация ""Производство ТЭП-50, цех ВСиУ. Установка воздуходувки после дробилки GD-425""";заключение ЭПБ № 12-ТП-07062-2015;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%9F-07062-2015;есть;1;0
5005000148;"АО ""Воскресенские минеральные удобрения""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;воздуходувки поз. 6.01А, поз. 6.01В, применяемые на опасном производственном объекте «Площадка цеха контактной серной кислоты, рег. № А02-30012-0005, I класс опасности», АО «Воскресенские минеральные удобрения» (Московская обл., г. Воскресенск, ул. Заводская, ;заключение ЭПБ № 02-ТУ-21162-2020;https://monitor-pb.ru/conclusion/02-%D0%A2%D0%A3-21162-2020;есть;1;0
5905021239;"ОАО ""Минеральные удобрения""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;GB-303;«Подключение датчиков температуры электродвигателя воздуходувки GB-303 к РСУ DeltaV и подогревателя электродвигателя GB-303 к системе электроснабжения» шифр 2293-1-АТХ8, шифр 2293-1-ЭМ8 в части технического перевооружения установки кристал-лизации цеха №3 ОАО ;заключение ЭПБ № 48-ТП-15304-2015;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-15304-2015;есть;1;0
6628008965;"ЗАО ""ПО ""Режникель""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;здание воздуходувки ЗАО «ПО «Режникель» в г. Реж Свердловской области;заключение ЭПБ № 54-ЗС-11541-2015;https://monitor-pb.ru/conclusion/54-%D0%97%D0%A1-11541-2015;есть;1;0
7733338555;"ООО ""Сергиево-Посадский мукомольный комбинат""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка ВД-1 инв. №00-000143;заключение ЭПБ № 50-ТУ-11773-2023;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-11773-2023;есть;1;0
6829007922;"ООО ""ЗОЛОТАЯ НИВА"" (ИНН 6829007922)";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;AGH 20;газовое оборудование и газопровод воздуходувки AGH 20 в сети газопотребления № 1 Дуплято-Масловского отделения ООО «Золотая Нива» (рег. номер А14-02858-0002, III класс опасности).;заключение ЭПБ № 14-ТУ-06107-2017;https://monitor-pb.ru/conclusion/14-%D0%A2%D0%A3-06107-2017;есть;1;0
4218014305;"АО ""ОФ ""АНТОНОВСКАЯ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;H-900 | HSG-1100 | 14И-14С;"технические устройства: сгуститель радиальный Baker Proccess D20 поз.131; центрифугу фильтрующую H-900 поз.120; центрифугу вибрационную HSG-1100 поз.111; центрифуги осадительно-фильтрующие Decanter поз.124, поз.125; машину отсадочную двухпродуктовую AIIJIG-G-2";заключение ЭПБ № 68-ТУ-23017-2015;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-23017-2015;есть;1;0
2311010502;ГБУЗ ККБ № 2;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка садового оборудования (воздуходувка, бензопила);ЭТП ГПБ, процедура 32514881742;https://etpgpb.ru/procedure/tender/etp/1122742-postavka-sadovogo-oborudovaniya-vozduhoduvka-benzopila/;покупает;1;0
7017005296;Востокгазпром, организатор;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Поставка взрывозащищенной воздуходувки серии Robox для нужд ОАО""Томскгазпром""";ЭТП ГПБ, процедура 31502436429;https://etpgpb.ru/procedure/tender/gaz/37578-postavka-vzryvozaschischennoy-vozduhoduvki-serii-robox-dlya-nuzhd-oao-tomskgazprom/;покупает;1;0
5027116065;"ООО УК ""РОСВОДОКАНАЛ"", организатор";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Открытый запрос предложений на поставку турбовоздуходувных агрегатов;ЭТП ГПБ, процедура 31806142308;https://etpgpb.ru/procedure/tender/etp/139951-otkrytyy-zapros-predlozheniy-na-postavku-turbovozduhoduvnyh-agregatov/;покупает;1;0
7713321151;АО «ОТЭКО»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка компрессоров и воздуходувки (21901);ЭТП ГПБ, процедура ГП116930;https://etpgpb.ru/procedure/tender/etp/470241-postavka-kompressorov-i-vozduhoduvki-21901/;покупает;1;0
1902017445;УБО;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Закуп воздуходувки для ООО ""УБО"" г. Саяногорск. (id945348) (3-й этап торгов) (id950937)";тендер 950937;https://www.tender.pro/api/tender/950937/view_public;покупает;1;0
1646031132;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАБУГА-ВОЛОКНО""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;Ф21,6;Поставка «вытяжка-воздуходувка» Ф42мм/Ф21,6 мм с комплектами пневмораспределителей» (эжекторные устройства) марки SMC или аналог) для нужд ООО «АЛАБУГА-ВОЛОКНО»;Фабрикант, процедура 3099812 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=650198;покупает;1;0
2801254956;АКС;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Приобретение установки компрессорной (воздуходувки) для нужд ООО ""АКС""";ЭТП ГПБ, процедура 32211246328;https://etpgpb.ru/procedure/tender/etp/615887-priobretenie-ustanovki-kompressornoy-vozduhoduvki-dlya-nuzhd-ooo-aks/;покупает;1;0
7717609102;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМСПЕЦТРАНС""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;Фабрикант, процедура 3210130 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=746714;покупает;1;0
7709886600;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Центрального административного округа»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;KRW1798;Нагнетатель солидола мобильный с пневмоприводом KraftWell KRW1798.PN;процедура 9663040;https://zakupki.mos.ru/auction/9663040;покупает;1;0
5024001482;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Де;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Электронный запрос котировок на право заключения контракта на оказание услуг по Ремонту воздуходувку эрлифта вторичных отстойников на очистных сооружений.;процедура 31807219812;https://zakupki.mos.ru/tender/2565947;покупает;1;0
7713652964;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Закупка инструментов (болгарка, воздуходувка, дрель-шуруповерт , молоток отбойный, перфоратор) для содержания объектов дорожного хозяйства и дворовых территорий ГБУ ""Жилищник района Коптево"" в 2020 году.";процедура 0373200018820001231;https://www.roseltorg.ru/procedure/0373200018820001231/1;покупает;1;0
7723564851;"АО ""НПО ""ЦНИИТМАШ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка (Busch);Фабрикант, процедура 2540750 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=200667;покупает;1;0
7729071411;Государственное унитарное предприятие города Москвы «Медицинский центр Управления делами Мэра и Правительства Москвы»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Поставка компрессора (воздуходувка) с электродвигателем на очистные сооружения санатория ""Литвиново"" ГУП ""Медицинский центр""";процедура 0573200016317000105;https://zakupki.mos.ru/tender/1419499;покупает;1;0
6027132728;"ГКУ ПО ""УПРАВЛЕНИЕ ОД В ЧС""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки 0357200025625000094;ЭТП ГПБ, процедура 0357200025625000094;https://etpgpb.ru;покупает;1;0
5050037781;ФРЯНОВСКОЕ МП ЖКХ ГОЩ;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка запасных частей для ремонта воздуходувки;процедура 4342525;https://zakupki.mos.ru/need/4342525;покупает;1;0
5302001320;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОМ ОТДЫХА ""ВАЛДАЙ"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка установки компрессорной (воздуходувки);процедура 0350100004820000003;https://www.roseltorg.ru/procedure/0350100004820000003/1;покупает;1;0
7736259816;"ООО ""УК ""ЭВОЛЮЦИЯ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка МТР (Набор диэлектрического инструмента, Машина шлифовальная угловая аккумуляторная, Воздуходувка);Сбербанк-АСТ, лот 42444832;;покупает;1;0
7704009700;"ФГУП ""РАДОН""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Выполнения работ по демонтажу компрессора и установке воздуходувки системы вакуумирования в зд. №113;Фабрикант, процедура 2589716 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=237330;покупает;1;0
7405000428;"ФГУП ""ПСЗ""; ФГУП ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка ГР-А5-5;Фабрикант, процедура 3020787 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=581497;покупает;1;0
5040088177;"МУК ДК ""РОДНИКИ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Поставка воздуходувки и аккумулятора для нужд МУК ДК ""Родники""";процедура 5674987;https://zakupki.mos.ru/need/5674987;покупает;1;0
7116129038;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОМОСКОВСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Осуществить закупку на «Воздуходувка 820-7500W»;план 2230714898 позиция 17, сумма 219 185,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b1c048f8-4a8c-4aa6-9944-7427ad237df0_deb044a2-d471-4271-aa76-123d0dcef4d3&infoGuid=b1c048f8-4a8c-4aa6-9944-7427ad237df0;планировал;1;0
7722692000;"АО ""ОРКК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка электрооборудования – отопители и нагнетатели воздуха;Фабрикант, процедура 031705750562 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/market/view.html?action=view_public_offer&type=4560&id=1448997;покупает;1;0
6439098794;"ООО ""ИНФОТЕХ БАЛАКОВО""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;поставка воздуходувок и насадок к воздуходувкам;Сбербанк-АСТ, лот 69894728;;покупает;1;0
7709840210;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПОДДЕРЖКИ БИЗНЕСА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка ротора воздуходувки;процедура COM27022600070;https://www.roseltorg.ru/procedure/COM27022600070/1;покупает;1;0
7113502396;"ООО ""КАРГИЛЛ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;RВS 46;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ рег. № НПО-2023/0131-27-8 НА ТЕХНИЧЕСКОЕ УСТРОЙСТВО, Вакуумная установка (воздуходувка ROBOX RВS 46) техн. № 1114BL144, принадлежащая ООО «Каргилл» ПРИМЕНЯЕМОЕ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ: Рег. № ОПО: А11;заключение ЭПБ № 71-ТУ-52012-2025;https://monitor-pb.ru/conclusion/71-%D0%A2%D0%A3-52012-2025;есть;1;0
7718918689;"ООО ""КФ""Черемушки""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ЭФ106;технического устройства, применяемого на опасном производственном объекте: Воздуходувка (газодувка) серии ЭФ106, (Зав.№189);заключение ЭПБ № 01-ТУ-02920-2024;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-02920-2024;есть;1;0
5019002730;"ОАО ""БАЙСАД-КАШИРА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;3D38B;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 1260-2026/ЭПБ на техническое устройство, эксплуатируемое на опасном производственном объекте: Воздуходувка типа 3D38B зав. № 3521090 поз. № LP-PCA;заключение ЭПБ № 77-ТУ-828483-2026;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-828483-2026;есть;1;0
7734257891;"ООО ""ИНФРАСТРУКТУРА ТК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ТВ-2А | ВВД-1А;Замена релейных схем управления воздуходувками ТВ-2, ТВ-2А, ВВД-1, ВВД-1А и вывод сигналов в РСУ. Установка каталитического крекинга КК-1 «ООО «ЛУКОЙЛ-Пермнефтеоргсинтез»;заключение ЭПБ № 48-ТП-30132-2015;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-30132-2015;есть;1;0
7706415345;"ООО ""КДВ ВОСКРЕСЕНСК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;86M1;Воздуходувка Gardner Denver G-BH12BH1610-7HH37 техн. №86M1;заключение ЭПБ № 43-ТУ-541766-2025;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-541766-2025;есть;1;0
7720800660;Государственное бюджетное учреждение города Москвы «Жилищник района Косино-Ухтомский»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Заключение контракта путем проведения запроса котировок на закупка малой механизации (випроплиты, косилки роторные, воздуходувка, мотоблоки) для нужд ОЗХ и ОДХ района Косино-Ухтомский;процедура 0373200626815000016;https://zakupki.mos.ru/tender/1194516;покупает;1;0
5004028415;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА ЯРОПОЛЕЦКОГО ПОСЕЛЕНИЯ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 5417540;https://zakupki.mos.ru/need/5417540;покупает;1;0
2900000328;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ДЕЛАМИ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки и опрыскивателя;процедура 0324200000425000076;https://www.roseltorg.ru/procedure/0324200000425000076/1;покупает;1;0
7727178374;Государственное бюджетное учреждение города Москвы «Жилищник района Черемушки»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;BR776;ВОЗДУХОДУВКА ZIMANI BR776;процедура SP10187436;https://www.roseltorg.ru/procedure/SP10187436/13;покупает;1;0
4312138386;"ОАО ""ЗМУ КЧХК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ГТТ-3М | М-101/4Б,;нагнетатель воздуха 360-23-4 агрегата ГТТ-3М №4 техн. поз. М-101/4Б, зав. № 162;заключение ЭПБ № 47-ТУ-05683-2014;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-05683-2014;есть;1;0
