"url";"отрасль (раздел)";"сфера";"производитель";"оборудование";"заказчик";"город";"дата";"название (h1)"
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-semenov/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 20В-10";"ИП Семенов";"";"май 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 20В-10 для ИП Семенов"
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-spanlab/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 30-7,5";"ООО ""Спанлаб""";"Иваново";"февраль 2021 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 30-7,5"
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-biomelanika/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 30-7,5-900D (Compact)";"ООО ""Биомеханика""";"";"июнь 2024 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 30-7,5-900D (Compact) для ООО ""Биомеханика"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-radimax/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 50-7,5 -4";"ООО ""Радимакс""";"Щёкино";"апрель 2021 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 50-7,5 -4 для ООО ""Радимакс"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-nzpt/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 50-7,5";"ООО «Новосибирский Завод Полимерной Тары»";"Новосибирск";"август 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 50-7,5 для ООО ""Новосибирский завод полимерной тары"""
"https://prokompressor.ru/projects/proizvodstvo/feat-agro-dalgakiran/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 50-7,5";"ООО Завод ""Фит Агро""";"Барнаул";"март 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 50-7,5 для ООО Завод ""Фит Агро"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-sir/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY10-10-500D (Compact) (с осушителем)";"ООО ""Сомерсет Интернэшнл Раша""";"Москва";"июль 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY10-10-500D (Compact) (с осушителем) для ООО ""Сомерсет Интернэшнл Раша"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-avia-service/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY15-10-500D (Compact) (с осушителем)";"ООО ""Авиа-Сервис""";"";"июнь 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY15-10-500D (Compact) (с осушителем) для ООО ""Авиа-Сервис"""
"https://prokompressor.ru/projects/proizvodstvo/vent-modern-dalgakiran/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY15-14,5-500D";"ООО ""ВентМодерн""";"Химки";"апрель 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY15-14,5-500D для ООО ""ВентМодерн"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-pyastolova/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY20-14,5-500D (Compact) (с осушителем)";"ИП Пястолова";"Казань";"август 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY20-10-500D (Compact) (с осушителем) для ИП Пястолова"
"https://prokompressor.ru/projects/proizvodstvo/kamotsi-dalgakiran/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY40-10";"ООО ""Камоцци Пневматика""";"Зеленоград";"апрель 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY40-10 для ООО ""Камоцци Пневматика"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-kss/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY40-13";"ООО ""КСС""";"";"июнь 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY40-13 для ООО ""КСС"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-alttrans/";"proizvodstvo";"Производство";"Dalgakiran";"винтовые компрессоры ""Dalgakiran"" INVERSYS PLUS 22-7,5";"ОАО ""Алттранс""";"Барнаул";"апрель 2023 г.";"Винтовые компрессоры ""Dalgakiran"" INVERSYS PLUS 22-7,5 для ОАО ""Алттранс"""
"https://prokompressor.ru/projects/proizvodstvo/aquamarin-dalgakiran/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 15-10 500L";"ООО ""ЮЗ Аквамарин""";"Кострома";"сентябрь 2021 г.";"Винтовые компрессоры ""Dalgakiran"" TIDY 15-10 500L для ООО ""ЮЗ Аквамарин"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-inplast-2/";"proizvodstvo";"Производство";"Dalgakiran";"винтовые компрессоры ""Dalgakiran"" TIDY 15-14,5 500L Compact (с осушителем)";"ООО ""Инпласт""";"Волгодонск";"октябрь 2021 г.";"Винтовые компрессоры ""Dalgakiran"" TIDY 15-14,5 500L Compact (с осушителем) для ООО ""Инпласт"""
"https://prokompressor.ru/projects/proizvodstvo/mer-dalgakiran/";"proizvodstvo";"Производство";"Dalgakiran";"винтовые компрессоры ""Dalgakiran"" TIDY50-7,5";"ООО ""Мэр дизайн""";"Москва";"март 2023 г.";"Винтовые компрессоры ""Dalgakiran"" TIDY50-7,5 для ООО ""Мэр дизайн"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-lenpromarmatura/";"proizvodstvo";"Производство";"Dalgakiran";"компрессор высокого давления ""Dalgakiran"" DKK 40";"ООО ""СТК""";"Санкт-Петербург";"июль 2022 г.";"Компрессор высокого давления ""Dalgakiran"" DKK 40 для ООО ""Ленпромарматура"""
"https://prokompressor.ru/projects/proizvodstvo/ul-dalgakiran/";"proizvodstvo";"Производство";"Dalgakiran";"винтовой компрессор ""DALGAKIRAN"" DKK 40";"ООО ""Уссури-Логистик""";"Уссурийск";"январь 2022 г.";"Компрессор высокого давления ""DALGAKIRAN"" DKK 40 для ООО ""Уссури-Логистик"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-aviaavtomatica/";"proizvodstvo";"Производство";"Dalgakiran";"компрессор высокого давления ""DALGAKIRAN"" W108";"АО ""Авиаавтоматика"" им. В.В. Тарасова""";"Курск";"январь 2021 г.";"Компрессор высокого давления ""DALGAKIRAN"" W108 для АО ""Авиаавтоматика"" им. В.В. Тарасова"""
"https://prokompressor.ru/projects/proizvodstvo/inkom-dalgakiran/";"proizvodstvo";"Производство";"Dalgakiran";"поршневой дожимной компрессор ""DALGAKIRAN"" DBK 10/10 (O)";"ООО ""Инком""";"Омск";"март 2021 г.";"Поршневой дожимной компрессор ""DALGAKIRAN"" DBK 10/10 (O) для компании ""Инком"""
"https://prokompressor.ru/projects/proizvodstvo/dalgakiran-sinergo/";"proizvodstvo";"Производство";"Dalgakiran";"поршневой компрессор ""DALGAKIRAN"" DKKB 40A";"ООО ""Синтерго Бизнес""";"Москва";"февраль 2021 г.";"Поршневой компрессор ""DALGAKIRAN"" DKKB 40A"
"https://prokompressor.ru/projects/proizvodstvo/etalon-dali/";"proizvodstvo";"Производство";"Dali";"винтовой компрессор ""Dali"" DL-10.5/8-GA";"ООО ""НПО Эталон""";"Добрянка";"декабрь 2020 г.";"Винтовой компрессор ""Dali"" DL-10.5/8-GA"
"https://prokompressor.ru/projects/proizvodstvo/dali-speczashchita/";"proizvodstvo";"Производство";"Dali";"винтовой компрессор ""Dali"" DL-10.5/8-RA";"ООО ""Спецзащита""";"";"январь 2021 г.";"Винтовой компрессор ""Dali"" DL-10.5/8-RA"
"https://prokompressor.ru/projects/proizvodstvo/dali-delfin-grupp/";"proizvodstvo";"Производство";"Dali";"винтовой компрессор ""Dali"" DL-45/8GA-F";"ООО ""Дельфин Групп""";"";"июль 2024 г.";"Винтовой компрессор ""Dali"" DL-45/8GA-F для ООО ""Дельфин Групп"""
"https://prokompressor.ru/projects/proizvodstvo/solo-monolit-dali/";"proizvodstvo";"Производство";"Dali";"дизельный винтовой компрессор ""Dali"" DLCY-6/8B-X";"ООО СК ""Соло-Монолит""";"Москва";"октябрь 2022 г.";"Дизельный винтовой компрессор ""Dali"" DLCY-6/8B-X (К) для ООО СК ""Соло-Монолит"""
"https://prokompressor.ru/projects/proizvodstvo/et-upakov/";"proizvodstvo";"Производство";"ET-Compressors";"винтовой компрессор ""ET"" SL 55 VS PM";"ООО ""Упаков""";"";"октябрь 2024 г.";"Винтовой компрессор ""ET"" SL 55 VS PM для ООО ""Упаков"""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-blister/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 100 C/8";"ООО ""ПФ Блистер""";"";"август 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 100 C/8"
"https://prokompressor.ru/projects/proizvodstvo/ekomak-pnz/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 100 CRD/10";"ООО ""ПМЗ""";"Пенза";"ноябрь 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 100 CRD/10 для ООО «ПМЗ»"
"https://prokompressor.ru/projects/proizvodstvo/ekomak-vortex/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 100 CRD/8";"ООО ""Вортэкс""";"Ижевск";"сентябрь 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 100 CRD/8 для компании ""Вортэкс"""""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-perk/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 150 CR/8";"ООО ""Пэрк""";"Пермь";"сентябрь 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 150 CR/8"
"https://prokompressor.ru/projects/proizvodstvo/ekomak__partner/";"proizvodstvo";"Производство";"Ekomak";"Винтовой компрессор ""Ekomak"" DMD 150 CRD/10";"ООО ""Партнер""";"Москва";"июнь 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 150 CRD/10 для ООО ""Партнер"""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-staliya/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 150 CRD/10";"ООО ""Сталия""";"Санкт-Петербург";"сентябрь 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 150 CRD/10 для ООО ""Сталия"""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-init/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 150 CRD/8";"ООО ""Инит-Плюс""";"Челябинск";"март 2022 г.";"Винтовой компрессор ""Ekomak"" DMD 150 CRD/8 для ООО ""Инит-Плюс"""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-rk/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 150 CRD/8";"ООО ""РК""";"Новомосковск";"август 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 150 CRD/8 для ООО ""РК"""
"https://prokompressor.ru/projects/proizvodstvo/tsso-ekomak/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 300 CR/8";"ООО ""ЦСО""";"";"ноябрь 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 150 CRD/8 для ООО ""ЦСО"""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-sanplast/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 200 CRD/8";"ООО ""Санпласт""";"Костерево";"декабрь 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 200 CRD/8 для ООО ""Санпласт"""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-tehbeton/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 200 CRD/8";"ООО ""Техмаш""";"Екатеринбург";"июнь 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 200 CRD/8 для ООО ""Техмаш"""
"https://prokompressor.ru/projects/proizvodstvo/ekomak-spetsobuvtorg/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 250 CRD/10";"TОО ""Спецобувьторг""";"";"декабрь 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 250 CRD/10"
"https://prokompressor.ru/projects/proizvodstvo/ekomak-300-radimax/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 300 CR/8";"ООО ""ТД Радимакс""";"Щёкино";"март 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 300 CR/8"
"https://prokompressor.ru/projects/proizvodstvo/ekomak-vilona/";"proizvodstvo";"Производство";"Ekomak";"винтовой компрессор ""Ekomak"" ЕКО 37 СD/10";"ООО ""ТК Вилона""";"";"май 2021 г.";"Винтовой компрессор ""Ekomak"" ЕКО 37 СD/10"
"https://prokompressor.ru/projects/proizvodstvo/tvch-ekomak/";"proizvodstvo";"Производство";"Ekomak";"винтовые компрессоры ""Ekomak"" DMD 150 CRD/10";"ООО ""ИНВЕСТПРОМСЕРВИС""";"";"март 2021 г.";"Винтовые компрессоры ""Ekomak"" DMD 150 CRD/10 для ООО ""ИНВЕСТПРОМСЕРВИС"""
"https://prokompressor.ru/projects/proizvodstvo/vintovye-kompressory-enger-hbd-160dfe2-dlya-ooo-bochkarevskiy-pivovarennyy-zavod/";"proizvodstvo";"Производство";"Enger";"";"ООО ""Бочкаревский пивоваренный завод""";"";"сентябрь 2022 г.";"Винтовые компрессоры ""Enger"" HBD-160DFE2 для ООО ""Бочкаревский пивоваренный завод"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-ofs-37-w-10-pm-vsd-dlya-oa-niti-avangard/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор ""Enger"" OFS-37 W 10 PM VSD";"ОА НИТИ ""Авангард""";"Санкт-Петербург";"январь 2023 г.";"Винтовой компрессор ""Enger"" OFS-37 W 10 PM VSD для ОА НИТИ ""Авангард"""
"https://prokompressor.ru/projects/proizvodstvo/modulnaya-kompressornaya-stantsiya-enger-dlya-pao-rusal-bratsk/";"proizvodstvo";"Производство";"Enger";"";"ПАО ""Русал Братск""";"Братск";"ноябрь 2023";"Модульная компрессорная станция ""Enger"" для ПАО ""Русал Братск"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hbd-220dfe2-8-dlya-ao-novosibirskiy-kbk/";"proizvodstvo";"Производство";"Enger";"";"АО ""Новосибирский КБК""";"Новосибирск";"декабрь 2023";"Винтовой компрессор ""Enger"" HBD-220DFE2 8 для АО ""Новосибирский КБК"""
"https://prokompressor.ru/projects/proizvodstvo/vintovye-kompressory-enger-hc-55dt-10-i-hc-55dfe-10-dlya-ooo-trol-avto-/";"proizvodstvo";"Производство";"Enger";"Винтовые компрессоры ""Enger"" HC-55DT 10 и HC-55DFE 10";"ООО ""Троль-Авто""";"Электроугли";"июль 2024 г.";"Винтовые компрессоры ""Enger"" HC-55DT 10 и HC-55DFE 10 для ООО ""Троль-Авто"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hb-160dfe-8-dlya-ooo-uk-pt-komponent-/";"proizvodstvo";"Производство";"Enger";"";"ООО ""УК ПТ ""КОМПОНЕНТ""";"Барнаул";"апрель 2025 г.";"Винтовой компрессор ""Enger"" HB-160DFE 8 для ООО ""УК ПТ ""КОМПОНЕНТ"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hb-55dfe-10-dlya-ao-iskitimizvest/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор Enger HB-55DFE 10";"АО ""Искитимизвесть""";"Искитим";"июль 2025 г.";"Винтовой компрессор Enger HB-55DFE 10 для АО ""Искитимизвесть"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hb-55dfe-10-dlya-ooo-gerkules-sibir/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор Enger HB-55DFE 10";"ООО ""Геркулес-Сибирь""";"Новосибирск";"июль 2025 г.";"Винтовой компрессор Enger HB-55DFE 10 для ООО ""Геркулес-Сибирь"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hb-22dfre-400-5-16-dlya-ooo-praym-tekh/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор Enger HB-22DFRE-400-5 16";"ООО ""Прайм Тех""";"Москва";"ноябрь 2024";"Винтовой компрессор Enger HB-22DFRE-400-5 16 для ООО ""Прайм Тех"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hc-15bf-8-dlya-ooo-st-plastik/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор Enger HC-15BF 8";"ООО ""СТ-Пластик""";"Тольятти";"январь 2025";"Винтовой компрессор Enger HC-15BF 8 для ООО ""СТ-Пластик"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-bs-37bf-8-dlya-ooo-mirtek/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор Enger HC-15BF 8";"ООО ""МИРТЕК""";"Таганрог";"февраль 2025";"Винтовой компрессор Enger BS-37BF 8 для ООО ""МИРТЕК"""
"https://prokompressor.ru/projects/proizvodstvo/dvukhstupenchatyy-vintovoy-kompressor-enger-hbd-250dfe2-10-dlya-ooo-ekolayn-vtorplast/";"proizvodstvo";"Производство";"Enger";"";"ООО ""ЭкоЛайн-ВторПласт""";"Егорьевск";"сентябрь 2024";"Двухступенчатый винтовой компрессор Enger HBD-250DFE2 10 для ООО ""ЭкоЛайн-ВторПласт"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hc-30bt-8-dlya-ooo-erlayt/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор Enger HC-30BT 8";"ООО ""Эрлайт""";"Донецк";"февраль 2025";"Винтовой компрессор Enger HC-30BT 8 для ООО ""Эрлайт"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-kompressor-enger-hc-7-5bf-10-dlya-ooo-alfit-plyus/";"proizvodstvo";"Производство";"Enger";"Винтовой компрессор Enger HC-7,5BF 10";"ООО ""Алфит Плюс""";"Барнаул";"август 2025 г.";"Винтовой компрессор Enger HC-7,5BF 10 для ООО ""Алфит Плюс"""
"https://prokompressor.ru/projects/proizvodstvo/vintovoy-dvukhstupenchatyy-kompressor-enger-hbdc-110dfe2-8-dlya-ooo-limatonupakovka/";"proizvodstvo";"Производство";"Enger";"Двухступенчатый винтовой компрессор Enger HBDC-110DFE2 8";"ОООО ""ЛиматонУпаковка""";"Фурманов";"сентябрь 2025 г.";"Винтовой двухступенчатый компрессор Enger HBDC-110DFE2 8 для ООО ""ЛиматонУпаковка"""
"https://prokompressor.ru/projects/proizvodstvo/fini-tz/";"proizvodstvo";"Производство";"Fini";"винтовой компрессор ""FINI"" PLUS 11-10-500 ES";"ООО ""ТЗ""";"";"январь 2022 г.";"Винтовой компрессор ""FINI"" PLUS 11-10-500 ES для ООО ""ТЗ"""
"https://prokompressor.ru/projects/proizvodstvo/kaz-fini/";"proizvodstvo";"Производство";"Fini";"винтовой компрессор ""FINI"" PLUS 11-10-500ES";"";"Болонья";"февраль 2021 г.";"Винтовой компрессор ""FINI"" PLUS 11-10-500ES отправили в Казахстан"
"https://prokompressor.ru/projects/proizvodstvo/fini-bvp/";"proizvodstvo";"Производство";"Fini";"винтовой компрессор ""FINI"" PLUS 45-08";"АО ""БВП""";"Москва";"октябрь 2024 г.";"Винтовой компрессор ""FINI"" PLUS 45-08 для АО ""БВП"""
"https://prokompressor.ru/projects/proizvodstvo/fini-camelot-a/";"proizvodstvo";"Производство";"Fini";"винтовой компрессор ""FINI"" PLUS 8-08-500 ES";"ООО ""Камелот-А""";"Томск";"апрель 2023 г.";"Винтовой компрессор ""FINI"" PLUS 8-08-500 ES для ООО ""Камелот-А"""
"https://prokompressor.ru/projects/proizvodstvo/hansmann-sibcontact/";"proizvodstvo";"Производство";"Hansmann";"винтовой компрессор ""Hansmann"" RS15A";"ООО ""Сибконтакт""";"";"январь 2025 г.";"Винтовой компрессор ""Hansmann"" RS15A для ООО ""Сибконтакт"""
"https://prokompressor.ru/projects/proizvodstvo/zaraisk-hansman/";"proizvodstvo";"Производство";"Hansmann";"винтовой компрессор ""Hansmann"" RS55A";"ООО ""ПК Зарайск""";"Зарайск";"март 2025 г.";"Винтовой компрессор ""Hansmann"" RS55A для ООО ""ПК Зарайск"""
"https://prokompressor.ru/projects/proizvodstvo/hansmann-energo-proekt/";"proizvodstvo";"Производство";"Hansmann";"винтовой компрессор ""Hansmann"" RS7.5A";"ООО ""Энерго Проект""";"";"декабрь 2024 г.";"Винтовой компрессор ""Hansmann"" RS7.5A для ООО ""Энерго Проект"""
"https://prokompressor.ru/projects/proizvodstvo/hansmann-slz/";"proizvodstvo";"Производство";"Hansmann";"винтовой компрессор ""Hansmann"" RSA 5.5";"ООО ""СИБИРСКИЙ ЛАКОКРАСОЧНЫЙ ЗАВОД""";"Новосибирск";"май 2025 г.";"Винтовой компрессор ""Hansmann"" RSA 5.5 для ООО ""СИБИРСКИЙ ЛАКОКРАСОЧНЫЙ ЗАВОД"""
"https://prokompressor.ru/projects/proizvodstvo/ahat-hansmann/";"proizvodstvo";"Производство";"Hansmann";"винтовой компрессор ""Hansmann"" RSA 55 10";"ООО ""Агат-Авто Юг""";"Москва";"февраль 2025 г.";"Винтовой компрессор ""Hansmann"" RSA 55 10 для ООО ""Агат-Авто Юг"""
"https://prokompressor.ru/projects/proizvodstvo/hansman-alteh/";"proizvodstvo";"Производство";"Hansmann";"винтовой компрессор ""Hansmann"" RS11A-10";"ООО ""ПК Алтех""";"Барнаул";"июнь 2022 г.";"Винтовые компрессоры ""Hansmann"" RS11A-10 для ООО ""ПК Алтех"""
"https://prokompressor.ru/projects/proizvodstvo/vintovye-kompressory-hansmann-rsa-5-5-10-dlya-ooo-vest-proizvodstvo/";"proizvodstvo";"Производство";"Hansmann";"Винтовые компрессоры Hansmann RSA 5.5 10";"ООО ""ВЕСТ-Производство""";"Нижний Новгород";"май 2025 г.";"Винтовые компрессоры Hansmann RSA 5.5 10 для ООО ""ВЕСТ-Производство"""
"https://prokompressor.ru/projects/proizvodstvo/ironmac-turkov/";"proizvodstvo";"Производство";"Ironmac";"винтовой компрессор ""IRONMAC"" IC 10/10 AM D 500L";"ООО ""Турков""";"Москва";"март 2021 г.";"Винтовой компрессор ""IRONMAC"" IC 10/10 AM D 500L"
"https://prokompressor.ru/projects/proizvodstvo/ironmac-adult-sport/";"proizvodstvo";"Производство";"Ironmac";"винтовой компрессор ""Ironmac"" IC 30/10 C VSD";"ООО ""Эдалт Групп""";"";"декабрь 2024 г.";"Винтовой компрессор ""Ironmac"" IC 30/10 C VSD для ООО ""Эдалт Групп"""
"https://prokompressor.ru/projects/proizvodstvo/ironmac-mashmetex/";"proizvodstvo";"Производство";"Ironmac";"винтовой компрессор ""Ironmac"" IC 50/8 DIGI";"ООО ""МАШМЕТЭКС""";"Пермь";"июль 2024 г.";"Винтовой компрессор ""Ironmac"" IC 50/8 DIGI для ООО ""МАШМЕТЭКС"""
"https://prokompressor.ru/projects/proizvodstvo/metallist-ironmac/";"proizvodstvo";"Производство";"Ironmac";"винтовой компрессор ""Ironmac"" IC 60/8 B";"ООО ""Металлист""";"Тула";"сентябрь 2024 г.";"Винтовой компрессор ""Ironmac"" IC 60/8 B для ООО ""Металлист"""
"https://prokompressor.ru/projects/proizvodstvo/ironmac-vikont/";"proizvodstvo";"Производство";"Ironmac";"винтовой компрессор ""Ironmac"" IC 7,5/10 C VSD DF 500L";"ООО ""ВиКонт""";"Москва";"февраль 2025 г.";"Винтовой компрессор ""Ironmac"" IC 7,5/10 C VSD DF 500L для ООО ""ВиКонт"""
"https://prokompressor.ru/projects/proizvodstvo/teplo-ironmac/";"proizvodstvo";"Производство";"Ironmac";"винтовой компрессор ""Ironmac"" IC10 AM/8 и вертикальные ресиверы ""Remeza"" РВ 500.11.00";"ООО ""ПМК Тепло""";"";"март 2021 г.";"Винтовой компрессор ""Ironmac"" IC10 AM/8 и вертикальные ресиверы ""Remeza"" РВ 500.11.00"
"https://prokompressor.ru/projects/proizvodstvo/montaj-ironmac/";"proizvodstvo";"Производство";"Ironmac";"винтовой компрессор ""Ironmac"" IC30 AM/8";"ООО ""100 Тонн Монтаж""";"";"март 2021 г.";"Винтовой компрессор ""Ironmac"" IC30 AM/8"
"https://prokompressor.ru/projects/proizvodstvo/remeza-kurkin/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Remeza"" ВK 50-10";"ИП Куркин А.Г.";"Бугульма";"ноябрь 2020 г.";"Винтовой компрессор ""Remeza"" ВK 50-10"
"https://prokompressor.ru/projects/proizvodstvo/remeza-vipintegraziya/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Remeza"" ВК 7Т-8-270 Д (с осушителем)";"ООО ""Вип Интеграция""";"";"июнь 2021 г.";"Винтовой компрессор ""Remeza"" ВК 7Т-8-270 Д (с осушителем)"
"https://prokompressor.ru/projects/proizvodstvo/remeza-amurvent/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Remeza"" ВК 15Т-15-500 Д (с осушителем)";"ООО ""АмурВент""";"Благовещенск";"март 2021 г.";"Винтовой компрессор ""Remeza"" ВК 15Т-15-500 Д (с осушителем)"
"https://prokompressor.ru/projects/proizvodstvo/remeza-sentoza/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Remeza"" ВК 20Т-15-500 Д (с осушителем)";"ООО ""ПК Сентоза""";"";"ноябрь 2020 г.";"Винтовой компрессор ""Remeza"" ВК 20Т-15-500 Д (с осушителем)"
"https://prokompressor.ru/projects/proizvodstvo/remeza-interm/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Remeza"" ВК15Е-10-500Д (с осушителем)";"ООО ""Интерм""";"";"апрель 2022 г.";"Винтовой компрессор ""Remeza"" ВК15Е-10-500Д (с осушителем) для ООО ""Интерм"""
"https://prokompressor.ru/projects/proizvodstvo/remeza-vent/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 10Е-10";"ООО ""Алтай Вент Строй""";"Барнаул";"август 2020 г.";"Винтовой компрессор ""Ремеза"" ВК 10Е-10 для ООО ""Алтай Вент Строй"""
"https://prokompressor.ru/projects/proizvodstvo/remeza-n-tehnologiya/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 15Е-15-500 Д (с осушителем)";"ООО ""Новая Технология""";"Санкт-Петербург";"июль 2021 г.";"Винтовой компрессор ""Ремеза"" ВК 15Е-15-500 Д (с осушителем)"
"https://prokompressor.ru/projects/proizvodstvo/remeza-barsi/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 15Т-15-500 Д (с осушителем)";"ООО ""Барси""";"";"июль 2021 г.";"Винтовой компрессор ""Ремеза"" ВК 15Т-15-500 Д (с осушителем)"
"https://prokompressor.ru/projects/proizvodstvo/remeza-altair/";"proizvodstvo";"Производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 20Т-15-500 Д (с осушителем)";"ООО ""НПО Альтаир""";"Псков";"август 2021 г.";"Винтовой компрессор ""Ремеза"" ВК 20Т-15-500 Д (с осушителем)"
