model;srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
Арктикгаз;any;Арктикгаз;59-ТУ-17779-2019;08.05.2019;8904002359;"АО ""АРКТИКГАЗ""";техническое устройство, применяемое на опасном производственном объекте – Емкость расхода метанола, заводской №32, регистрационный №4119, технологический №8Е-1,Организация -АО «АРКТИКГАЗ» Местонахождение – ЦДГГКиН Самбургского НГКМ, куст №8;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-17779-2019;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-384988-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Арматура фонтанная АF6-80/65х5000 К2 заводской № 591, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-384988-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;19-ДБ-24990-2024;07.11.2024;8904002359;"АО ""АРКТИКГАЗ""";Заключение № 555/27-ЭДБ/24 экспертизы промышленной безопасности декларации промышленной безопасности опасного производственного объекта «Система межпромысловых трубопроводов Яро-Яхинского лицензионного участка» АО «АРКТИКГАЗ»;ДБ;7813488933;"ООО ""ГК ""ТЭК""";;https://monitor-pb.ru/conclusion/19-%D0%94%D0%91-24990-2024;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ЗС-08061-2025;29.08.2025;8904002359;"АО ""АРКТИКГАЗ""";сооружение: Блок узел коммерческого газа Б65.000.000, регистрационный №1.10.166У, АО «АРКТИКГАЗ», Участок комплексной подготовки газа Уренгойского НГКМ, рег. № А59-50131-0030, класс опасности II;ЗС;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%97%D0%A1-08061-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ЗС-08097-2025;29.08.2025;8904002359;"АО ""АРКТИКГАЗ""";сооружение: Блок узел коммерческого газа А82.407369.000, регистрационный №1.10.168У, АО «АРКТИКГАЗ», Участок комплексной подготовки газа Уренгойского НГКМ, рег. № А59-50131-0030, класс опасности II;ЗС;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%97%D0%A1-08097-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-62341-2025;15.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан дыхательный механический КДМ-50М У1 заводской № 231, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-62341-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-62383-2025;15.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан дыхательный механический КДМ-50М У1 заводской № 237, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-62383-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-62467-2025;15.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан дыхательный механический КДМ-50М У1 заводской № 230, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-62467-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-62513-2025;15.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан дыхательный механический КДМ-50М У1 заводской № 207, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-62513-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-62770-2025;15.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан дыхательный механический КДМ-200/100 УХЛ заводской № 613, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-62770-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-69359-2025;15.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан дыхательный механический КДМ-200/100 УХЛ заводской № 614, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-69359-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;57-ЗС-18390-2022;05.05.2022;8904002359;"АО ""АРКТИКГАЗ""";№ 21-ЭПБ/2022 Сооружения на опасном производственном объекте: «Сооружение - скважина № 154 Самбургского НГКМ, Самбургский ЛУ (подземная часть), АО «АРКТИКГАЗ»;ЗС;7202215435;ООО Многопрофильное инновационное предприятие топливно-энергетического комплекса;соответствует;https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-18390-2022;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;59-ТУ-17780-2019;08.05.2019;8904002359;"АО ""АРКТИКГАЗ""";техническое устройство, применяемое на опасном производственном объекте – Емкость расхода метанола, заводской №30, регистрационный №4123, технологический №177Е-1,Организация -АО «АРКТИКГАЗ» Местонахождение – ЦДГГКиН Самбургского НГКМ, куст №Р-177;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-17780-2019;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-384962-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Арматура фонтанная АФ6-80/65х35 ХЛ-К2 заводской № 21, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-384962-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385018-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Арматура фонтанная АФ6-80/65х35 К2 ХЛ заводской № 7, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385018-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385125-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Арматура фонтанная АФ6-80/65х35 ХЛ-К2 заводской № 6, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385125-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385233-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Арматура фонтанная АФ6-80/65х35 ХЛ-К2 заводской № 22, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385233-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385238-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Арматура фонтанная АФ6-80/65х35 К2 ХЛ заводской № 36, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385238-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385391-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Арматура фонтанная АФ6-80/65х35 К1 ХЛ заводской № 14004, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385391-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385407-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Оборудование устьевое ОКК2-35-178×245×340 К1 ХЛ заводской № 14002, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385407-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385614-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №153, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385614-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-63734-2025;14.07.2025;8904002359;"АО ""АРКТИКГАЗ""";Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №127, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-63734-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-63786-2025;14.07.2025;8904002359;"АО ""АРКТИКГАЗ""";Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №126, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-63786-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-88994-2025;22.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Предохранитель огневой коммуникационный ПОК-200 УХЛ 1 заводской №169, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-88994-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-08729-2025;28.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан предохранительный SMU 7000 заводской № 1401048, регистрационный № 1.6.410.У, ОПО - «Система промысловых трубопроводов Уренгойского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0034;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-08729-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-08769-2025;28.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан предохранительный SMU 7000 заводской № 1401071, регистрационный № 1.6.411.У, ОПО - «Система промысловых трубопроводов Уренгойского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0034;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-08769-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;59-ТУ-02410-2015;28.01.2015;8904002359;"АО ""АРКТИКГАЗ""";"дегазатор Д-301/2, зав. №1, установленный на объекте строительства ""Обустройство ачимовских отложений Уренгойского месторождения Самбургского лицензионного участка на период ОПЭ. УКПГ. Установка деэтанизации конденсата. Технологический корпус"", ОАО ""АРКТИКГАЗ""";ТУ;8904046941;"ООО ""УРЕНГОЙКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-02410-2015;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-00457-2025;28.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Агрегат электронасосный типа ХЦМ 3/25ХЛ заводской №1774, технологический №Нц-1200, ОПО - «Участок комплексной подготовки газа Уренгойского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0030;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-00457-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385439-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";"Обвязка колонная 13 3/8""×9 5/8""×7""-5000 заводской № 1494, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023";ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385439-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385468-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";"Обвязка колонная 13 3/8""×9 5/8""×7""-5000 заводской № 1788, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023";ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385468-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385486-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";"Обвязка колонная 13 3/8""×9 5/8""×7""-5000 заводской № 2089, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023";ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385486-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385510-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";"Обвязка колонная 13 3/8""×9 5/8""×7""-5000 заводской № 601, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023";ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385510-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385553-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";"Обвязка колонная 13 3/8""×9 5/8""×7""-5000 заводской № 595, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023";ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385553-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-385580-2025;23.10.2025;8904002359;"АО ""АРКТИКГАЗ""";"Обвязка колонная 13 3/8""×9 5/8""×7""-5000 заводской № 1789, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023";ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-385580-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-418204-2025;31.10.2025;8904002359;"АО ""АРКТИКГАЗ""";"Обвязка колонная 13 3/8""×9 5/8""×7""-5000 заводской № 2617, ОПО - «Фонд скважин Яро-Яхинского лицензионного участка», АО «АРКТИКГАЗ», класс опасности: III, регистрационный № А59-50131-0023";ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-418204-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;63-ТУ-443824-2025;11.11.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Колонна-деэтанизатор поз. 2/30К-1 заводской № 1210199, регистрационный № 2127, ОПО - «Участок комплексной подготовки газа Самбургского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0015;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-443824-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-08498-2025;28.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан предохранительный SU-7000 LIQ заводской № 1300394, регистрационный № 1.6.442.У, ОПО - «Система промысловых трубопроводов Уренгойского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0034;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-08498-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-08920-2025;28.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан предохранительный SU-7000 LIQ заводской № 1401076, регистрационный № 1.6.412.У, ОПО - «Система промысловых трубопроводов Уренгойского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0034;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-08920-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-08951-2025;28.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Клапан предохранительный SU-7000 LIQ заводской № 1401077, регистрационный № 1.6.413.У, ОПО - «Система промысловых трубопроводов Уренгойского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0034;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-08951-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28176-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №131, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28176-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28193-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №124, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28193-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28213-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №146, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28213-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28251-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №130, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28251-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28279-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №148, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28279-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28348-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №147, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28348-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28371-2025;04.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-100 УХЛ 1 заводской №152, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28371-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28387-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-100 УХЛ 1 заводской №150, ОПО -«Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный №А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28387-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-28415-2025;01.08.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Предохранитель огневой коммуникационный ПОК-50 УХЛ 1 заводской №50, ОПО - «Участок комплексной подготовки газа Яро-Яхинского НГКМ», Акционерное общество «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0029;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-28415-2025;https://monitor-pb.ru/customer/8904002359
Арктикгаз;any;Арктикгаз;34-ТУ-348043-2025;14.10.2025;8904002359;"АО ""АРКТИКГАЗ""";Техническое устройство: Охладитель выпара Д-0100 заводской № 0531014, регистрационный № 6.1.020.У, ОПО - «Участок комплексной подготовки газа Уренгойского НГКМ», АО «АРКТИКГАЗ», класс опасности: II, регистрационный № А59-50131-0030;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-348043-2025;https://monitor-pb.ru/customer/8904002359
