inn;name;name_obzvon;division;segment;okved;okved_all;region;address;egrul_status;director;revenue_rub;revenue_h;priority_max;priority_total;equipment;site;activity;is_competitor;verified;best_email;contacts;contacts_n;phones;signals_n;hotness_max;news_event;news_what;news_url;stages;in_obzvon;in_sender;sent_n;sent_last;sajt_iz_obzvona;telefony_iz_obzvona;pochty_iz_obzvona;region_iz_obzvona;direktor_iz_obzvona;domen;otkuda_dobavleno;telefony_s_sajta;pochty_s_sajta;lyudi_s_sajta;sajt_proveren;sajt_obhoda;chuzhoy_sajt_kontakty;domen_dobrannyy;otkuda_domen;telefon_iz_whatsapp
5027130197;;"АО ""ЛЮБЕРЕЦКИЙ ВОДОКАНАЛ""";;;;37.00|36.00.1|11.07.1|11.07.2|28.29.1|33.12|33.13|33.14|33.20|36.00|41.20|42.21|42.22.1|42.22.2|42.91|42.91.2|42.91.4|42.99|43.12.3|43.21|43.22|43.29|43.99|43.99.2|43.99.3|43.99.4|43.99.5|43.99.6|62.01|62.02|71.20;;"140000, Московская область, г. Люберцы, пр-кт Октябрьский, д. 213""а""";Действующая компания;;3200000000.0;3,2 млрд руб.;4;47;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://lubvodokanal.ru;+7 495 554-21-81 | +7 495 554-71-11 | +7 495 554-03-46 | +7 495 554-04-41 | +74955012446 | +74955549244 | +74955549253 | +74962451599 | +74994440100 | +79036118535;studenikina_mu@lubervodokanal.ru | suhareva_oi@lubervodokanal.ru | studenikina_mu@lubvodokanal.ru | vavilova_li@lubvodokanal.ru | kisa-140000@yandex.ru;Московская область;;lubvodokanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (495) 554-9253 | +7 (495) 554-9244 | +7 (498) 732-80-91 | +7 (495) 501-62-70 | +7 903 280-32-74 | +7 (495) 554-0346 | +7 (495) 501-24-46 | +7 (495) 554-7111;korovina_vv@lubvodokanal.ru | shaimyardyanova_rr@lubvodokanal.ru | dispatcher@lubvodokanal.ru | trachkova_nv@lubvodokanal.ru | info@lubvodokanal.ru | taran_vu@lubvodokanal.ru | shirokova_mv@lubvodokan;"Коровина Виктория Васильевна | снабжение/закупки | korovina_vv@lubvodokanal.ru ;; Шаймярдянова Румия Раисовна | снабжение/закупки | shaimyardyanova_rr@lubvodokanal.ru ;; Трачкова Наталья Владимировна | приёмная | trachkova_nv@lubvodokanal.ru ;; Таран Вера Юрьевна | общий | taran_vu@lubvodokanal.ru ;";inn;lubvodokanal.ru;;;;
2221064060;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРНАУЛЬСКИЙ ВОДОКАНАЛ""";"ООО ""БАРНАУЛЬСКИЙ ВОДОКАНАЛ""";;;;37.00|36.00.2|46.90|35.22|35.3|36.0|36.00.1|38.32.5|42.21|42.22.1|42.22.2|42.99|43.22|45.20|46.74.2|49.41.3|73.11|74.90.6;Барнаул;656037, Алтайский край, г. Барнаул, пр-кт Калинина, д. 116;Действующая компания;;3100000000.0;3,1 млрд руб.;5;34;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;office_brn@rosvodokanal.ru;office_brn@rosvodokanal.ru|общий|;1;[];;;;;;email,site_cand;1;;;;http://altaitarif22.ru;+7 385 229-61-83 | +7 385 223-00-62 | +7 385 250-55-52 | +7 385 223-00-69 | +7 385 250-55-20 | +7 385 228-29-34 | +7 385 234-67-89 | +7 385 250-25-55 | +7 385 228-29-42 | +7 385 235-77-10 | +7 961 990-13-13 | +7 385 228-29-64 | +7 385 228-29-45 | +7 385 222-64-10 | +7 385 220-22-00 | +7 385 250-55-25 | +7 385 228-22-00 | +7 385 250-01-01 | +7 385 256-66-68 | +7 738 525-55-25;office_brn@vodokanal.ru | prim@barnaulvodokanal.ru | priemsbit@rosvodokanak.ru | dokjp@mail.ru | lenin@barnaulvodokanal.ru | skob22@inbox.ru | zakupki@gu22.ru | office_brn@rosvodakanal.ru | yufkina@rosvodokanal.ru | ssc.rko@rosvodokanal.ru | priemsbit@rosvodokanal.ru | office_brn@rosvodokanal.ru | office_brn@rosvodokanak.ru | office-brn@rosvodokanal.ru | lna@rosvodokanal.ru | e.yufkina@rosvodokanal.ru | bar-internat5@mail.ru | 12512@mail.ru | reg@tko22.ru;Алтайский край;;altaitarif22.ru;выгрузка обзвона: сайт;+73852202200 | +73852223278 | +73852500101;office_brn@rosvodokanal.ru;;;altaitarif22.ru;;;;
8602016725;"СУРГУТСКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРВОДОКАНАЛ""";"СГМУП ""ГВК""";;;;37.00|36.00.2|36.00.1|38.21|11.07|86.21|43.22;Сургут;628422, Ханты-Мансийский автономный округ - Югра, г. Сургут, ул. Аэрофлотская, д. 4;Действующая компания;Бондаренко Григорий Анатольевич;3000000000.0;3 млрд руб.;4;21;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода;;;0;;;;;[];;;;;;site_cand;1;;;;http://surgutvodokanal.ru;+7 346 255-04-41 | +7 345 255-04-41 | +7 346 252-04-41 | +7 346 224-43-54 | +7 346 253-32-80 | +7 346 255-04-21 | +7 734 655-04-41 | +7 342 755-04-41 | +7 346 252-32-71 | +7 346 252-32-80 | +7 346 755-04-41 | +7 922 439-60-53 | +7 346 255-07-30 | +7 346 255-07-93;sc30@admsurgut.ru | info@gv86.ru | surgut36@mail.ru | skm@admsurgut.ru | ds7@admsurgut.ru | gvk-101@gvk86.ru | sd@gvk.ru | info@gvk.ru | sd@gvk86.ru | gvk-101-3@gvk86.ru | gvk_2018@mail.ru | info@gvk86.ru | smekhov.v.v@gvk86.ru | inina.o.n@gvk86.ru;Ханты-Мансийский автономный округ - Югра;Бондаренко Григорий Анатольевич;surgutvodokanal.ru;выгрузка обзвона: сайт, почта;+73462523280 | +73462523295 | +73462550441;buh-gvk307@mail.ru | gos@gvk86.ru | gvk-306-2@gvk86.ru | gvk-308@gvk86.ru | info@gvk86.ru;;;surgutvodokanal.ru;;;;
2370011145;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧИСТЫЙ ДВОР""";"ООО ""ЧИСТЫЙ ДВОР""";;;37.00 Сбор и обработка сточных вод;37.00|26.11.3|26.51.7|27.12|27.90|33.14|33.20|38.11|38.12|38.32.5|43.21|43.29|46.41|46.42|62.01|71.12.45|71.12.53|71.20.9|72.19|81.10|81.29.9|82.99|96.09;Москва;129329, г. Москва, вн. тер. г. муниципальный округ Свиблово, ул. Вересковая, д. 1, к. 1, помещ. 10/1;Действующая компания;Камардина Вероника Яковлевна;2900000000.0;2,9 млрд руб.;4;12;Фотосепараторы | Генераторы азота | Генераторы кислорода;ch-dvor.ru;вывоз и утилизация жидких бытовых отходов, обслуживание туалетных комплексов РЖД;0;provider;chistyy.dvor@inbox.ru;chistyy.dvor@inbox.ru|общий|;1;"[""86348642749""]";;;;;;activity,email,phone,site,verify;1;;;;;;;Москва;Камардина Вероника Яковлевна;ch-dvor.ru;нового нет;;chistyy.dvor@inbox.ru;;provider;ch-dvor.ru;;;;
1650297657;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕЛНЫВОДОКАНАЛ""";"ООО ""ЧЕЛНЫВОДОКАНАЛ""";;;;37.00|20.59.4|36.00.1|36.00.2|42.21|49.41.2|71.20.1|11.07.2|23.52.1|33.13|35.12|36.00|42.22.1|42.22.2|43.12.3|45.11.2|45.11.3|45.19.2|45.19.3|45.20.2|46.90|47.9|49.41.1|52.21.24|56.29|71.12|86.90.9;Набережные;423800, Республика Татарстан, г. Набережные Челны, Хлебный проезд, д. 27;Действующая компания;;2900000000.0;2,9 млрд руб.;4;46;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;chelnyvodokanal.ru;;0;phone;compliance@kamaz.org;"compliance@kamaz.org|общий| ; drp@chvk.kamaz.net|общий| ; kanc@chvk.kamaz.net|общий|";3;[];;;;;;email,site,verify;1;;;;http://chelnyvodokanal.ru;+7 855 270-04-39 | +7 855 253-44-50 | +7 855 253-44-71 | +7 855 253-44-76 | +7 855 253-44-72 | +7 855 252-74-52 | +7 843 234-56-34 | +7 855 253-44-80 | +7 855 244-44-44 | +7 855 253-44-74 | +7 855 253-44-68 | +7 855 253-46-20 | +7 855 253-44-60 | +7 855 259-97-39 | +7 552 574-47-77 | +7 855 254-94-57 | +7 855 274-47-77 | +7 855 253-44-73 | +7 855 257-08-47 | +7 843 545-65-65 | +7 755 253-46-20 | +7 855 253-44-98 | +7 917 920-70-70 | +7 891 792-07-07 | +78005518008 | +78552534471 | +78552534480;sfkljmfkgm@mail.ru | chelny_vodokanal@bk.ru | drp@chck.kamaz.net | mczaman@mail.ru | drp@chvk.kanaz.net | minegalievakg@chvk.kamaz.net | dpr@chvk.kamaz.net | drp@chvk.kamaz.net | 9093078665@mail.ru | tukay.gaz@mail.ru | gggggg@mail.ru | gim77_chelny@mail.ru | fatihovart@chvk.kamaz.net | rdp@chvk.kamaz.net | drp@chvk.rfmaz.net | bakirovaag@chvk.kamaz.net | trubinayv@chvk.kamaz.net | zyuzinats@chvk.kamaz.net | compliance@kamaz.org | drp@chvk.kamaz.net;Республика Татарстан;;chelnyvodokanal.ru;нового нет;+7 (8552) 53-44-80 | +7 (8552) 53-44-71 | +7 (8552) 53-44-50 | +7 (8552) 53-44-51 | +7 (8552) 53-44-60 | +7 (8552) 53-46-03 | +7 (8552) 53-44-73 | +7 (8552) 53-44-79 | +7 (8552) 53-44-59 | +7 (8552) 5;DRP@chvk.kamaz.net | pr@chvk.kamaz.net | kanc@chvk.kamaz.net;Хаметова Лилия Камилевна | общий | pr@chvk.kamaz.net;provider;chelnyvodokanal.ru;;;;
3807000276;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" Г.ИРКУТСКА";"МУП ""ВОДОКАНАЛ"" Г.ИРКУТСКА";kc;новостные;37.00;37.00|36.00.2|42.21|43.22|52.21.29|68.20.29|71.20.1|96.09.9|33.12|35.30.14|35.30.2|35.30.3|43.29|43.99.7|46.90|71.11|71.12.41;Иркутск;664081, Иркутская область, г. Иркутск, ул. Станиславского, д. 2;Действующая компания;Ващенко Сергей Витальевич;2800000000.0;2,8 млрд руб.;4;38;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;irkvkx.ru;Услуги водоснабжения, водоотведения и ремонтно-строительные работы инженерного оборудования.;0;provider;gubina_ed@irkvkx.ru;"gerelovich_td@irkvkx.ru|снабжение/закупки|Герелович Т. ; secretar@irkvkx.ru|приёмная|Молостова А. ; sudomoikin_sa@irkvkx.ru|снабжение/закупки|Судомойкин С. ; gubina_ed@irkvkx.ru|снабжение/закупки|Губина Е. ; urzhumova_ea@irkvkx.ru|снабжение/закупки|Уржумова Елена Александровна";5;"[""+7 (3952) 500-248 (информационный центр)"", ""+7 (3952) 21-46-46 (информационный центр)"", ""+7 (3952) 22-82-71 (диспетчер, круглосуточно)"", ""+7 (3952) 22-82-70 (диспетчер, круглосуточно)"", ""+7 (3952) 21-46-50 (запись на приём)""]";1;3;наём в компрессорную;МУП Водоканал г.Иркутска: Оператор по обслуживанию песчаных фильтров (5 разряда);https://hh.ru/search/vacancy?text=%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%20%D0%BA%D0%BE%D0%BC%D0%BF%D1%80%D0%B5%D1%81%D1%81%D0%BE%D1%80%D0%BD%D0%BE%D0%B9%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B8;best_email_v2,checko,crawl,email,etp,hh,phone,site,site_cand,verify;1;1;;;http://uralmarka.ru | http://irkvkx.ru;+7 908 661-01-96 | +7 395 221-47-99 | +7 395 266-44-55 | +7 395 224-46-46 | +7 395 221-46-48 | +7 395 221-46-47 | +7 902 763-89-01 | +7 395 221-46-45 | +7 395 241-46-46 | +7 395 222-82-70 | +7 395 222-82-71 | +7 395 221-46-46 | +7 395 233-66-33 | +7 395 222-87-70 | +7 395 221-46-59 | +7 395 221-46-21 | +73952214646 | +73952500248;kuznecova_is@irkvkx.ru | nemchinova_ka@irkutsk.ru | secrctar@irkvkx.ru | vod@mail.ru | suhareva_ea@irkvkx.ru | pv@irkvx.ru | v@mail.ru | sekretar@irkvkx.ru | egodurovana@irkvkx.ru | pv@irkvkx.ru | pv@irkvrx.ru | pv@grkvkx.ru | kovarina_yi@irkvkx.ru | pv@irkvkxx.ru | krotkova_em@irkvkx.ru | secertar@irkvkx.ru | egodurova_na@irkvkx.ru | fedorova_os@irkvkx.ru | egodurova@irkvkx.ru | mertsalova_in@irkvkx.ru | secretar@irkvkx.ru | antipina_ey@irkvkx.ru | urzhumova_ea@irkvkx.ru | vtimagelink_size@images.size;Иркутская область;Ващенко Сергей Витальевич;uralmarka.ru;нового нет;;;;;uralmarka.ru;;;;
5047081156;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМКИНСКИЙ ВОДОКАНАЛ""";"ОАО ""ХИМКИНСКИЙ ВОДОКАНАЛ""";kc;;37.00;37.00|36.00.2|42.21|42.22.1|42.22.2|43.22|68.32.1|68.32.2;;141501, Московская область, г. Химки, Нагорное шоссе, д. 5;Действующая компания;;2500000000.0;2,5 млрд руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;http://hvod.ru | http://himkivod.ru | https://vk.com/himkivodokanal;+7 495 793-73-55 | +7 495 571-33-71 | +7 495 793-37-66 | +7 495 571-75-11 | +74955707005 | +74955750636;oao@hvod.ru | ppu@hvod.ru | aoa@hvod.ru | ppu@bvod.ru | glbuh@hvod.ru;Московская область;;hvod.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (495) 575-06-36 | +7 (495) 570-70-05 | +7 (495) 575-09-93 | +7 (929) 999-01-39 | +7 (495) 570-70-05 доб.181 | +7 (495) 570-70-05 доб.182 | +7 (495) 570-70-05 доб.245 | +7 (495) 575-71-13;oao@hvod.ru | ppu@hvod.ru;;provider;hvod.ru;;;;
8904046652;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРЕНГОЙГОРВОДОКАНАЛ""";"АО ""УГВК""";kc;;37.00;37.00|36.00.1|08.99|35.30.3|35.30.4|36.00|36.00.2|41.2|41.20|42.11|42.21|42.22.2|42.22.3|42.91|42.99|43.11|43.12|43.12.3|43.2|43.21|43.22|43.29|43.3|43.31|43.32|43.33|43.34|43.39|43.91|43.99|46.90|49.39.39|49.41|49.5|52.10|52.29|64.99.6|68.31.2|68.31.3|68.31.4|71.12.6|71.20.1|71.20.8|71.20.9|77.11|77.12|77.32|82.99;Ямало-Ненецкий автономный округ;629306, Ямало-Ненецкий автономный округ, г. Новый Уренгой, ул. Юбилейная, д. 5, офис 1;Действующая компания;;2300000000.0;2,3 млрд руб.;5;70;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;;+7 834 992-51-05 | +7 349 492-50-37 | +7 349 492-51-50 | +7 349 492-52-63 | +7 349 492-51-05 | +7 349 492-50-34;uqyk@mail.ru | ugvk@mail.ry | ugvk@mail.ru | n.e.savinova-ukk@mail.ru | ok_novur@mail.ru;Ямало-Ненецкий автономный округ;;;выгрузка обзвона: телефон, почта;;;;;;;;;
2130017760;;"АО ""ВОДОКАНАЛ""";;;;37.00|36.00.2|36.00;;428024, Чувашская Республика - Чувашия, г. Чебоксары, Мясокомбинатский проезд, д. 12;Действующая компания;Васильев Владимир Сергеевич;2300000000.0;2,3 млрд руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;https://vodo-kanal.ru | http://собственник21.рф | https://t.me/ChVodPokBot;+7 835 220-13-05 | +7 835 220-13-08 | +7 835 220-15-77 | +7 835 220-16-02 | +7 835 220-16-36 | +7 835 312-76-29 | +7 835 256-63-60 | +7 835 220-35-34 | +7 835 220-44-11 | +7 835 220-44-12 | +7 835 312-76-36 | +7 783 556-65-39 | +7 835 256-65-39 | +7 835 256-60-50 | +7 735 256-65-39;info.chvod@yandex.ru | alatyr.chvod@yandex.ru | grigorev.vodo-kanal@yandex.ru | chvod1@eandex.ru | chvod1@yandex.ru | chvod4@yandex.ru | chvod@yandex.ru | info.chvod@yandex.ru;Чувашская Республика - Чувашия;Васильев Владимир Сергеевич;vodo-kanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (8352) 56-60-50 | +7 (8352) 20-36-22 | +7 (8352) 20-44-07 | +7 (8352) 20-48-00 | +7 (8352) 20-47-07 | +7 (8352) 20-19-21 | +7 (8352) 56-67-87 | +7 (8352) 20-35-34 | +7 (8352) 55-70-80 | +7 (8352) 2;info.chvod@yandex.ru;;inn;vodo-kanal.ru;;;;
7726445108;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСКОМСТРОЙ""";"ООО ""МОСКОМСТРОЙ""";kc;;37.00;37.00|38.12|38.22|41.10|41.20|42.21|42.91|46.64|46.69|46.90|47.52.7|52.29|71.11|71.12|77.11|77.31|77.32|77.39.11|81.30;Москва;117525, г. Москва, вн. тер. г. муниципальный округ Чертаново Центральное, ул. Днепропетровская, д. 3, к. 5А, помещ. 1Н/5;Действующая компания;;2000000000.0;2 млрд руб.;5;24;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;;+7 925 601-79-37 | +7 901 720-75-26;ok@moscom-stroy.ru;Москва;;;выгрузка обзвона: телефон, почта;;;;;;;moscom-stroy.ru;почта;
6623034200;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ-НТ""";"ООО ""ВОДОКАНАЛ-НТ""";kc;;37.00;37.00|36.00.2|35.30.2|36.00|42.21|42.22.1|42.22.2|42.91.2|43.99.3|49.50.3|68.32|82.99|86|86.90.9;;622001, Свердловская область, г. Нижний Тагил, ул. Красноармейская, д. 45А;Действующая компания;Таран Вячеслав Владимирович;2000000000.0;2 млрд руб.;5;48;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;emitina@voda-nt.ru;emitina@voda-nt.ru|снабжение/закупки|Митина Е.;1;;;;;;;best_email_v2,checko,etp;1;;;;https://vk.com/vodokanal_nt;+7 343 523-07-30 | +7 343 523-07-03 | +7 343 523-07-15 | +7 343 523-07-12 | +7 343 547-80-02 | +7 343 523-07-47 | +7 343 537-93-49;vodocanal_bgd@mail.ru | voda@voda-nt.ru | vodokanal@voda-nt.ru;Свердловская область;Таран Вячеслав Владимирович;;выгрузка обзвона: сайт, телефон, регион;;;;;;;voda-nt.ru;почта;
3327143997;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРОМЕМБРАННАЯ ТЕХНОЛОГИЯ - СЕРВИС""";"ООО ""БМТ - СЕРВИС""";kc;;37.00;37.00|28.29.12|46.90|22.29.2|26.51.5|26.51.6|26.51.7|28.29.1|33.12|33.13|33.20|36.00.1|41.20|42.99|43.12.3|43.21|43.91|43.99.7|46.69.9|47.59.9|49.41.2|71.11|71.12.12|72.19;;600029, Владимирская область, г. о. город Владимир, г. Владимир, ул. Куйбышева, д. 28Д;Действующая компания;Ерогин Иван Александрович;1900000000.0;1,9 млрд руб.;4;24;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;https://bmt-s.ru;+7 492 249-42-62 | +7 950 433-73-63;info@bmt-s.ru | tender@bmt-s.ru;Владимирская область;Ерогин Иван Александрович;bmt-s.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (492) 247-17-37;info@bmt-s.ru;;provider;bmt-s.ru;;;;
