inn;predpriyatie;company_id;company_na_ploshchadke;tenderov;pochemu
7709944065;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ФИЗИКО-ХИМИЧЕСКИЙ ИНСТИТУТ ИМЕ";;;0;в каталоге площадки нет
7805227529;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛОКОМОТИВ""";107766;Локомотив (Санкт-Петербург);0;обойдено
6325028144;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЫЗРАНЬВОДОКАНАЛ""";;;0;в каталоге площадки нет
9102057281;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ «ВОДА КРЫМА»;;;0;в каталоге площадки нет
6829064007;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТАМБОВГОРТРАНС""";;;0;в каталоге площадки нет
3123460476;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ БЕЛГОРОДСКОЙ ОБЛАСТИ ""БЕЛГОРОДСКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
1651052730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТАНЦИЯ ОЧИСТКИ ВОДЫ - НИЖНЕКАМСКНЕФТЕХИМ""";;;0;в каталоге площадки нет
1117005242;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КНЯЖПОГОСТСКАЯ ТЕПЛО-ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;;0;в каталоге площадки нет
3443016862;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ВОЛГОГРАДАВТОТРАНС""";;;0;в каталоге площадки нет
2721145239;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ СПЕЦИАЛИЗИРОВАННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ДАЛЬНЕВОСТОЧНАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ""";;;0;в каталоге площадки нет
7707050810;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОСУДАРСТВЕННЫЙ ТРЕСТ ""АРКТИКУГОЛЬ""";119527;ФГУП Государственный трест Арктикуголь (Москва);0;обойдено
3525443640;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ГОРОДА ВОЛОГДЫ ""ПАТП №1""";;;0;в каталоге площадки нет
2364017910;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" КРОПОТКИНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КАВКАЗСКОГО РАЙОНА";;;0;в каталоге площадки нет
6952315887;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВЕРЬСПЕЦАВТОХОЗЯЙСТВО""";;;0;в каталоге площадки нет
1101071049;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМИАВТОТРАНС""";;;0;в каталоге площадки нет
3500009656;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАТП №1""";;;0;в каталоге площадки нет
3528000967;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЧЕРЕПОВЦА ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
5700012360;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНАЯ СЛУЖБА""";;;0;в каталоге площадки нет
7733019171;"федеральное государственное унитарное предприятие ""Государственный научно-исследовательский институт биологического приб";;;0;в каталоге площадки нет
1435333590;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНАЛЬНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;;0;в каталоге площадки нет
5009057184;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
2508010281;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТИВИДОРНАЯ КОМПАНИЯ ""МАЛЫЙ ПОРТ""";;;0;в каталоге площадки нет
7724654924;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТГРУПП-ЭНЕРДЖИ""";;;0;в каталоге площадки нет
7404040139;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЛАТОУСТОВСКИЙ ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
3605000114;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БУТУРЛИНОВСКИЙ МЕЛЬКОМБИНАТ""";58214;Бутурлиновский мелькомбинат (Бутурлиновка);0;обойдено
2311209369;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ИНДУСТРИАЛЬНЫЙ ПАРК КРАСНОДАР""";;;0;в каталоге площадки нет
3810036184;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ИРКУТСКАВТОТРАНС"" Г.ИРКУТСКА";;;0;в каталоге площадки нет
6726022823;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНЫЕ ОБЪЕДИНЕННЫЕ СИСТЕМЫ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ СМОЛЕНСКОЙ ОБЛ";;;0;в каталоге площадки нет
6633029960;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОГДАНОВИЧСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";;;0;в каталоге площадки нет
4312153088;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГО-ВЯТСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ"" Г. КИРОВО-ЧЕПЕЦКА";;;0;в каталоге площадки нет
4802011639;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
4317002773;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГАЗСТРОЙ""";;;0;в каталоге площадки нет
8607100272;"ЛАНГЕПАССКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВОДОКАНАЛ""";;;0;в каталоге площадки нет
5515201236;"специализированное автономное учреждение Омской области ""Калачинский лесхоз""";;;0;в каталоге площадки нет
5214007997;"Муниципальное унитарное предприятие жилищно-коммунального хозяйства ""Жилсервис"" Володарского района";;;0;в каталоге площадки нет
5838000953;"федеральное государственное унитарное предприятие федеральный научно-производственный центр ""Производственное объединени";;;0;в каталоге площадки нет
7714038980;Федеральное государственное бюджетное учреждение науки Государственный научный центр Российской Федерации - Институт мед;;;0;в каталоге площадки нет
1514010506;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""АЛАНИЯЛЕС""";;;0;в каталоге площадки нет
8621006786;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОСИСТЕМА""";;;0;в каталоге площадки нет
0411139760;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""АЛТАЙСКАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ ""АВИАЛЕСООХРАНА""";;;0;в каталоге площадки нет
0314886622;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУГНУЙСКОЕ ПОГРУЗОЧНО-ТРАНСПОРТНОЕ УПРАВЛЕНИЕ""";;;0;в каталоге площадки нет
5438001381;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""ТОГУЧИНСКИЙ ЛЕСХОЗ""";;;0;в каталоге площадки нет
8801011136;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ЭВЕНКИЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""ИЛИМПИЙСКИЕ ЭЛЕКТРОСЕТИ""";;;0;в каталоге площадки нет
1426333730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНОЕ ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ № 135""";299166;ДЭП № 135 (Якутск);0;обойдено
2327009686;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРЮХОВЕЦКОЕ ПРЕДПРИЯТИЕ ОТВОДА И ОЧИСТКИ СТОКОВ""";;;0;в каталоге площадки нет
2466301060;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЕНИЕ ЗЕЛЕНОГО СТРОИТЕЛЬСТВА""";;;0;в каталоге площадки нет
6372008843;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММУНАЛЬНАЯ СЕРВИСНАЯ КОМПАНИЯ Г.ОТРАДНОГО""";;;0;в каталоге площадки нет
1435326056;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯКУТСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";;;0;в каталоге площадки нет
3329000842;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР АГРОХИМИЧЕСКОЙ СЛУЖБЫ ""ВЛАДИМИРСКИЙ""";;;0;в каталоге площадки нет
4101119472;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КАМЧАТСКИЙ ВОДОКАНАЛ""";389773;КГУП Камчатский водоканал (Петропавловск-Камчатский);0;обойдено
0269998106;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ С.СЕРАФИМОВСКИЙ""";;;0;в каталоге площадки нет
7706765710;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО ""ВОДОКАНАЛ+""";;;0;в каталоге площадки нет
1414007933;"АКЦИОНЕРНОЕ ОБЩЕСТВО СУДОХОДНАЯ КОМПАНИЯ ""АЛРОСА-ЛЕНА""";85707;СК АЛРОСА-Лена (Ленск);0;обойдено
5607044287;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НОВОТРОИЦКИЙ ГОРОДСКОЙ ТРАНСПОРТ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОВОТРОИЦК";;;0;в каталоге площадки нет
9715450519;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ АРГУС""";;;0;в каталоге площадки нет
5074081187;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА""";;;0;в каталоге площадки нет
3308004388;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАДУГАЭНЕРГО""";;;0;в каталоге площадки нет
1643013463;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЗНАКАЕВСКОЕ ПРЕДПРИЯТИЕ ТЕПЛОВЫХ СЕТЕЙ""";;;0;в каталоге площадки нет
6234056779;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ПОЖЛЕС""";;;0;в каталоге площадки нет
0255014715;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" БЕЛЕБЕЕВСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
0816039027;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЭЛИСТИНСКИЙ ГОРОДСКОЙ ТРАНСПОРТ""";;;0;в каталоге площадки нет
5318009413;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЧУДОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""ЧУДОВСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
2452046808;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОМБИНАТ БЛАГОУСТРОЙСТВА""";;;0;в каталоге площадки нет
3849096114;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКЕАН""";;;0;в каталоге площадки нет
5248011350;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВЫЕ СЕТИ""";;;0;в каталоге площадки нет
2205009865;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ""";;;0;в каталоге площадки нет
3308001891;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНЫХ, КАНАЛИЗАЦИОННЫХ И ТЕПЛОВЫХ СЕТЕЙ ЗАТО Г. РАДУЖНЫЙ ВЛАДИМИРСКОЙ ОБЛАСТ;;;0;в каталоге площадки нет
4230030215;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДСНАБ""";;;0;в каталоге площадки нет
7404032480;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АВТОХОЗЯЙСТВО АДМИНИСТРАЦИИ ЗЛАТОУСТОВСКОГО ГОРОДСКОГО ОКРУГА""";;;0;в каталоге площадки нет
0600002810;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЕДИНЫЙ ОПЕРАТОР РЕСПУБЛИКИ ИНГУШЕТИЯ В СФЕРЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ""";;;0;в каталоге площадки нет
1826000408;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ Г.ИЖЕВСКА ""ИЖВОДОКАНАЛ""";70615;МУП г.Ижевска Ижводоканал;0;обойдено
5802003936;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММУНАЛСЕРВИС""";;;0;в каталоге площадки нет
3811146038;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ИРКУТСК""";323274;Международный Аэропорт Иркутск;0;обойдено
1116008650;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-ВЫМСКАЯ ТЕПЛОВАЯ КОМПАНИЯ""";;;0;в каталоге площадки нет
5838009515;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОПРОМРЕСУРС""";;;0;в каталоге площадки нет
6230043899;Завод ТЕХНОПЛЕКС (Рязань);375718;Завод ТЕХНОПЛЕКС (Рязань);2999;выдача обрезана потолком страниц
6325004584;"АО ""СНПЗ""";118611;Сызранский НПЗ (Сызрань);0;обойдено
7840346335;"АО ""ГРУППА ""ИЛИМ""";485589;АО Группа Илим Братск;0;обойдено
5501023216;"АО ""ОМСКИЙ КАУЧУК""";443329;АО ОМСКИЙ КАУЧУК (Омск);0;обойдено
7728640182;"ООО ""ГАЗПРОМНЕФТЬ -СМ""";54619;Газпромнефть-СМ (Москва);0;обойдено
4214000608;"ПАО ""ЮЖНЫЙ КУЗБАСС""";117408;Угольная компания Южный Кузбасс (Междуреченск);0;обойдено
7415036215;"АО ""ЭнСер""";86177;ЭнСер (Миасс);18;обойдено
6618000220;"ОАО ""Святогор""";372749;АО Святогор (Красноуральск);1;обойдено
7117000076;"АО ""Пластик""";111347;Пластик (Узловая);126;обойдено
