fajl;zakupka;dokument;tip;bajt;stranic;znakov;otkaz;skan_ili_pusto;sha256;kopiya_ot;ocr_stranic_obrezano
eis_f_32413842770_4.bin;32413842770;Приложение № 2 к ДоЗ ПД (0544-КС ДОХ-2024-УСГС).docx;docx;86003;0;59484;;;b3db4e3884557a56;eis_f_32413842770_8.bin;
eis_f_32413842770_3.bin;32413842770;Приложение № 1 к ДоЗ ТТ (0544-КС ДОХ-2024-УСГС).docx;docx;77309;0;15343;;;a86467486f045840;;
eis_f_32413842770_2.bin;32413842770;Приложение № 8 к ДоЗ Обоснование_НМЦ.docx;docx;21242;0;2063;;;02f88fd0ddc389ed;eis_f_32413842770_9.bin;
eis_f_32413842770_18.bin;32413842770;Протокол итогов 28.08.2024.pdf;pdf;223190;6;9709;;;cc08ff9805149e69;;
eis_f_32413842770_17.bin;32413842770;Разъяснение № 2 ред.09.08.2024.pdf;pdf;113395;1;1061;;;9213ce361f14d535;;
eis_f_32413842770_16.bin;32413842770;Разъяснение №1.pdf;pdf;191214;2;3404;;;eec29e6c36e03c7b;;
eis_f_32413842770_15.bin;32413842770;Разъяснение №1 07.08.2024.pdf;pdf;179961;3;6133;;;d6fb8673ff3f769b;;
eis_f_32413842770_14.bin;32413842770;Разъяснение № 2.pdf;pdf;112384;1;1328;;;4dfbf3150657c0f0;;
eis_f_32413842770_13.bin;32413842770;Уведомление о внесении изменений от 09.08.2024.docx;docx;35355;0;3719;;;987de7a2eb788aed;;
eis_f_32413842770_12.bin;32413842770;_Документация о закупке (КОНКУРС для всех) ред.09.08.24.docx;docx;343401;0;265986;;;63de5770cc9bc6c2;;
eis_f_32413842770_11.bin;32413842770;Приложение № 1 к ДоЗ ТТ (0544-КС ДОХ-2024-УСГС)ред.09.08.24.docx;docx;77356;0;15933;;;7d700a259fc69b84;;
eis_f_32413842770_10.bin;32413842770;Приложение № 7 к ДоЗ _Структура НМЦ.xlsx;xlsx;24096;0;4425;;;0496cbc8cc5d586f;;
eis_f_32413842770_1.bin;32413842770;Приложение № 7 к ДоЗ _Структура НМЦ.xlsx;xlsx;24096;0;4425;;;0496cbc8cc5d586f;eis_f_32413842770_10.bin;
eis_f_32413842425_8.bin;32413842425;1.Протокол закупочной комиссии 1 этап -0  участников.docx;docx;29476;0;797;;;70eb15c6f23b2ab1;;
eis_f_32413842425_7.bin;32413842425;!!ТФ №06_Документация о закупке (ЗП для МСП)- лот 1512.docx;docx;415229;0;237178;;;398a13419b83fbbe;;
eis_f_32413842425_6.bin;32413842425;Проект Договора СбТЭС.docx;docx;192742;0;137690;;;d7f4e922cce7c5dc;;
eis_f_32413842425_5.bin;32413842425;Обоснование НМЦ.xlsx;xlsx;11824;0;1113;;;fe9e40de43d38321;;
eis_f_32413842425_4.bin;32413842425;ТТ теплосчетчики Изм.2 (22.07.2024) (1).docx;docx;115026;0;58261;;;93d8204dae38cf3d;;
eis_f_32413842425_3.bin;32413842425;Требования к Участнику закупки АО ИП.docx;docx;22993;0;4171;;;7c1fba8e03638d9a;;
eis_f_32413842425_2.bin;32413842425;Структура НМЦ.xlsx;xlsx;17408;0;2072;;;6c08d34b4f56fd6a;;
eis_f_32413842425_1.bin;32413842425;Приложение №1 к ТТ Требования к ДЦО.docx;docx;74637;0;46698;;;48492113a443c444;;
eis_f_32413842369_4.bin;32413842369;600.24.00380_ПРЧ1.rar;отказ;122;0;0;1;;90f034ebc3827a53;;
eis_f_32413842369_3.bin;32413842369;ПН_213618_от_08.08.2024.rar;отказ;122;0;0;1;;b6ccbfe16f7465d8;;
eis_f_32413842369_2.bin;32413842369;Запрос_ответ_на_разъяснение_к_процедуре_ИР407234.doc;doc/xls;122368;0;121958;;;b24212b8bc7006f8;;
eis_f_32413842369_1.bin;32413842369;600.24.00380_разработка,_актуализация_паспорат_безопасности_мсп_озп.rar;отказ;122;0;0;1;;4044cc7f7ad593b1;;
eis_f_32413841157_4.bin;32413841157;0178-КР-24-2_32413841157_итоги.doc;doc/xls;140288;0;140070;;;b8a29c619a24406f;;
eis_f_32413841157_3.bin;32413841157;0178-КР-24-1_32413841157_общие ч.doc;doc/xls;119808;0;119590;;;f316f1bc46dd0e67;;
eis_f_32413841157_2.bin;32413841157;Документация - 178.7z;7z(5);1811900;0;786874;;;3f142acfe2430387;;
eis_f_32413841157_1.bin;32413841157;Протокол о внесении изменений № 0178-КР-24-1.doc;doc/xls;114176;0;113958;;;3eabcb2b894a59cf;;
eis_f_32413838560_9.bin;32413838560;Протокол 2 3146484.docx;docx;20558;0;3111;;;7ce67a270058c4ed;;
eis_f_32413838560_8.bin;32413838560;Разъяснение_32413838560.pdf;pdf;22788;1;498;;;14785eb92bda682d;;
eis_f_32413838560_7.bin;32413838560;Приложение 1. Обоснование.xlsx;xlsx;81093;0;80099;;;a478af883e162dab;;
eis_f_32413838560_6.bin;32413838560;Техническое задание.xlsx;xlsx;80973;0;76655;;;14b9126eb46f0061;;
eis_f_32413838560_5.bin;32413838560;Документация закупки.docx;docx;176184;0;134542;;;62f522237e83194a;;
eis_f_32413838560_4.bin;32413838560;Проект договора.docx;docx;209364;0;161429;;;5f446bc936203462;;
eis_f_32413838560_3.bin;32413838560;Форма 6.1. Анкета.xlsx;xlsx;12994;0;2055;;;8cc0f455399b1297;;
eis_f_32413838560_2.bin;32413838560;Форма 6.2. Справки о цепочке собственников.xlsx;xlsx;14333;0;2980;;;9458c4df2c1c1782;eis_f_32515076911_9.bin;
eis_f_32413838560_10.bin;32413838560;Протокол 3 3146484.docx;docx;23593;0;4681;;;c95dd0aa6d1ce693;;
eis_f_32413838560_1.bin;32413838560;Извещение.doc;doc/xls;76800;0;76582;;;8519e18fa1db903e;;
eis_f_32413837950_9.bin;32413837950;03. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60608;0;4761;;;dcf56715db8c46f2;;
eis_f_32413837950_8.bin;32413837950;01. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60707;0;4826;;;69bced79b80a48f6;;
eis_f_32413837950_7.bin;32413837950;закупочная документация 0222-ЯР-24.zip;архив(9);10889454;0;8829815;;;2211102971cf5619;;
eis_f_32413837950_6.bin;32413837950;02. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60845;0;4826;;;1753c2020827f6e8;;
eis_f_32413837950_5.bin;32413837950;01. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60707;0;4826;;;69bced79b80a48f6;eis_f_32413837950_8.bin;
eis_f_32413837950_4.bin;32413837950;закупочная документация 0222-ЯР-24.zip;архив(9);10889454;0;8829815;;;2211102971cf5619;eis_f_32413837950_7.bin;
eis_f_32413837950_3.bin;32413837950;закупочная документация 0222-ЯР-24.zip;архив(9);10889454;0;8829815;;;2211102971cf5619;eis_f_32413837950_7.bin;
eis_f_32413837950_24.bin;32413837950;0222-ЯР-24-1 протокол рассм. 1 ч.docx;docx;80660;0;6773;;;8fd064b596f37259;;
eis_f_32413837950_23.bin;32413837950;0222-ЯР-24-2 протокол рассмотрения 2 частей.docx;docx;53621;0;6612;;;1ba48fabe4d56a95;;
eis_f_32413837950_22.bin;32413837950;0222-ЯР-24-3 протокол подведения итогов.docx;docx;84933;0;11191;;;e09aa519ffc83a72;;
eis_f_32413837950_21.bin;32413837950;02. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60845;0;4826;;;1753c2020827f6e8;eis_f_32413837950_6.bin;
eis_f_32413837950_20.bin;32413837950;закупочная документация 0222-ЯР-24.zip;архив(9);10889454;0;8829815;;;2211102971cf5619;eis_f_32413837950_7.bin;
eis_f_32413837950_2.bin;32413837950;01. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60707;0;4826;;;69bced79b80a48f6;eis_f_32413837950_8.bin;
eis_f_32413837950_19.bin;32413837950;04. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60616;0;4761;;;0093abfb46d0bf19;;
eis_f_32413837950_18.bin;32413837950;01. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60707;0;4826;;;69bced79b80a48f6;eis_f_32413837950_8.bin;
eis_f_32413837950_17.bin;32413837950;05. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60634;0;4761;;;709baca635939fc2;;
eis_f_32413837950_16.bin;32413837950;03. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60608;0;4761;;;dcf56715db8c46f2;eis_f_32413837950_9.bin;
eis_f_32413837950_15.bin;32413837950;закупочная документация 0222-ЯР-24.zip;архив(9);10889454;0;8829815;;;2211102971cf5619;eis_f_32413837950_7.bin;
eis_f_32413837950_14.bin;32413837950;04. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60616;0;4761;;;0093abfb46d0bf19;eis_f_32413837950_19.bin;
eis_f_32413837950_13.bin;32413837950;01. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60707;0;4826;;;69bced79b80a48f6;eis_f_32413837950_8.bin;
eis_f_32413837950_12.bin;32413837950;03. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60608;0;4761;;;dcf56715db8c46f2;eis_f_32413837950_9.bin;
eis_f_32413837950_11.bin;32413837950;02. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60845;0;4826;;;1753c2020827f6e8;eis_f_32413837950_6.bin;
eis_f_32413837950_10.bin;32413837950;02. протокол о ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;60845;0;4826;;;1753c2020827f6e8;eis_f_32413837950_6.bin;
eis_f_32413837950_1.bin;32413837950;закупочная документация 0222-ЯР-24.zip;архив(9);10889454;0;8829815;;;2211102971cf5619;eis_f_32413837950_7.bin;
eis_f_32413837887_8.bin;32413837887;213606-ПН_(на_сайт).rar;отказ;122;0;0;1;;e73670fee1a254ee;;
eis_f_32413837887_7.bin;32413837887;Запрос-ответ.docx;docx;12231;0;339;;;bf3a8f3373c920e2;;
eis_f_32413837887_6.bin;32413837887;ЗД.rar;отказ;122;0;0;1;;39e3f1f99ee75e2d;;
eis_f_32413837887_5.bin;32413837887;Уведомление_о_продлении_06.08.2024.docx;docx;486387;0;1514;;;f9191d96915d67de;;
eis_f_32413837887_4.bin;32413837887;1Уведомление_о_продлении.docx;docx;486378;0;1511;;;919fcd03b4f6cfee;;
eis_f_32413837887_3.bin;32413837887;ЗД.rar;отказ;122;0;0;1;;ffc3b05697bdd43f;;
eis_f_32413837887_2.bin;32413837887;1Уведомление_о_продлении.docx;docx;486378;0;1511;;;919fcd03b4f6cfee;eis_f_32413837887_4.bin;
eis_f_32413837887_1.bin;32413837887;ЗД.rar;отказ;122;0;0;1;;e4990df466f58814;;
eis_f_32413836067_99.bin;32413836067;ПД.part29.rar;отказ;122;0;0;1;;a44309474b0ea04f;;
eis_f_32413836067_98.bin;32413836067;ПД.part23.rar;отказ;122;0;0;1;;81d4ecc661fb2911;;
eis_f_32413836067_97.bin;32413836067;Спецификации к форме 4.rar;rar(17);1074308;0;3528534;;;84b13b4e76b1c916;;
eis_f_32413836067_96.bin;32413836067;Часть IV проект договора.doc;doc/xls;3139072;0;3138854;;;2f2bf9b073c30997;;
eis_f_32413836067_95.bin;32413836067;ПД.part09.rar;отказ;122;0;0;1;;f76771c418594c08;;
eis_f_32413836067_94.bin;32413836067;Форма 5.2 Справка о цепочке собственников.xlsx;xlsx;14333;0;2980;;;9458c4df2c1c1782;eis_f_32515076911_9.bin;
eis_f_32413836067_93.bin;32413836067;Форма 5.1 Анкета.xlsx;xlsx;12994;0;2055;;;8cc0f455399b1297;eis_f_32413838560_3.bin;
eis_f_32413836067_92.bin;32413836067;Приложение 1 Обоснование НМЦ.rar;rar(2);469827;0;16454;;;2983243e2dd8b315;;
eis_f_32413836067_91.bin;32413836067;ПД.part25.rar;отказ;122;0;0;1;;6fdc6f0704aa9d00;;
eis_f_32413836067_90.bin;32413836067;ПД.part28.rar;отказ;122;0;0;1;;6d78de0d8b078ba8;;
eis_f_32413836067_9.bin;32413836067;Том 1.docx;docx;267199;0;153124;;;ff67e631b4a6d7a3;;
eis_f_32413836067_89.bin;32413836067;ПД.part26.rar;отказ;122;0;0;1;;46020b3d771b6253;;
eis_f_32413836067_88.bin;32413836067;ПД.part06.rar;отказ;122;0;0;1;;c772653069128abc;;
eis_f_32413836067_87.bin;32413836067;ПД.part18.rar;отказ;122;0;0;1;;192ab345b5e866ef;;
eis_f_32413836067_86.bin;32413836067;ПД.part13.rar;отказ;122;0;0;1;;7f872c01b0db78fc;;
eis_f_32413836067_85.bin;32413836067;ПД.part30.rar;отказ;122;0;0;1;;4be32246343e0223;;
eis_f_32413836067_84.bin;32413836067;ПД.part20.rar;отказ;122;0;0;1;;3dda2c702b45b913;;
eis_f_32413836067_83.bin;32413836067;ПД.part14.rar;отказ;122;0;0;1;;bd4c3903057150ec;;
eis_f_32413836067_82.bin;32413836067;ПД.part24.rar;отказ;122;0;0;1;;c85d5418444ff513;;
eis_f_32413836067_81.bin;32413836067;ПД.part01.rar;отказ;122;0;0;1;;38e091a0fe99436f;;
eis_f_32413836067_80.bin;32413836067;ПД.part02.rar;отказ;122;0;0;1;;ecc64fb28379c728;;
eis_f_32413836067_8.bin;32413836067;ПД.part27.rar;отказ;122;0;0;1;;13c3cffb8410e938;;
eis_f_32413836067_79.bin;32413836067;ПД.part03.rar;отказ;122;0;0;1;;14a6b020ac633a6b;;
eis_f_32413836067_78.bin;32413836067;ПД.part26.rar;отказ;122;0;0;1;;3b4df067fd0cfe60;;
eis_f_32413836067_77.bin;32413836067;ПД.part18.rar;отказ;122;0;0;1;;40599b5409731ea4;;
eis_f_32413836067_76.bin;32413836067;ПД.part05.rar;отказ;122;0;0;1;;518b74f716052b1a;;
eis_f_32413836067_75.bin;32413836067;ПД.part30.rar;отказ;122;0;0;1;;301368f5b7e76f6a;;
eis_f_32413836067_74.bin;32413836067;ПД.part24.rar;отказ;122;0;0;1;;6d8795a8d954d1b5;;
eis_f_32413836067_73.bin;32413836067;ПД.part16.rar;отказ;122;0;0;1;;78583e191168ef14;;
eis_f_32413836067_72.bin;32413836067;ПД.part04.rar;отказ;122;0;0;1;;3a7df18ded126feb;;
eis_f_32413836067_71.bin;32413836067;Часть V техническая часть.rar;отказ;122;0;0;1;;d2b07f5756bb1f25;;
eis_f_32413836067_70.bin;32413836067;Извещение Березовая-Горин.docx;docx;80821;0;7125;;;19b1a67e3563293b;;
eis_f_32413836067_7.bin;32413836067;Извещение Березовая-Горин.docx;docx;80821;0;7125;;;19b1a67e3563293b;eis_f_32413836067_70.bin;
eis_f_32413836067_69.bin;32413836067;ПД.part25.rar;отказ;122;0;0;1;;2cba861b5dd1d0a5;;
eis_f_32413836067_68.bin;32413836067;ПД.part21.rar;отказ;122;0;0;1;;31d6b4848acccfdc;;
eis_f_32413836067_67.bin;32413836067;ПД.part09.rar;отказ;122;0;0;1;;7714c6f1b01bd81b;;
eis_f_32413836067_66.bin;32413836067;Уведомление  2907.docx;docx;70474;0;1597;;;044ff082e0deb332;;
eis_f_32413836067_65.bin;32413836067;Протокол 1.docx;docx;39534;0;1747;;;4a8ad61e4514b0a0;;
eis_f_32413836067_64.bin;32413836067;ПД.part03.rar;отказ;122;0;0;1;;575f36add768cb79;;
eis_f_32413836067_63.bin;32413836067;ПД.part14.rar;отказ;122;0;0;1;;86cc70b444cd22b7;;
eis_f_32413836067_62.bin;32413836067;ПД.part23.rar;отказ;122;0;0;1;;595cc46aa5fd447b;;
eis_f_32413836067_61.bin;32413836067;ПД.part11.rar;отказ;122;0;0;1;;62574611f241beeb;;
eis_f_32413836067_60.bin;32413836067;ПД.part19.rar;отказ;122;0;0;1;;ccffacfb86861b44;;
eis_f_32413836067_6.bin;32413836067;Форма 5.1 Анкета.xlsx;xlsx;12994;0;2055;;;8cc0f455399b1297;eis_f_32413838560_3.bin;
eis_f_32413836067_59.bin;32413836067;ПД.part13.rar;отказ;122;0;0;1;;29d49924b1f5c1db;;
eis_f_32413836067_58.bin;32413836067;ПД.part15.rar;отказ;122;0;0;1;;ae9ca046bfc7f816;;
eis_f_32413836067_57.bin;32413836067;ПД.part06.rar;отказ;122;0;0;1;;77e28dab4cac6308;;
eis_f_32413836067_56.bin;32413836067;ПД.part07.rar;отказ;122;0;0;1;;2636402e36ee33f7;;
eis_f_32413836067_55.bin;32413836067;Спецификации к форме 4.rar;rar(17);1074308;0;3528534;;;84b13b4e76b1c916;eis_f_32413836067_97.bin;
eis_f_32413836067_54.bin;32413836067;Том 1.docx;docx;267589;0;153830;;;b45e8616bc5fef20;;
eis_f_32413836067_53.bin;32413836067;ПД.part29.rar;отказ;122;0;0;1;;a6bb99dc8a36d687;;
eis_f_32413836067_52.bin;32413836067;Форма 5.1 Анкета.xlsx;xlsx;12994;0;2055;;;8cc0f455399b1297;eis_f_32413838560_3.bin;
eis_f_32413836067_51.bin;32413836067;ПД.part22.rar;отказ;122;0;0;1;;b939826ee781dd09;;
eis_f_32413836067_50.bin;32413836067;Форма 5.2 Справка о цепочке собственников.xlsx;xlsx;14333;0;2980;;;9458c4df2c1c1782;eis_f_32515076911_9.bin;
eis_f_32413836067_5.bin;32413836067;Часть V техническая часть.rar;отказ;122;0;0;1;;e451c2d623c204c1;;
eis_f_32413836067_49.bin;32413836067;Приложение 1 Обоснование НМЦ.rar;rar(2);469827;0;16454;;;2983243e2dd8b315;eis_f_32413836067_92.bin;
eis_f_32413836067_48.bin;32413836067;ПД.part02.rar;отказ;122;0;0;1;;db06514ed6bdc687;;
eis_f_32413836067_47.bin;32413836067;ПД.part20.rar;отказ;122;0;0;1;;3dc75aace224b766;;
eis_f_32413836067_46.bin;32413836067;ПД.part27.rar;отказ;122;0;0;1;;b14300e87b3ccf97;;
eis_f_32413836067_45.bin;32413836067;ПД.part12.rar;отказ;122;0;0;1;;34c85069458a5fe4;;
eis_f_32413836067_44.bin;32413836067;ПД.part17.rar;отказ;122;0;0;1;;1d6e29720dc9af3c;;
eis_f_32413836067_43.bin;32413836067;ПД.part01.rar;отказ;122;0;0;1;;449c50117afedd64;;
eis_f_32413836067_42.bin;32413836067;ПД.part10.rar;отказ;122;0;0;1;;e3ebcda83dda0355;;
eis_f_32413836067_41.bin;32413836067;ПД.part08.rar;отказ;122;0;0;1;;22ccfb9fabd57033;;
eis_f_32413836067_40.bin;32413836067;Часть IV проект договора.doc;doc/xls;3139072;0;3138854;;;2f2bf9b073c30997;eis_f_32413836067_96.bin;
eis_f_32413836067_4.bin;32413836067;ПД.part07.rar;отказ;122;0;0;1;;80facd400836ba14;;
eis_f_32413836067_39.bin;32413836067;ПД.part28.rar;отказ;122;0;0;1;;fe243012afae66cb;;
eis_f_32413836067_38.bin;32413836067;ПД.part20.rar;отказ;122;0;0;1;;beb0c3cedff15eaa;;
eis_f_32413836067_37.bin;32413836067;ПД.part15.rar;отказ;122;0;0;1;;6461aa145954305a;;
eis_f_32413836067_36.bin;32413836067;ПД.part02.rar;отказ;122;0;0;1;;a1e37a942cf1a631;;
eis_f_32413836067_35.bin;32413836067;ПД.part24.rar;отказ;122;0;0;1;;548f6c37fabdb365;;
eis_f_32413836067_34.bin;32413836067;ПД.part17.rar;отказ;122;0;0;1;;8184e9d6f8e66321;;
eis_f_32413836067_33.bin;32413836067;ПД.part30.rar;отказ;122;0;0;1;;26620e188e552110;;
eis_f_32413836067_32.bin;32413836067;ПД.part11.rar;отказ;122;0;0;1;;94f407d9192be424;;
eis_f_32413836067_31.bin;32413836067;ПД.part23.rar;отказ;122;0;0;1;;0d0c606edb45d9f4;;
eis_f_32413836067_30.bin;32413836067;ПД.part26.rar;отказ;122;0;0;1;;8786597cca6f31c1;;
eis_f_32413836067_3.bin;32413836067;Форма 5.2 Справка о цепочке собственников.xlsx;xlsx;14333;0;2980;;;9458c4df2c1c1782;eis_f_32515076911_9.bin;
eis_f_32413836067_29.bin;32413836067;ПД.part25.rar;отказ;122;0;0;1;;9f41747cc8c6171a;;
eis_f_32413836067_28.bin;32413836067;ПД.part08.rar;отказ;122;0;0;1;;e24e84cf53ef83e6;;
eis_f_32413836067_27.bin;32413836067;ПД.part22.rar;отказ;122;0;0;1;;4b0619877f8fbbfb;;
eis_f_32413836067_26.bin;32413836067;ПД.part29.rar;отказ;122;0;0;1;;ba7e87fdc558d0c1;;
eis_f_32413836067_25.bin;32413836067;ПД.part18.rar;отказ;122;0;0;1;;8a3a73dc29023ed9;;
eis_f_32413836067_24.bin;32413836067;ПД.part10.rar;отказ;122;0;0;1;;b515ec3c06d6f407;;
eis_f_32413836067_23.bin;32413836067;ПД.part04.rar;отказ;122;0;0;1;;d1d08d898712ff1a;;
eis_f_32413836067_22.bin;32413836067;ПД.part16.rar;отказ;122;0;0;1;;e0319734fbb8f16a;;
eis_f_32413836067_21.bin;32413836067;ПД.part21.rar;отказ;122;0;0;1;;287fdafd5ed2ed5b;;
eis_f_32413836067_20.bin;32413836067;ПД.part13.rar;отказ;122;0;0;1;;339b03e7493321ef;;
eis_f_32413836067_2.bin;32413836067;ПД.part14.rar;отказ;122;0;0;1;;b8efa95da351252f;;
eis_f_32413836067_19.bin;32413836067;ПД.part03.rar;отказ;122;0;0;1;;697b97df4118c949;;
eis_f_32413836067_18.bin;32413836067;Спецификации к форме 4.rar;rar(17);1074308;0;3528534;;;84b13b4e76b1c916;eis_f_32413836067_97.bin;
eis_f_32413836067_17.bin;32413836067;Приложение 1 Обоснование НМЦ.rar;rar(2);469827;0;16454;;;2983243e2dd8b315;eis_f_32413836067_92.bin;
eis_f_32413836067_168.bin;32413836067;Протокол_4.docx;docx;37536;0;4240;;;129a2a862f5bd191;;
eis_f_32413836067_167.bin;32413836067;Протокол_5 итоги.docx;docx;43676;0;6993;;;29333cc9cbb16ba2;;
eis_f_32413836067_166.bin;32413836067;Разъяснение_32413836067.pdf;pdf;22074;1;240;;;e603d8fab317459c;;
eis_f_32413836067_165.bin;32413836067;Разъяснение_32413836067.pdf;pdf-ocr;21799;1;147;;1;0352657e4391bfff;;
eis_f_32413836067_164.bin;32413836067;ПД.part26.rar;отказ;122;0;0;1;;c779d670f08fea0a;;
eis_f_32413836067_163.bin;32413836067;ПД.part15.rar;отказ;122;0;0;1;;36de600246f3dbb5;;
eis_f_32413836067_162.bin;32413836067;ПД.part24.rar;отказ;122;0;0;1;;74874244be193e49;;
eis_f_32413836067_161.bin;32413836067;ПД.part18.rar;отказ;122;0;0;1;;ab8640f05e37a71c;;
eis_f_32413836067_160.bin;32413836067;ПД.part20.rar;отказ;122;0;0;1;;7b4a982adec2dea2;;
eis_f_32413836067_16.bin;32413836067;ПД.part06.rar;отказ;122;0;0;1;;2657fd80c8013da8;;
eis_f_32413836067_159.bin;32413836067;ПД.part08.rar;отказ;122;0;0;1;;35973b6104b62f37;;
eis_f_32413836067_158.bin;32413836067;ПД.part28.rar;отказ;122;0;0;1;;87e9717c7ed801a7;;
eis_f_32413836067_157.bin;32413836067;ПД.part06.rar;отказ;122;0;0;1;;12dd49c80dec5680;;
eis_f_32413836067_156.bin;32413836067;ПД.part04.rar;отказ;122;0;0;1;;510b51b472aa8a0d;;
eis_f_32413836067_155.bin;32413836067;ПД.part03.rar;отказ;122;0;0;1;;dd900862fb7d9d45;;
eis_f_32413836067_154.bin;32413836067;ПД.part30.rar;отказ;122;0;0;1;;1437d79a4d46e32c;;
eis_f_32413836067_153.bin;32413836067;ПД.part07.rar;отказ;122;0;0;1;;48bfa57f7a2b39ac;;
eis_f_32413836067_152.bin;32413836067;ПД.part13.rar;отказ;122;0;0;1;;ab348f2f102fd704;;
eis_f_32413836067_151.bin;32413836067;ПД.part17.rar;отказ;122;0;0;1;;b7f05ba4c0f26f8f;;
eis_f_32413836067_150.bin;32413836067;ПД.part05.rar;отказ;122;0;0;1;;c4a8dd42f0a0e055;;
eis_f_32413836067_15.bin;32413836067;Часть IV проект договора.doc;doc/xls;3139072;0;3138854;;;2f2bf9b073c30997;eis_f_32413836067_96.bin;
eis_f_32413836067_149.bin;32413836067;ПД.part14.rar;отказ;122;0;0;1;;3d72232f641edca5;;
eis_f_32413836067_148.bin;32413836067;ПД.part29.rar;отказ;122;0;0;1;;970cef78ff145850;;
eis_f_32413836067_147.bin;32413836067;ПД.part21.rar;отказ;122;0;0;1;;99e6076e74f9fc84;;
eis_f_32413836067_146.bin;32413836067;ПД.part25.rar;отказ;122;0;0;1;;da57555e2aa78731;;
eis_f_32413836067_145.bin;32413836067;ПД.part23.rar;отказ;122;0;0;1;;c5eef658f36d341c;;
eis_f_32413836067_144.bin;32413836067;Форма 5.2 Справка о цепочке собственников.xlsx;xlsx;14333;0;2980;;;9458c4df2c1c1782;eis_f_32515076911_9.bin;
eis_f_32413836067_143.bin;32413836067;ПД.part01.rar;отказ;122;0;0;1;;25190f8c68c177b7;;
eis_f_32413836067_142.bin;32413836067;ПД.part11.rar;отказ;122;0;0;1;;f389e3c89b15801e;;
eis_f_32413836067_141.bin;32413836067;Приложение 1 Обоснование НМЦ.rar;rar(2);469827;0;16454;;;2983243e2dd8b315;eis_f_32413836067_92.bin;
eis_f_32413836067_140.bin;32413836067;ПД.part16.rar;отказ;122;0;0;1;;490373a9088d7cd2;;
eis_f_32413836067_14.bin;32413836067;ПД.part05.rar;отказ;122;0;0;1;;538ec519275f4986;;
eis_f_32413836067_139.bin;32413836067;Форма 5.1 Анкета.xlsx;xlsx;12994;0;2055;;;8cc0f455399b1297;eis_f_32413838560_3.bin;
eis_f_32413836067_138.bin;32413836067;ПД.part02.rar;отказ;122;0;0;1;;63f3a46707f62cbd;;
eis_f_32413836067_137.bin;32413836067;ПД.part27.rar;отказ;122;0;0;1;;8f10c4abbafc6307;;
eis_f_32413836067_136.bin;32413836067;Спецификации к форме 4.rar;rar(17);1074308;0;3528534;;;84b13b4e76b1c916;eis_f_32413836067_97.bin;
eis_f_32413836067_135.bin;32413836067;Часть V техническая часть.rar;rar(28);32075989;0;13854370;;;cf6f32438509cd46;;
eis_f_32413836067_134.bin;32413836067;ПД.part10.rar;отказ;122;0;0;1;;f3ffb262f8ed9508;;
eis_f_32413836067_133.bin;32413836067;Уведомление  2907.docx;docx;70474;0;1597;;;044ff082e0deb332;eis_f_32413836067_66.bin;
eis_f_32413836067_132.bin;32413836067;Часть IV проект договора.doc;doc/xls;3139072;0;3138854;;;2f2bf9b073c30997;eis_f_32413836067_96.bin;
eis_f_32413836067_131.bin;32413836067;ПД.part19.rar;отказ;122;0;0;1;;ea7d742dd4a52f44;;
eis_f_32413836067_130.bin;32413836067;ПД.part22.rar;отказ;122;0;0;1;;33a596c1866a36f6;;
eis_f_32413836067_13.bin;32413836067;ПД.part09.rar;отказ;122;0;0;1;;0c45dc4bd6360fd6;;
eis_f_32413836067_129.bin;32413836067;Протокол 1.docx;docx;39534;0;1747;;;4a8ad61e4514b0a0;eis_f_32413836067_65.bin;
eis_f_32413836067_128.bin;32413836067;Уведомление о переносе 08.08.docx;docx;73448;0;2631;;;26f37be21427c0db;;
eis_f_32413836067_127.bin;32413836067;Протокол  № 2.docx;docx;40677;0;2091;;;fc63d978e37d9bb3;;
eis_f_32413836067_126.bin;32413836067;Уведомление о переносе 16.08.docx;docx;73666;0;2631;;;f6a821faae31c9c9;;
eis_f_32413836067_125.bin;32413836067;Том 1.docx;docx;265924;0;153834;;;4472c069c500134f;;
eis_f_32413836067_124.bin;32413836067;Извещение Березовая-Горин.docx;docx;80652;0;7129;;;c41c2eb54b97979b;;
eis_f_32413836067_123.bin;32413836067;Протокол  № 3.docx;docx;40719;0;2085;;;554ccf14fd54e41c;;
