inn;predpriyatie;pometka;tipy_mashin;sreda;marki;sostoyaniy;vyvod_ekspertizy;data_zakluchenia;vyruchka_rub;chistaya_pribyl;ssch;ball_prioriteta;okved;oborudovanie_po_okved;region;adres;status_egrul;direktor;sayt;pochta;telefony_iz_bazy;telefony_predpriyatiya;lyudej_v_baze;tehnicheskih;lyudej_iz_faylov;tehnicheskie_lyudi;lyudi_iz_faylov;proverok_nadzora;v_baze_obzvona;segment;novost;novost_ssylka;chego_ne_hvataet;faktov_centrobezhnyh;sostoyaniya_po_faktam;ssylki_na_istochniki;citaty_dokazatelstv;daty_faktov;marki_iz_faktov;sreda_po_faktam;moy_prioritet;vazhnost_pokupki;dostupnost_kontakta;prioritet_pochemu;lyudi_moi_vsego;lyudi_moi_podrobno
4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС""";имеют;центробежная | тип не установлен | не установлен;воздух;К-1500-62-2 | К1500-62-2;1;соответствует;26.12.2024;4000000000.0;1,1 млрд руб.;31 человек +3;31;20.11 Производство промышленных газов;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота | Гене;Кемеровская область - Кузбасс;654038, Кемеровская область - Кузбасс, г. о. Новокузнецкий, г. Новокузнецк, р-н Заводской,;Действующая компания;;;ru-csc@air-lead.ru;;"[""+7 (495) 641-28-98"", ""8 (800) 200-66-06 (центр обслуживания клиентов";0;0;0;;;2;1;;;;сайт, технический человек;2;есть;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-80346-2023 | https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50786-2023;"заключение ЭПБ № 68-ТУ-80346-2023 ;; заключение ЭПБ № 68-ТУ-50786-2023";10.10.2023 | 25.01.2023;К-1500-62-2 | К1500-62-2;воздух | среда не названа;760;76;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15 | важность:крупное предприятие +6;0;
7802849641;"ООО ""ПК ""БАЛТИКА""";имеют;центробежная | поршневая или винтовая | тип не установлен | не установлен;воздух;GM10 | GM3S | MB-5B | VP 2800/S | Z0406 | Z0407 | Z0408 | Z0409;2;соответствует;30.11.2022;145900000000.0;13,3 млрд руб.;;53;11.05 Производство пива;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Рентген-детекторы и рен;Санкт-Петербург;194292, г. Санкт-Петербург, вн. тер. г. муниципальный округ Сергиевское, пер. 6-й Верхний,;Действующая компания;;baltika.ru;ru_post@baltika.com;;[];4;2;0;Демченко Сергей Викторович (Директор по производству) | Устиненок Алексей Юрьевич (Главный инженер);;113;1;;;;технический человек;4;есть;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-794778-2026 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-794733-2026 | https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-24495-2022 | https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-13210-2018;"заключение ЭПБ № 63-ТУ-794778-2026 ;; заключение ЭПБ № 63-ТУ-794733-2026 ;; заключение ЭПБ № 19-ТУ-24495-2022 ;; заключение ЭПБ № 19-ТУ-13210-2018";03.09.2018 | 20.04.2026 | 30.11.2022;GM10 | ВВ 88 | GM3S;воздух;760;76;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15 | важность:крупное предприятие +6;0;
0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";имеют;центробежная | центробежная по серии | поршневая или винтовая | тип не установле;воздух;2BH1610-7HD56-Z, | 32ВЦ-100/9, | 3ГЦ2-34/40-55 | 3Ю142 | 3Ю210 | 4АЗМП-500 | 4АЗМП-500/6000 | 5RPD135;2;не в полной мере | не соответствует | соответствует;31.10.2019;256899999999;;;;;;;;;;;66dev@snos.ru;+7 347 631-80-88 | +7 347 631-82-08 | +7 347 631-82-11;;0;0;0;;;55;нет;;;;телефон предприятия, сайт, телефон технического человека, реквизиты (ИНН нет в б;196;есть | покупает;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-15280-2018 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-21512-2023 | https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-56562-2025 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38347-2023 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-44122-2023 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-44120-2023 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-41951-2023 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-52113-2023 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-41927-2023 | https://monitor-pb.ru/conclusion/41-%D0%A2%;"заключение ЭПБ № 41-ТУ-15280-2018 ;; заключение ЭПБ № 41-ТУ-21512-2023 ;; заключение ЭПБ № 2-ТУ-56562-2025 ;; заключение ЭПБ № 41-ТУ-38347-2023 ;; заключение ЭПБ № 41-ТУ-44122-2023 ;; заключение ЭПБ № 41-ТУ-44120-2023 ;; заключение ЭПБ № 41-ТУ-41951-2023 ;; заключение ЭПБ № 41-ТУ-52113-2023 ;; заключение ЭПБ № 41-ТУ-41927-2023 ;; заключение ЭПБ № 41-ТУ-02542-2018 ;; заключение ЭПБ № 2-ТУ-50199-2025 ;; заключение ЭПБ № 41-ТУ-12820-2018 ;; заключение ЭПБ № 2-ТУ-12269-2025 ;; заключение ЭПБ № 41-ТУ";01.02.2018 | 01.03.2018 | 01.06.2018 | 01.06.2022 | 01.11.2022 | 02.03.2018 | 02.09.2024 | 03.03.2026 | 03.06.2019 | 04.;К-1500-62-2 | К-1500-62-2, | ВОТ-380 | К-1500-62-2 | К-250-61-5, | К-345-92-1 | К-345-92-1, | ВОТ-115 | К-345-92-1 | К-500-61-1 | К-905-61-1 | ВОТ-120 | К-905-61-1 | К-905-61-1 | 5К905.1 | М-4,5 | Т-1;воздух | газ или иная среда | среда не названа;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2343003392;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АРМАВИРСКАЯ БИОЛОГИЧЕСКАЯ ФАБРИКА""";покупали ранее;центробежная | не установлен | центробежный насос, не компрессор;воздух;;1;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;4;планировал | покупает;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=869fb600-1665-47b9-82d6-257286a0557d_74a9ca48-1d69-4b97-9c63-6adabac680ac&infoGuid=869fb600-1665-47b9-82d6-257286a0557d | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bde75a2e-16e7-4c06-b1c1-29811d2949e5_587062b5-1077-4856-97ce-d4892cf3410f&infoGuid=bde75a2e-16e7-4c06-b1c1-29811d2949e5 | https://www.roseltorg.ru/procedure/32413682862/1 | https://www.roseltorg.ru/procedure/32009627626/1;"план 2190395348 позиция 286, сумма 468 245,00 ₽ ;; план 2230725183 позиция 355, сумма 572 055,00 ₽ ;; процедура 32413682862 ;; процедура 32009627626";06.11.2020 09:00 | 06.2024 | 10.2020 | 14.06.2024 09:00;;воздух;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2365001416;"МУП ""ЖКХ ГОРОДА ТУАПСЕ""";покупали ранее;центробежная | не установлен;воздух;ТВ-80/1.6;1;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;2;планировал | покупает;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=668fbf90-b87f-43d7-a73f-d6d68781e49a_e6a7bd94-f9d0-44aa-9eca-bbc0754c9c71&infoGuid=668fbf90-b87f-43d7-a73f-d6d68781e49a | https://etpgpb.ru/procedures/etp/1008842-postavka-elektrodvigatelya-dlya-raboty-v-sostave-turbokompressora-vozdushnogo-tv-80-1-6-po-obektu-ochistnye-sooruzheniya-kanalizatsii-goroda-tuapse/;"план 2230728221 позиция 65, сумма 329 751,67 ₽ ;; процедура 32413994879";09.2024 | 2024-09-17;ТВ-80/1.6;воздух;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2607018122;"ПАО ""ОГК-2""";покупали ранее;центробежная | тип не установлен | не установлен;воздух;Г-2Т | К-220-130-1 | К-300-240 | К-800-240 | К-800-240-З | ПТ-20 | Т-16;2;не в полной мере | соответствует;28.09.2018;;;;;;;;;;;ogk2.ru;office@ogk2.ru;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;26;есть | планировал | покупает;https://monitor-pb.ru/conclusion/03-%D0%97%D0%A1-10429-2018 | https://monitor-pb.ru/conclusion/62-%D0%97%D0%A1-633234-2026 | https://monitor-pb.ru/conclusion/03-%D0%97%D0%A1-09037-2022 | https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-06590-2023 | https://monitor-pb.ru/conclusion/58-%D0%A2%D0%9F-11820-2021 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=dcde0e4b-a1b1-4f09-85af-52120a0ba664_7b87d4c7-b7dc-42aa-98d2-db31e63b7f5c&infoGuid=dcde0e4b-a1b1-4f09-85af-52120a0ba664 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bd3fe2fa-bdcb-4bd0-9b;"заключение ЭПБ № 03-ЗС-10429-2018 ;; заключение ЭПБ № 62-ЗС-633234-2026 ;; заключение ЭПБ № 03-ЗС-09037-2022 ;; заключение ЭПБ № 19-ТУ-06590-2023 ;; заключение ЭПБ № 58-ТП-11820-2021 ;; план 2160184739 позиция 928, сумма 1 420 000,00 ₽ ;; план 2160184739 позиция 1288, сумма 1 420 000,00 ₽ ;; план 2210529764 позиция 899, сумма 2 024 700,68 ₽ ;; план 2210529764 позиция 652, сумма 28 164 690,00 ₽ ;; план 2210529764 позиция 1144, сумма 686 880,00 ₽ ;; план 2210529764 позиция 1771, сумма 49 590 990,0";04.2017 | 04.2022 | 04.2024 | 06.04.2021 | 06.2017 | 06.2022 | 06.2024 | 08.2024 | 09.2022 | 09.2024 | 10.2022 | 12.04.2;Т-16 | Г-2Т | К-800-240 | ПТ-20 | К-300-240 | К-220-130-1 | К-800-240-З;воздух | среда не названа;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2633001291;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА СТАВРОПОЛЯ";покупали ранее;центробежная | тип не установлен | не установлен;воздух;;1;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;3;планировал | покупает;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=88710c42-8713-4e23-b40d-31fb66a12243_1859749b-47d8-4fcc-9f3a-aca8f84f0924&infoGuid=88710c42-8713-4e23-b40d-31fb66a12243 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a076b8c3-d50e-4b44-944b-e08eb40bbd17_8ad22a10-2528-4cc1-afe8-9343f6d6de82&infoGuid=a076b8c3-d50e-4b44-944b-e08eb40bbd17 | https://www.rts-tender.ru/poisk/id/l32616232938-1/;"план 2150134091 позиция 59, сумма 1 600 000,00 ₽ ;; план 2230724939 позиция 249, сумма 160 118 344,00 ₽ ;; процедура 32616232938";03.2016 | 09.2024 | 23.07.2026;;воздух;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2635040105;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ""";покупали ранее;центробежная | не установлен | центробежный насос, не компрессор;воздух;;1;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;21;планировал | покупает;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5a999c4d-8682-426f-bef2-cd110eb08d4e_09bdcd75-cc9b-4580-82ea-656f5392c2d6&infoGuid=5a999c4d-8682-426f-bef2-cd110eb08d4e | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=333b6683-8fbf-4a27-9a12-c163cb7e4c66_56ae72a8-59a7-408e-b5ad-26a95b525cda&infoGuid=333b6683-8fbf-4a27-9a12-c163cb7e4c66 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d867a0aa-eeda-4f6d-a062-a3cd46cf565b_90c02ae8-0447-4ee8-bd48-45de4e32c558&infoGuid=d867a0aa-eeda-4f6d-a062-a3cd46cf565b | https://zakupki;"план 2180326730 позиция 87, сумма 916 348,00 ₽ ;; план 2190401601 позиция 266, сумма 2 857 893,33 ₽ ;; план 2210556546 позиция 153, сумма 2 785 000,00 ₽ ;; план 2200492112 позиция 385, сумма 2 785 000,00 ₽ ;; план 2220645910 позиция 66, сумма 3 580 463,33 ₽ ;; план 2210556546 позиция 379, сумма 3 580 463,33 ₽ ;; план 2230740036 позиция 271, сумма 4 115 934,79 ₽ ;; план 2230740036 позиция 281, сумма 3 205 343,33 ₽ ;; план 2240809431 позиция 323, сумма 3 800 000,00 ₽ ;; план 2250863190 позиция 144";01.2019 | 03.10.2025 10:00 | 04.2024 | 05.06.2024 10:00 | 05.2024 | 06.05.2024 10:00 | 06.2020 | 07.2025 | 09.10.2025 10;;воздух | среда не названа;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2724132118;«Транснефть – Дальний Восток»;покупали ранее;центробежная | не установлен;воздух;CAT 323;1;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;3;планировал | покупает;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0bebcb78-36eb-4498-aa44-66cac99bd59f_005056be-7e73-1edc-a4f8-dd486a781984&infoGuid=0bebcb78-36eb-4498-aa44-66cac99bd59f | https://etpgpb.ru/procedures/price_request/893644-turbokompressor/ | https://etpgpb.ru/procedures/price_request/977998-turbokompressor-287-0049-na-ekskavator-cat-323-dl-dvs-gdc71905/;"план 2210557066 позиция 1766, сумма 669 474,26 ₽ ;; процедура 893644 ;; процедура 977998";02.2022 | 2026-01-28 | 2026-06-29;CAT 323;воздух | среда не названа;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2902059091;"АО ""ПО ""СЕВМАШ""";покупали ранее;центробежная | центробежная по серии | поршневая или винтовая | тип не установле;воздух;4ВМ10-50/71 | 6СТ-190 | BB 2536-1D | BB 2536-D | BSE32 | BSS-900-R | CRN 90-4 | CX-50L;2;не в полной мере | соответствует;31.12.2014;;;;;30.11;;Архангельская;;;;sevmash.ru;tarakanova@aoosk.ru;;[];0;0;0;;;157;нет;новостные;закладка многоцелевого атомного подводного крейсера для ВМФ;https://vk.com/wall-215538799_2583;сайт, технический человек;43;планировал | покупает;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e762dee6-f271-4eb7-b9be-af998703bc33_3a3ebb11-9dc4-00ee-e053-ac11070d13aa&infoGuid=e762dee6-f271-4eb7-b9be-af998703bc33 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5b66851d-7852-4e0e-8c89-af10c28178ea_3c75e887-bcec-0262-e053-ac11070d640f&infoGuid=5b66851d-7852-4e0e-8c89-af10c28178ea | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5b66851d-7852-4e0e-8c89-af10c28178ea_3c75e887-b77c-0262-e053-ac11070d640f&infoGuid=5b66851d-7852-4e0e-8c89-af10c28178ea | https://zakupki;"план 2150140601 позиция 776, сумма 918 525,58 ₽ ;; план 2150140601 позиция 988, сумма 5 459 173,16 ₽ ;; план 2190389305 позиция 551, сумма 269 889 141,66 ₽ ;; план 2180323502 позиция 983, сумма 269 889 141,66 ₽ ;; план 2210535093 позиция 1294, сумма 22 190 878,34 ₽ ;; план 2210535093 позиция 1050, сумма 22 000 000,00 ₽ ;; процедура 5692898 ;; процедура 5671957 ;; процедура 5877713 ;; процедура 5971048 ;; процедура 5578472 ;; процедура 5358935 ;; процедура 5905001 ;; процедура 5467883 ;; процедур";01.2022 | 02.04.2026 | 02.06.2025 10:00 | 03.04.2026 10:00 | 04.03.2025 10:00 | 05.02.2026 | 05.03.2026 | 05.05.2025 10:;К 250-61-5 | К-19 | ГОСТ 1861-73 | К4-20 | ТУ 38 | К-19 | ГОСТ 1861-73. | И-50А | VB-160 | XB76А | BB 2536-1D | BB 2536-D | BSS-900-R | GBR476 | ТКР-50 | ТК18Н-02 | ТУ 24-6-960-75 | JAT-360K | С-322М;воздух | среда не названа;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
2902060361;"АО ""ЦС ""ЗВЕЗДОЧКА""";покупали ранее;центробежная | поршневая или винтовая | тип не установлен | не установлен | цент;воздух;22ФУУ400 | 402ВП-4/400 | TO-2000 | W 100-220 | WP15L | А-12.14II-F4/6-abc1 | Б01-1М-07.010 | БХ14-53;2;соответствует;22.06.2017;;;;;;;;;;;;star_sev@mail.ru;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;6;планировал | покупает;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=10750e60-2e15-4bca-ae7e-19c06460d8a5_33415424-b25f-4bca-9485-a624b7f421c1&infoGuid=10750e60-2e15-4bca-ae7e-19c06460d8a5 | https://zakupki.mos.ru/need/5460288 | https://zakupki.mos.ru/need/5897336 | https://zakupki.mos.ru/need/6035241 | https://zakupki.mos.ru/need/6008407 | https://www.roseltorg.ru/procedure/B1804251134161/1;"план 2160213594 позиция 2687, сумма 2 848 048,00 ₽ ;; процедура 5460288 ;; процедура 5897336 ;; процедура 6035241 ;; процедура 6008407 ;; процедура B1804251134161";02.02.2026 | 06.04.2026 | 10.2017 | 18.04.2025 | 22.04.2026 | 24.04.2025 11:00;ГРА5-5 | С15-505-10;воздух | среда не названа;750;75;0;важность:покупают +40 | важность:воздух +25 | важность:доказательство свежее +10;0;
