inn;predpriyatie;vyruchka_est;okved_est;rang_mashiny;faktov
2801027537;;;;2.0;1
2801133630;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАО ЭНЕРГЕТИЧЕСКИЕ СИСТЕМЫ ВОСТОКА""";;;2.0;1
2801163890;"ООО ""Соя АНК""";;;2.0;1
2801198300;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ АМУРСКОЙ ОБЛАСТИ ""ЦЕНТР ТЕХНИЧЕСКОГО И ХОЗЯЙСТВЕННОГО ОБСЛУЖИВАНИЯ""";;;2.0;1
2801199582;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСТ""";;да;2.0;1
2901023416;"АО ""КУЗНЕЧЕВСКИЙ КСКМ""";;;2.0;1
2901220654;"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ СЕВЕРНОЕ УПРАВЛЕНИЕ ПО ГИДРОМЕТЕОРОЛОГИИ И МОНИТОРИНГУ ОКРУЖАЮЩЕЙ СРЕДЫ ""ГИДРОМЕТЕОРОЛОГИЧЕСКОЕ БЮРО ЧЕРЕПОВЕЦ""";;;2.0;1
2907012650;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОФИРМА ""ВЕЛЬСКАЯ""";;да;2.0;1
2912005401;;;да;2.0;1
3102003133;;;;2.0;1
3111505362;"АО ""ЛИВЕНСКИЙ КОМБИКОРМОВЫЙ ЗАВОД""";;;2.0;1
3126019943;"ООО ""Русагро-Белгород""";;;2.0;1
3128131450;;;да;2.0;1
3128138181;"ОГБУЗ ""СТАРООСКОЛЬСКАЯ ОКРУЖНАЯ БОЛЬНИЦА СВЯТИТЕЛЯ ЛУКИ КРЫМСКОГО""";;да;2.0;1
3201000510;"ГАУЗ ""БГБ № 1""";;да;2.0;1
3245008122;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПРОМВЗРЫВСЕРВИС""";;да;2.0;1
3255502891;;;;2.0;1
3301037680;;;да;2.0;1
3305713989;;;да;2.0;1
3307001803;"Открытое акционерное общество ""Муромский стрелочный завод""";да;;2.0;1
3321003150;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВЛАДИМИРСКОЙ ОБЛАСТИ""";;;2.0;1
3321027747;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЕНЕРИУМ""";;да;2.0;1
3328461618;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИМИРА;;да;2.0;1
3329051460;"АО ""ВПО ""ТОЧМАШ""";;;2.0;1
3329094248;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС ""АВТОПРИБОР"" - ТОЛЬЯТТИ""";;да;2.0;1
3435052024;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕПК ВОЛЖСКИЙ""";;да;2.0;1
3435135658;"ООО ""ПО ""НВТЗ""";;;2.0;1
3435146603;"АО ""ВОЛГАТЕХГАЗ""";;да;2.0;1
3435313621;"ООО ""ВТПЗ""";;;2.0;1
3437009095;ПСМ;;;2.0;1
3439006220;;;;2.0;1
3443009752;"ОАО ""Волгоградский завод железобетонных изделий 1""";;;2.0;1
3443147336;АО ЭЛЕКТРОТРАНСПОРТ ПЛЮС;;;2.0;1
3524006943;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 17 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВОЛОГОДСКОЙ ОБЛАСТИ""";;;2.0;1
3525014344;"Государственное энергетическое, энергоснабжающее и электрораспределительное предприятие Вологодской области ""Вологдаоблкоммунэнерго""";;;2.0;1
3525165061;;;;2.0;1
3525353717;;;да;2.0;1
3528010612;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕРЕПОВЕЦКИЙ ЛИТЕЙНО-МЕХАНИЧЕСКИЙ ЗАВОД""";;;2.0;1
3623004866;"АО ""КМЗ"" (ИНН 3623004866)";;;2.0;1
3623007578;"ООО ""ТД КМЗ""";;;2.0;1
3650002882;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОД ВОРОНЕЖ;;;2.0;1
3663088326;"ЗАО ""ВШЗ""";;;2.0;1
3663172585;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИДРОГАЗ""";;да;2.0;1
3665030787;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОРПОРАЦИЯ НПО ""РИФ""";;да;2.0;1
3702086910;ДЕПАРТАМЕНТ КОНКУРСОВ И АУКЦИОНОВ ИВАНОВСКОЙ ОБЛАСТИ;;;2.0;1
3713005751;;;;2.0;1
3801008180;"АО ""АНГАРСКЦЕМЕНТ""";;;2.0;1
3801008303;"АО ""КАРАВАЙ""";;;2.0;1
3804002204;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРАТСКАЯ ГОРОДСКАЯ СТАНЦ ИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""";;;2.0;1
3805707944;"ООО ""КБЖБ""";;;2.0;1
3807002509;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЯКОВЛЕВ""";;да;2.0;1
3808000222;;;;2.0;1
3808294389;АДМИНИСТРАЦИЯ КИРЕНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;;;2.0;1
3811047252;"ООО ""МАСЛОВ""";;да;2.0;1
3812008496;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ИРКУТСКАЯ МЕЖОБЛАСТНАЯ ВЕТЕРИНАРНАЯ ЛАБОРАТОРИЯ""";;;2.0;1
3816036825;АДМИНИСТРАЦИЯ ЧУНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ИРКУТСКОЙ ОБЛАСТИ;;;2.0;1
3817020666;;;;2.0;1
3819005945;"ОАО ""ПО ""Усольмаш""";;;2.0;1
3900000175;;;да;2.0;1
3903007130;"АО ""РОССЕТИ ЯНТАРЬ""";;;2.0;1
3906353628;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЧИСТОТА"" ГОРОДСКОГО ОКРУГА ""ГОРОД КАЛИНИНГРАД""";;;2.0;1
3906995784;"ООО ""СРП ПРЕГОЛЬ""";;;2.0;1
3907002975;"ЗАО ""КСРЗ""";;;2.0;1
3913501130;"ООО  ""СРЗ""";;;2.0;1
3917022667;"ООО ""Литана""";;;2.0;1
4003033040;;;да;2.0;1
4004009259;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРОИЦКАЯ БУМАЖНАЯ ФАБРИКА""";;;2.0;1
4004010173;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССТРОМИНВЕСТ""";;да;2.0;1
4011016962;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ КАЛУЖСКОЙ ОБЛАСТИ""";;;2.0;1
4025415519;"АО ""Обнинскоргсинтез""";;;2.0;1
4026000108;"АО ""Восход"" - КРЛЗ";;;2.0;1
4101039153;"ГБУЗ ""КАМЧАТСКАЯ КРАЕВАЯ БОЛЬНИЦА ИМ. А.С. ЛУКАШЕВСКОГО""";;да;2.0;1
4105000069;"УМП ОПХ ""Заречное""";;;2.0;1
4203001913;"АО ""ЧЕРНИГОВЕЦ""";;;2.0;1
4205059235;"ООО ""Шахта Красногорская""";;;2.0;1
4205062301;"ОАО ""Сибирский инженерно-аналитический центр""";;;2.0;1
4205062661;"ООО ""Шахта Байкаимская""";;;2.0;1
4205070630;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХОЛДИНГОВАЯ КОМПАНИЯ ""СИБИРСКИЙ ЦЕМЕНТ""";;да;2.0;1
4205152361;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ЭЛЕКТРОМАШИНА""";;;2.0;1
4207017537;;;;2.0;1
4207023890;"ГАУК МУЗЕЙ-ЗАПОВЕДНИК ""ТОМСКАЯ ПИСАНИЦА"", ГАУК КМЗТП";;;2.0;1
4210002040;ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КЕМЕРОВСКАЯ ЛАБОРАТОРИЯ СУДЕБНОЙ ЭКСПЕРТИЗЫ МИНИСТЕРСТВА ЮСТИЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;;;2.0;1
4211002950;"ОАО ""Знамя""";;;2.0;1
4212030766;"ООО  ""Шахта им. С.Д. Тихова""";;;2.0;1
4212125312;"ООО ""Монтажсервис""";;;2.0;1
4217097549;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВНЫЕ ТЕХНОЛОГИИ""";;;2.0;1
4217100015;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМЦ""";;;2.0;1
4217163505;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСР-УГЛЕСБЫТ""";;;2.0;1
4218002236;"АО ""ШАХТА ""АНТОНОВСКАЯ""";;;2.0;1
4223003154;"ОАО  ""ПТУ""";;;2.0;1
4231001947;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ШАХТА БЕЛОВСКАЯ""";;да;2.0;1
4234004382;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙДОРЭКСПОРТ""";;;2.0;1
4235001916;АДМИНИСТРАЦИЯ КРАПИВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;;;2.0;1
4253029223;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦОФ ""ЩЕДРУХИНСКАЯ""";;;2.0;1
4253038965;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМЦ-ОГНЕУПОРЫ""";;;2.0;1
4307014272;"ООО ""Стиплекс""";;;2.0;1
4345000947;;;да;2.0;1
4345226790;"ОАО ""Ремстройгидравлика""";;;2.0;1
4345465597;"ООО ПК ""КИРОВ ТАЙР""";;да;2.0;1
4442016903;;;да;2.0;1
4501000129;АО Курганавторемонт;;;2.0;1
4501129676;"АО "" НПО ""КУРГАНПРИБОР""";;;2.0;1
4505008009;"Открытое акционерное общество ""Варгашинский завод противопожарного и специального оборудования""";;;2.0;1
4704012472;"НПАО ""СВЕТОГОРСКИЙ ЦБК""";;;2.0;1
4705006785;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ""БУРЕВЕСТНИК""";;;2.0;1
4706089872;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ИМЕНИ МОРОЗОВА""";;да;2.0;1
4708003479;"ГБУЗ ЛО ""КИРИШСКАЯ КМБ""";;да;2.0;1
4712012349;"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ МНОГОПРОФИЛЬНЫЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ ДЕТЕЙ-ИНВАЛИДОВ""";;;2.0;1
4712025789;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СОСНОВСКАЯ СЛУЖБА ЗАКАЗЧИКА""";;;2.0;1
4713004397;"ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОАО ""СЛАНЦЕВСКИЙ ЦЕМЕНТНЫЙ ЗАВОД ""ЦЕСЛА"" ТЕРРИТОРИАЛЬНОЙ САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛАСТИ ПРОФСОЮЗА РАБОТНИКОВ СТРОИТЕЛЬСТВА И ПРОМЫШЛЕННОСТИ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ РОССИЙСКОЙ ФЕДЕРАЦИИ";;да;2.0;1
4714011083;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СОСНОВОБОРСКИЙ ГОРОДСКОЙ ОКРУГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;;2.0;1
4716003610;ФКУ ИК-3 ГУФСИН РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;да;2.0;1
4716024190;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОВЫЕ СЕТИ""";;;2.0;1
4813007240;"АО ""КЦ""";;;2.0;1
4821013261;;;;2.0;1
4823052820;;;;2.0;1
4826045274;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В ЛИПЕЦКОЙ ОБЛАСТИ""";;;2.0;1
4828996733;;;да;2.0;1
4901006735;АДМИНИСТРАЦИЯ ОЛЬСКОГО МУНИЦИПАЛЬНОГО ОКРУГА МАГАДАНСКОЙ ОБЛАСТИ;;;2.0;1
4907004029;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУДНИК ТЭУТЭДЖАК""";;да;2.0;1
5003023478;;;да;2.0;1
5003094912;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОКОНТИНЕНТ""";;да;2.0;1
5004030100;"ООО ""ЕМВ ФИЛЬТРТЕХНИК РУС""";;;2.0;1
5005031820;"ООО ""Криогенсервис""";;;2.0;1
5005036345;Никогласс;;;2.0;1
5006010212;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТОР ХОЛДИНГ""";;да;2.0;1
5007101649;ГАЗПРОМ ТЕПЛОЭНЕРГО МО;;;2.0;1
5009002001;"ОАО  ""342 МЗ""";;;2.0;1
5009014293;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОБЪЕДИНЕННЫЙ САНАТОРИЙ ""ПОДМОСКОВЬЕ"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ";;;2.0;1
5014003427;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""ЗАРАЙСКАЯ БОЛЬНИЦА""";;да;2.0;1
5017111075;"ООО ""ЗАВОД КАРБИДОВ И ФЕРРОСПЛАВОВ""";;;2.0;1
5018035691;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМ КОСМИЧЕСКИЕ СИСТЕМЫ""";;;2.0;1
5018108484;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МЕТАЛЛОИНВЕСТ""";;;2.0;1
5022067103;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ ПОДВИЖНОГО СОСТАВА""";;;2.0;1
5022072463;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КОЛОМЕНСКАЯ БОЛЬНИЦА""";;;2.0;1
5024155700;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КРАСНОГОРСКИЙ ЦЕНТР ТОРГОВ""";;;2.0;1
5024181820;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКАЯ ОБЛАСТНАЯ СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""";;да;2.0;1
5024200343;;;;2.0;1
5027030450;"ФГУП ""ФЦДТ ""Союз""";;;2.0;1
5027138478;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВР-РЕСУРС""";;да;2.0;1
5027245039;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРДЖИ ГРУП""";;да;2.0;1
5027291797;;;да;2.0;1
5029112443;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМЭНЕРГОРЕМОНТ""";;;2.0;1
5032048702;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРОФАРМ""";;да;2.0;1
5032057351;ГБПОУ МО УОР № 1;;;2.0;1
5034027835;"Общество с ограниченной ответственностью ""Орехово-Зуевский городской Водоканал""";;;2.0;1
5036116819;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТОМКОНВЕРС""";;да;2.0;1
5040052420;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАМЕНСКИЙ КОНДИТЕРСКИЙ КОМБИНАТ""";;да;2.0;1
5042126251;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЗАВОДСКИЙ ХИМИЧЕСКИЙ ЗАВОД""";;;2.0;1
5042151160;"ООО ""СПХК""";;;2.0;1
5044013246;ФГБУ ФНКЦ МРИК ФМБА РОССИИ;;да;2.0;1
5050033392;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ХОМА""";;да;2.0;1
5050129513;"ГБУЗ МО ""ЩПЦ""";;да;2.0;1
5053000797;"АО ""МЗ ""Электросталь""";;;2.0;1
5074058893;ППЭМИ;;;2.0;1
5076000546;"Государственное унитарное предприятие Московской области по строительству, ремонту и содержанию автомобильных дорог ""Серебряно-Прудский Автодор""";;;2.0;1
5103062840;ЦСМ;;;2.0;1
5109700000;"ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ АО ""КОЛЬСКАЯ ГОРНО-МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ""";;да;2.0;1
5117100091;ФГБУЗ МСЧ № 118 ФМБА РОССИИ;;да;2.0;1
5190033508;"МУРМАНСКОЕ МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОК""";;;2.0;1
5190135771;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В МУРМАНСКОЙ ОБЛАСТИ""";;;2.0;1
5222011940;ГОСУДАРСТВЕННОЕ ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПО ОБЕСПЕЧЕНИЮ ИНЖЕНЕРНЫХ ЗАЩИТ ЧЕБОКСАРСКОГО ВОДОХРАНИЛИЩА ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ;;;2.0;1
5227005524;"АО ""Маслосырзавод ""Починковский""";;;2.0;1
5228001603;ГБПОУ СИХТ;;;2.0;1
5235004482;"ПО ""Оргхим"", АО";;;2.0;1
5247057986;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДРОБМАШ""";;да;2.0;1
5249079128;"ООО ""Синтез ОКА""";да;;2.0;1
5249101729;"ООО ""ММА""";;;2.0;1
5249116549;"АО ""ГосНИИ ""Кристалл""";;;2.0;1
5250000877;"ОАО ""Кстовский хлеб""";;;2.0;1
5253001036;Департамент экономического развития и инвестиций администрации города Нижнего Новгорода;;;2.0;1
5254002113;ФГБУЗ КБ № 50 ФМБА РОССИИ;;да;2.0;1
5256095089;;;да;2.0;1
5259008341;"Открытое акционерное общество ""Нижегородский авиастроительный завод ""Сокол""";;;2.0;1
5259018011;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРЕДПРИЯТИЕ ""РЕПЕР-НН""";;да;2.0;1
5260049310;"ГБУЗ НО ""НОКЦФП""";;да;2.0;1
5260197541;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДА НИЖНЕГО НОВГОРОДА ""НИЖЕГОРОДСКОЕ МЕТРО""";;;2.0;1
5260372553;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗА НИЖЕГОРОДСКОЙ ОБЛАСТИ""";;;2.0;1
5262034750;ГБПОУ НРТК;;;2.0;1
5262114004;"Открытое акционерное общество ""Конструкторское бюро ""Икар""";;;2.0;1
5321069966;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ ""СПЛАВ""";;да;2.0;1
5321180330;АДМИНИСТРАЦИЯ ГУБЕРНАТОРА НОВГОРОДСКОЙ ОБЛАСТИ;;;2.0;1
5402194267;"АО ""Экран-оптические системы""";;;2.0;1
5403102519;;;да;2.0;1
5403103135;;;;2.0;1
5403231680;"ООО УК ""ФМ""";;;2.0;1
5404131745;ГБУЗ НСО НОККД;;да;2.0;1
5406100020;СИБИРСКОЕ ТАМОЖЕННОЕ УПРАВЛЕНИЕ;;;2.0;1
5406291470;;;;2.0;1
5407466122;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛЕКТРОМАГИСТРАЛЬ""";;;2.0;1
5408100138;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ИНСТИТУТ ЦИТОЛОГИИ И ГЕНЕТИКИ СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК""";;;2.0;1
5408130693;;;да;2.0;1
5419102151;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""ВЕНГЕРОВСКИЙ ЦЕНТР ПРОФЕССИОНАЛЬНОГО ОБУЧЕНИЯ""";;;2.0;1
5433161416;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА И ОТЧЕТНОСТИ"" РАБОЧЕГО ПОСЕЛКА КОЛЬЦОВО";;;2.0;1
5442103876;;;да;2.0;1
5501016762;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДА ОМСКА ""ТЕПЛОВАЯ КОМПАНИЯ""";;;2.0;1
5501024019;;;;2.0;1
5502018385;"БУЗОО ""ОКБ""";;да;2.0;1
5504000055;"БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОМСКОЙ ОБЛАСТИ ""ОМСКИЙ АВИАЦИОННЫЙ КОЛЛЕДЖ ИМЕНИ Н.Е. ЖУКОВСКОГО""";;;2.0;1
5504059617;;;;2.0;1
5506202219;;;да;2.0;1
5507029944;"АО ""ОЗГА""";;;2.0;1
5507280594;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГК ПРОМРЕСУРСЫ""";;да;2.0;1
5508000095;;;да;2.0;1
5610029842;"ЗАО ""Газпром нефть Оренбург""";;;2.0;1
5611014253;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛЕДСТВЕННЫЙ ИЗОЛЯТОР № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""";;;2.0;1
5611031724;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА МЕБЕЛИ""";;да;2.0;1
5646000068;ФКУ ИК-6 УФСИН РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ;;;2.0;1
5720004311;"БУЗ ОРЛОВСКОЙ ОБЛАСТИ ""ПЛЕЩЕЕВСКАЯ ЦРБ""";;да;2.0;1
5753040072;ДЕПАРТАМЕНТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И ИНВЕСТИЦИОННОЙ ДЕЯТЕЛЬНОСТИ ОРЛОВСКОЙ ОБЛАСТИ;;;2.0;1
5753062037;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ОРЕЛКОМПРЕССОРМАШ""";;да;2.0;1
5802008821;"ЗАО ""Каменский пивзавод""";;;2.0;1
5826003011;"ЗАО ""НЗСС""";;;2.0;1
5834000617;"АО ""ПАЗ""";;;2.0;1
5837022880;"АО ""ПЕНЗАДИЗЕЛЬМАШ""";;да;2.0;1
5902047158;;;;2.0;1
5902181202;;;да;2.0;1
5904122072;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В ПЕРМСКОМ КРАЕ""";;;2.0;1
5904184047;"ООО ""КАМСКИЙ КАБЕЛЬ""";;;2.0;1
5904413410;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦНЕФТЕТРАНС""";;да;2.0;1
