inn;predpriyatie;vid;znachenie;chelovek;dolzhnost;rol;istochnik;ssylka;citata
2312311100;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДНЕПРОРУДНЕНСКИЙ ЖЕЛЕЗОРУДНЫЙ КОМБИНАТ""";человек;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРЕЙДИНГ ХАУС""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРЕЙДИНГ ХАУС""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=2312311100;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРЕЙДИНГ ХАУС"" — None"
0572032218;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАСПИЙСКИЙ НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД""";человек;Мусаллямов Айдар Хамзович;Мусаллямов Айдар Хамзович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=0572032218;Мусаллямов Айдар Хамзович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
3802008553;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫСОЧАЙШИЙ""";человек;Гостев Сергей Викторович;Гостев Сергей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3802008553;Гостев Сергей Викторович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
3528171465;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТАЛЬ-ПРОЕКТ""";человек;Моховиков Андрей Александрович;Моховиков Андрей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3528171465;Моховиков Андрей Александрович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
3510004872;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""МЕДИЦИНСКИЙ ГАЗОВЫЙ СЕРВИС""";человек;Дмитриев Денис Анатольевич;Дмитриев Денис Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3510004872;Дмитриев Денис Анатольевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
0544019952;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАСАВЮРТОВСКИЙ ЗАВОД ЖЕЛЕЗОБЕТОННЫХ ИЗДЕЛИЙ""";человек;Баймурзаев Магомедрасул Магомеднабиевич;Баймурзаев Магомедрасул Магомеднабиевич;ВНЕШНИЙ УПРАВЛЯЮЩИЙ;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=0544019952;Баймурзаев Магомедрасул Магомеднабиевич — ВНЕШНИЙ УПРАВЛЯЮЩИЙ
5040057475;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИННДИСП""";человек;Бенденко Сергей Николаевич;Бенденко Сергей Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5040057475;Бенденко Сергей Николаевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
6729001476;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМОЛЕНСКИЙ АВИАЦИОННЫЙ ЗАВОД""";человек;Дацко Сергей Александрович;Дацко Сергей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=6729001476;Дацко Сергей Александрович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
6726504312;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВАНГАРД""";человек;Родителев Владислав Игоревич;Родителев Владислав Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=6726504312;Родителев Владислав Игоревич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
0902011018;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАРАЧАЕВСКИЙ ПИВЗАВОД""";человек;Текеев Руслан Умарович;Текеев Руслан Умарович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=0902011018;Текеев Руслан Умарович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
2608010302;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИПАТОВСКИЙ ПИВЗАВОД""";человек;Скляров Владимир Владимирович;Скляров Владимир Владимирович;ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=2608010302;Скляров Владимир Владимирович — ДИРЕКТОР
0909000840;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗЦЕМЕНТ""";человек;Богомазов Сергей Николаевич;Богомазов Сергей Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=0909000840;Богомазов Сергей Николаевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
7728261635;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОПЛИВНО-БУНКЕРНАЯ КОМПАНИЯ""";человек;Воротников Алексей Михайлович;Воротников Алексей Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7728261635;Воротников Алексей Михайлович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
7714733528;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКАЯ САМОЛЕТОСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ ""МИГ""";человек;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВИАЦИОННАЯ ХОЛДИНГОВАЯ КОМПАНИЯ ""СУХОЙ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВИАЦИОННАЯ ХОЛДИНГОВАЯ КОМПАНИЯ ""СУХОЙ""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7714733528;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВИАЦИОННАЯ ХОЛДИНГОВАЯ КОМПАНИЯ ""СУХОЙ"" — None"
5248016686;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАЙДО МЕТАЛЛ РУСЬ""";человек;Сорокин Владимир Константинович;Сорокин Владимир Константинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5248016686;Сорокин Владимир Константинович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
5246022243;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЭНЕРГОСЕРВИС""";человек;Костин Сергей Владимирович;Костин Сергей Владимирович;ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5246022243;Костин Сергей Владимирович — ДИРЕКТОР
5252000470;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГИДРОАГРЕГАТ""";человек;Редько Павел Григорьевич;Редько Павел Григорьевич;ГЕНЕРАЛЬНЫЙ   ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5252000470;Редько Павел Григорьевич — ГЕНЕРАЛЬНЫЙ   ДИРЕКТОР
5251008501;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСПОЛИМЕТ""";человек;Клочай Максим Викторович;Клочай Максим Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5251008501;Клочай Максим Викторович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
5229009348;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕРГАЧСКИЙ САХАРНЫЙ ЗАВОД""";человек;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОХОЛДИНГ ""ПРОСТОРЫ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОХОЛДИНГ ""ПРОСТОРЫ""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5229009348;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОХОЛДИНГ ""ПРОСТОРЫ"" — None"
1650220799;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМГЭСЗЯБ""";человек;Волохов Роман Николаевич;Волохов Роман Николаевич;Конкурсный управляющий;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=1650220799;Волохов Роман Николаевич — Конкурсный управляющий
4343001409;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЛОБОДСКОЙ МЯСОКОМБИНАТ""";человек;Евдокимов Константин Владимирович;Евдокимов Константин Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=4343001409;Евдокимов Константин Владимирович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
1324134422;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУЗАЕВСКИЙ ДСК""";человек;Тростина Светлана Владимировна;Тростина Светлана Владимировна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=1324134422;Тростина Светлана Владимировна — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
1834021289;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УДМУРТНЕФТЬ-БУРЕНИЕ""";человек;Русанов Константин Борисович;Русанов Константин Борисович;ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=1834021289;Русанов Константин Борисович — ДИРЕКТОР
5406766317;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОФ КРАСНОГОРСКАЯ""";человек;Матолыгин Константин Викторович;Матолыгин Константин Викторович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5406766317;Матолыгин Константин Викторович — КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ
6803629911;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАМБОВСКИЙ БЕКОН""";человек;Алтухов Александр Алексеевич;Алтухов Александр Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=6803629911;Алтухов Александр Алексеевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
5003028155;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПРИРОДНЫХ ГАЗОВ И ГАЗОВЫХ ТЕХНОЛОГИЙ - ГАЗПРОМ ВНИИГАЗ""";человек;Недзвецкий Максим Юрьевич;Недзвецкий Максим Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5003028155;Недзвецкий Максим Юрьевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
3414504304;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-КОРОБКОВСКИЙ ГАЗОПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД""";человек;Хисаев Рустям Наилович;Хисаев Рустям Наилович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3414504304;Хисаев Рустям Наилович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
4632001366;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРСКХЛЕБ""";человек;Лопатин Николай Семенович;Лопатин Николай Семенович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=4632001366;Лопатин Николай Семенович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
2315072242;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕРНОМОРСКИЕ МАГИСТРАЛЬНЫЕ НЕФТЕПРОВОДЫ""";человек;Зленко Александр Владимирович;Зленко Александр Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=2315072242;Зленко Александр Владимирович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
4203000074;"СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРЗАССКОЕ ТОВАРИЩЕСТВО""";человек;Огрызько Алексей Олегович;Огрызько Алексей Олегович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=4203000074;Огрызько Алексей Олегович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
3652001387;"АКЦИОНЕРНОЕ ОБЩЕСТВО МАСЛОЭКСТРАКЦИОННЫЙ ЗАВОД ""ЛИСКИНСКИЙ""";человек;Лесняк Станислав Юрьевич;Лесняк Станислав Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3652001387;Лесняк Станислав Юрьевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
7802831436;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОППИ ЮНИОН""";человек;Толмачев Александр Сергеевич;Толмачев Александр Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7802831436;Толмачев Александр Сергеевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
3111505362;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛИВЕНСКИЙ КОМБИКОРМОВЫЙ ЗАВОД""";человек;Ряполова Ирина Анатольевна;Ряполова Ирина Анатольевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3111505362;Ряполова Ирина Анатольевна — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
7705033216;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОТ ФРОНТ""";человек;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННЫЕ КОНДИТЕРЫ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННЫЕ КОНДИТЕРЫ""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7705033216;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННЫЕ КОНДИТЕРЫ"" — None"
7734353570;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКАРОННАЯ ФАБРИКА""";человек;Пухаев Станислав Алиханович;Пухаев Станислав Алиханович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7734353570;Пухаев Станислав Алиханович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
5260123469;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД СИНТАНОЛОВ""";человек;Фирстов Сергей Владимирович;Фирстов Сергей Владимирович;ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5260123469;Фирстов Сергей Владимирович — ДИРЕКТОР
7718117872;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ ПРОДУКТ""";человек;Граудин Владимир Константинович;Граудин Владимир Константинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7718117872;Граудин Владимир Константинович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
5214009264;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУКОМОЛЬНЫЙ КОМБИНАТ ""ВОЛОДАРСКИЙ""";человек;Дворникова Ольга Александровна;Дворникова Ольга Александровна;ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5214009264;Дворникова Ольга Александровна — ДИРЕКТОР
6900008846;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЛЬКОМБИНАТ""";человек;Старовойтов Олег Дмитриевич;Старовойтов Олег Дмитриевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=6900008846;Старовойтов Олег Дмитриевич — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
7705014478;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОВИМИ""";человек;Лауритзен Джон Гари;Лауритзен Джон Гари;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7705014478;Лауритзен Джон Гари — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
7438015885;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАКФА""";человек;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""М-ГРУПП""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""М-ГРУПП""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=7438015885;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""М-ГРУПП"" — None"
5038121282;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТОГ""";человек;Полухин Андрей Викторович;Полухин Андрей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5038121282;Полухин Андрей Викторович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
3811185573;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКИЙ МАСЛОЖИРКОМБИНАТ""";человек;Баймашева Тамара Ивановна;Баймашева Тамара Ивановна;Генеральный директор;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3811185573;Баймашева Тамара Ивановна — Генеральный директор
6827016382;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САБУРОВСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""";человек;Каменев Антон Александрович;Каменев Антон Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=6827016382;Каменев Антон Александрович — ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
6162015019;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АСТОН ПРОДУКТЫ ПИТАНИЯ И ПИЩЕВЫЕ ИНГРЕДИЕНТЫ""";человек;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""АСТОН ПЕРЕДОВЫЕ ТЕХНОЛОГИИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""АСТОН ПЕРЕДОВЫЕ ТЕХНОЛОГИИ""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=6162015019;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""АСТОН ПЕРЕДОВЫЕ ТЕХНОЛОГИИ"" — None"
5501085734;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМСКИЙ ЗАВОД ПОЛИПРОПИЛЕНА""";человек;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБГАЗПОЛИМЕР""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБГАЗПОЛИМЕР""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5501085734;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБГАЗПОЛИМЕР"" — None"
5404037541;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОФ АНЖЕРСКАЯ""";человек;Чевга Алексей Николаевич;Чевга Алексей Николаевич;ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5404037541;Чевга Алексей Николаевич — ДИРЕКТОР
2801147023;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЛОМЫРСКИЙ РУДНИК""";человек;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАС МАЙНИНГ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАС МАЙНИНГ""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=2801147023;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАС МАЙНИНГ"" — None"
4630001280;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""";человек;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""СТОЙЛЕНСКАЯ НИВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""СТОЙЛЕНСКАЯ НИВА""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=4630001280;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""СТОЙЛЕНСКАЯ НИВА"" — None"
4218014305;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБОГАТИТЕЛЬНАЯ ФАБРИКА ""АНТОНОВСКАЯ""";человек;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ ГОРНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ ГОРНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=4218014305;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ ГОРНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ"" — None"
3128033189;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМБИНАТ ХЛЕБОПРОДУКТОВ СТАРООСКОЛЬСКИЙ""";человек;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""СТОЙЛЕНСКАЯ НИВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""СТОЙЛЕНСКАЯ НИВА""";;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=3128033189;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""СТОЙЛЕНСКАЯ НИВА"" — None"
4011033206;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИРФУДС""";человек;Афанасьева Юлия Фёдоровна;Афанасьева Юлия Фёдоровна;ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=4011033206;Афанасьева Юлия Фёдоровна — ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР
5403100293;"АКЦИОНЕРНОЕ ОБЩЕСТВО МУКОМОЛЬНОЕ ""АВАНГАРД""";человек;Некрасов Сергей Геннадьевич;Некрасов Сергей Геннадьевич;ДИРЕКТОР;руководитель по ЕГРЮЛ;DaData findById/party (ЕГРЮЛ);https://checko.ru/search?query=5403100293;Некрасов Сергей Геннадьевич — ДИРЕКТОР
