marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
З-УГМ;ЗУГМ;З-УГМ | ЗУГМ;К-К;да;3;1;компрессор;провайдер;углекислотный компрессор З-УГМ №3,1965 года выпуска»;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-10930-2015
202ГП 20/2;202ГП20/2;202ГП 20/2;ЦК Ц/Ц;да;3;1;компрессор;провайдер;техническое устройство, поршневой компрессор 202ГП 20/2, зав. № 80644, поз. № 213/3, эксплуатируемый на опасном производственном объекте II класса опасности – Площадка цеха производства стирола (7), р;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-13056-2017
4hg/4ap;4HG/4AP;4hg/4ap;ЦЛ/ЦЛ;нет;3;1;не машина;провайдер;техническое устройство: технологический трубопровод нагнетания IV-й ступени компрессора с/газа 4hg/4ap № 5, рег. № 8215, расположенный на территории цеха компрессии и синтеза аммиака ОАО «Щекиноазот»;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-06798-2014
5-РДВа;5РДВА;5-РДВа | 5РДВА | 5РДВа;Ц-К;да;3;1;ресивер;провайдер;Заключение экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте – ресивер 5-РДВа, рег. № 62061, зав. № 465, поз. № ЦР-2 ЗАО «Пермрыба», Аммиач;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19716-2023
2ГМ4-1,3-12/250;2ГМ41.312/250;2ГМ4-1,3-12/250;ЦКЦ-Ц,Ц-Ц/Ц;нет;3;1;компрессор;провайдер;Заключение №35-ТУ-161-2021, 2ГМ4-1,3-12/250 ст.№ 1 зав.№ 86068, инв.№ МЦ0012551, АГНКС-1 г. Нальчик - Компрессорная установка- предназначена для сжатия природного газа повышения давления, с промежуточ;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02327-2022
3,5 РД 000;3.5РД000;3,5 РД 000;Ц,Ц К Ц;нет;3;1;ресивер;провайдер;Ресивер дренажный 3,5 РД 000 зав. № 29231, рег. № 20793;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-03558-2025
3,5-РД;3.5РД;3,5 РД | 3,5- РД | 3,5-РД | 3,5РД;Ц,Ц-К;да;3;1;ресивер;провайдер;техническое устройство -Ресивер 3,5-РД, заводской № 28, регистрационный № А-21184, владелец ООО «Арктика-Сервис»;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-00821-2018
В-8 У-1;В8У1;В-8 У-1 | В-8 У1 | В-8У1;К-Ц К-Ц;да;3;1;ресивер;провайдер;Воздухосборник В-8 У-1, (зав. № 6008 к-т 1, рег. № 1345«СХ»);https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-07086-2024
В 2,7-1,0-3-УХЛ-1;В2.71.03УХЛ1;В 2,7-1,0-3-УХЛ-1 | В 2,7-1,0-3-УХЛ1 | В-2,7 - 1,0-3-УХЛ1;К Ц,Ц-Ц,Ц-Ц-К-Ц;нет;3;1;ресивер;провайдер;техническое устройство «Воздухосборник В 2,7-1,0-3-УХЛ-1, зав. №11109», применяемое на опасном производственном объекте Восточно-Сибирского филиала ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-17384-2021
3,5-РДВ;3.5РДВ;3,5 РДВ | 3,5-РДВ | 3,5РДВ | 3.5 РДВ;Ц,Ц-К;да;3;1;ресивер;провайдер;Ресивер дренажный вертикальный 3,5-РДВ, рег. № 61542, зав. № 9098;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19308-2016
В10-0,785-09Г2С-УХЛ1;В100.78509Г2СУХЛ1;В-10-0,785-09Г2С-УХЛ1 | В10-0,785-09Г2С-УХЛ1;КЦ-Ц,Ц-ЦКЦК-КЦ;да;3;1;ресивер;провайдер;техническое устройство «Воздухосборник В10-0,785-09Г2С-УХЛ1, зав. № 0010-43, рег. № 32673/А», применяемое на опасном производственном объекте «Площадка воздухосборников пункта технического обслуживани;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-882414-2026
В 10-УХЛ1;В10УХЛ1;В 10-УХЛ1 | В-10 - УХЛ1 | В-10 УХЛ-1 | В-10-УХЛ1 | В10-УХЛ1;К Ц-КЦ;нет;3;1;ресивер;провайдер;техническое устройство «Воздухосборник В 10-УХЛ1 зав. № 0010-к-т162, рег. № А-21786», применяемое на опасном производственном объекте «Площадка воздухосборников на станции Тамерлан Троицкой дистанции ;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-470318-2025
В-10-09Г2С-УХЛI;В1009Г2СУХЛI;В-10-09Г2С-УХЛI;К-Ц-ЦКЦК-КЛ;нет;3;1;ресивер;провайдер;техническое устройство: воздухосборник В-10-09Г2С-УХЛI зав. № 0010 к-т 19, рег.№ 32256, на опасном производственном объекте: «Площадка цеха окраски вагонов моторвагонного депо Данилов Северной дирекци;https://monitor-pb.ru/conclusion/76-%D0%A2%D0%A3-348250-2025
В-6,3-УХЛ1;В6.3УХЛ1;В-6,3 УХЛ-1 | В-6,3 УХЛ1 | В-6,3-УХЛ-1 | В-6,3-УХЛ1;К-Ц,Ц-КЦ;нет;3;1;ресивер;провайдер;техническое устройство - воздухосборник В-6,3-УХЛ1, зав. № 0006 к-т 24, рег. № 10255;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-26528-2024
В-6,3-8,3;В6.38.3;В-6,3-8,3;К-Ц,Ц-Ц,Ц;да;3;1;ресивер;провайдер;техническое устройство - воздухосборник В-6,3-8,3, зав. № 216-17, рег. № 41546;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-26255-2024
БАКМ 890 (МКС-4032;БАКМ890(МКС4032;БАКМ 890 (МКС-4032 | БАКМ 890(МКС-4032;К Ц (К-Ц;нет;3;1;не машина;провайдер;кран – манипулятор БАКМ 890 (МКС-4032), зав. № 018, рег. № 90831, эксплуатируемый на опасном производственном объекте Ⅳ класса опасности рег. № А01-07011-9783 Участок механизации (Калининградский), Ка;https://monitor-pb.ru/conclusion/21-%D0%A2%D0%A3-18225-2024
В-6,3-1-УХЛ 1;В6.31УХЛ1;В-6,3-1-УХЛ 1;К-Ц,Ц-Ц-К Ц;нет;3;1;ресивер;провайдер;Воздухосборник В-6,3-1-УХЛ 1, зав. № 2233, рег. № 31051/А», применяемое на опасном производственном объекте «Площадка воздухосборников № 4 Армавирской дистанции пути - структурного подразделения Север;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-16743-2024
ВВ 6,3-1,0-2;ВВ6.31.02;ВВ 6,3-1,0-2;К Ц,Ц-Ц,Ц-Ц;да;3;1;ресивер;провайдер;«Воздухосборник ВВ 6,3-1,0-2 зав. № 377, рег. № Ап-12558м», применяемое на опасном производственном объекте «Площадка воздухосборников на станции Магнитогорск Магнитогорской дистанции сигнализации, це;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-13411-2024
В-8 У1;В8У1;В-8 У-1 | В-8 У1 | В-8У1;К-Ц КЦ;да;3;1;ресивер;провайдер;техническое устройство «Воздухосборник В-8 У1 ТУ 26-01-1073-90, зав. №0008к-т7, рег. №8219», применяемое на опасном производственном объекте: «Участок воздухосборников станции Слюдянка Иркутск-Сортиро;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-06563-2024
В-6,3-08-2;В6.3082;В-6,3-08-2;К-Ц,Ц-Ц-Ц;да;3;1;ресивер;провайдер;воздухосборник В-6,3-08-2, рег. № 05287, зав. № 513, применяемый на ОПО: Площадка воздухосборников на станции Малошуйка Малошуйской дистанции пути – структурного подразделения Северной дирекции инфрас;https://monitor-pb.ru/conclusion/27-%D0%A2%D0%A3-29637-2023
В-2-8-2;В282;В 2-8-2 | В-2-8-2;К-Ц-Ц-Ц;да;3;1;ресивер;провайдер;технического устройства, применяемого на опасном производственном объекте -Воздухосборник В-2-8-2 зав. №305-97 рег. №20127-а;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-19694-2023
В-6,3-09Г2С-12-УХЛ1;В6.309Г2С12УХЛ1;В-6,3-09Г2С-12-УХЛ1;К-Ц,Ц-ЦКЦК-Ц-КЦ;нет;3;1;ресивер;провайдер;«Воздухосборник В-6,3-09Г2С-12-УХЛ1 зав. №0006к-т79, рег. №19981», применяемое на опасном производственном объекте «Площадка воздухосборников на станции Сенная эксплуатационного вагонного депо Анисовк;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-33950-2023
В – 6,3;В–6.3;В – 6,3;К – Ц,Ц;нет;3;1;ресивер;провайдер;техническое устройство «Воздухосборник В – 6,3 ,зав. № 336, рег. № 23508, эксплуатируемое на опасном производственном объекте: «Площадка воздухосборника на станции Латыши Кемеровской дистанции пути– с;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-87741-2023
В - 3,2;В3.2;В - 3,2 | В 3,2 | В- 3,2 | В-3,2 | В-3.2 | В3,2 | В3.2;К - Ц,Ц;нет;3;1;ресивер;провайдер;"воздухосборник В - 3,2 зав. № 76533378, рег. № 02964, применяемый на ОПО: ""Площадка воздухосборников на станции Низовка Сольвычегодской дистанции пути – структурного подразделения Северной дирекции ин";https://monitor-pb.ru/conclusion/27-%D0%A2%D0%A3-24712-2023
АИМ-М63В4У2,5;АИММ63В4У2.5;АИМ-М63В4У2,5;К-КЦКЦКЦ,Ц;нет;3;1;не машина;провайдер;"Электродвигатель взрывозащищенного исполнения тип АИМ-М63В4У2,5 зав. № 5521, техн. № ВГТУ-2; ДКС Ямсовейская, цех №1, ГПА-2, инв. № 003634 Площадка промысловой компрессорной станции Ямсовейского место";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05021-2022
Е200LB4;Е200LB4;Е200LB4;КЦЛЦ;нет;3;1;не машина;провайдер;взрывозащищенный электродвигатель тип Е200LB4 заводской № 60624621, станционный № 9 Место установки: филиал ООО «Газпром трансгаз Уфа» Ургалинское ЛПУМГ, КС-2 «Ургала» КЦ-1 АВО газа. Рег. № А41-00035-;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-22633-2019
МГП 16-100 э/м;МГП16100Э/М;МГП 16-100 э/м;К Ц-Ц К/К;нет;3;1;не машина;провайдер;Модули газового пожаротушения МГП 16-100 э/м Склад (резерв) зав. № 16-4038, зав. № 16-4092, зав. № 16-3997 инв. № 81089, эксплуатируемые на ОПО III класса опасности, рег. номер № А41-00035-0132: КС-2 ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40998-2018
ГТК-10М;ГТК10М;ГТК-10М;К-ЦК;да;3;1;не машина;провайдер;Газотурбинная установка ГТК-10М зав. № Р40 (1159) ст. № 22, инв. № 80850, эксплуатирующийся на ОПО II класса опасности рег. № А41-00035-0042. Площадка компрессорной станции КС «Москово» ООО «Газпром т;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01193-2017
