inn;predpriyatie;marka;seriya;chto_eto;proizvoditelnost_m3min;davlenie;moshchnost;chem_menyaem;sostoyaniya;daty;ssylka;srok_sluzhby;vyvod_ekspertizy;telefon_predpriyatiya;lyudej_tehnicheskih
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Н-304-31-1;Н;нагнетатель центробежный;;;;;есть;23.03.2023;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-09586-2023;any | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-370-14-1;Н;нагнетатель центробежный;;;;;есть;03.06.2026 | 19.01.2018 | 20.03.2023 | 23.12.2014 | 26.03.20;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-01274-2018;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-370-17-1М;Н;нагнетатель центробежный;;;;;есть;23.12.2014 | 31.01.2014;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-00179-2014;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-370-17-1;Н;нагнетатель центробежный;;;;;есть;07.08.2024 | 08.07.2026 | 09.01.2020 | 15.08.2025 | 19.01.20;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-00009-2020;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-370-18-2;Н;нагнетатель центробежный;;;;;есть;22.10.2014;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21329-2014;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-370-21-2;Н;нагнетатель центробежный;;;;;есть;22.10.2014;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21329-2014;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-520-12-1;Н;нагнетатель центробежный;;;;;есть;11.03.2021 | 13.07.2020 | 23.12.2014 | 30.01.2014;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-04574-2021;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";ГТК-10-4;ГТК;газотурбинный компрессорный агрегат (ГПА);;;10;;есть;11.03.2021 | 13.03.2026 | 14.01.2026 | 18.12.2025 | 19.12.20;https://monitor-pb.ru/conclusion/50-%D0%97%D0%A1-05378-2021;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";ГТК-10И;ГТК;газотурбинный компрессорный агрегат (ГПА);;;10;;есть;26.03.2026 | 27.03.2026;https://monitor-pb.ru/conclusion/64-%D0%97%D0%A1-760236-2026;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";ГТК-10ИР;ГТК;газотурбинный компрессорный агрегат (ГПА);;;10;;есть;26.03.2026 | 27.03.2026;https://monitor-pb.ru/conclusion/64-%D0%97%D0%A1-760309-2026;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";ГТК 10ИР;ГТК;газотурбинный компрессорный агрегат (ГПА);;;10;;есть;26.03.2026;https://monitor-pb.ru/conclusion/64-%D0%97%D0%A1-760313-2026;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";ГТК-10-2;ГТК;газотурбинный компрессорный агрегат (ГПА);;;10;;есть;18.12.2025 | 24.12.2018;https://monitor-pb.ru/conclusion/51-%D0%97%D0%A1-24561-2018;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";ГТК-10-4Б;ГТК;газотурбинный компрессорный агрегат (ГПА);;;10;;есть;24.12.2018;https://monitor-pb.ru/conclusion/51-%D0%97%D0%A1-24561-2018;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-196;Н;нагнетатель центробежный;;;;;есть;03.02.2020 | 11.03.2022 | 20.03.2023;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-01738-2020;any | срок действует;не в полной мере | соответствует;;0
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ""";Н-196-1,45;Н;нагнетатель центробежный;;;;;есть;02.03.2017 | 05.05.2022 | 09.01.2025 | 19.01.2018;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-00096-2025;any | срок действует;не в полной мере | соответствует;;0
6454003331;МУПП САРАТОВВОДОКАНАЛ;Н750-23-6;Н;нагнетатель центробежный;;;;;покупает;2026-02-11 | 2026-05-28;https://etpgpb.ru/procedures/etp/1216590-vypolnenie-rabot-po-kapitalnomu-remontu-nagnetatelya-n750-23-6-ustanovlennogo-na-vozduhoduvnoy-stantsii-gsa-mupp-saratovvodokanal/;;;;0
6704000505;"ПАО ""Дорогобуж""";Н-400-12-2;Н;нагнетатель центробежный;;;;;есть;04.05.2023 | 15.02.2017 | 19.09.2019;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-02744-2017;any | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
7017005289;"ООО ""ГАЗПРОМ ТРАНСГАЗ ТОМСК""";Н-235-24-1;Н;нагнетатель центробежный;;;;;есть;11.04.2024 | 22.12.2023;https://monitor-pb.ru/conclusion/60-%D0%A2%D0%A3-11231-2024;any | срок ИСТЁК;не в полной мере | соответствует;;0
7017368130;"ООО ""Завод углеродистых материалов""";Н-400-12-2;Н;нагнетатель центробежный;;;;;есть;06.11.2024 | 08.06.2017 | 26.09.2017;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-11554-2017;any | срок ИСТЁК | срок действует;не в полной мере | соответствует;;0
7017368130;"ООО ""Завод углеродистых материалов""";Н400-12-2;Н;нагнетатель центробежный;;;;;есть;07.02.2020 | 09.02.2022 | 26.12.2022 | 28.03.2024;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-02669-2020;any | срок ИСТЁК | срок действует;не в полной мере | соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";Н-400-12-2;Н;нагнетатель центробежный;;;;;есть;06.11.2018 | 07.09.2020 | 23.07.2024;https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-30402-2024;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";Н-540-41-1;Н;нагнетатель центробежный;;;;;есть;02.04.2015 | 21.10.2015 | 22.12.2014 | 26.02.2016 | 26.07.20;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-01731-2016;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Н-280-12-7;Н;нагнетатель центробежный;;;;;есть;15.06.2021 | 16.11.2023;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-28775-2021;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-303;НЦ;нагнетатель центробежный (ГПА);;;303;;есть;13.03.2018;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-09636-2018;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-302/1,2,3;НЦ;нагнетатель центробежный (ГПА);;;302;;есть;13.03.2018 | 26.11.2025;https://monitor-pb.ru/conclusion/2-%D0%97%D0%A1-495998-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-401;НЦ;нагнетатель центробежный (ГПА);;;401;;есть;27.11.2019;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-51693-2019;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-01/1;НЦ;нагнетатель центробежный (ГПА);;;01;;есть;11.04.2025 | 25.09.2019;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-18512-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-101/4;НЦ;нагнетатель центробежный (ГПА);;;101;;есть;11.11.2024;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-73048-2024;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-01;НЦ;нагнетатель центробежный (ГПА);;;01;;есть;28.03.2018;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-12133-2018;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-02;НЦ;нагнетатель центробежный (ГПА);;;02;;есть;28.03.2018;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-12133-2018;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-101/2;НЦ;нагнетатель центробежный (ГПА);;;101;;есть;03.08.2023;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-56316-2023;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-102/2;НЦ;нагнетатель центробежный (ГПА);;;102;;есть;16.10.2018;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-36995-2018;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";НЦ-102/1;НЦ;нагнетатель центробежный (ГПА);;;102;;есть;16.10.2018;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-36997-2018;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Н280-12-7;Н;нагнетатель центробежный;;;;;есть;05.02.2018 | 07.11.2019;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-04322-2018;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7450001007;"ПАО ""ЧМК""";Н-1100-12-1;Н;нагнетатель центробежный;;;;;есть;08.07.2022 | 25.01.2021 | 26.01.2021;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-00993-2021;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
7450001007;"ПАО ""ЧМК""";Н-700-13-1;Н;нагнетатель центробежный;;;;;есть;08.07.2022 | 25.01.2021;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-00991-2021;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
7450001007;"ПАО ""ЧМК""";Н-7500-13-1;Н;нагнетатель центробежный;;;;;покупает;2020-09-29;https://etpgpb.ru/procedures/etp/383854-rotor-nagnetatelya-n-7500-13-1/;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
7450001007;"ПАО ""ЧМК""";Н-7500-14-1;Н;нагнетатель центробежный;;;;;покупает;2018-03-14 | 2018-06-09 | 2022-04-12;https://etpgpb.ru/procedures/etp/140742-tekuschiy-remont-nagnetatelya-n-7500-14-1-gazoochistki-espts-6/;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";Н-63/3;Н;нагнетатель центробежный;;;;;есть;06.02.2017 | 14.02.2022;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01489-2022;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";Н-63/4;Н;нагнетатель центробежный;;;;;есть;16.05.2017 | 25.05.2022;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05721-2022;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7703182734;УК СОЮЗМЕТАЛЛРЕСУРС;Н1050-13-1;Н;нагнетатель центробежный;;;;;покупает;13.09.2023 | 22.09.2023 | 28.09.2023;https://www.tender.pro/api/tender/803788/view_public;;;;0
7703647595;"АО ""ОХК ""УРАЛХИМ""";Н-95-81-1;Н;нагнетатель центробежный;;;;;есть;16.03.2016 | 19.01.2021 | 25.08.2015;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-01461-2021;any | действует | не указан | срок ИСТЁК | срок действует;не в полной мере | соответствует;"[""+74957218585"", ""+74957218989"", ""81025000924""]";0
7703647595;"АО ""ОХК ""УРАЛХИМ""";Н95-81-1;Н;нагнетатель центробежный;;;;;есть;03.11.2017 | 11.10.2019 | 14.11.2024 | 18.04.2019 | 25.01.20;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-03542-2022;any | действует | не указан | срок ИСТЁК | срок действует;не в полной мере | соответствует;"[""+74957218585"", ""+74957218989"", ""81025000924""]";0
7703647595;"АО ""ОХК ""УРАЛХИМ""";НЦ-230/3-3,5;НЦ;нагнетатель центробежный (ГПА);;;230;;есть;02.02.2018 | 13.11.2024 | 15.02.2022 | 16.02.2021 | 17.04.20;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-05220-2018;any | действует | не указан | срок ИСТЁК | срок действует;не в полной мере | соответствует;"[""+74957218585"", ""+74957218989"", ""81025000924""]";0
7709105630;"АО ""ГАЗЭНЕРГОСЕРВИС""";Н-235-21-1;Н;нагнетатель центробежный;;;;;есть;28.04.2015;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-01045-2015;any;соответствует;;0
7709105630;"АО ""ГАЗЭНЕРГОСЕРВИС""";Н-235-24-1;Н;нагнетатель центробежный;;;;;есть;09.12.2014;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-16458-2014;any;соответствует;;0
7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";Н-340-81-4;Н;нагнетатель центробежный;;;;;есть;01.08.2018;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-07542-2018;any | не собирался | не указан | срок ИСТЁК | срок действует;не в полной мере | соответствует;"[""+7 (495) 734-92-00"", ""+7 (495) 734-92-00 доб. 41-53 (специ";0
7730263904;"ООО ""РВК-ЛИПЕЦК""";Н-360-21-1;Н;нагнетатель центробежный;;;;;покупает;2025-08-26;https://etpgpb.ru/procedures/etp/1157838-konkurentnyy-otbor-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-na-vypolnenie-tekuschego-remonta-nagnetateley-vozduha-n-360-21-1-s-elektrodvigatelyami-n;;;;0
7737049096;"ОАО ""БИКОМ""";НЦ-1675;НЦ;нагнетатель центробежный (ГПА);;;1675;;есть;06.07.2018 | 21.08.2018 | 25.06.2018;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06611-2018;any;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";Н-235;Н;нагнетатель центробежный;;;;;есть;18.04.2023;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07167-2023;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";Н-280-11-6;Н;нагнетатель центробежный;;;;;есть;17.05.2022 | 18.04.2023;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07222-2023;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";Н-280-12-7;Н;нагнетатель центробежный;;;;;есть;18.04.2023 | 21.01.2025;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-01083-2025;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";Н-370-18-1;Н;нагнетатель центробежный;;;;;есть;18.04.2023;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07223-2023;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";Н-196;Н;нагнетатель центробежный;;;;;есть;01.06.2023 | 01.10.2018 | 04.02.2021 | 05.08.2019 | 06.08.20;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-00431-2019;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";Н-280;Н;нагнетатель центробежный;;;;;есть;01.07.2026 | 01.10.2018 | 06.08.2018 | 09.09.2020 | 14.12.20;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-02130-2021;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";НЦ-16/МХИ;НЦ;нагнетатель центробежный (ГПА);;;16;;есть;17.05.2022 | 18.04.2023 | 23.05.2023;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07163-2023;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";НЦ16/МХИ;НЦ;нагнетатель центробежный (ГПА);;;16;;есть;09.09.2020;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-13782-2020;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";Н-370;Н;нагнетатель центробежный;;;;;есть;14.12.2017;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-19678-2017;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7806369727;АО НЗЛ;Н-400;Н;нагнетатель центробежный;;;;;покупает;2018-05-30;https://etpgpb.ru/procedures/etp/158356-otkrytyy-zapros-predlozheniy-na-pravo-vypolneniya-rabot-po-montazhu-uchastka-truboprovoda-oborotnogo-vodosnabzheniya-k-gazoohladitelyu-lwc250-m51695216-10-tseh-;;;;0
7813012206;"АО ""НПФ ""НЕВИНТЕРМАШ""";Н48-41-1М;Н;нагнетатель центробежный;;;;;есть;02.06.2026;https://monitor-pb.ru/conclusion/78-%D0%A2%D0%A3-855736-2026;any | не указан | срок действует;соответствует;;0
7825405522;"ООО ""Промсервис"" (ИНН 7825405522)";Н-340-81-4;Н;нагнетатель центробежный;;;;;есть;31.05.2016;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-18515-2016;any;соответствует;;0
7825405522;"ООО ""Промсервис"" (ИНН 7825405522)";Н-340-81-3;Н;нагнетатель центробежный;;;;;есть;30.04.2015;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-14891-2015;any;соответствует;;0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-1000-31-1;Н;нагнетатель центробежный;;;;;есть;01.09.2025 | 09.10.2023 | 10.03.2022 | 11.07.2019 | 14.03.20;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-31193-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-1000-31-2;Н;нагнетатель центробежный;;;;;есть;28.12.2018;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-14438-2018;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-360-22-1;Н;нагнетатель центробежный;;;;;есть;16.06.2014 | 30.01.2015;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-00511-2015;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-900-31-4;Н;нагнетатель центробежный;;;;;есть;03.07.2024 | 06.02.2017 | 06.03.2023 | 08.07.2019 | 13.05.20;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-03782-2023;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-700-12;Н;нагнетатель центробежный;;;;;есть;01.12.2025 | 20.07.2023;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-510578-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-700-13-1;Н;нагнетатель центробежный;;;;;есть;07.08.2015 | 15.08.2019 | 16.12.2016 | 28.12.2018 | 29.12.20;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-03738-2015;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-900-31-1;Н;нагнетатель центробежный;;;;;есть;01.09.2025 | 05.05.2023 | 09.04.2015 | 10.03.2022 | 14.03.20;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-29133-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-900-31-3;Н;нагнетатель центробежный;;;;;есть;01.09.2025 | 28.12.2018;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-29246-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н-900;Н;нагнетатель центробежный;;;;;есть;08.12.2018 | 24.12.2018 | 30.09.2022;https://monitor-pb.ru/conclusion/66-%D0%97%D0%A1-13398-2022;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Н700-13-1;Н;нагнетатель центробежный;;;;;есть;30.05.2023;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-08375-2023;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+74957855800"", ""+74957855808"", ""+74957868394""]";0
8603138726;"ООО ""Нижневартовский ГПК""";Н-280-12-7;Н;нагнетатель центробежный;;;;;есть;20.01.2015 | 22.09.2015;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-33815-2015;any;не в полной мере | соответствует;;0
8603138733;"ООО ""Белозерный ГПК""";НЦ-01/1;НЦ;нагнетатель центробежный (ГПА);;;01;;есть;19.10.2015;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-38870-2015;any | не собирался | срок ИСТЁК;не в полной мере | соответствует;;0
8603138733;"ООО ""Белозерный ГПК""";НЦ-401;НЦ;нагнетатель центробежный (ГПА);;;401;;есть;19.10.2015;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-38861-2015;any | не собирался | срок ИСТЁК;не в полной мере | соответствует;;0
8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";Н-280-12-7;Н;нагнетатель центробежный;;;;;есть;03.05.2017 | 11.07.2016 | 26.08.2015;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-16286-2017;any | действует | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
8617002073;"ООО ""ГАЗПРОМ ТРАНСГАЗ СУРГУТ""";Н-235-23-1;Н;нагнетатель центробежный;;;;;есть;06.12.2021 | 08.12.2021 | 20.12.2021;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-41472-2021;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
8617002073;"ООО ""ГАЗПРОМ ТРАНСГАЗ СУРГУТ""";Н-370-19-3;Н;нагнетатель центробежный;;;;;есть;02.09.2015 | 06.12.2021;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30382-2015;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
