inn;naimenovanie_obekta;klass_opasnosti;reg_nomer;ssylka;citata
1316105019;Участок ОАО «АПО Элеком» (Компрессорный);;;https://monitor-pb.ru/conclusion/45-%D0%94%D0%9A-02673-2022;«Консервация опасного производственного объекта «Участок ОАО «АПО Элеком» (Компрессорный)» Регистрационный номер А45-00050-0012, эксплуатируемый Открытым Акционерным Обществом «Аг
1316105019;Сеть газопотребления ОАО «АПО Элеком»;;;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%9F-02695-2022;«Техническое перевооружение опасного производственного объекта «Сеть газопотребления ОАО «АПО Элеком», рег. №А45-00050-0001 посредством ликвидации двух паровых котлов ДЕ-10-14 (зав. №№ 1173,
1316105019;Участок транспортный. Адрес местонахождения ОПО: 431600, Республика Мордовия, Ромодановский район, п. Ромоданово, Хлебное шоссе, д. 1;IV;;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-05341-2021;е: Рег. № ОПО: А45-00050-0002 (класс опасности IV). Наименование ОПО: Участок транспортный. Адрес местонахождения ОПО: 431600, Республика Мордовия, Ромодановский район, п. Ромоданово, Хлебное шоссе, д. 1
1316105019;Цех мукомольного производства;III;;https://monitor-pb.ru/conclusion/45-%D0%94%D0%9A-00837-2021;«Консервация части опасного производственного объекта «Цех мукомольного производства» (Мельница со складом б/т хранения (мощность – 300 т/сут, год изготовления 1990, год ввод
1316105019;Цех крупяного производства;III;;https://monitor-pb.ru/conclusion/45-%D0%94%D0%9B-00838-2021;документация «Ликвидация опасного производственного объекта «Цех крупяного производства» (регистрационный номер А45-00050-0005), эксплуатируемое Открытым акционерным обществом «
7017156263;База товарно- сырьевая производства метанола;;;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-51781-2023;№ 11, поз. 1754/1», применяемое на опасном производственном объекте «База товарно- сырьевая производства метанола», рег. № А62-05642-0002, ООО «Газпром метанол».
7017156263;Площадка производства метанола» рег. номер А62-05642-0001, ( класс опасности - II), «База товарно-сырьевая производства метанола» рег. номер А62-05642-0002, (класс опасности - II) и «Площадка производства формалина и кар;II;;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%9F-11226-2017;«Индивидуальный тепловой пункт», опасных производственных объектов: «Площадка производства метанола» рег. номер А62-05642-0001, ( класс опасности - II), «База товарно-сырьевая производства метанола» рег. номер А62-05642-0002, (класс опасности - II) и «Площадка производства формалина и карбамидоформальдегидного концентрата» рег. номер А62-05642-0009 (класс опасности - II) в час
7017156263;"Площадка производства формалина и карбамидоформальдегидного концентрата» рег. номер А62-05642-0009, «Освещение стрелочных переводов железнодорожных путей ТНХК» (Шифр № 189-СМХ/16), ООО ""Сибметахим""";;;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%9F-08883-2017;"техническое перевооружение опасного производственного объекта «Площадка производства формалина и карбамидоформальдегидного концентрата» рег. номер А62-05642-0009, «Освещение стрелочных переводов железнодорожных путей ТНХК» (Шифр № 189-СМХ/16), ООО ""Сибметахим""."
7017156263;Группа котельных;;;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%9F-08874-2017;техническое перевооружение опасного производственного объекта «Группа котельных», рег. № А62-05642-0003, «Рабочий проект. Автоматическая пожарная сигнализация. Система о
0273053932;Аммиачно-холодильная установка;;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-33936-2024;ъекта «Техническое перевооружение опасного производственного объекта «Аммиачно-холодильная установка», расположенного на территории ООО «Башкирское мороженое» по адресу: 450027, Россия, Респ
0273053932;Аммиачно-холодильной установке ООО «Башкирское мороженое» «Маслоотделитель 100МА зав. № 1»;;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-43631-2021;Аммиачно-холодильной установке ООО «Башкирское мороженое» «Маслоотделитель 100МА зав. № 1, рег. № 04/00009А»
6382021610;Цех производства углекислоты;III;;https://monitor-pb.ru/conclusion/53-%D0%97%D0%A1-10688-2025;Цех производства углекислоты | Трубопровод транспортировки фреона, рег. №0465.
4217031675;Площадка паросилового цеха, регистрационный номер в реестре ОПО А68-00091-0002 от 17.03.2003 г;IV;;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-715419-2026;плуатируются на опасном производственном объекте IV класса опасности (Площадка паросилового цеха, регистрационный номер в реестре ОПО А68-00091-0002 от 17.03.2003 г.) ООО «Кузнецкие металлоконструкции» г. Новокузнецк
4217031675;Сеть газопотребления ООО «Кузнецкие металлоконструкции», регистрационный номер в реестре ОПО А68-00091-0001 от 22.03.2000;III;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-56115-2023;луатируется на опасном производственном объекте III класса опасности (Сеть газопотребления ООО «Кузнецкие металлоконструкции», регистрационный номер в реестре ОПО А68-00091-0001 от 22.03.2000)
4217031675;"цех №2 ООО ""Кузнецкие металлоконструкции";;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-30924-2017;"в. № 47, рег. № 9310, применяемый на опасном производственном объекте цех №2 ООО ""Кузнецкие металлоконструкции»"
4217031675;"цех №3 ООО ""Кузнецкие металлоконструкции";;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-30946-2017;"в. № 53, рег. № 3037, применяемый на опасном производственном объекте цех №3 ООО ""Кузнецкие металлоконструкции»"
4217031675;"цех №1 ООО ""Кузнецкие металлоконструкции";;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-30956-2017;"в. № 48, рег. № 2685, применяемый на опасном производственном объекте цех №1 ООО ""Кузнецкие металлоконструкции»"
4217031675;Цех сборочный;;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-62395-2023;Цех сборочный | Мостовой кран грузоподъемностью 10+10 т, рег. № 24100, зав. № 54106, 1989 г. изготовлен
4217031675;Участок станции (установка) воздухоразделительной;III;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-48061-2022;Участок станции (установка) воздухоразделительной Рег № ОПО А68-00091-0003 | техническое устройство: воздухоразделительная установка К-0,15
4217031675;Площадка козлового крана;;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-38606-2022;Площадка козлового крана | козловой кран КК-32, рег. № 23695, зав. № 435
5003028028;"Станция газораспределительная ""Ташкент - 2"" г. Новосиль Орловского ЛПУМГ";;;https://monitor-pb.ru/conclusion/77-%D0%97%D0%A1-966574-2026;"ственном объекте № 1762-ЗЭ-ГРС-2024. Опасный производственный объект: Станция газораспределительная ""Ташкент - 2"" г. Новосиль Орловского ЛПУМГ. Регистрационный номер ОПО: А01-13306-0617. Класс опасности ОПО: II"
5003028028;Станция газораспределительная «КРП-15» Московского ЛПУМГ;;;https://monitor-pb.ru/conclusion/02-%D0%97%D0%A1-05599-2023;Станция газораспределительная «КРП-15» Московского ЛПУМГ | Заключение экспертизы промышленной безопасности здания на опасном производственном объе
5003028028;Станция газораспределительная «Ольховатка» Острогожского ЛПУМГ;;;https://monitor-pb.ru/conclusion/01-%D0%97%D0%A1-13965-2023;Станция газораспределительная «Ольховатка» Острогожского ЛПУМГ | Заключение экспертизы промышленной безопасности сооружения на опасном производственном
5003028028;Станция газораспределительная «Фряново» Московского ЛПУМГ;;;https://monitor-pb.ru/conclusion/01-%D0%97%D0%A1-14170-2023;Станция газораспределительная «Фряново» Московского ЛПУМГ | Заключение экспертизы промышленной безопасности на здание\. на опасном производственном
3528191736;Площадка цеха пароводогазоснабжения;III;;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-15891-2017;1,2, рег. № 509, эксплуатируемая на опасном производственном объекте «Площадка цеха пароводогазоснабжения» рег. № А28-02470-0020 (III класс опасности), АО «ФосАгро-Череповец»
3528191736;Площадка главного корпуса ТЭЦ;III;;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-15825-2017;1, рег. № 21686, эксплуатируемый на опасном производственном объекте «Площадка главного корпуса ТЭЦ» рег. № А28-02470-0006 (III класс опасности), АО «ФосАгро-Череповец».
3528191736;Площадка производства аммиака;III;;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-15580-2016;ции на техническое перевооружение опасного производственного объекта «Площадка производства аммиака» (рег. №А28-02470-0015, класс опасности – III) АО «ФосАгро-Череповец», Вологодская област
3528191736;Цех разделения газа АО «ФосАгро-Череповец»;;;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-15480-2016;трубопровод щелочи, рег. № 386 (Цех разделения газа АО «ФосАгро-Череповец»)
3528191736;"Цех пароводоснабжения (ПГВС) ОАО ""ФосАгро-Череповец""";;;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-00543-2014;"Цех пароводоснабжения (ПГВС) ОАО ""ФосАгро-Череповец"""
4029045298;Сеть газопотребления АО «Биотехнологический комплекс-Росва» (11);III;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-575923-2025;ническое устройство, применяемое на опасном производственном объекте «Сеть газопотребления АО «Биотехнологический комплекс-Росва» (11)», рег. № А09-41932-0001, III класс опасности.
4029045298;Участок сушки и упаковки крахмала, клейковины , кормовой добавки АО «БиоТех Росва» (16);III;;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%9F-03861-2024;Участок сушки и упаковки крахмала, клейковины , кормовой добавки АО «БиоТех Росва» (16) Рег № ОПО А09-41932-0004 | ДОКУМЕНТАЦИИ НА ТЕХНИЧЕСКОЕ ПЕРЕВООРУЖЕНИЕ ОПАСНОГО ПРОИЗВОДСТ
4029045298;"Участок сухого помола зерна АО ""БиоТех Росва"" (16)";;;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-00884-2023;"Участок сухого помола зерна АО ""БиоТех Росва"" (16) | Фильтр рукавный JM 90/25-04 4T-R п. 221F510, сер. № 8199"
4029045298;"Участок сушки и упаковки крахмала, клейковины, кормовой добавки и моногидрата глюкозы АО ""БиоТех Росва"" (16)";;;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-00053-2022;"Участок сушки и упаковки крахмала, клейковины, кормовой добавки и моногидрата глюкозы АО ""БиоТех Росва"" (16) | Главный циклон для отделения сухого крахмала от технологического воздуха и пара п. 521F"
6618000220;Участок кислотного хозяйства;I;;https://monitor-pb.ru/conclusion/74-%D0%97%D0%A1-886272-2026;53), применяемое при эксплуатации опасного производственного объекта «Участок кислотного хозяйства» (рег. №А54-00283-0008), АО «Святогор», г. Красноуральск
6618000220;Цех плавильный;II;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%9F-89063-2023;"ию на техническое перевооружение опасного производственного объекта – Цех плавильный, II класса опасности, регистрационный номер № А54-00283-0003 – «АО ""Святогор"". Техническо"
6618000220;Участок транспортный», класс опасности IV;IV;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-18773-2023;№ 278, рег. № 42964, применяемый на опасном производственном объекте «Участок транспортный», класс опасности IV, рег. № А54-00283-0001, АО «Святогор» г. Красноуральск
6618000220;Участок станции воздухоразделительной;III;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16766-2023;901, инв. № 07901356 применяемое на опасном производственном объекте: Участок станции воздухоразделительной, рег. № А54-00283-0009 (класс опасности III), Акционерное общество «Святогор»
6618000220;Площадка основного и вспомогательного производства», класс опасности IV;IV;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16616-2023;8473, рег. № 43000, применяемый на опасном производственном объекте «Площадка основного и вспомогательного производства», класс опасности IV, рег. № А54-00283-0013, АО «Святогор» г. Красноуральск
6618000220;Сеть газопотребления АО «Святогор»;III;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16019-2023;ВТИ № 3, рег. № 2368, применяемое на опасном производственном объекте:Сеть газопотребления АО «Святогор», рег. № А54-00283-0002 (класс опасности III), Акционерное общество «Святогор»
6618000220;Сеть газопотребления ОАО «Святогор»;III;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-04732-2020;отельной химического производства на опасном производственном объекте Сеть газопотребления ОАО «Святогор», рег. № А54-00283-0002, III класс опасности, Открытое акционерное общество «Святогор»,
6618000220;Участок производства серной кислоты;I;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-03944-2020;, инв.№ 036364 - эксплуатируемое на опасном производственном объекте «Участок производства серной кислоты» (рег. № А54-00283-0008, I класс опасности), ОАО «СВЯТОГОР»
6672230486;Площадка цеха технических газов организации ООО «ДИОКСИД»;III;;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-540546-2025;учет. № 20628-а/кр», применяемый на опасном производственном объекте «Площадка цеха технических газов организации ООО «ДИОКСИД»», III класс опасности, расположенный по адресу: Красноярский край, г. Красноярск, ул. Мус
6672230486;Склад готовой продукции ООО «Диоксид»;III;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-21912-2022;№ 951001, до начала применения на опасном производственном объекте: «Склад готовой продукции ООО «Диоксид»», рег. № А54-04934-0002, III класс опасности. Эксплуатирующая организация: ООО «Диоксид»
6672230486;"Площадка цеха производства технических газов ООО ""Диоксид""";III;;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-22431-2023;"Площадка цеха производства технических газов ООО ""Диоксид"" | техническое устройство, до начала применения на опасном производственном объекте - тран"
6672230486;Площадка кислородной станции;;;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%9F-06384-2025;Площадка кислородной станции Рег № ОПО А12-00152-0003 | «Техническое перевооружение опасного производственного объекта
8604028571;"участок газопровода от существующего газопровода ""ГКС ЦСПиТГ-3 АГРС п.г.т. Пойковский"" до КС-В на Правдинском м.н";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-15886-2014;"участок газопровода от существующего газопровода ""ГКС ЦСПиТГ-3 АГРС п.г.т. Пойковский"" до КС-В на Правдинском м.н."
8604028571;установку подготовки топливного газа и внутриплощадочного газопровода блочно-модульной газотурбинной станции;;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-15888-2014;"установку подготовки топливного газа и внутриплощадочного газопровода блочно-модульной газотурбинной станции, находящиеся Район КСВ Правдинского м/р ООО ""Нефтеюганскпромсервис"""
8604028571;"Установку воздухоразделительную KDON-140Y/160Y заводской № SY2011-33, установленную на Ванкорском месторождении, принадлежащую ООО ""НПС""";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-11937-2014;"Установку воздухоразделительную KDON-140Y/160Y заводской № SY2011-33, установленную на Ванкорском месторождении, принадлежащую ООО ""НПС"""
8604028571;Участок транспортный;;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-27040-2024;Участок транспортный | «Сосуд изотермический ТРЖК-3М» зав.№7607077, рег.№009-НПС, принадлежащий ООО «Нефтеюган
2323025302;Цех электросталеплавильный;II;;https://monitor-pb.ru/conclusion/29-%D0%A2%D0%A3-04564-2025;Цех электросталеплавильный Рег № ОПО А30-06161-0013 | 36-01-ТУ/25 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническо
2323025302;Площадка компрессорной станции;;;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-15868-2024;Площадка компрессорной станции | Воздухосборник В-10-09Г2С-УХЛ1, заводской № 146, регистрационный № 30576/А
7725610285;"Платформа стационарная (морская) МЛСП ""Приразломная""";I;;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-18069-2023;"Платформа стационарная (морская) МЛСП ""Приразломная"" Рег № ОПО А19-11166-0001 | насос циркуляции дизельного топлива, инв. № P-63003В, зав. № А"
5239001108;Котельная ОАО «Молоко» рег. номер А40-00191-002 «Замена котла ДЕ 10-14ГМ с экономайзером на котел ДЕ-10-14-225ГМ-О с экономайзером». Шифр 114-2022;;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%9F-01511-2023;Техническое перевооружение опасного производственного объекта «Котельная ОАО «Молоко» рег. номер А40-00191-002 «Замена котла ДЕ 10-14ГМ с экономайзером на котел ДЕ-10-14-225ГМ-О с экономайзером». Шифр 114-2022
5239001108;Гараж;IV;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00372-2024;Гараж Рег № ОПО А40-00191-0005 | Кран автомобильный КС-3577-4, рег.№ 63648, опасный производств
5239001108;Площадка холодильной установки;;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-01219-2023;Площадка холодильной установки | техническое устройство: Отделитель жидкости ОЖВ-150, поз. 9.3, рег. № 59355, зав. № 129
5920000071;Аммиачно-холодильная установка;;;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-15571-2022;Аммиачно-холодильная установка | Маслоотделитель МО-65, зав. №923
5249076649;Площадка АО «Корунд-Системы» рeг. № А40-19038-0001, г. Дзержинск, Нижегородская область;I;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-02825-2020;№ 1364, уч. № 66562 применяемое на опасном производственном объекте «Площадка АО «Корунд-Системы» рeг. № А40-19038-0001, г. Дзержинск, Нижегородская область.
1651057270;Площадка «Собственного энергоисточника» ООО «ПЭСТ»;;;https://monitor-pb.ru/conclusion/43-%D0%94%D0%91-308177-2023;кларацию промышленной безопасности опасного производственного объекта Площадка «Собственного энергоисточника» ООО «ПЭСТ
5948019869;Цех № 1 – ГФУ-1;;;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-34126-2014;1. ГФУ-1. ООО «ЛУКОЙЛ-ПНГП» «Замена отсечных, регулирующих клапанов (Цех № 1 – ГФУ-1)»
5948019869;Цех № 1 –УОГССиУКГ;;;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-34127-2014;УОГССиУКГ. ООО «ЛУКОЙЛ-ПНГП» «Замена отсечных, регулирующих клапанов (Цех № 1 –УОГССиУКГ)»
5250037524;Станция газонаполнительная г. Шахунья;II;;https://monitor-pb.ru/conclusion/52-%D0%97%D0%A1-851988-2026;, эксплуатируемая ООО «ГЭС - НН» на опасном производственном объекте «Станция газонаполнительная г. Шахунья» (рег. №А40-17036-0003) II класса опасности.
5250037524;Установка резервуарная рп. сява;;;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-851536-2026;применяемое НА ОПАСНОМ пРОИЗВОДСТВЕННОМ ОБЪЕКТЕ рЕГ.№А40-17036-0010 (Установка резервуарная рп. сява) Редукционная головка ГР-10 зав. № 5518 групповой резервуарной установки СУГ установленно
5250037524;Установка резервуарная г.Урень;;;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-851575-2026;применяемое НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ рЕГ.№А40-17036-0013 (Установка резервуарная г.Урень) Сосуд V=4,2 м3 зав. № 49347, рег. № 54852, установленный по адресу: Нижегородская област
5250037524;Пункт газонаполнительный Кстовского района;;;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-851627-2026;применяемое НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ рЕГ.№А40-17036-0019 (Пункт газонаполнительный Кстовского района) Фильтр очистки СУГ Ф1 V=8,0 м3 зав.№6377/1, рег.№71009, установленный на территории ГНП
5250037524;Установка резервуарная г. Шахунья;;;https://monitor-pb.ru/conclusion/40-%D0%97%D0%A1-09101-2022;Установка резервуарная г. Шахунья | сооружение: Подземный газопровод от ГРУ до жилых домов ООО «Газэнергосеть Нижний-Новгор
4218019913;Автомобильная газонаполнительная компрессорная станция;IV;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-17903-2024;Автомобильная газонаполнительная компрессорная станция Рег № ОПО А68-02317-0002 | блок осушки газа ОГрс50-12 (осушители газовые силикагелевые ОГ
3448003962;Цех получения моновинилхлорида;;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-24413-2018;х 102 корпус 12, эксплуатируемый на опасном производственном объекте «Цех получения моновинилхлорида», рег.№ А39-00003-0036, по адресу: 400097, г.Волгоград, ул.40 лет ВЛКСМ,57
3448003962;Участок трубопроводов теплосети;;;https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-23615-2018;074/26 цех 102, эксплуатируемого на опасном производственном объекте «Участок трубопроводов теплосети», рег.№ОПО А.39-00003-0021, по адресу: 400097, г.Волгоград, ул.40 лет ВЛКСМ,57
3448003962;Склад готовой продукции;;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-23611-2018;20, 1931 цех 11, эксплуатируемых на опасном производственном объекте «Склад готовой продукции», рег.№ А39-00003-0031, по адресу: 400097, г.Волгоград, ул.40- лет ВЛКСМ,57
3448003962;Площадка получения, использования и переработки хлора диафрагменным методом;;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-23621-2018;112 корпус 9-2, эксплуатируемых на опасном производственном объекте «Площадка получения, использования и переработки хлора диафрагменным методом», рег.№ А39-00003-0022, по адресу: 400097, г.Волгоград, ул.40 лет ВЛКСМ,57
3448003962;Площадка получения, использования и переработки хлора ртутным методом;;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-23622-2018;24 корпус 16-1, эксплуатируемых на опасном производственном объекте «Площадка получения, использования и переработки хлора ртутным методом», рег.№ А39-00003-0001, по адресу: 400097, г.Волгоград, ул.40 лет ВЛКСМ,57
3448003962;Площадка воздухораспределительная;;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-23395-2018;х 31 корпус 1-2, эксплуатируемых на опасном производственном объекте «Площадка воздухораспределительная, рег.№ А39-00003-0038, по адресу: 400097, г.Волгоград, ул.40 лет ВЛКСМ,57
3448003962;Сеть газопотребления АО «Каустик»;III;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-23123-2018;корпуса 30 цеха № 133 АО «КАУСТИК» опасный производственный объект: «Сеть газопотребления АО «Каустик» рег.№ А39-00003-0016, III класса опасности, АО «Каустик»
3448003962;Площадка AO «КАУСТИК» производства соды каустической ртутным и диафрагменным методом, жидкого хлора, синтетической соляной кислоты, хлорметила, хлорированных органических соединений, каустической соды плавленой, винилиденхлорида технического, хлорвинила, полихлорвиниловой смолы и товаров бытовой химии;I;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-02004-2023;Площадка AO «КАУСТИК» производства соды каустической ртутным и диафрагменным методом, жидкого хлора, синтетической соляной кислоты, хлорметила, хлорированных органических соединений, каустической соды плавленой, винилиденхлорида технического, хлорвинила, полихлорвиниловой смолы и товаров бытовой химии Рег № ОПО А39-00003-0001 | техническое устройство: Глушитель на нагнетании компрессора С1
2303025270;Сеть газопотребления ООО «ЕвроХим-БМУ»;III;;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%9F-16565-2021;техническое перевооружение опасного производственного объекта «Сеть газопотребления ООО «ЕвроХим-БМУ», III класса опасности, рег. №А30-03702-0003 от 19.03.2004 г.: «Техническое перевооружение
2303025270;"Цех по производству срной кислоты Общества с ограниченной ответственностью ""ЕвроХим-Белореченские Минудобрения""";;;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%9F-05033-2017;"ЕвроХим-БМУ», г. Белореченск"" для опасного производственного объекта: Цех по производству срной кислоты Общества с ограниченной ответственностью ""ЕвроХим-Белореченские Минудобрения"""
2303025270;Площадка обслуживания с лестничными маршами (м/к) горизонтальных хранилищ поз. Е-1/1-10;;;https://monitor-pb.ru/conclusion/30-%D0%97%D0%A1-04663-2017;Площадка обслуживания с лестничными маршами (м/к) горизонтальных хранилищ поз. Е-1/1-10, расположенная в СЖА ЦСМУ-1 ООО «ЕвроХим-БМУ»
2303025270;Площадка обслуживания с лестничными маршами (м/к) шаровых резервуаров поз. Е-21/1-3;;;https://monitor-pb.ru/conclusion/30-%D0%97%D0%A1-04665-2017;Площадка обслуживания с лестничными маршами (м/к) шаровых резервуаров поз. Е-21/1-3, расположенная в СЖА ЦСМУ-1 ООО «ЕвроХим-БМУ»
2303025270;Площадка обслуживания с лестничными маршами (м/к) аммиачной воды поз. Е-53/1-3;;;https://monitor-pb.ru/conclusion/30-%D0%97%D0%A1-04669-2017;Площадка обслуживания с лестничными маршами (м/к) аммиачной воды поз. Е-53/1-3, расположенная в СЖА ЦСМУ-1 ООО «ЕвроХим-БМУ»
2303025270;Цех по производству серной кислоты;;;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-21034-2021;Цех по производству серной кислоты | техническое устройство: теплообменник поз. 4.4, зав. №1364, рег. №Т-44, инв. №56038, эк
2303025270;Склад сырьевой для аммиака;;;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-18200-2021;Склад сырьевой для аммиака | хранилище жидкого аммиака поз. Е-1/2, зав. №79099-9, рег. №17259/A
3435801192;ПЛОЩАДКА ЦЕХОВ И-2-3, И-6 ПРОИЗВОДСТВА МЕТИЛ-ТРЕТБУТИЛОВОГО ЭФИРА;III;;https://monitor-pb.ru/conclusion/34-%D0%97%D0%A1-966416-2026;АО «ЭКТОСВОЛГА», ЭКСПЛУАТИРУЕМОЕ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ «ПЛОЩАДКА ЦЕХОВ И-2-3, И-6 ПРОИЗВОДСТВА МЕТИЛ-ТРЕТБУТИЛОВОГО ЭФИРА» III КЛАССА ОПАСНОСТИ, РЕГ. № А39-00924-0004 РАСПОЛОЖЕННОМ ПО АДРЕСУ: 404103 РФ, ВОЛГОГРА
3435801192;Площадка Энергоцеха производства холода;III;;https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-14290-2017;«ЭКТОС – Волга», эксплуатируемое на опасном производственном объекте «Площадка Энергоцеха производства холода» III класса опасности, рег. № А39-00924-0011 расположенного по адресу: 404103 РФ, Волгогр
5250043567;площадка производства по переработке нефти и нефтепродуктов» ООО «ЛУКОЙЛ-Нижегороднефтеоргсинтез;I;;https://monitor-pb.ru/conclusion/52-%D0%97%D0%A1-888756-2026;высокого давления II категории» На опасном производственном объекте «площадка производства по переработке нефти и нефтепродуктов» ООО «ЛУКОЙЛ-Нижегороднефтеоргсинтез»
5250043567;Площадка производства по переработке нефти и нефтепродуктов, Производство моторных топлив, установка МЦКиФХ;;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-02068-2019;1244/1-МС, зав.№998, применяемый на опасном производственном объекте: Площадка производства по переработке нефти и нефтепродуктов, Производство моторных топлив, установка МЦКиФХ, рег. №ОПО А40-00268-0001
5250043567;Площадка товарно-сырьевого производства;;;https://monitor-pb.ru/conclusion/40-%D0%97%D0%A1-00159-2024;"Площадка товарно-сырьевого производства | сооружение: Железнодорожная эстакада тит.3254/1 ТСП ООО ""ЛУКОЙЛ-Нижегороднефтеоргсинтез"
3127000021;рудник с подземным способом разработки АО« Комби-нат КМАруда»;II;;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-12604-2019;перевозки материалов хоз. № 1072 на опасном производственном объекте: рудник с подземным способом разработки АО« Комби-нат КМАруда» (рег. №А06-00098-0001 Гос. реестра ОПО, II класс опасности
3127000021;мельница шаровая МШР 3200*3100, хоз. № 13, инв. № 310247;;;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-01748-2014;мельница шаровая МШР 3200*3100, хоз. № 13, инв. № 310247
3127000021;мельница шаровая МШР 3200*3100, хоз. № 4, инв. № 310429;;;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-01750-2014;мельница шаровая МШР 3200*3100, хоз. № 4, инв. № 310429
3127000021;фабрика обогащения рудного сырья черных металлов;;;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-14243-2023;фабрика обогащения рудного сырья черных металлов | на техническое устройство таль электрическая учетный № 56, заводской № 8903241, код № 0
3127000021;Гараж;;;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-14087-2023;Гараж | на техническое устройство кран мостовой ручной однобалочный подвесной учетный № 102, за
