inn;predpriyatie
5037007869;"НИЦ &quot;Курчатовский институт&quot;-ИФВЭ"
5515007013;"БУЗОО &quot;Калачинская ЦРБ&quot;"
6723019614;"ООО &quot;Гагаринский машиностроительный завод&quot;"
2465042455;"КГБУЗ &quot;КМРД №1&quot;"
3800000220;"АО &quot;ИРКУТСКЭНЕРГО&quot;"
3102003214;"СПК  &quot;Колхоз имени  Горина"
7702509257;"ООО &quot;НГКО НОВАЯ ГАЗОВАЯ КОМПАНИЯ&quot;"
5517002973;"БУЗОО &quot;Кормиловская ЦРБ&quot;"
1647000480;"ООО &quot;ПСФ &quot;Гидромонтаж&quot;"
5501186901;"ООО &quot;ВСД&quot;"
6165175370;"ООО &quot;Эйр Продактс Газ&quot;"
7022009183;"ООО &quot;НПР&quot;"
6382079900;"ООО &quot;ЭТМ&quot; (ИНН 6382079900)"
3204001047;"АО &quot;Новозыбковский машиностроительный завод&quot;"
6162074800;"ООО &quot;ТИХИЙ ДОН-3000&quot;"
0277906606;"ООО &quot;ЗМТМ&quot;"
6402005881;"ООО &quot;АРКАДАКХЛЕБОПРОДУКТ&quot;"
6323044334;"ООО &quot;ПРОМКРИОГЕН&quot;"
6626002037;"АО &quot;Уралгидромедь&quot;"
4501003730;"ОАО &quot;Курганоблгаз&quot;"
4230002987;"ОАО &quot;ЮГМЗ&quot;"
7527009033;"ООО &quot;Золото Дельмачик&quot;"
7900000373;"АО &quot;БИРОБИДЖАНОБЛГАЗ&quot;"
9109007145;"ООО &quot;Карьер Мраморный&quot;"
9102004762;"ООО &quot;ТЭС-ТЕРМИНАЛ-1&quot;"
9102033428;"ООО &quot;Крымское Карьероуправление&quot;"
2635244194;"ГБУ СК &quot;СТАВАВТОДОР&quot;"
5019004390;Войсковая часть 56707
7811122323;"ООО &quot;Металл-групп&quot;"
7116145470;"ООО &quot;Новомосковский хлор&quot;"
1326227457;"ООО &quot;МОЛОКО&quot;"
5602010485;"ООО &quot;Бугурусланнефть&quot;"
5836616507;"ООО &quot;Альбатрос&quot; (ИНН 5836616507)"
641200061766;ИП Ермолаева В. С.
6410973170;"ООО &quot;МТС Ершовская&quot;"
6372000185;"ОАО &quot;МУКОМОЛ&quot;"
7422029201;"ООО &quot;Бакальское рудоуправление&quot;"
5906042295;"ООО &quot;ТЕПЛО-М&quot;"
2222798433;"ООО &quot;АПГ&quot;"
3804026910;"ЗАО &quot;ИХП&quot;"
9102002162;"ООО &quot;АВТОГАЗКОМПЛЕКТ-КРЫМ&quot;"
7704850751;"ООО &quot;ТЛК-БЭСТ&quot;"
4223119624;"ООО ЦОФ &quot;Краснокаменская&quot;"
6722036487;"ООО &quot;ВЗК&quot;"
3255502891;"ООО &quot;ГЭС Брянск&quot;"
3662009586;"ПАО МК &quot;Воронежский&quot;"
7811001657;"ЗАО &quot;ЛЕНТЕХГАЗ&quot;"
7830001050;"АО &quot;ФАБРИКА ИМ. К.САМОЙЛОВОЙ&quot;"
5321092250;"ООО &quot;Дирол Кэдбери&quot;"
5190062890;"ООО &quot;МОРОЗКО&quot; (ИНН 5190062890)"
6134001649;"ОАО  &quot;Тацинский молочный завод&quot;"
2312028816;"ЗАО &quot;КУБАНЬТЕХГАЗ&quot;"
2321003688;"АО &quot;МЯСОКОМБИНАТ &quot;ТИХОРЕЦКИЙ&quot;"
0561047847;"ООО ПЖТ &quot;Желдортранс&quot;"
5249003552;"ОАО &quot;Дзержинский мясокомбинат&quot;"
2259007350;"ООО &quot;ППЗ&quot; (ИНН 2259007350)"
1911008510;"ООО &quot;ШИРАРАЙГАЗ&quot;"
1435142972;"АО &quot;Сахатранснефтегаз&quot;"
1428003978;"ООО СА &quot;Золото Ыныкчана&quot;"
7709451158;"ООО &quot;ТСУ-15&quot;"
9109012642;"ООО &quot;Ульяновские известняки&quot;"
6027019867;"АО &quot;ПСКОВСКИЙ ГОРМОЛЗАВОД&quot;"
5406192366;"АО &quot;Сибантрацит&quot;"
3527018425;"ООО &quot;СМК&quot; (ИНН 3527018425)"
3802018015;"ООО &quot;УГРК&quot;"
6372004310;"ООО &quot;А-95&quot;"
6325001992;"ОАО &quot;Производственная компания Автокомпонент Сызрань&quot;"
6604011599;"ООО &quot;Березовский рудник&quot;"
6606015454;"ООО &quot;УГМК-АГРО&quot;"
4211014419;"ООО &quot;Участок &quot;Коксовый&quot;&quot;"
7536047109;"ООО &quot;ТАЛАТУЙСКОЕ&quot;"
8619007581;"ООО &quot;ЮКОРТ&quot;"
9909016357;"НФК &quot;Салым Петролеум Девелопмент Н.В.&quot;"
6932000159;"ОАО &quot;Максатихинский маслодельный завод&quot;"
4003033040;"ООО &quot;НЛМК-Калуга&quot;"
1013100692;"АО &quot;Карелия ДСП&quot;"
3006006565;"ООО ПКФ &quot;Евразия&quot;"
0276041928;"ООО  фирма &quot;Спецоснастка МК&quot;"
1660004878;"АО &quot;КАЗАНЬКОМПРЕССОРМАШ&quot;"
1656003409;"ФКП &quot;ГосНИИХП&quot;"
6445011093;"ООО &quot;ПУГАЧЕВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ&quot;"
6312110828;"ООО &quot;САМАРСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ&quot;"
6682014325;"ООО &quot;Энергопрайд&quot;"
2207000339;"ОАО &quot;Восход&quot; Каменский мясокомбинат"
2238000152;"ЗАО &quot;Волчихинский пивзавод&quot;"
2264012718;"ООО &quot;Антоньевский пивзавод&quot;"
4221019938;"ООО &quot;УМГШО&quot;"
7714015735;"АО &quot;МЕЛЬКОМБИНАТ №3&quot;"
5050094959;"ООО &quot;Царицыно Эталон&quot;"
5190400363;"ОАО &quot;ХЛАДОКОМБИНАТ&quot; (ИНН 5190400363)"
0220023187;"ООО &quot;ММК&quot; (ИНН 0220023187)"
1215133411;"ООО &quot;СоЛЮД&quot;"
7328039227;"ЗАО &quot;Газнефтесервис&quot;"
6454042588;"АО &quot;НК СНГ&quot;"
2221024324;"ОАО &quot;АЛТАЙКРАЙГАЗСЕРВИС&quot;"
4205001919;"АО &quot;Кузбассгазификация&quot;"
9110009115;"АО &quot;СМЗ &quot;Прогресс&quot;"
5700000020;"АО &quot;ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ОРЕЛ&quot;"
7601000640;"ПАО &quot;АВТОДИЗЕЛЬ&quot; (ЯМЗ)"
2312013721;"ООО &quot; ТАУРАС - М &quot;"
2309154994;"ООО &quot;КРИПТОН&quot;"
051402263500;Ашурбекова С. А.
2635083973;"ООО &quot;АГРО-СНАБ&quot;"
7709891600;"ООО &quot;ВИС&quot; (ИНН 7709891600)"
1308084238;"ООО &quot;Селянин&quot;"
7705016517;"ЗАО &quot;ЮУПК&quot;"
5602004322;"ООО &quot;БАЙТЕКС&quot;"
7207002582;"АО &quot;СГ СЕВЕР&quot;"
8904049068;"ООО &quot;НУБР&quot; (ИНН 8904049068)"
7019035722;"АО &quot;ГАЗПРОМ ДОБЫЧА ТОМСК&quot;"
7536097029;"ООО &quot;УДОКАНСКАЯ МЕДЬ&quot;"
2540062164;"ООО &quot;Востоктехнология&quot;"
2508051859;"ООО РПК &quot;Рыбацкий путь&quot;"
5321101835;"ООО &quot;ЕВРОГАЗ&quot; (ИНН 5321101835)"
3662070125;"ЗАО &quot;Центрально-Черноземная Плодово-Ягодная Компания&quot;"
7609002208;"ЗАО &quot;Атрус&quot;"
3903005012;"АО &quot;Калининградрыба&quot;"
5193101033;"АО &quot;МУРМАНОБЛГАЗ&quot;"
6931007289;"ООО &quot;КЭК&quot; (ИНН 6931007289)"
2723015482;"ОАО &quot;Дальтехгаз&quot;"
6509019679;"ООО &quot;Сахалинтехгаз&quot;"
1207007950;"ООО &quot;Птицефабрика Акашевская&quot;"
5642023868;"ООО &quot;УРАЛЬСКИЙ БРОЙЛЕР&quot;"
