inn;predpriyatie;sayt;itog;chem_podtverzhden;ssylka;citata;nazvanie_sovpalo;stranic_smotreli;kak;sam_sebya
7411005872;"ОАО ""КМЗ""";https://www.kmzlift.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;7;обычно;Карачаровский механический завод - современные лифты для современных городов. Купить лифт КМЗ.
8601052544;"ОАО ""УТС""";https://uts-hm.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;6;обычно;"АО УТС &#8212; Управление теплоснабжения и инженерных сетей | АО УТС 2026"
8610022360;"ООО ""СГА""";https://llcsga.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;6;обычно;ООО СервисГазАвтоматика обслуживание котельного оборудования, газовое хозяйство | uKit Заголовок Вы можете выбрать стиль
7449000721;"ОАО ""ЧМЗ""";https://chmz.org;не подтверждён;ни ИНН, ни названия;;;0 из 0;13;обычно;Производство автоцистерн, топливозаправщиков, илососов, полуприцепов ЧМЗ
6673089388;"ООО ""ОМЗ-Спецсталь""";http://omz-specstal.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;omz-specstal.ru | Срок регистрации домена omz-specstal.ru истёк
4704012874;"ПАО ""ВСЗ""";https://www.vsz35.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;8;обычно;"Купить квартиру в Вологде без посредников, от застройщика. - ООО ""ВологдаСтройЗаказчик"""
7017248429;"ООО ""СИБОС""";https://www.sibos.com;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Welcome to Sibos Miami | Sibos
6449076937;"ООО ""МКЭ ""; ООО ""МКЭ""";https://mke76.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;13;обычно;Официальный сайт АО «Малая комплексная энергетика»
9304016351;"ООО ""ШАХТЕРСКИНДУСТРИЯ""";https://sanatoriy-shakhter.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Санаторий Шахтер. Ессентуки. Официальные цены на путевки 2026 | Санаторий Шахтер. Ессентуки. Официальные цены на путевки
6931007289;"ООО ""КЭК""";https://kec.su;не подтверждён;ни ИНН, ни названия;;;0 из 0;6;обычно;ООО КЭК | ООО КЭК
1216019038;"ООО ""НТЦ""ПРОМТЕХЭКСПЕРТ""";https://www.reg.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;"Регистрация доменов РФ&#x2F;RU у аккредитованного регистратора доменов | Недорогой хостинг и дешевые домены | Рег.ру | О"
2625800607;"ООО ""ГеАЗ""";https://www.aviasales.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;Авиасейлс | Купить авиабилеты дёшево онлайн | Авиасейлс — поиск самых дешевых билетов на самолет | Об Авиасейлс Вакансии
3447006030;"ВОАО ""ХИМПРОМ""";https://vocco.ru;название совпало;только название, ИНН не найден;;;2 из 2;9;обычно;"ВОАО ""Химпром"" | Новости | Химпром"
6450011500;"ОАО ""Саратовнефтегаз""";https://www.sng.ru;подтверждён;ИНН на странице сайта;https://www.sng.ru/aktsioneram-i-investoram/;"товнефтегаз"": Реквизиты расчетного счета ПАО ""Саратовнефтегаз"": ПАО ""Саратовнефтегаз"" ИНН 6450011500 / КПП 546050001 р/сч. 40 702 810 714 240 001 221";1 из 1;3;обычно;"ПАО ""Саратовнефтегаз"" | Все материалы, размещенные на сайте, являются собственностью"
5940208487;"АО ""УНС""";https://www.uns-oil.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;7;обычно;Урал-Нефть-Сервис | партнерский портал
5904210554;"ООО ""ШОН""";https://shonx.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;8;обычно;SHONX. Всё для ваших побед! Экипировка для пилотов автоспорта и картинга
7719481497;"ООО ""ЭКСПРОМ-М""";https://exprom-m.ru;подтверждён;ИНН на странице сайта;https://exprom-m.ru/;ствование ЭПБ сооружений Проектирование Пусконаладка котельной Документация Реквизиты ИНН 7719481497 КПП 770101001 ОГРН 1187746793838 Остались вопросы;1 из 1;1;обычно;Экспром-М | Техническая экспертиза промышленной безопасности | Экспром-М
7710498263;"ООО ""НК ""ЮГРАНЕФТЕПРОМ""";https://engineering.lukoil.ru;подтверждён;ИНН на странице сайта;https://engineering.lukoil.ru/ru/About/InformationExactedForPublication;щество с ограниченной ответственностью «НК «Югранефтепром» (ООО «НК «Югранефтепром»), ИНН 7710498263, ОГРН 1157746564183. Адрес заказчика намечаемой х;0 из 1;6;обычно;ЛУКОЙЛ - ЛУКОЙЛ-Инжиниринг
6950161416;"ОАО ""ВНИИСВ""";https://sale.etprf.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;Реализация имущества
4704012472;"НПАО ""СВЕТОГОРСКИЙ ЦБК""";https://locoop.crplo.ru;сайт группы;"название совпало, но сайт зовёт СЕБЯ «Каталог промышленных предприятий Ленинградской области | АНО ""Центр ра», а не «нпао светогорский цбк», и имени предприятия нет в домене — это сайт группы";;;2 из 2;6;обычно;"Каталог промышленных предприятий Ленинградской области | АНО ""Центр развития промышленности Ленинградской области"", 2"
6724006618;"ООО ""Оксиген""";https://egrul.org;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;API ЕГРЮЛ, реквизиты, бухгалтерская отчетность, доходы, расходы, налоги, сотрудники, зарплаты в XML, JSON
5835037320;"ООО ""ЛЕДЯНОЙ ДОМ""";https://lineexpo.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Международный каталог производителей | Международный каталог производителей - | Международный каталог производителей
4029047030;"ООО ""УК ЦЭЭН""";https://www.npk-phz.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;НПК Пожхимзащита — разработка и производство средств защиты, спасения и пожаротушения бренда «Шанс»® | НПК Пожхимзащита 
2801224951;"ООО ""ДВМ БЛАГОВЕЩЕНСК""";https://m-ets.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;m-ets.ru | Торги по банкротству ЕФРСБ, лоты по продаже имущества должников, физических лиц на онлайн-аукционах. Коммерче
3812014690;"ГБУЗ ""ИОКБ""";http://iokb.ru;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;"Иркутская ордена ""Знак почета"" областная клиническая больница"
7610056896;"ООО ""ТЕХНОГАЗ-СЕРВИС""";https://tehnogaz-servis.clients.site;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;Техногаз-сервис
6449008704;"АО ""ЗМК""";https://zmk.inni.info;подтверждён;ИНН на странице сайта;https://zmk.inni.info/;ьности Статус: Действующее Контакты Адрес электронной почты Официальный сайт ezmk.net ИНН 6449008704 ОГРН 1026401999029 Адрес 413111, Россия, Саратовс;0 из 0;1;обычно;ОАО «Завод Металлоконструкций»
5917230893;"ОАО ""Кунгурский машзавод""";https://kungurskiy-mashinostroitelynyy.orgs.biz;не подтверждён;ни ИНН, ни названия;;;1 из 2;6;обычно;Кунгурский машиностроительный завод - Оборудование
6215009501;"ООО ""ЗПФ Агрорус-Рязань""";https://ryazan.agrorus.com;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;Agrorus.com | Агрорус — СЗР от производителя в Рязани
7732521036;"ООО ""БИМБО КьюЭсАр Рус""";https://bimboqsr.com;не подтверждён;ни ИНН, ни названия;;;0 из 2;6;обычно;Bimbo QSR | Bimbo QSR
7300000029;"ОАО ""УАЗ""";https://www.uaz.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;10;обычно;Официальный сайт УАЗ (Ульяновский автомобильный завод) - Продажа автомобилей УАЗ в Москве в салонах официальных дилеров 
9722033065;"ООО ""БАЛЧУГ-ПЕТРОЛЕУМ""";https://balchug-petroleum.ru;подтверждён;ИНН на странице сайта;https://balchug-petroleum.ru/contacts/;"55Н/5 ТЕЛЕФОН: (495) 580-91-30 E-MAIL: info@balchug-petroleum.ru ОГРН: 1227700732874 ИНН: 9722033065 КПП: 770801001 ФИЛИАЛ ООО &laquo;БАЛЧУГ-ПЕТРОЛЕУМ";1 из 1;2;обычно;Балчуг-Петролеум | , balchug-petroleum
7022011190;"ООО ""АНПЗ""";https://anpz.kz;название совпало;только название, ИНН не найден;;;1 из 1;10;обычно;Главная страница | www.anpz.kz | ТОО «Атырауский нефтеперерабатывающий завод»
8608049090;"ООО ""БКЕ""";https://tender.bke.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;8;обычно;ИСКЗ БКЕ | МТО-Информ, 2006 – 2026
5247004695;"АО ""ВМЗ""";https://oao-vmz.inni.info;подтверждён;ИНН на странице сайта;https://oao-vmz.inni.info/;с электронной почты Адрес электронной почты отдела продаж Официальный сайт оао-вмз.рф ИНН 5247004695 ОГРН 1025201632610 Сети и сервисы vk.com/omk_offi;0 из 0;1;обычно;ОАО «Выксунский металлургический завод»
7449042009;"ООО ""Пром-Холод""";https://holod.promholod.com;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Промхолод — профессиональные холодильные системы и компоненты: поставка и монтаж под ключ. | Промхолод Не является публи
7022009183;"ООО ""НПР""";https://npr-electro.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;7;обычно;НПР | Национальный промышленный ресурс
5249101729;"ООО ""ММА""";https://mmaunion.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;9;обычно;Союз Смешанных боевых единоборств (ММА) России
8603119586;"ООО ""ЕВС""";https://evs-group.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;7;обычно;EVS Group | О файлах «Cookie» и метрических системах Мы используем файлы
5837022880;"АО ""ПЕНЗАДИЗЕЛЬМАШ""";https://penzadiesel.com;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;Penza Diesel Engines - Penza Diesel Engines LLC (PDE) | Home - Penza Diesel Engines | PDE Privacy Policy EN RU KK EN Sea
8602108609;"ООО ""СТРИН""";https://strin.org;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;ООО Стройиндустрия | ООО Стройиндустрия
9201001480;"ООО ""КФГ""";https://www.cfg.com;не подтверждён;ни ИНН, ни названия;;;0 из 0;7;обычно;Caine, Farber & Gordon, Inc.
4214018370;"АО ""ОФ ""МЕЖДУРЕЧЕНСКАЯ""";https://eko-mzk.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;"Междуреченский комитет экологии | МКУ ""Междуреченский комитет по охране окружающей среды и при"
5618000027;"АО ""ОРЕНБУРГСКИЕ МИНЕРАЛЫ""";https://orenmin.ru;подтверждён;ИНН на странице сайта;https://orenmin.ru/kontakty/;КТЫ НАШИ РЕКВИЗИТЫ Адрес: 462781 Россия, Оренбургская обл., г. Ясный, ул. Ленина, 7. ИНН: 5618000027 КПП: 561801001 Url: www.orenmin.ru E-mail: refere;2 из 2;2;обычно;АО «Оренбургские минералы» | официальный сайт
6732163727;"ООО ""АПК-Рязань""";https://apkholding.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;"Группа компаний «Агропромкомплектация» | Группа компаний ""Агропромкомплектация"" | «Агропромкомплектация» Политика в обла"
2309051942;"ООО ""ЛУКОЙЛ-ЮГНЕФТЕПРОДУКТ""";https://www.gsmtrans.ru;подтверждён;ИНН на странице сайта;https://www.gsmtrans.ru/;"ОО &quot;ЛУКОЙЛ-Югнефтепродукт&quot; 2015-2025 ООО &quot;ЛУКОЙЛ-Югнефтепродукт&quot; ИНН: 2309051942 Отправляя любую форму на сайте вы соглашаетесь с";1 из 1;1;обычно;«ЛУКОЙЛ»
3102003214;"СПК ""Колхоз имени Горина";http://old.ikc31.ru;не подтверждён;ни ИНН, ни названия;;;0 из 3;13;обычно;Главная | Все права защищены
1121022681;"ООО ""ЖЛПК""";https://fanerapiter.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;Фанера в Санкт-Петербурге - купить фанеру дешево | Фанерапитер | Фанерапитер - ООО «АМР» Политика конфиденциальности Раз
8608180070;"ЗАО ""ЛУКОЙЛ-АИК""";null;сайт не открылся;главная не открылась;;;0 из 1;0;сайт не открылся;
2801018275;"ОАО "" Амургаз""";https://www.gaz28.ru;подтверждён;ИНН на странице сайта;https://www.gaz28.ru/;т 30101810600000000608 в ГРКЦ ГУ Банка России по Хабаровскому краю ОГРН 1022800511832 ИНН 2801018275 КПП 280101001 ОКВЭД 40.20.2 ОКОГУ 49001 ОКФС 42 О;1 из 1;1;обычно;"ОАО Амургаз &#8212; Продажа сжиженного газа. Реализация, установка и тех. обслуживание газового оборудования."
8904007910;"АО ""НУМРГ""";https://gorgaz89.ru;подтверждён;ИНН на странице сайта;https://gorgaz89.ru/disclosure/;ормата А4. Банковский реквизиты для оплаты расходов по изготовлению копий документов: ИНН 8904007910 КПП 890401001 р/с 40702810000000000953 к/с 301018;1 из 1;3;обычно;АО Ново-Уренгоймежрайгаз
6630002336;"ФГУП ""Комбинат ""Электрохимприбор""";https://www.ehp-atom.ru;подтверждён;ИНН на странице сайта;https://www.ehp-atom.ru/o-predpriyatii/rekvizity/;овых форм) 6 52 41 Банковские реквизиты : ИНН (идентификационный номер налогоплательщика) 6630002336 КПП ( по месту нахождения) 668101001 Расчетный сч;2 из 2;2;обычно;ФГУП «Комбинат«Электрохимприбор»
8601004445;"БУ ""ОКРУЖНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";https://okbhmao.ru;подтверждён;ИНН на странице сайта;https://okbhmao.ru/o-kompanii/rekvizity/;линина, д.40 Телефон: 8(3467)390-002 Факс: 8(3467)390-426 E-mail: hospital@okbhmao.ru ИНН 8601004445 КПП 860101001 Главный врач Панов Игорь Дмитриевич;3 из 3;6;обычно;Окружная клиническая больница | - МИАЦ Заказать проект Менеджеры свяжутся с Вами пос
2709010901;"ООО ""Трансбункер-Ванино""";http://sc-transbunker.com;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;СК Трансбункер
7811144648;"АО ""НПО ""ОБУХОВСКИЙ ЗАВОД""";https://fpvcenter.ru;подтверждён;ИНН на странице сайта;https://fpvcenter.ru/contacts;"иденциальности Отправить Реквизиты Юр. название: АО &quot;НПО Обуховский завод&quot; ИНН: 7811144648 ОГРН: 1037825058732 Адрес: город Санкт-Петербург,";2 из 2;2;обычно;FPV Center | Центр ЭАРИИБС - центр разработки беспилотных систем и технологий | FPV Center
0400005170;"ООО ""РУДНИК ""ВЕСЕЛЫЙ""";https://mpr-ra.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;7;обычно;Министерство природных ресурсов и экологии Республики Алтай
1647000480;"ООО ""ПСФ ""Гидромонтаж""";https://contragent.org;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;������ ������ ��� �������. ������������ ������ ��� �������, ������� ��� �����-���� �����������. �������� ������� � �����
5249076649;"АО ""Корунд-Системы""";https://daily-nn.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;Новости Нижнего Новгорода и Нижегородской области | «Daily-NN» (16+) , 2014 – 2025
5260112442;"ООО ""Айс-Оптима 7""";https://znaybiznes.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Проверка контрагента бесплатно по ИНН или ОГРН на сайте | данные предоставлены налоговой (ИФНС) | Znaybiznes
5410145930;"ООО ""ШАХТА"" ЛИСТВЯЖНАЯ""";https://www.belovo42.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;13;обычно;Администрация Беловского городского округа
3816006147;"ООО ""Назаровское ГМНУ""";http://reestr.sro-krasstroy.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;6;обычно;СА КС +7(391)274-50-47, +7(391)274-50-48, 09cpo@mail.ru - Site
0274036993;"ОАО ""ФАРМСТАНДАРТ-УФАВИТА""";https://pharmstd.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Официальный сайт АО «Фармстандарт» - разработка лекарственных препаратов | российская фармацевтическая компания АО «Фарм
3442123614;"АО ""ВМК ""Красный Октябрь""";https://vmzko.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Лидер производства нержавеющей стали на рынке РФ», а не «вмк красный октябрь», и имени предприятия нет в домене — это сайт группы;;;2 из 2;13;обычно;Лидер производства нержавеющей стали на рынке РФ
4212030766;"ООО ""Шахта им. С.Д. Тихова""";https://sro-proek.ru;не подтверждён;ни ИНН, ни названия;;;0 из 3;7;обычно;"СРО Союз ""ПроЭк"""
5402194267;"АО ""Экран-оптические системы""";https://novo-sibirsk.ru;не подтверждён;ни ИНН, ни названия;;;1 из 2;13;обычно;Официальный сайт Новосибирска
0105046700;"ООО ""ЮЖГАЗЭНЕРДЖИ""";https://www.ygenergy.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Главная», а не «южгазэнерджи», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;Главная
1608010251;"ООО ""Апастовский молочный комбинат""";https://mlkgroup.ru;подтверждён;ИНН на странице сайта;https://mlkgroup.ru/contacts;Каратунского хлебоприемного пункта, ул. Центральная, д. 21, 1–й этаж, помещение 14. ИНН: 1608010251 , КПП: 160801001 , ОГРН: 1191690090591 , р/с: 407;3 из 3;3;обычно;MLK-GROUP - Группа производственных компаний молочной продукции | Все права защищены
4329008459;"ООО ""Зверохозяйство ""Вятка""";https://ognevka.ru;название совпало;только название, ИНН не найден;;;2 из 2;6;обычно;"Зверохозяйство ""Вятка"""
220402933037;ИП Гуренков И.С.;https://portal.22trud.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;6;обычно;Интерактивный портал по труду и занятости населения Алтайского края
5214008285;"ООО ""МК ""Ильиногорское""";https://atctrade.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Аукционный тендерный центр | Алтимета
4218003374;"АО ""ШАХТА ""БОЛЬШЕВИК""";https://kuzbasseco.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;6;обычно;Министерство природных ресурсов и экологии Кузбасса | При копировании информации ссылка на источник обязательна Оф
9104003524;"АО ""АГРОФИРМА ЧЕРНОМОРЕЦ""";https://disclosure.skrin.ru;подтверждён;ИНН на странице сайта;https://disclosure.skrin.ru/index.asp?id=41;"онерное общество ""Агинское хлебоприемное"" 9102060598 Акционерное Общество ""Агропромстрой"" 9104003524 Акционерное Общество ""Агрофирма Черноморец"" 01050";0 из 2;4;обычно;"Сайт раскрытия информации СКРИН | ООО ""СКРИН"" Цифровой код агентства: 7 Идентификационный код:"
2309095298;"ООО ""РН-КРАСНОДАРНЕФТЕГАЗ""";https://rni-sro-reestr.lksro.ru;подтверждён;ИНН на странице сайта;https://rni-sro-reestr.lksro.ru/;СРО Членство прекращено 1 Общество с ограниченной ответственностью «РН-Краснодарнефтегаз» 2309095298 не превышает двадцать пять миллионов рублей Дейст;1 из 1;1;обычно;cisc-soft.ru +7(495)620-58-74, +7(495)648-81-22, soft@reestrsro.ru - Site
3808065646;"МУП ""ИРКУТСКАВТОДОР""";https://irkavtodor.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;МУП ИркутскАвтодор
5703008860;"ОАО ""Мценский литейный завод""";https://mlzmetals.com;название совпало;только название, ИНН не найден;;;3 из 3;7;обычно;"Сайт ОАО ""Мценский литейный завод"""
5918838116;"ООО ""ЭЛЕКТРОТЯЖМАШ-ПРИВОД""";https://privod-lysva.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;Главная Электротяжмаш-Привод
5037007869;"НИЦ ""Курчатовский институт""-ИФВЭ";http://ihep.su;не подтверждён;ни ИНН, ни названия;;;2 из 3;7;обычно;Главная
8904045666;"ЗАО ""НОРТГАЗ""";https://www.northgas.ru;название совпало;только название, ИНН не найден;;;1 из 1;9;без проверки сертификата;Нортгаз | Copyright 2026 ЗАО «Нортгаз» Правила пользования сайтом О ко
7717662787;"АО НПО ""Тяжпромарматура""";https://aztpa.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;"Алексинский Завод Тяжёлой Промышленной Арматуры | АО НПО ""Тяжпромарматура"" Центр загрузки информации Проверка"
7447168630;"ООО ""Технология""";https://tech-74.ru;подтверждён;ИНН на странице сайта;https://tech-74.ru/contact/;ис 3 Телефоны:8 (351) 771-28-24, 771-40-35, 771-27-98 E.mail: technology.chel@mail.ru ИНН 7447168630, КПП 744701001, ОГРН 1107447003212 ПАО «Челябинве;1 из 1;2;обычно;ООО Технология | Поставка промышленных, специальных газов, криогенного оброрудования
6367020355;"АО ""САМАРА-АЙС""";http://samara-ice.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;АО Самара-АЙС крупнейший в поволжье хладокомбинат
1629006841;ООО «Муслюмовский МК»;https://xyexk.tb.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Главная страница», а не «муслюмовский мк», и имени предприятия нет в домене — это сайт группы;;;1 из 1;6;обычно;Главная страница
6829042162;"ООО ""Брахросагро""";https://brachrusagro.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Главная | brachrusagro», а не «брахросагро», и имени предприятия нет в домене — это сайт группы;;;1 из 1;6;обычно;Главная | brachrusagro
2614019198;"ООО ""СТАВРОПОЛЬНЕФТЕГАЗ""";https://cengeo.com;сайт группы;название совпало, но сайт зовёт СЕБЯ «ООО «ЦГК Холдинг» | ООО «ЦГК Холдинг» ООО ЧОП «ЦГК Охрана» ООО «ЦГК Тр», а не «ставропольнефтегаз», и имени предприятия нет в домене — это сайт группы;;;1 из 1;7;обычно;ООО «ЦГК Холдинг» | ООО «ЦГК Холдинг» ООО ЧОП «ЦГК Охрана» ООО «ЦГК Транспорт» О
7453068000;"ООО ""Арктика-Сервис""";https://arktika-hk3.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;Арктика-сервис | Хладокомбинат 3 | Арктика-сервис | Хладокомбинат 3 в Челябинске
6432005462;"ООО ""ФРАКДЖЕТ-ВОЛГА""";https://fj-volga.com;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;ФракДжет-Волга | ООО «ФракДжет-Волга»
5919470121;"АО ""СОЛИКАМСКБУМПРОМ""";https://www.solbum.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;АО Соликамскбумпром - предприятие по производству целлюлозно-бумажной продукции в России. | Главная | АО «Соликамскбумпр
7718013714;"АО ""ЧМПЗ""";https://www.cherkizovo.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;Черкизово – официальный сайт бренда в России | Черкизовский мясоперерабатывающий завод (ЧМПЗ) | ООО «ТД Черкизово» Колба
7813046340;"ФГУП ""РНЦ ""ПРИКЛАДНАЯ ХИМИЯ""";https://giph.su;название совпало;только название, ИНН не найден;;;2 из 2;9;обычно;"ГИПХ &#8212; АО «РНЦ «Прикладная химия (ГИПХ) | ГИПХ"
6617025334;"ГАУЗ СО ""КГБ""";https://krasn-gb1.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Об учреждении», а не «гауз со кгб», и имени предприятия нет в домене — это сайт группы;;;1 из 1;7;обычно;Об учреждении
4218005950;"АО ""ШАХТА ""ПОЛОСУХИНСКАЯ""";https://rusugolholding.ru;сайт группы;название совпало, но в реквизитах сайта ЧУЖОЙ ИНН (7810788311) — это домен группы, а не юрлица;;;2 из 2;8;обычно;ООО Русугольхолдинг
7830002462;"СПБ ОАО ""КРАСНЫЙ ОКТЯБРЬ""";http://koavia.com;сайт группы;название совпало, но сайт зовёт СЕБЯ «Новый адрес сайта», а не «спб красный октябрь», и имени предприятия нет в домене — это сайт группы;;;2 из 2;6;обычно;Новый адрес сайта
0269008503;"АО ""УРАЛТЕХНОСТРОЙ-ТУЙМАЗЫХИММАШ""";https://tzhimmash.ru;название совпало;только название, ИНН не найден;;;1 из 1;12;обычно;АО Уралтехнострой-Туймазыхиммаш | АО Уралтехнострой-Туймазыхиммаш
2901032139;"ООО ""БС ТЕХНОЛОГИЯ""";https://bst29.ru;подтверждён;ИНН на странице сайта;https://bst29.ru/about/privacy_policy/;рсональных данных является: Общество с ограниченной ответственностью «БС Технология» ИНН: 2901032139 Адрес: 163000, г. Архангельск, пр. Троицкий, 63,;1 из 1;9;обычно;БС Технология, ООО, Технические газы, заправка | ООО «БС Технология» ® +7 8182 20-20-20 г
2458008580;"ООО "" ЛПЗ "" СЕГАЛ """;https://sial-group.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Группа компаний «СИАЛ» | Группа компаний «СИАЛ» | Группа компаний «СИА», а не «лпз сегал», и имени предприятия нет в домене — это сайт группы;;;1 из 1;7;обычно;Группа компаний «СИАЛ» | Группа компаний «СИАЛ» | Группа компаний «СИАЛ» Согласие на обработку персональных да
5053067248;"ООО ""Агрокомплекс ""Иванисово""";https://agpcomplex.com;название совпало;только название, ИНН не найден;;;2 из 2;8;обычно;Агрокомплекс «Иванисово»
7218000770;"ГБУЗ ТО ""Областная больница № 14 имени В.Н. Шанаурина"" (с. Казанское)";https://ob14.dz72.ru;подтверждён;ИНН на странице сайта;https://ob14.dz72.ru/company/obshchie-svedeniya/requisites/;тава КРАТКОЕ ГБУЗ ТО «Областная больница №14 имени В.Н. Шанаурина» (с. Казанское) ИНН-КПП 7218000770/720501001 ОГРН 1027201233157 ОКПО 01948511 ОКАТО;7 из 7;11;обычно;Главная | ГБУЗ ТО «Областная больница № 14 имени В.Н.Шанаурина» (с.Казанское)
5837027215;"ГБУЗ ""Пензенский областной клинический центр специализированных видов медицинской пом";https://penzasvmp.ru;подтверждён;ИНН на странице сайта;https://penzasvmp.ru/information-about-paid-medical-services;ка из единого государственного реестра юридических лиц : https://vypiska-nalog.com/reestr/5837027215-gbuz-penzenskiy-oblastnoy-klinicheskiy-tsentr-svm;8 из 8;6;обычно;ГБУЗ «Пензенский областной клинический центр специализированных видов медицинской помощи» | Главная - ГБУЗ «Пензенский о
6664003909;"АО ""СвердНИИхиммаш""";https://sverd.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Главная - СВЕРДНИИХИММАШ
7725334109;"ООО ""ДИЭКСПО""";https://diexpo.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;"ООО ""ДИЭКСПО"" | DIEXPO МЕНЮ Разрешающие документы Реквизиты Контакты Сотрудн"
6323002912;"АО ""ТЗЖБИ ИМ. В.К. МАКАРОВА""";https://tzzbi.ru;название совпало;только название, ИНН не найден;;;3 из 3;7;обычно;ТзЖБИ им. Макарова В.К. - Продажа железобетонных изделий в Самарской области | Тольяттинский Завод Железобетонных Издели
4307012765;"ООО ""МОЛОТ-ОРУЖИЕ""";https://weapons.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;
6325002019;"ОАО ""Сызранский мясокомбинат""";http://smk1932.ru;название совпало;только название, ИНН не найден;;;2 из 2;8;обычно;"Сызранский мясо комбинат &#8212; Колбасы, холодец, студни | Сызранский мясокомбинат 1932-2026 +7 (8464) 99 40 62 Самарск"
9105005901;"ООО ""АГРОСЕЛЬХОЗСЕРВИС""";https://free-eco.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;Фриланс-биржа экологических работ | FreeEco | Фриланс-биржа экологических работ | FreeEco | FREEECO Политика конфиденциа
7022010012;"ООО ""Стрежевской НПЗ""";https://www.tomskneft.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Томскнефть», а не «стрежевской нпз», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;Томскнефть
7728276053;"ООО ""Промконсервы""";https://madeinsmolensk.com;сайт группы;название совпало, но сайт зовёт СЕБЯ «Сделано в Смоленске | Сделано в Смоленске», а не «промконсервы», и имени предприятия нет в домене — это сайт группы;;;1 из 1;6;обычно;Сделано в Смоленске | Сделано в Смоленске
