marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
6ГВ-18/6-17;6ГВ18/617;6ГВ 18/6-17 | 6ГВ-18/6-17;ЦК-Ц/Ц-Ц;да;3;2;компрессор;регулярка;на компрессор винтовой 6ГВ-18/6-17, зав. № 85008, агрегат № К 2/2, инв.№ Н4-033702, эксплуатируемый на ВГКС Троицкая, ЦПНГиВ-2;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-09506-2016
2ВМ4-8/401;2ВМ48/401;2ВМ4-8/401;ЦКЦ-Ц/Ц;да;3;2;компрессор;регулярка;Компрессор 2ВМ4-8/401 инв. №Я-6/615;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11717-2023
Е-6;Е6;Е-6;К-Ц;да;3;2;ресивер;регулярка;линейный ресивер Е-6 регистр № 59483;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04858-2015
АТКА-545;АТКА545;АТКА-545;К-Ц;да;3;2;компрессор;провайдер+регулярка;Компрессор АТКА-545, зав. № 78001, поз. М1/1;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-27043-2024
GB-101;GB101;GB-101;Л-Ц;да;3;2;узел: компрессор;регулярка;Сепаратор на всасе второй ступени компрессора GB-101 поз. FA-111, зав. №CV-712-2, рег. № 302340. Цех № 3. Установка синтеза мочевины. Филиал «ПМУ» АО «ОХК «УРАЛХИМ» в городе Перми;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-62293-2019
ТГ-150-1,12М1-В1;ТГ1501.12М1В1;ТГ-150-1,12М1-В1;К-Ц-Ц,ЦКЦ-КЦ;да;3;2;воздуходувка;регулярка;Газодувка типа ТГ-150-1,12М1-В1 поз. М-101 горизонтальная, центробежная;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-28621-2019
ТГ-250-1,12;ТГ2501.12;ТГ-250-1,12;К-Ц-Ц,Ц;да;3;2;воздуходувка;регулярка;Газодувка ТГ-250-1,12 поз. 14-2, корп.267 цех ВАА;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-04799-2019
РВ 900-9/10;РВ9009/10;РВ 900-9/10 | РВ-900-9/10 | РВ900-9/10;К Ц-Ц/Ц;да;3;2;ресивер;регулярка;Заключение экспертизы промышленной безопасности №2440222/5073Д/02-ЭПБ-2024 на технические устройства, применяемые на опасном производственном объекте: Ресивер РВ 900-9/10 зав.№390, рег.№9, Ресивер РВ ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-12459-2024
ТК-101;ТК101;ТК-101;К-Ц;да;3;2;узел: компрессор;регулярка;Заключение экспертизы промышленной безопасности №275-НПО/24 на технические устройства – технологические трубопроводы: Щелочь из линии 115 в л.4727к, №4731к, Щелочь из линии 215 в л.4727к, №4732к, Щело;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06304-2024
АВШ-3,7/200М;АВШ3.7/200М;АВШ-3,7/200М;К-Ц,Ц/ЦК;да;3;2;компрессор;регулярка;"агрегат компрессорный воздушный АВШ-3,7/200М зав. № 140713 эксплуатируемый ТПП ""Урайнефтегаз»"" ООО «ЛУКОЙЛ-Западная Сибирь» НПЗ КАДС КО № 1, г. Урай";https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-14072-2025
ZR-200;ZR200;ZR-200;Л-Ц;да;3;2;компрессор;регулярка;"Воздушный компрессор низкого давления ZR-200, зав №037872, эксплуатируемый ТПП ""Когалымнефтегаз"" ООО «ЛУКОЙЛ-Западная Сибирь»";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-26087-2024
ТВ 80-1,4;ТВ801.4;ТВ 80-1,4 | ТВ-80-1,4 | ТВ-80-1.4;К Ц-Ц,Ц;да;3;2;воздуходувка;регулярка;Воздуходувка марки ТВ 80-1,4 поз.ВД-1, зав.№ 2905, воздуходув-ная станция ОС-96, цех БОС;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-56292-2015
1Г-21-80-2В;1Г21802В;1Г-21-80-2В | 1Г21-80-2В;ЦК-Ц-Ц-ЦК;да;3;2;воздуходувка;регулярка;Газодувка 1Г-21-80-2В поз. №6 (зав. №900382), установки гидрирования НДМА, цех гидрирования НДМА;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-14154-2023
ТВ-80-1,8М-01;ТВ801.8М01;ТВ-80-1,8М-01 | ТВ80-1,8М-01;К-Ц-Ц,ЦК-Ц;да;3;2;компрессор;регулярка;объект 1918, установка компрессии и ВОЦ, цех №54, ГХЗ Турбокомпрессор воздушный (воздуходувка) ТВ-80-1,8М-01, поз. ВД-1, зав.№1286;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-53798-2015
В-101/105;В101/105;В-101/105;К-Ц/Ц;да;3;2;узел: компрессор;регулярка;Трубопровод рег.№ 51012 «Исходный (бухарский) газ от компрессора В-101/105 до Т-100/1,2» Установка № 1, цех № 51, завод «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-29356-2015
ЦКО-160/15;ЦКО160/15;ЦКО-160/15;К-Ц/Ц;да;3;2;компрессор;регулярка;Центробежный компрессор 43 ЦКО-160/15 поз. ЦК-201 зав. № 79001 установка ГФУ-1 цех № 10 НПЗ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-18920-2015
ПК-1;ПК1;ПК 1 | ПК-1;К-Ц;да;3;2;узел: компрессор;регулярка;Трубопровод паров масла из картера компрессоров ПК-1÷6 в атмосферу, рег.№ 8384, установка ОГ и КГ цех № 8 НПЗ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-09943-2015
В-102-1;В1021;В-102-1;К-Ц-Ц;да;3;2;узел: компрессор;регулярка;Холодильник 1 ступени TV-1 компрессора В-102-1, зав. № 43136, рег. № 0095;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05350-2014
Э 200-31-1;Э200311;Э 200-31-1 | Э-200-31-1 | Э200-31-1;К Ц-Ц-Ц;да;3;2;воздуходувка;регулярка;Цех И-2 Центробежный нагнетатель Э 200-31-1 поз. № 115/1, зав.№69;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-23318-2016
4М16-22,4/23-64;4М1622.4/2364;4М16-22,4/23-64;ЦКЦ-Ц,Ц/Ц-Ц;да;3;2;компрессор;провайдер+регулярка;Заключение экспертизы промышленной безопасности на техническое устройство поршневой компрессор марки 4М16-22,4/23-64, поз.ПК-2, зав.№12 (установка Л-35/11-1000, цех №11, НПЗ, ООО «Газпром нефтехим Сал;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-47796-2022
2ВМ4-8/401 УХ;2ВМ48/401УХ;2ВМ4-8/401 УХ;ЦКЦ-Ц/Ц К;да;3;2;компрессор;регулярка;установка компрессорная типа 2ВМ4-8/401 УХЛ4 (рег. №461936), эксплуатируемая на опасном производственном объекте «Площадка энергоцеха Учалинской промплощадки», рег. №А41-00088-0009, АО «Учалинский ГОК;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04745-2019
ТГ-170-1,7;ТГ1701.7;ТГ-170-1,7;К-Ц-Ц,Ц;да;3;2;компрессор;регулярка;Турбокомпрессор типа ТГ-170-1,7 поз. 104/3, зав. № 22, АО «БСК», цех № 21 корпус 1404Б, применяемое на опасном производственном объекте «Площадка производства № 1 АО «Башкирская содовая компания» рег.;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-47628-2025
3ГП 5/220;3ГП5/220;3ГП 5/220 | 3ГП-5/220;ЦК Ц/Ц;да;3;2;компрессор;регулярка;Компрессор типа 3ГП 5/220 поз. 9/5, зав. № 159, АО «БСК», цех № 30 корпус 1906;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-33415-2024
205ГП 20/18;205ГП20/18;205ГП 20/18 | 205ГП-20/18;ЦК Ц/Ц;да;3;2;компрессор;провайдер+регулярка;Компрессор поршневой марки 205ГП 20/18, поз.32/1, зав. № 56571, корпус 114, цех № 2, производство «Каустик», АО «Башкирская содовая компания»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-100703-2023
КТК-7/14;КТК7/14;КТК 7/14 | КТК-7/14;К-Ц/Ц;да;3;2;компрессор;регулярка;"Компрессор типа КТК-7/14 поз. 5/4, зав. № 62001, Производство ""Каустик"", цех № 30, корпус 1901";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-29532-2019
Р-8;Р8;Р-8;К-Ц;да;3;2;узел: ресивер;регулярка;Ресивер Р-8, зав.№ 52605, рег.№ 3559-Н, установка Г-43-107М/1, Компрессорная станция, цех№11 филиала ПАО АНК «Башнефть» «Башнефть-УНПЗ»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05331-2025
Р-5;Р5;Р-5;К-Ц;да;3;2;ресивер;регулярка;Ресивер Р-5, зав.№ 52607, рег.№ 3556-Н, установка Г-43-107М/1, Компрессорная станция, цех№11 филиала ПАО АНК «Башнефть» «Башнефть-УНПЗ»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05288-2025
ЦК-1;ЦК1;ЦК-1;К-Ц;да;3;2;компрессор;регулярка;Технические устройства: Фильтр циркуляционного масла для компрессора ЦК-1, поз. Ф-201/1, зав. Noб/н, рег. Noб/н, Фильтр циркуляционного масла для компрессора ЦК-1, поз. Ф-201/2, зав. Noб/н, рег. Noб/н;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-894913-2026
302ГП5/70;302ГП5/70;302ГП 5/70 | 302ГП-5/70 | 302ГП5/70;ЦКЦ/Ц;да;3;2;компрессор;провайдер+регулярка;Техническое устройство: Компрессор поршневой азотный марки 302ГП5/70, поз. 662КМ-01-01, зав. № 125929, установки КВКИП No 1, Площадка азотно-кислородной станции 1 и компрессорной воздуха КИП 1 получен;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-872100-2026
ROTUNI 130-0,6/1,09;ROTUNI1300.6/1.09;ROTUNI 130-0,6/1,09 | ROTUNI 130-0.6/1.09 | ROTUNI-130-0,6/1,09 | ROTUNI-130-0.6/1.09;Л Ц-Ц,Ц/Ц,Ц;нет;3;2;воздуходувка;регулярка;Техническое устройство: Газодувка центробежная марки ROTUNI 130-0,6/1,09, тех. поз. К03, включая паровую турбину тех. поз. КТ03, «Винтовой насос SNH 120-R-51-U6-W22, тех. поз. KU03 P01A, Винтовой насо;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-831622-2026
ГП 5/70;ГП5/70;ГП 5/70 | ГП-5/70;К Ц/Ц;да;3;2;компрессор;регулярка;Экспертиза промышленной безопасности на техническое устройство поршневой компрессор 302 ГП 5/70, поз. 662КМ-01-03, зав. №87045;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-26381-2025
235-28-1;235281;235-28-1;Ц-Ц-Ц;да;3;2;компрессор;провайдер+регулярка;техническое устройство: центробежный нагнетатель 235-28-1 зав. №7311 ст. №1, инв. № 9000129551;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-275522-2022
АТКА-545-5000;АТКА5455000;АТКА-545-5000;К-Ц-Ц;да;3;2;компрессор;регулярка;Заключение № 2354/03-25 экспертизы промышленной безопасности на техническое устройство Турбокомпрессор АТКА-545-5000, поз. АТК-3/2, зав. № 74002 применяемое на опасном производственном объекте «Площад;https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-498121-2025
2ФУБС12;2ФУБС12;2ФУБС-12 | 2ФУБС12;ЦКЦ;да;3;2;компрессор;регулярка;Холодильная машина типа МКТ20-2-0 на базе поршневого компрессора марки 2ФУБС12 (4ПБ20), поз. 71/2, зав.№15519 (установка приема, хранения реагентов (отд. С-14), производство парков приёма, хранения, о;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-41932-2024
ТВ 175-1,6;ТВ1751.6;ТВ 175-1,6 | ТВ-175-1,6 | ТВ-175-1.6;К Ц-Ц,Ц;да;3;2;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ № 648-03-НПО/25 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство «Воздуходувка типа ТВ 175-1,6, зав. № 586, техн. № 3б», применяемое на опасном производственном объекте «Площа;https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-94603-2025
К905-61-1;К905611;К-905-61-1 | К905-61-1;КЦ-Ц-Ц;да;3;2;компрессор;регулярка;Заключение № КН-2440-24 экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте Компрессор центробежный воздушный К905-61-1 (зав.№6379, техн.№ 6Б;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-41498-2025
ГПМЗ-1М;ГПМЗ1М;ГПМЗ-1М;К-ЦК;да;3;2;воздуходувка;регулярка;техническое устройство, применяемое на опасном производственном объекте – газодувка ГПМЗ-1М №8-К зав. № 1 тех. № 64/2 в составе опасного производственного объекта «Производство РТТ и промышленных ВВ»;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-13651-2018
К-20;К20;К-20;К-Ц;да;3;2;компрессор;регулярка;Поршневой компрессор марки К-20, зав. № 1464,1489, БГЭ, цех ЦЭЭС, объект 282;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-848407-2026
ЦК-100/6,5;ЦК100/6.5;ЦК 100/6,5 | ЦК-100/6,5;К-Ц/Ц,Ц;да;3;2;компрессор;провайдер+регулярка;Центробежный компрессор ЦК-100/6,5, техн.№ 1;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-09286-2015
К-345;К345;К-345;К-Ц;да;3;2;компрессор;провайдер+регулярка;турбокомпрессор К – 345 № 2 ККЦ АО «Уральская Сталь»;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-31182-2022
ТК-1;ТК1;ТК-1;К-Ц;да;3;2;осушитель;регулярка;"Технологический трубопровод ""Обвязка турбокомпрессора ТК-1"" рег. № 3053192, эксплуатируемых ТПП ""Лангепаснефтегаз"" ООО ""ЛУКОЙЛ-Западная Сибирь""";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-13278-2017
ВД-3;ВД3;ВД-3;К-Ц;да;3;2;воздуходувка;регулярка;вентилятор воздуходувки ВД-3 (инв.№112645), расположенный на территории установки 24-7;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-22663-2016
ТВ-80-1.4;ТВ801.4;ТВ 80-1,4 | ТВ-80-1,4 | ТВ-80-1.4;К-Ц-Ц.Ц;да;3;2;воздуходувка;регулярка;на техническое устройство: Турбовоздуходувка ТВ-80-1.4 № 4, инв. № 30200015832.;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-02505-2021
ТГ 500-1,08;ТГ5001.08;ТГ 500-1,08 | ТГ-500-1,08;К Ц-Ц,Ц;да;3;2;воздуходувка;регулярка;Турбовоздуходувка марки ТГ 500-1,08, технологический индекс 52/2, инвентарный №Н55020460, АО «Новокуйбышевская нефтехимическая компания» цех №18, отделение 1801;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-61348-2022
SFL 1;SFL1;SFL 1 | SFL-1 | SFL1;Л Ц;да;3;2;воздуходувка;регулярка;газодувка SFL 11a, технологический №08В-1 (инвентарный №124805), установленная на установке У-08 газоперерабатывающего завода (ГПЗ) ООО «Газпром добыча Оренбург»;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-34358-2017
Н-235-23-1;Н235231;Н-235-23-1;К-Ц-Ц-Ц;да;3;2;воздуходувка;регулярка;корпус и ротор центробежного нагнетателя природного газа типа Н-235-23-1 зав № 8710 станционнй №83;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-27420-2018
КжАж-0,07;КЖАЖ0.07;КжАж 0,07 | КжАж-0,07;К-Ц,Ц;да;3;2;ВРУ;провайдер+регулярка;воздухоразделительная установка КжАж – 0,07, инв. № 26-026-15-2482, зав. № 901115;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-13064-2021
402ВП-4/220;402ВП4/220;402ВП 4/220 | 402ВП-4/220 | 402ВП4/220;ЦК-Ц/Ц;да;3;2;компрессор;провайдер;техническое устройство – компрессор 402ВП-4/220, поз.№КК-1, зав.№91303, применяемое на опасном производственном объекте II класса опасности – «Площадка подсобного хозяйства Томь-Усинской ГРЭС» рег.№ А;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-75263-2023
305ВП16/70;305ВП16/70;305ВП 16/70 | 305ВП-16/70 | 305ВП16/70;ЦКЦ/Ц;да;3;2;компрессор;провайдер;Сосуды компрессора типа 305ВП16/70 (техн. №170ВК2/4): промежуточный холодильник I ступени 170ВК2/4Е01 рег. №Н-1891, зав. №3307, промежуточный холодильник II ступени 170ВК2/4Е02 рег. №Н-1892, зав. №440;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-03176-2014
5-РДВМ;5РДВМ;5 РДВМ | 5-РДВМ | 5РДВМ;Ц-К;да;3;2;ресивер;провайдер;Ресивер дренажный вертикальный 5-РДВМ зав. № 572, рег. № 211;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-03339-2014
ВВ-10,0-0,8-2;ВВ10.00.82;ВВ-10,0-0,8-2;К-Ц,Ц-Ц,Ц-Ц;да;3;2;ресивер;провайдер;«Воздухосборник ВВ-10,0-0,8-2, зав. №557, рег. №02946, применяемое на опасном производственном объекте «Площадка воздухосборников на станции Череповец-2 Эксплуатационного вагонного депо Лоста - структ;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-13208-2023
ПТПГ-30;ПТПГ30;ПТПГ-30;К-Ц;да;3;2;не машина;провайдер;Техническое устройство: Подогреватель топливного и пускового газа ПТПГ-30 №2, зав. № 26 Инвентарный номер: 003688 Опасный производственный объект ( ПО): Участок комплексной подготовки газа Ямсовейское;https://monitor-pb.ru/conclusion/89-%D0%A2%D0%A3-65639-2025
В-3350л;В3350Л;В-3350л;К-ЦК;да;3;2;ресивер;провайдер;"технические устройства, применяемые на опасном производственном объекте - сосуд, работающий под давлением, воздухосборник В-3350л (зав. № 83; рег. № 1544); сосуд, работающий под давлением, воздухосбор";https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-09958-2016
SAB 202 LF;SAB202LF;SAB 202 LF | SAB 202LF;Л Ц Л;да;2;2;компрессор;регулярка;ЗАКЛЮЧЕНИЕ № 008-04-ТУ/24 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство «Винтовой холодильный компрессор тип SAB 202 LF зав. № 125950», применяемое на опасном производственном объекте;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-06547-2024
GM3S;GM3S;GM3S;ЛЦЛ;да;2;2;воздуходувка;регулярка;Заключение № 10/22-14 экспертизы промышленной безопасности на технические устройства: Ротационная воздуходувка GM3S поз. № 421;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-24495-2022
Р 70/10;Р70/10;Р 70/10;К Ц/Ц;да;2;2;ресивер;регулярка;Ресивер Р 70/10, зав.№1185, рег.№24, эксплуатируемый в Котельной №19 ЦПВС Восточно-Елового месторождения НГДУ «Сургутнефть» ПАО «Сургутнефтегаз;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-48210-2024
4ВМ10;4ВМ10;4ВМ-10 | 4ВМ10;ЦКЦ;да;2;2;компрессор;регулярка;техническое устройство - компрессор поршневого типа 4ВМ10 - 100/8 зав. №1092;https://monitor-pb.ru/conclusion/65-%D0%A2%D0%A3-01682-2016
4ВУ1;4ВУ1;4ВУ 1 | 4ВУ-1 | 4ВУ1;ЦКЦ;да;2;2;компрессор;регулярка;техническое устройство – компрессоры поршневые типа 4ВУ1 – 519М2, зав. №№ 9555, 231224, расположенные на ОПО «Площадка насосной станции (ДНС – 32)», I класс опасности, рег. № А58-40008-0197, АО «Самот;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-06232-2020
ГО-1;ГО1;ГО-1;К-Ц;да;2;2;осушитель;регулярка;"техническое устройство: газоосушитель ГО-1, зав. № 27214, рег. № БП-1505, расположенный на ОПО «Пункт подготовки и сбора нефти (БЦТП)», I класс опасности, рег. № А58-40008-0184, АО ""Самотлорнефтегаз"",";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-31775-2018
ВУ1-5/9;ВУ15/9;ВУ-1-5/9 | ВУ1-5/9;КЦ-Ц/Ц;да;2;2;компрессор;регулярка;поршневой компрессор марки 4 ВУ1-5/9, зав. № 03834456, тех. № К-1, инв. 100134 установленный на ЦПС, ЦППН-8, Тюменское месторождение;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-26780-2017
ASS-0,821;ASS0.821;ASS-0,821;Л-Ц,Ц;да;2;2;ресивер;регулярка;№ 515/06-2024 на техническое устройство «Ресивер аммиачный вертикальный маслоотделитель ASS-0,821» зав. № 1280, рег. №43-20-4920 ОК(НХС), применяемое на опасном производственном объекте «Аммиачно-холо;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-16222-2024
V-1;V1;V-1;Л-Ц;да;2;2;ресивер;регулярка;техническое устройство: Сосуд работающий под давлением, Ресивер воздуха рег. № 8977, зав. № 80226, V-10м3,;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-39538-2018
FMS3-900;FMS3900;FMS3-900;ЛЦ-Ц;да;2;2;компрессор;регулярка;Компрессорный агрегат FMS3-900, зав.№19560, ст.№2, инв.№00006035, эксплуатируемый ОАО «МИЛКОМ» ПП «Глазов-молоко», по адресу: Удмуртская Республика, г.Глазов, ул.Драгунова, д.51, площадка компрессорно;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-17998-2022
ВП2-10/9 УХ;ВП210/9УХ;ВП2-10/9 УХ;КЦ-Ц/Ц К;да;2;2;компрессор;регулярка;Поршневой компрессор типа ВП2-10/9 УХЛ4, зав. № 680, ст. № 3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38368-2015
B-1;B1;B-1;Л-Ц;да;2;2;узел: воздуходувка;регулярка;"Фонтанная арматура 16""х10-3/4""х7-5/8""х3-1/2"" 5М водонагнетательной скважины № B-1, тип FMC 4-1/16”-5000 psi, инв. № 120008700, зав. № б/н";https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-797294-2026
2АНКШ-65Х21К1-01;2АНКШ65Х21К101;2АНКШ-65Х21К1-01;ЦК-ЦКЦКЦ-Ц;нет;2;2;узел: воздуходувка;регулярка;АРМАТУРА НАГНЕТАТЕЛЬНАЯ 2АНКШ-65Х21К1-01, скв. № 866, куст №10, зав. № 84, инв. № 011201000916051;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10326-2025
ЗАФ49К52С;ЗАФ49К52С;ЗАФ49К52С;КЦКЦК;да;2;2;компрессор;регулярка;компрессор ЗАФ49К52С № 47 («Цех по производству муки № 2», рег. № А66-00380-0010);https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-08036-2017
5ВХ-350/2,6;5ВХ350/2.6;5ВХ-350/2,6;ЦК-Ц/Ц,Ц;да;2;2;компрессор;регулярка;Аммиачный компрессор 5ВХ-350/2,6 Бр, зав. № 75061, поз. 1.;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-07894-2024
Е-8;Е8;Е-8;К-Ц;да;2;2;ресивер;регулярка;техническое устройство - Ресивер газообразного пропана, тех. Е-8, зав. № 5, рег. № 23, применяемое на опасном производственном объекте: «Площадка установки деасфальтизации гудрона пропаном 36/1 №1» (р;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-18929-2024
РЛ-1;РЛ1;РЛ-1;К-Ц;да;2;2;ресивер;регулярка;"Ресивер РЛ-1, рег. № 21679, зав. № 329, эксплуатируемый на ""Площадке установки депарафинизации масел 39/1 № 2"" филиала ООО ""Газпромнефть-СМ"" ""ОЗСМ""";https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-11359-2014
РЛ-2;РЛ2;РЛ-2;К-Ц;да;2;2;ресивер;регулярка;"Ресивер РЛ-2, рег. № 21678, зав. № 328, эксплуатируемый на ""Площадке установки депарафинизации масел 39/1 № 2"" филиала ООО ""Газпромнефть-СМ"" ""ОЗСМ""";https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-11361-2014
АВ 100;АВ100;АВ 100 | АВ-100 | АВ100;К Ц;да;2;2;компрессор;регулярка;компрессор АВ 100, рег.№--, зав.№17050;https://monitor-pb.ru/conclusion/37-%D0%A2%D0%A3-08907-2015
LF5-10UV;LF510UV;LF5-10UV;ЛЦ-ЦЛ;да;2;2;компрессор;регулярка;Техническое устройство: Компрессор LF5-10UV 250 зав.№ WCF40 7507, инв.№ 13823ЛВНГ. ЦДНГ №4 «Памятный», СПН «Мирошники». ОПО – Пункт подготовки и сбора нефти СПН «Мирошники», рег. № А53-05647-0196, III;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-00132-2022
С412М;С412М;С412М;КЦК;да;2;2;компрессорная станция;регулярка;Техническое устройство: Компрессорная станция С412М, зав. № 295, инв.№ 2394300ЛВНГ, тех. № -, ЦДНГ №2 «Жирновский», УПСВ-1 (Установка предварительного сброса воды УПСВ-1). ОПО – Пункт подготовки и сбо;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-21475-2021
GA11C;GA11C;GA11C;ЛЦЛ;да;2;2;компрессор;провайдер+регулярка;на техническое устройство «Компрессор воздушный винтовой маслосмазываемый GA11C», зав. №API06091, применяемое на опасном производственном объекте Нижневартовский филиал ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-36017-2024
К-25М;К25М;К-25М;К-ЦК;да;2;2;компрессор;провайдер+регулярка;Компрессор К-25М зав.№ 853, тех.№ К-3 МРС, применяемый на опасном производственном объекте: Участок комплексной подготовки газа (Вынгапуровского месторождения);https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-52466-2017
2ВМ4-12/65М1;2ВМ412/65М1;2ВМ4-12/65М1;ЦКЦ-Ц/ЦКЦ;да;2;2;компрессор;регулярка;на технические устройства Поршневой компрессор марки 2ВМ4-12/65М1, зав. № 00009, поз. ВК-2, установки Л-35/11-300 Каталитического производства, эксплуатируемый ПАО «Славнефть-ЯНОС» на опасном производ;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-04287-2022
К-1,2,3;К1.2.3;К-1,2,3;К-Ц,Ц,Ц;да;2;2;узел: компрессор;регулярка;Трубопровод (поз. № 32161)«Сдувка газообразного аммиака с ИКТ 4-9, КТГ 1-5, ОЖГ-1,2, ЛР-1,2, ДР-1, нагнетания компрессоров К-1,2,3 до врезки в трубопровод жидкого аммиака с об.1506 ц.50 в об.431,431А ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-03759-2019
BF-320;BF320;BF-320;Л-Ц;да;2;2;компрессор;регулярка;Поршневой компрессор BF-320, поз. 3-1, зав. №362756, инв. №40001272, объект 1512/1, установка переработки, цех №24, ГХЗ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-22211-2016
К-402;К402;К-402;К-Ц;да;2;2;узел: компрессор;регулярка;Трубопровод подачи пара на уплотнения турбины компрессора К-402 с коллектора пара 40 кгс/см2, рег.№76562, установка компрессии, цех №54, ГХЗ, установка компрессии, цех №54, ГХЗ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-13125-2016
КПС-1;КПС1;КПС-1;К-Ц;да;2;2;узел: компрессор;регулярка;Сепаратор V ступени компрессора КПС-1, поз. 3/2.10, зав. № 11126, уст.3, ц.23, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01612-2016
